id,Name,Fueltype,Technology,Set,Country,Capacity,YearCommissioned,lat,lon,File,projectID
824,Parco Eolico Torre Di Ruggiero ,Wind,,PP,Italy,10.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-0602383K
825,Torbole,Hydro,Run-Of-River,PP,Italy,110.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S04TRBLJ
826,Parco Eolico Piano Di Corda,Wind,,PP,Italy,44.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S18PEPDY
827,Darfo,Hydro,Run-Of-River,PP,Italy,9.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S03UDTRA
828,Foiano2,Wind,,PP,Italy,70.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S15F2NON
829,Impianto Di Bolgiano,Natural Gas,,PP,Italy,61.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-0760710Z
830,Balsorano,Hydro,Run-Of-River,PP,Italy,15.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S13BLSRW
831,Termica Colleferro,Other,,PP,Italy,44.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-0361630J
832,Altomonte,Natural Gas,,PP,Italy,808.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S18EADS0
833,Villa Castelli Wf,Wind,,PP,Italy,20.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-01094203
834,Pescara 1S,Hydro,Run-Of-River,PP,Italy,10.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S13P1SCZ
835,Centrale A Biomasse Bando D'Argenta,Bioenergy,,PP,Italy,22.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S08SBMRJ
836,San Marco,Wind,,PP,Italy,14.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S06SMNRL
837,Castelmassa,Natural Gas,,PP,Italy,54.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S05CSTM1
838,S.Damiano,Hydro,Run-Of-River,PP,Italy,12.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S01SDMNO
839,Maddaloni T.Gas,Other,,PP,Italy,350.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S15MTDD6
840,Impianto Idroelettrico Del Passirio,Hydro,Run-Of-River,PP,Italy,26.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S04CENRY
841,Aes Ottana Energia S.R.L,Oil,,PP,Italy,80.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S20EONCO
842,Talamona,Hydro,Run-Of-River,PP,Italy,18.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S03TLMNC
843,Centrale Grighine,Wind,,PP,Italy,98.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S20CGNTW
844,Turbigo S.,Hydro,Run-Of-River,PP,Italy,10.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S03TSRBU
845,Carona,Hydro,Reservoir,PP,Italy,48.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S03CRNAM
846,Palino 20Mw,Wind,,PP,Italy,20.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S16P2LNC
847,Poschiavino C.Le,Hydro,Run-Of-River,PP,Italy,10.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S03PCSCZ
848,Parco Eolico Alcamo,Wind,,PP,Italy,32.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-0358706K
849,La Toppa 1,Wind,,PP,Italy,54.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-0752122B
850,Sasso 2,Geothermal,,PP,Italy,20.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S09S2SST
851,Crot,Hydro,Run-Of-River,PP,Italy,17.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S01CRTOP
852,San  Quirico,Natural Gas,,PP,Italy,137.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S08ESDS9
853,Rocchetta 3,Wind,,PP,Italy,40.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S16R3CCA
854,Sondrio,Hydro,Run-Of-River,PP,Italy,144.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S03SNDOY
855,Lago Arancio,Wind,,PP,Italy,44.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S19LAGRQ
856,Troia San Cireo,Wind,,PP,Italy,30.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMYI-C16ETS1B
857,Galleto,Hydro,Run-Of-River,PP,Italy,166.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S10GLLT5
858,Boffalora,Natural Gas,,PP,Italy,88.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S03SBNFX
859,Pracomune,Hydro,Pumped Storage,PP,Italy,35.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S04PRCMY
860,Castelletto,Hydro,Run-Of-River,PP,Italy,17.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S05CSTL3
861,Alto Garda Power Srl,Other,,PP,Italy,55.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S04CDCAV
862,Resio,Hydro,Run-Of-River,PP,Italy,12.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S03RCSL7
863,Centrale Di Testi,Natural Gas,,PP,Italy,62.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMYI-S09SCCAB
864,U.P. Interecogen,Natural Gas,,PP,Italy,30.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S09IPNT0
865,Camporeale,Wind,,PP,Italy,20.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-C19PCRTF
866,Vizzola T.,Hydro,Run-Of-River,PP,Italy,31.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S01VTZZU
867,Cartiera Reno De Medici Santa Giustina,Natural Gas,,PP,Italy,10.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-0465591D
868,Partinico,Wind,,PP,Italy,16.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S19PCRTZ
869,Monfalcone,Other,,PP,Italy,315.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S06MTNFA
870,Comunacqua,Hydro,Run-Of-River,PP,Italy,8.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S12CMNC0
871,Foiano Val Fortore,Wind,,PP,Italy,15.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S15FVFN7
872,Pelos,Hydro,Run-Of-River,PP,Italy,32.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S05PLSEK
873,Lacedonia 2,Wind,,PP,Italy,18.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S15L2CDB
874,Bardonetto,Hydro,Run-Of-River,PP,Italy,18.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S01BRDTV
875,Mandela,Hydro,Run-Of-River,PP,Italy,5.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S12GFRR3
876,Centrale Idroelettrica Megolo E Ceppomorelli,Hydro,Run-Of-River,PP,Italy,16.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S01CEMPM
877,Termovalorizzatore Cdr,Waste,,PP,Italy,17.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S18TECTL
878,Fedio,Hydro,Run-Of-River,PP,Italy,10.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S01FDEIC
879,Monteverdi 2,Geothermal,,PP,Italy,17.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S09M2NTZ
880,Piacenza,Other,,PP,Italy,806.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S08PLCNW
881,Turbigo,Other,,PP,Italy,1079.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S03TRBGZ
882,Sarmato,Natural Gas,,PP,Italy,180.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S08SERM2
883,S.Barbara,Natural Gas,,PP,Italy,391.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S09SBRBU
884, Montagna Faeto,Wind,,PP,Italy,14.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S16DFNT2
885,Piano Del Cornale,Wind,,PP,Italy,15.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-0063022G
886,Dossi,Hydro,Reservoir,PP,Italy,43.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S03DSSO7
887,Cogolo,Hydro,Run-Of-River,PP,Italy,98.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S04CGLO1
888,Jesi,Other,,PP,Italy,140.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMZI-S11JSEI0
889,Ilva Taranto Cet3,Hard Coal,,PP,Italy,400.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-0420910Z
890,Mimiani,Wind,,PP,Italy,22.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S19IEMMH
891,Edis Esterle,Hydro,Run-Of-River,PP,Italy,42.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-ADDA2-1U
892,Girifalco-Peg,Wind,,PP,Italy,30.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S18GRFCM
893,Trapani-Salemi,Wind,,PP,Italy,66.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S19PETSN
894,Priolo Gargallo,Solar,,PP,Italy,13.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-00834908
895,Signayes,Hydro,Run-Of-River,PP,Italy,42.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S02SGNYI
896,Masseria Vincelli,Natural Gas,,PP,Italy,5.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S14ETEAI
897,Impianto Eolico Di Cutro - Località Rosito,Wind,,PP,Italy,46.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-0222863M
898,Rotondella,Wind,,PP,Italy,18.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S17PERR6
899,San Martino In Pensilis,Wind,,PP,Italy,58.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-01325337
900,Sicet,Bioenergy,,PP,Italy,18.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S05SCTIU
901,Cer Castelfranco,Wind,,PP,Italy,30.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S15SNSVU
902,Centrale Elettrogorizia,Other,,PP,Italy,57.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMYI-S06ELTTB
903,Nuova Acquaspruzza,Wind,,PP,Italy,38.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S14NAVCV
904,Poggio Imperiale,Wind,,PP,Italy,30.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S16PIGGE
905,Parco Eolico Santomenna,Wind,,PP,Italy,20.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-00680951
906,Alfonsine,Solar,,PP,Italy,31.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-01218085
907,Carlentini  ,Wind,,PP,Italy,24.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-C19CCRLM
908,De Nittis 2,Solar,,PP,Italy,11.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMYI-0157750B
909,Cte Tamarete,Other,,PP,Italy,115.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S13CTTM2
910,Alberona Mezzanelle,Wind,,PP,Italy,26.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S16AMLBV
