,technology,source,source_type,year,type,country,capacity_definition,capacity,technology_level_0,technology_level_1,technology_level_2,technology_level_3
1953,Hydro,entsoe,Other associations,2013,Installed capacity in MW,HR,Net capacity,2100.0,False,False,True,False
1954,Hydro,entsoe,Other associations,2013,Installed capacity in MW,HU,Net capacity,50.0,False,False,True,False
1955,Hydro,entsoe,Other associations,2013,Installed capacity in MW,IE,Net capacity,530.0,False,False,True,False
1956,Hydro,entsoe,Other associations,2013,Installed capacity in MW,IT,Net capacity,21300.0,False,False,True,False
1957,Hydro,entsoe,Other associations,2013,Installed capacity in MW,LT,Net capacity,880.0,False,False,True,False
1958,Hydro,entsoe,Other associations,2013,Installed capacity in MW,LU,Net capacity,1130.0,False,False,True,False
1959,Hydro,entsoe,Other associations,2013,Installed capacity in MW,LV,Net capacity,1580.0,False,False,True,False
1960,Hydro,entsoe,Other associations,2013,Installed capacity in MW,NL,Net capacity,40.0,False,False,True,False
1961,Hydro,entsoe,Other associations,2013,Installed capacity in MW,NO,Net capacity,30800.0,False,False,True,False
1962,Hydro,entsoe,Other associations,2013,Installed capacity in MW,PL,Net capacity,2340.0,False,False,True,False
1963,Hydro,entsoe,Other associations,2013,Installed capacity in MW,PT,Net capacity,5690.0,False,False,True,False
1964,Hydro,entsoe,Other associations,2013,Installed capacity in MW,RO,Net capacity,6200.0,False,False,True,False
1965,Hydro,entsoe,Other associations,2013,Installed capacity in MW,SE,Net capacity,16200.0,False,False,True,False
1966,Hydro,entsoe,Other associations,2013,Installed capacity in MW,SI,Net capacity,1140.0,False,False,True,False
1967,Hydro,entsoe,Other associations,2013,Installed capacity in MW,SK,Net capacity,2490.0,False,False,True,False
1968,Hydro,entsoe,Other associations,2014,Installed capacity in MW,BG,Net capacity,3170.0,False,False,True,False
1969,Hydro,entsoe,Other associations,2014,Installed capacity in MW,CH,Net capacity,14000.0,False,False,True,False
1970,Hydro,entsoe,Other associations,2014,Installed capacity in MW,CZ,Net capacity,2150.0,False,False,True,False
1971,Hydro,entsoe,Other associations,2014,Installed capacity in MW,DE,Net capacity,10750.0,False,False,True,False
1972,Hydro,entsoe,Other associations,2014,Installed capacity in MW,DK,Net capacity,10.0,False,False,True,False
1973,Hydro,entsoe,Other associations,2014,Installed capacity in MW,EE,Net capacity,10.0,False,False,True,False
1974,Hydro,entsoe,Other associations,2014,Installed capacity in MW,ES,Net capacity,19370.0,False,False,True,False
1975,Hydro,entsoe,Other associations,2014,Installed capacity in MW,FI,Net capacity,3170.0,False,False,True,False
1976,Hydro,entsoe,Other associations,2014,Installed capacity in MW,FR,Net capacity,25200.0,False,False,True,False
1977,Hydro,entsoe,Other associations,2014,Installed capacity in MW,GB,Net capacity,3860.0,False,False,True,False
1978,Hydro,entsoe,Other associations,2014,Installed capacity in MW,GR,Net capacity,3240.0,False,False,True,False
1979,Hydro,entsoe,Other associations,2014,Installed capacity in MW,HR,Net capacity,2100.0,False,False,True,False
1980,Hydro,entsoe,Other associations,2014,Installed capacity in MW,HU,Net capacity,50.0,False,False,True,False
1981,Hydro,entsoe,Other associations,2014,Installed capacity in MW,IE,Net capacity,530.0,False,False,True,False
1982,Hydro,entsoe,Other associations,2014,Installed capacity in MW,IT,Net capacity,21900.0,False,False,True,False
1983,Hydro,entsoe,Other associations,2014,Installed capacity in MW,LT,Net capacity,880.0,False,False,True,False
1984,Hydro,entsoe,Other associations,2014,Installed capacity in MW,LU,Net capacity,1130.0,False,False,True,False
1985,Hydro,entsoe,Other associations,2014,Installed capacity in MW,LV,Net capacity,1580.0,False,False,True,False
1986,Hydro,entsoe,Other associations,2014,Installed capacity in MW,NL,Net capacity,40.0,False,False,True,False
1987,Hydro,entsoe,Other associations,2014,Installed capacity in MW,NO,Net capacity,31000.0,False,False,True,False
1988,Hydro,entsoe,Other associations,2014,Installed capacity in MW,PL,Net capacity,2360.0,False,False,True,False
1989,Hydro,entsoe,Other associations,2014,Installed capacity in MW,PT,Net capacity,5520.0,False,False,True,False
1990,Hydro,entsoe,Other associations,2014,Installed capacity in MW,RO,Net capacity,6280.0,False,False,True,False
1991,Hydro,entsoe,Other associations,2014,Installed capacity in MW,SE,Net capacity,16200.0,False,False,True,False
1992,Hydro,entsoe,Other associations,2014,Installed capacity in MW,SI,Net capacity,1140.0,False,False,True,False
1993,Hydro,entsoe,Other associations,2014,Installed capacity in MW,SK,Net capacity,2540.0,False,False,True,False
1994,Hydro,entsoe,Unknown,2013,Installed capacity in MW,GB,Unknown,0.0,False,False,True,False
1995,Run-of-river,Agencija za energijo,Ministry,2013,Installed capacity in MW,SI,Net capacity,0.0,False,False,False,True
1996,Run-of-river,Agencija za energijo,Ministry,2014,Installed capacity in MW,SI,Net capacity,0.0,False,False,False,True
1997,Run-of-river,Anre,Regulatory Authority,2013,Installed capacity in MW,RO,Unknown,0.0,False,False,False,True
1998,Run-of-river,Anre,Regulatory Authority,2014,Installed capacity in MW,RO,Unknown,0.0,False,False,False,True
1999,Run-of-river,BFE,Regulatory Authority,2012,Installed capacity in MW,CH,Unknown,0.0,False,False,False,True
2000,Run-of-river,BFE,Regulatory Authority,2014,Installed capacity in MW,CH,Unknown,0.0,False,False,False,True
2001,Run-of-river,BMWi,Ministry,2013,Installed capacity in MW,DE,Gross capacity,0.0,False,False,False,True
2002,Run-of-river,BMWi,Ministry,2014,Installed capacity in MW,DE,Gross capacity,0.0,False,False,False,True
2003,Run-of-river,CIRE,Private companies,2014,Installed capacity in MW,PL,Unknown,0.0,False,False,False,True
2004,Run-of-river,Central Statistical Bureau of Latvia,Statistical Office,2013,Installed capacity in MW,LV,Unknown,0.0,False,False,False,True
2005,Run-of-river,Central Statistical Bureau of Latvia,Statistical Office,2014,Installed capacity in MW,LV,Unknown,0.0,False,False,False,True
2006,Run-of-river,Croation Transmission System operator (HOPS),Transmission System Operator,2013,Installed capacity in MW,HR,Unknown,0.0,False,False,False,True
2007,Run-of-river,DEA,Ministry,2013,Installed capacity in MW,DK,Net capacity,0.0,False,False,False,True
2008,Run-of-river,Department of Energy & Climate Change,Ministry,2015,Installed capacity in MW,GB,Unknown,0.0,False,False,False,True
2009,Run-of-river,ELIA,Transmission System Operator,2015,Installed capacity in MW,BE,Gross capacity,0.0,False,False,False,True
2010,Run-of-river,ERU,Regulatory Authority,2013,Installed capacity in MW,CZ,Net capacity,0.0,False,False,False,True
2011,Run-of-river,ERU,Regulatory Authority,2014,Installed capacity in MW,CZ,Net capacity,0.0,False,False,False,True
2012,Run-of-river,EUROSTAT,Statistical Office,2013,Installed capacity in MW,AT,Unknown,0.0,False,False,False,True
2013,Run-of-river,EUROSTAT,Statistical Office,2013,Installed capacity in MW,BE,Unknown,0.0,False,False,False,True
2014,Run-of-river,EUROSTAT,Statistical Office,2013,Installed capacity in MW,BG,Unknown,0.0,False,False,False,True
2015,Run-of-river,EUROSTAT,Statistical Office,2013,Installed capacity in MW,CZ,Unknown,0.0,False,False,False,True
2016,Run-of-river,EUROSTAT,Statistical Office,2013,Installed capacity in MW,DE,Unknown,0.0,False,False,False,True
2017,Run-of-river,EUROSTAT,Statistical Office,2013,Installed capacity in MW,DK,Unknown,0.0,False,False,False,True
2018,Run-of-river,EUROSTAT,Statistical Office,2013,Installed capacity in MW,EE,Unknown,0.0,False,False,False,True
2019,Run-of-river,EUROSTAT,Statistical Office,2013,Installed capacity in MW,ES,Unknown,0.0,False,False,False,True
2020,Run-of-river,EUROSTAT,Statistical Office,2013,Installed capacity in MW,FI,Unknown,0.0,False,False,False,True
2021,Run-of-river,EUROSTAT,Statistical Office,2013,Installed capacity in MW,FR,Unknown,0.0,False,False,False,True
2022,Run-of-river,EUROSTAT,Statistical Office,2013,Installed capacity in MW,GB,Unknown,0.0,False,False,False,True
2023,Run-of-river,EUROSTAT,Statistical Office,2013,Installed capacity in MW,GR,Unknown,0.0,False,False,False,True
2024,Run-of-river,EUROSTAT,Statistical Office,2013,Installed capacity in MW,HR,Unknown,0.0,False,False,False,True
2025,Run-of-river,EUROSTAT,Statistical Office,2013,Installed capacity in MW,HU,Unknown,0.0,False,False,False,True
2026,Run-of-river,EUROSTAT,Statistical Office,2013,Installed capacity in MW,IE,Unknown,0.0,False,False,False,True
2027,Run-of-river,EUROSTAT,Statistical Office,2013,Installed capacity in MW,IT,Unknown,0.0,False,False,False,True
2028,Run-of-river,EUROSTAT,Statistical Office,2013,Installed capacity in MW,LT,Unknown,0.0,False,False,False,True
2029,Run-of-river,EUROSTAT,Statistical Office,2013,Installed capacity in MW,LU,Unknown,0.0,False,False,False,True
2030,Run-of-river,EUROSTAT,Statistical Office,2013,Installed capacity in MW,LV,Unknown,0.0,False,False,False,True
2031,Run-of-river,EUROSTAT,Statistical Office,2013,Installed capacity in MW,NL,Unknown,0.0,False,False,False,True
2032,Run-of-river,EUROSTAT,Statistical Office,2013,Installed capacity in MW,PL,Unknown,0.0,False,False,False,True
2033,Run-of-river,EUROSTAT,Statistical Office,2013,Installed capacity in MW,PT,Unknown,0.0,False,False,False,True
2034,Run-of-river,EUROSTAT,Statistical Office,2013,Installed capacity in MW,RO,Unknown,0.0,False,False,False,True
2035,Run-of-river,EUROSTAT,Statistical Office,2013,Installed capacity in MW,SE,Unknown,0.0,False,False,False,True
2036,Run-of-river,EUROSTAT,Statistical Office,2013,Installed capacity in MW,SI,Unknown,0.0,False,False,False,True
2037,Run-of-river,EUROSTAT,Statistical Office,2013,Installed capacity in MW,SK,Unknown,0.0,False,False,False,True
2038,Run-of-river,Eirgrid,Transmission System Operator,2014,Installed capacity in MW,IE,Unknown,0.0,False,False,False,True
2039,Run-of-river,Eirgrid,Transmission System Operator,2015,Installed capacity in MW,IE,Unknown,0.0,False,False,False,True
2040,Run-of-river,Energy Ministry,Ministry,2013,Installed capacity in MW,NO,Unknown,0.0,False,False,False,True
2041,Run-of-river,Energy Ministry,Ministry,2015,Installed capacity in MW,NO,Unknown,0.0,False,False,False,True
2042,Run-of-river,ILR,Regulatory Authority,2013,Installed capacity in MW,LU,Unknown,32.3,False,False,False,True
2043,Run-of-river,ILR,Regulatory Authority,2014,Installed capacity in MW,LU,Unknown,32.3,False,False,False,True
2044,Run-of-river,Litgrid,Transmission System Operator,2014,Installed capacity in MW,LT,Unknown,101.0,False,False,False,True
2045,Run-of-river,Mavir,Transmission System Operator,2013,Installed capacity in MW,HU,Unknown,0.0,False,False,False,True
2046,Run-of-river,Mavir,Transmission System Operator,2014,Installed capacity in MW,HU,Unknown,0.0,False,False,False,True
2047,Run-of-river,REE,Transmission System Operator,2013,Installed capacity in MW,ES,Unknown,0.0,False,False,False,True
2048,Run-of-river,REE,Transmission System Operator,2014,Installed capacity in MW,ES,Unknown,0.0,False,False,False,True
2049,Run-of-river,REN,Transmission System Operator,2013,Installed capacity in MW,PT,Unknown,0.0,False,False,False,True
2050,Run-of-river,REN,Transmission System Operator,2014,Installed capacity in MW,PT,Unknown,0.0,False,False,False,True
2051,Run-of-river,RTE,Transmission System Operator,2014,Installed capacity in MW,FR,Unknown,0.0,False,False,False,True
2052,Run-of-river,RTE,Transmission System Operator,2015,Installed capacity in MW,FR,Unknown,10314.1,False,False,False,True
2053,Run-of-river,Regulatory Authority for Energy,Regulatory Authority,2012,Installed capacity in MW,GR,Unknown,0.0,False,False,False,True
2054,Run-of-river,Statistical Office of Slovakia,Statistical Office,2013,Installed capacity in MW,SK,Unknown,0.0,False,False,False,True
2055,Run-of-river,Statistical Office of Slovakia,Statistical Office,2014,Installed capacity in MW,SK,Unknown,0.0,False,False,False,True
2056,Run-of-river,Statistics Estonia,Statistical Office,2013,Installed capacity in MW,EE,Gross capacity,0.0,False,False,False,True
2057,Run-of-river,Statistics Estonia,Statistical Office,2014,Installed capacity in MW,EE,Gross capacity,0.0,False,False,False,True
2058,Run-of-river,Statistics Finland,Statistical Office,2013,Installed capacity in MW,FI,Unknown,0.0,False,False,False,True
2059,Run-of-river,Statistics Finland,Statistical Office,2014,Installed capacity in MW,FI,Unknown,0.0,False,False,False,True
2060,Run-of-river,Svensk Energi,Other associations,2013,Installed capacity in MW,SE,Unknown,0.0,False,False,False,True
2061,Run-of-river,Svensk Energi,Other associations,2014,Installed capacity in MW,SE,Unknown,0.0,False,False,False,True
2062,Run-of-river,TSO Bulgaria,Transmission System Operator,2012,Installed capacity in MW,BG,Unknown,176.0,False,False,False,True
2063,Run-of-river,Tennet,Transmission System Operator,2013,Installed capacity in MW,NL,Gross capacity,0.0,False,False,False,True
2064,Run-of-river,Tennet,Transmission System Operator,2015,Installed capacity in MW,NL,Gross capacity,0.0,False,False,False,True
2065,Run-of-river,Terna,Transmission System Operator,2014,Installed capacity in MW,IT,Unknown,0.0,False,False,False,True
2066,Run-of-river,Terna,Transmission System Operator,2015,Installed capacity in MW,IT,Unknown,0.0,False,False,False,True
2067,Run-of-river,UN,Statistical Office,2013,Installed capacity in MW,NO,Net capacity,0.0,False,False,False,True
2068,Run-of-river,UN Statistical Office,Statistical Office,2012,Installed capacity in MW,CH,Net capacity,0.0,False,False,False,True
2069,Run-of-river,e-control,Regulatory Authority,2013,Installed capacity in MW,AT,Unknown,5580.67077,False,False,False,True
2070,Run-of-river,e-control,Regulatory Authority,2014,Installed capacity in MW,AT,Unknown,5598.9643,False,False,False,True
2071,Run-of-river,entsoe,Other association,2013,Installed capacity in MW,AT,Net capacity,0.0,False,False,False,True
2072,Run-of-river,entsoe,Other association,2014,Installed capacity in MW,AT,Net capacity,0.0,False,False,False,True
2073,Run-of-river,entsoe,Other association,2014,Installed capacity in MW,BE,Net capacity,0.0,False,False,False,True
2074,Run-of-river,entsoe,Other associations,2013,Installed capacity in MW,BE,Net capacity,0.0,False,False,False,True
2075,Run-of-river,entsoe,Other associations,2013,Installed capacity in MW,BG,Net capacity,0.0,False,False,False,True
2076,Run-of-river,entsoe,Other associations,2013,Installed capacity in MW,CH,Net capacity,0.0,False,False,False,True
2077,Run-of-river,entsoe,Other associations,2013,Installed capacity in MW,CZ,Net capacity,0.0,False,False,False,True
2078,Run-of-river,entsoe,Other associations,2013,Installed capacity in MW,DE,Net capacity,0.0,False,False,False,True
2079,Run-of-river,entsoe,Other associations,2013,Installed capacity in MW,DK,Net capacity,0.0,False,False,False,True
2080,Run-of-river,entsoe,Other associations,2013,Installed capacity in MW,EE,Net capacity,0.0,False,False,False,True
2081,Run-of-river,entsoe,Other associations,2013,Installed capacity in MW,ES,Net capacity,0.0,False,False,False,True
2082,Run-of-river,entsoe,Other associations,2013,Installed capacity in MW,FI,Net capacity,0.0,False,False,False,True
2083,Run-of-river,entsoe,Other associations,2013,Installed capacity in MW,FR,Net capacity,0.0,False,False,False,True
2084,Run-of-river,entsoe,Other associations,2013,Installed capacity in MW,GB,Net capacity,0.0,False,False,False,True
2085,Run-of-river,entsoe,Other associations,2013,Installed capacity in MW,GR,Net capacity,0.0,False,False,False,True
2086,Run-of-river,entsoe,Other associations,2013,Installed capacity in MW,HR,Net capacity,0.0,False,False,False,True
2087,Run-of-river,entsoe,Other associations,2013,Installed capacity in MW,HU,Net capacity,0.0,False,False,False,True
2088,Run-of-river,entsoe,Other associations,2013,Installed capacity in MW,IE,Net capacity,0.0,False,False,False,True
2089,Run-of-river,entsoe,Other associations,2013,Installed capacity in MW,IT,Net capacity,0.0,False,False,False,True
2090,Run-of-river,entsoe,Other associations,2013,Installed capacity in MW,LT,Net capacity,0.0,False,False,False,True
2091,Run-of-river,entsoe,Other associations,2013,Installed capacity in MW,LU,Net capacity,0.0,False,False,False,True
2092,Run-of-river,entsoe,Other associations,2013,Installed capacity in MW,LV,Net capacity,0.0,False,False,False,True
2093,Run-of-river,entsoe,Other associations,2013,Installed capacity in MW,NL,Net capacity,0.0,False,False,False,True
2094,Run-of-river,entsoe,Other associations,2013,Installed capacity in MW,NO,Net capacity,0.0,False,False,False,True
2095,Run-of-river,entsoe,Other associations,2013,Installed capacity in MW,PL,Net capacity,0.0,False,False,False,True
2096,Run-of-river,entsoe,Other associations,2013,Installed capacity in MW,PT,Net capacity,0.0,False,False,False,True
2097,Run-of-river,entsoe,Other associations,2013,Installed capacity in MW,RO,Net capacity,0.0,False,False,False,True
2098,Run-of-river,entsoe,Other associations,2013,Installed capacity in MW,SE,Net capacity,0.0,False,False,False,True
2099,Run-of-river,entsoe,Other associations,2013,Installed capacity in MW,SI,Net capacity,0.0,False,False,False,True
2100,Run-of-river,entsoe,Other associations,2013,Installed capacity in MW,SK,Net capacity,0.0,False,False,False,True
2101,Run-of-river,entsoe,Other associations,2014,Installed capacity in MW,BG,Net capacity,0.0,False,False,False,True
2102,Run-of-river,entsoe,Other associations,2014,Installed capacity in MW,CH,Net capacity,0.0,False,False,False,True
2103,Run-of-river,entsoe,Other associations,2014,Installed capacity in MW,CZ,Net capacity,0.0,False,False,False,True
2104,Run-of-river,entsoe,Other associations,2014,Installed capacity in MW,DE,Net capacity,0.0,False,False,False,True
2105,Run-of-river,entsoe,Other associations,2014,Installed capacity in MW,DK,Net capacity,0.0,False,False,False,True
2106,Run-of-river,entsoe,Other associations,2014,Installed capacity in MW,EE,Net capacity,0.0,False,False,False,True
2107,Run-of-river,entsoe,Other associations,2014,Installed capacity in MW,ES,Net capacity,0.0,False,False,False,True
2108,Run-of-river,entsoe,Other associations,2014,Installed capacity in MW,FI,Net capacity,0.0,False,False,False,True
2109,Run-of-river,entsoe,Other associations,2014,Installed capacity in MW,FR,Net capacity,0.0,False,False,False,True
2110,Run-of-river,entsoe,Other associations,2014,Installed capacity in MW,GB,Net capacity,0.0,False,False,False,True
2111,Run-of-river,entsoe,Other associations,2014,Installed capacity in MW,GR,Net capacity,0.0,False,False,False,True
2112,Run-of-river,entsoe,Other associations,2014,Installed capacity in MW,HR,Net capacity,0.0,False,False,False,True
2113,Run-of-river,entsoe,Other associations,2014,Installed capacity in MW,HU,Net capacity,0.0,False,False,False,True
2114,Run-of-river,entsoe,Other associations,2014,Installed capacity in MW,IE,Net capacity,0.0,False,False,False,True
2115,Run-of-river,entsoe,Other associations,2014,Installed capacity in MW,IT,Net capacity,0.0,False,False,False,True
2116,Run-of-river,entsoe,Other associations,2014,Installed capacity in MW,LT,Net capacity,0.0,False,False,False,True
2117,Run-of-river,entsoe,Other associations,2014,Installed capacity in MW,LU,Net capacity,0.0,False,False,False,True
2118,Run-of-river,entsoe,Other associations,2014,Installed capacity in MW,LV,Net capacity,0.0,False,False,False,True
2119,Run-of-river,entsoe,Other associations,2014,Installed capacity in MW,NL,Net capacity,0.0,False,False,False,True
2120,Run-of-river,entsoe,Other associations,2014,Installed capacity in MW,NO,Net capacity,0.0,False,False,False,True
2121,Run-of-river,entsoe,Other associations,2014,Installed capacity in MW,PL,Net capacity,0.0,False,False,False,True
2122,Run-of-river,entsoe,Other associations,2014,Installed capacity in MW,PT,Net capacity,0.0,False,False,False,True
2123,Run-of-river,entsoe,Other associations,2014,Installed capacity in MW,RO,Net capacity,0.0,False,False,False,True
2124,Run-of-river,entsoe,Other associations,2014,Installed capacity in MW,SE,Net capacity,0.0,False,False,False,True
2125,Run-of-river,entsoe,Other associations,2014,Installed capacity in MW,SI,Net capacity,0.0,False,False,False,True
2126,Run-of-river,entsoe,Other associations,2014,Installed capacity in MW,SK,Net capacity,0.0,False,False,False,True
2127,Run-of-river,entsoe,Unknown,2013,Installed capacity in MW,GB,Unknown,0.0,False,False,False,True
2128,Reservoirs,Agencija za energijo,Ministry,2013,Installed capacity in MW,SI,Net capacity,0.0,False,False,False,True
2129,Reservoirs,Agencija za energijo,Ministry,2014,Installed capacity in MW,SI,Net capacity,0.0,False,False,False,True
2130,Reservoirs,Anre,Regulatory Authority,2013,Installed capacity in MW,RO,Unknown,0.0,False,False,False,True
2131,Reservoirs,Anre,Regulatory Authority,2014,Installed capacity in MW,RO,Unknown,0.0,False,False,False,True
2132,Reservoirs,BFE,Regulatory Authority,2012,Installed capacity in MW,CH,Unknown,0.0,False,False,False,True
2133,Reservoirs,BFE,Regulatory Authority,2014,Installed capacity in MW,CH,Unknown,0.0,False,False,False,True
2134,Reservoirs,BMWi,Ministry,2013,Installed capacity in MW,DE,Gross capacity,0.0,False,False,False,True
2135,Reservoirs,BMWi,Ministry,2014,Installed capacity in MW,DE,Gross capacity,0.0,False,False,False,True
2136,Reservoirs,CIRE,Private companies,2014,Installed capacity in MW,PL,Unknown,0.0,False,False,False,True
2137,Reservoirs,Central Statistical Bureau of Latvia,Statistical Office,2013,Installed capacity in MW,LV,Unknown,0.0,False,False,False,True
2138,Reservoirs,Central Statistical Bureau of Latvia,Statistical Office,2014,Installed capacity in MW,LV,Unknown,0.0,False,False,False,True
2139,Reservoirs,Croation Transmission System operator (HOPS),Transmission System Operator,2013,Installed capacity in MW,HR,Unknown,0.0,False,False,False,True
2140,Reservoirs,DEA,Ministry,2013,Installed capacity in MW,DK,Net capacity,0.0,False,False,False,True
2141,Reservoirs,Department of Energy & Climate Change,Ministry,2015,Installed capacity in MW,GB,Unknown,0.0,False,False,False,True
2142,Reservoirs,ELIA,Transmission System Operator,2015,Installed capacity in MW,BE,Gross capacity,0.0,False,False,False,True
2143,Reservoirs,ERU,Regulatory Authority,2013,Installed capacity in MW,CZ,Net capacity,0.0,False,False,False,True
2144,Reservoirs,ERU,Regulatory Authority,2014,Installed capacity in MW,CZ,Net capacity,0.0,False,False,False,True
2145,Reservoirs,EUROSTAT,Statistical Office,2013,Installed capacity in MW,AT,Unknown,0.0,False,False,False,True
2146,Reservoirs,EUROSTAT,Statistical Office,2013,Installed capacity in MW,BE,Unknown,0.0,False,False,False,True
2147,Reservoirs,EUROSTAT,Statistical Office,2013,Installed capacity in MW,BG,Unknown,0.0,False,False,False,True
2148,Reservoirs,EUROSTAT,Statistical Office,2013,Installed capacity in MW,CZ,Unknown,0.0,False,False,False,True
2149,Reservoirs,EUROSTAT,Statistical Office,2013,Installed capacity in MW,DE,Unknown,0.0,False,False,False,True
2150,Reservoirs,EUROSTAT,Statistical Office,2013,Installed capacity in MW,DK,Unknown,0.0,False,False,False,True
2151,Reservoirs,EUROSTAT,Statistical Office,2013,Installed capacity in MW,EE,Unknown,0.0,False,False,False,True
2152,Reservoirs,EUROSTAT,Statistical Office,2013,Installed capacity in MW,ES,Unknown,0.0,False,False,False,True
2153,Reservoirs,EUROSTAT,Statistical Office,2013,Installed capacity in MW,FI,Unknown,0.0,False,False,False,True
2154,Reservoirs,EUROSTAT,Statistical Office,2013,Installed capacity in MW,FR,Unknown,0.0,False,False,False,True
2155,Reservoirs,EUROSTAT,Statistical Office,2013,Installed capacity in MW,GB,Unknown,0.0,False,False,False,True
2156,Reservoirs,EUROSTAT,Statistical Office,2013,Installed capacity in MW,GR,Unknown,0.0,False,False,False,True
2157,Reservoirs,EUROSTAT,Statistical Office,2013,Installed capacity in MW,HR,Unknown,0.0,False,False,False,True
2158,Reservoirs,EUROSTAT,Statistical Office,2013,Installed capacity in MW,HU,Unknown,0.0,False,False,False,True
2159,Reservoirs,EUROSTAT,Statistical Office,2013,Installed capacity in MW,IE,Unknown,0.0,False,False,False,True
2160,Reservoirs,EUROSTAT,Statistical Office,2013,Installed capacity in MW,IT,Unknown,0.0,False,False,False,True
2161,Reservoirs,EUROSTAT,Statistical Office,2013,Installed capacity in MW,LT,Unknown,0.0,False,False,False,True
2162,Reservoirs,EUROSTAT,Statistical Office,2013,Installed capacity in MW,LU,Unknown,0.0,False,False,False,True
2163,Reservoirs,EUROSTAT,Statistical Office,2013,Installed capacity in MW,LV,Unknown,0.0,False,False,False,True
2164,Reservoirs,EUROSTAT,Statistical Office,2013,Installed capacity in MW,NL,Unknown,0.0,False,False,False,True
2165,Reservoirs,EUROSTAT,Statistical Office,2013,Installed capacity in MW,PL,Unknown,0.0,False,False,False,True
2166,Reservoirs,EUROSTAT,Statistical Office,2013,Installed capacity in MW,PT,Unknown,0.0,False,False,False,True
2167,Reservoirs,EUROSTAT,Statistical Office,2013,Installed capacity in MW,RO,Unknown,0.0,False,False,False,True
2168,Reservoirs,EUROSTAT,Statistical Office,2013,Installed capacity in MW,SE,Unknown,0.0,False,False,False,True
2169,Reservoirs,EUROSTAT,Statistical Office,2013,Installed capacity in MW,SI,Unknown,0.0,False,False,False,True
2170,Reservoirs,EUROSTAT,Statistical Office,2013,Installed capacity in MW,SK,Unknown,0.0,False,False,False,True
2171,Reservoirs,Eirgrid,Transmission System Operator,2014,Installed capacity in MW,IE,Unknown,0.0,False,False,False,True
2172,Reservoirs,Eirgrid,Transmission System Operator,2015,Installed capacity in MW,IE,Unknown,0.0,False,False,False,True
2173,Reservoirs,Energy Ministry,Ministry,2013,Installed capacity in MW,NO,Unknown,0.0,False,False,False,True
2174,Reservoirs,Energy Ministry,Ministry,2015,Installed capacity in MW,NO,Unknown,0.0,False,False,False,True
2175,Reservoirs,ILR,Regulatory Authority,2013,Installed capacity in MW,LU,Unknown,0.0,False,False,False,True
2176,Reservoirs,ILR,Regulatory Authority,2014,Installed capacity in MW,LU,Unknown,0.0,False,False,False,True
2177,Reservoirs,Litgrid,Transmission System Operator,2014,Installed capacity in MW,LT,Unknown,0.0,False,False,False,True
2178,Reservoirs,Mavir,Transmission System Operator,2013,Installed capacity in MW,HU,Unknown,0.0,False,False,False,True
2179,Reservoirs,Mavir,Transmission System Operator,2014,Installed capacity in MW,HU,Unknown,0.0,False,False,False,True
2180,Reservoirs,REE,Transmission System Operator,2013,Installed capacity in MW,ES,Unknown,0.0,False,False,False,True
2181,Reservoirs,REE,Transmission System Operator,2014,Installed capacity in MW,ES,Unknown,0.0,False,False,False,True
2182,Reservoirs,REN,Transmission System Operator,2013,Installed capacity in MW,PT,Unknown,0.0,False,False,False,True
2183,Reservoirs,REN,Transmission System Operator,2014,Installed capacity in MW,PT,Unknown,0.0,False,False,False,True
2184,Reservoirs,RTE,Transmission System Operator,2014,Installed capacity in MW,FR,Unknown,0.0,False,False,False,True
2185,Reservoirs,RTE,Transmission System Operator,2015,Installed capacity in MW,FR,Unknown,8213.66,False,False,False,True
2186,Reservoirs,Regulatory Authority for Energy,Regulatory Authority,2012,Installed capacity in MW,GR,Unknown,0.0,False,False,False,True
2187,Reservoirs,Statistical Office of Slovakia,Statistical Office,2013,Installed capacity in MW,SK,Unknown,0.0,False,False,False,True
2188,Reservoirs,Statistical Office of Slovakia,Statistical Office,2014,Installed capacity in MW,SK,Unknown,0.0,False,False,False,True
2189,Reservoirs,Statistics Estonia,Statistical Office,2013,Installed capacity in MW,EE,Gross capacity,0.0,False,False,False,True
2190,Reservoirs,Statistics Estonia,Statistical Office,2014,Installed capacity in MW,EE,Gross capacity,0.0,False,False,False,True
2191,Reservoirs,Statistics Finland,Statistical Office,2013,Installed capacity in MW,FI,Unknown,0.0,False,False,False,True
2192,Reservoirs,Statistics Finland,Statistical Office,2014,Installed capacity in MW,FI,Unknown,0.0,False,False,False,True
2193,Reservoirs,Svensk Energi,Other associations,2013,Installed capacity in MW,SE,Unknown,0.0,False,False,False,True
2194,Reservoirs,Svensk Energi,Other associations,2014,Installed capacity in MW,SE,Unknown,0.0,False,False,False,True
2195,Reservoirs,TSO Bulgaria,Transmission System Operator,2012,Installed capacity in MW,BG,Unknown,0.0,False,False,False,True
2196,Reservoirs,Tennet,Transmission System Operator,2013,Installed capacity in MW,NL,Gross capacity,0.0,False,False,False,True
2197,Reservoirs,Tennet,Transmission System Operator,2015,Installed capacity in MW,NL,Gross capacity,0.0,False,False,False,True
2198,Reservoirs,Terna,Transmission System Operator,2014,Installed capacity in MW,IT,Unknown,0.0,False,False,False,True
2199,Reservoirs,Terna,Transmission System Operator,2015,Installed capacity in MW,IT,Unknown,0.0,False,False,False,True
2200,Reservoirs,UN,Statistical Office,2013,Installed capacity in MW,NO,Net capacity,0.0,False,False,False,True
