,technology,source,source_type,year,type,country,capacity_definition,capacity,technology_level_0,technology_level_1,technology_level_2,technology_level_3
1307,Differently categorized natural gas,entsoe,Other associations,2014,Installed capacity in MW,DK,Net capacity,2190.0,False,False,False,True
1308,Differently categorized natural gas,entsoe,Other associations,2014,Installed capacity in MW,EE,Net capacity,430.0,False,False,False,True
1309,Differently categorized natural gas,entsoe,Other associations,2014,Installed capacity in MW,ES,Net capacity,31720.0,False,False,False,True
1310,Differently categorized natural gas,entsoe,Other associations,2014,Installed capacity in MW,FI,Net capacity,1940.0,False,False,False,True
1311,Differently categorized natural gas,entsoe,Other associations,2014,Installed capacity in MW,FR,Net capacity,5800.0,False,False,False,True
1312,Differently categorized natural gas,entsoe,Other associations,2014,Installed capacity in MW,GB,Net capacity,29880.0,False,False,False,True
1313,Differently categorized natural gas,entsoe,Other associations,2014,Installed capacity in MW,GR,Net capacity,4490.0,False,False,False,True
1314,Differently categorized natural gas,entsoe,Other associations,2014,Installed capacity in MW,HR,Net capacity,700.0,False,False,False,True
1315,Differently categorized natural gas,entsoe,Other associations,2014,Installed capacity in MW,HU,Net capacity,4330.0,False,False,False,True
1316,Differently categorized natural gas,entsoe,Other associations,2014,Installed capacity in MW,IE,Net capacity,3750.0,False,False,False,True
1317,Differently categorized natural gas,entsoe,Other associations,2014,Installed capacity in MW,IT,Net capacity,41640.0,False,False,False,True
1318,Differently categorized natural gas,entsoe,Other associations,2014,Installed capacity in MW,LT,Net capacity,550.0,False,False,False,True
1319,Differently categorized natural gas,entsoe,Other associations,2014,Installed capacity in MW,LU,Net capacity,500.0,False,False,False,True
1320,Differently categorized natural gas,entsoe,Other associations,2014,Installed capacity in MW,LV,Net capacity,1030.0,False,False,False,True
1321,Differently categorized natural gas,entsoe,Other associations,2014,Installed capacity in MW,NL,Net capacity,20060.0,False,False,False,True
1322,Differently categorized natural gas,entsoe,Other associations,2014,Installed capacity in MW,NO,Net capacity,1150.0,False,False,False,True
1323,Differently categorized natural gas,entsoe,Other associations,2014,Installed capacity in MW,PL,Net capacity,920.0,False,False,False,True
1324,Differently categorized natural gas,entsoe,Other associations,2014,Installed capacity in MW,PT,Net capacity,3830.0,False,False,False,True
1325,Differently categorized natural gas,entsoe,Other associations,2014,Installed capacity in MW,RO,Net capacity,1870.0,False,False,False,True
1326,Differently categorized natural gas,entsoe,Other associations,2014,Installed capacity in MW,SE,Net capacity,920.0,False,False,False,True
1327,Differently categorized natural gas,entsoe,Other associations,2014,Installed capacity in MW,SI,Net capacity,80.0,False,False,False,True
1328,Differently categorized natural gas,entsoe,Other associations,2014,Installed capacity in MW,SK,Net capacity,920.0,False,False,False,True
1329,Differently categorized natural gas,entsoe,Unknown,2013,Installed capacity in MW,GB,Unknown,0.0,False,False,False,True
1330,Mixed fossil fuels,Agencija za energijo,Ministry,2013,Installed capacity in MW,SI,Net capacity,0.0,False,False,True,True
1331,Mixed fossil fuels,Agencija za energijo,Ministry,2014,Installed capacity in MW,SI,Net capacity,0.0,False,False,True,True
1332,Mixed fossil fuels,Anre,Regulatory Authority,2013,Installed capacity in MW,RO,Unknown,0.0,False,False,True,True
1333,Mixed fossil fuels,Anre,Regulatory Authority,2014,Installed capacity in MW,RO,Unknown,0.0,False,False,True,True
1334,Mixed fossil fuels,BFE,Regulatory Authority,2012,Installed capacity in MW,CH,Unknown,0.0,False,False,True,True
1335,Mixed fossil fuels,BFE,Regulatory Authority,2014,Installed capacity in MW,CH,Unknown,0.0,False,False,True,True
1336,Mixed fossil fuels,BMWi,Ministry,2013,Installed capacity in MW,DE,Gross capacity,0.0,False,False,True,True
1337,Mixed fossil fuels,BMWi,Ministry,2014,Installed capacity in MW,DE,Gross capacity,0.0,False,False,True,True
1338,Mixed fossil fuels,CIRE,Private companies,2014,Installed capacity in MW,PL,Unknown,0.0,False,False,True,True
1339,Mixed fossil fuels,Central Statistical Bureau of Latvia,Statistical Office,2013,Installed capacity in MW,LV,Unknown,0.0,False,False,True,True
1340,Mixed fossil fuels,Central Statistical Bureau of Latvia,Statistical Office,2014,Installed capacity in MW,LV,Unknown,0.0,False,False,True,True
1341,Mixed fossil fuels,Croation Transmission System operator (HOPS),Transmission System Operator,2013,Installed capacity in MW,HR,Unknown,0.0,False,False,True,True
1342,Mixed fossil fuels,DEA,Ministry,2013,Installed capacity in MW,DK,Net capacity,0.0,False,False,True,True
1343,Mixed fossil fuels,Department of Energy & Climate Change,Ministry,2015,Installed capacity in MW,GB,Unknown,7456.0,False,False,True,True
1344,Mixed fossil fuels,ELIA,Transmission System Operator,2015,Installed capacity in MW,BE,Gross capacity,315.0,False,False,True,True
1345,Mixed fossil fuels,ERU,Regulatory Authority,2013,Installed capacity in MW,CZ,Net capacity,0.0,False,False,True,True
1346,Mixed fossil fuels,ERU,Regulatory Authority,2014,Installed capacity in MW,CZ,Net capacity,0.0,False,False,True,True
1347,Mixed fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,AT,Unknown,0.0,False,False,True,True
1348,Mixed fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,BE,Unknown,0.0,False,False,True,True
1349,Mixed fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,BG,Unknown,0.0,False,False,True,True
1350,Mixed fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,CZ,Unknown,0.0,False,False,True,True
1351,Mixed fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,DE,Unknown,0.0,False,False,True,True
1352,Mixed fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,DK,Unknown,0.0,False,False,True,True
1353,Mixed fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,EE,Unknown,0.0,False,False,True,True
1354,Mixed fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,ES,Unknown,0.0,False,False,True,True
1355,Mixed fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,FI,Unknown,0.0,False,False,True,True
1356,Mixed fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,FR,Unknown,0.0,False,False,True,True
1357,Mixed fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,GB,Unknown,0.0,False,False,True,True
1358,Mixed fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,GR,Unknown,0.0,False,False,True,True
1359,Mixed fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,HR,Unknown,0.0,False,False,True,True
1360,Mixed fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,HU,Unknown,0.0,False,False,True,True
1361,Mixed fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,IE,Unknown,0.0,False,False,True,True
1362,Mixed fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,IT,Unknown,0.0,False,False,True,True
1363,Mixed fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,LT,Unknown,0.0,False,False,True,True
1364,Mixed fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,LU,Unknown,0.0,False,False,True,True
1365,Mixed fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,LV,Unknown,0.0,False,False,True,True
1366,Mixed fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,NL,Unknown,0.0,False,False,True,True
1367,Mixed fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,PL,Unknown,0.0,False,False,True,True
1368,Mixed fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,PT,Unknown,0.0,False,False,True,True
1369,Mixed fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,RO,Unknown,0.0,False,False,True,True
1370,Mixed fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,SE,Unknown,0.0,False,False,True,True
1371,Mixed fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,SI,Unknown,0.0,False,False,True,True
1372,Mixed fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,SK,Unknown,0.0,False,False,True,True
1373,Mixed fossil fuels,Eirgrid,Transmission System Operator,2014,Installed capacity in MW,IE,Unknown,4353.0,False,False,True,True
1374,Mixed fossil fuels,Eirgrid,Transmission System Operator,2015,Installed capacity in MW,IE,Unknown,4353.0,False,False,True,True
1375,Mixed fossil fuels,Energy Ministry,Ministry,2013,Installed capacity in MW,NO,Unknown,0.0,False,False,True,True
1376,Mixed fossil fuels,Energy Ministry,Ministry,2015,Installed capacity in MW,NO,Unknown,0.0,False,False,True,True
1377,Mixed fossil fuels,ILR,Regulatory Authority,2013,Installed capacity in MW,LU,Unknown,0.0,False,False,True,True
1378,Mixed fossil fuels,ILR,Regulatory Authority,2014,Installed capacity in MW,LU,Unknown,0.0,False,False,True,True
1379,Mixed fossil fuels,Litgrid,Transmission System Operator,2014,Installed capacity in MW,LT,Unknown,0.0,False,False,True,True
1380,Mixed fossil fuels,Mavir,Transmission System Operator,2013,Installed capacity in MW,HU,Unknown,0.0,False,False,True,True
1381,Mixed fossil fuels,Mavir,Transmission System Operator,2014,Installed capacity in MW,HU,Unknown,0.0,False,False,True,True
1382,Mixed fossil fuels,REE,Transmission System Operator,2013,Installed capacity in MW,ES,Unknown,0.0,False,False,True,True
1383,Mixed fossil fuels,REE,Transmission System Operator,2014,Installed capacity in MW,ES,Unknown,0.0,False,False,True,True
1384,Mixed fossil fuels,REN,Transmission System Operator,2013,Installed capacity in MW,PT,Unknown,0.0,False,False,True,True
1385,Mixed fossil fuels,REN,Transmission System Operator,2014,Installed capacity in MW,PT,Unknown,0.0,False,False,True,True
1386,Mixed fossil fuels,RTE,Transmission System Operator,2014,Installed capacity in MW,FR,Unknown,0.0,False,False,True,True
1387,Mixed fossil fuels,RTE,Transmission System Operator,2015,Installed capacity in MW,FR,Unknown,0.0,False,False,True,True
1388,Mixed fossil fuels,Regulatory Authority for Energy,Regulatory Authority,2012,Installed capacity in MW,GR,Unknown,0.0,False,False,True,True
1389,Mixed fossil fuels,Statistical Office of Slovakia,Statistical Office,2013,Installed capacity in MW,SK,Unknown,1213.0,False,False,True,True
1390,Mixed fossil fuels,Statistical Office of Slovakia,Statistical Office,2014,Installed capacity in MW,SK,Unknown,820.0,False,False,True,True
1391,Mixed fossil fuels,Statistics Estonia,Statistical Office,2013,Installed capacity in MW,EE,Gross capacity,0.0,False,False,True,True
1392,Mixed fossil fuels,Statistics Estonia,Statistical Office,2014,Installed capacity in MW,EE,Gross capacity,0.0,False,False,True,True
1393,Mixed fossil fuels,Statistics Finland,Statistical Office,2013,Installed capacity in MW,FI,Unknown,0.0,False,False,True,True
1394,Mixed fossil fuels,Statistics Finland,Statistical Office,2014,Installed capacity in MW,FI,Unknown,0.0,False,False,True,True
1395,Mixed fossil fuels,Svensk Energi,Other associations,2013,Installed capacity in MW,SE,Unknown,0.0,False,False,True,True
1396,Mixed fossil fuels,Svensk Energi,Other associations,2014,Installed capacity in MW,SE,Unknown,0.0,False,False,True,True
1397,Mixed fossil fuels,TSO Bulgaria,Transmission System Operator,2012,Installed capacity in MW,BG,Unknown,0.0,False,False,True,True
1398,Mixed fossil fuels,Tennet,Transmission System Operator,2013,Installed capacity in MW,NL,Gross capacity,0.0,False,False,True,True
1399,Mixed fossil fuels,Tennet,Transmission System Operator,2015,Installed capacity in MW,NL,Gross capacity,0.0,False,False,True,True
1400,Mixed fossil fuels,Terna,Transmission System Operator,2014,Installed capacity in MW,IT,Unknown,0.0,False,False,True,True
1401,Mixed fossil fuels,Terna,Transmission System Operator,2015,Installed capacity in MW,IT,Unknown,0.0,False,False,True,True
1402,Mixed fossil fuels,UN,Statistical Office,2013,Installed capacity in MW,NO,Net capacity,0.0,False,False,True,True
1403,Mixed fossil fuels,UN Statistical Office,Statistical Office,2012,Installed capacity in MW,CH,Net capacity,20310.0,False,False,True,True
1404,Mixed fossil fuels,e-control,Regulatory Authority,2013,Installed capacity in MW,AT,Unknown,496.74,False,False,True,True
1405,Mixed fossil fuels,e-control,Regulatory Authority,2014,Installed capacity in MW,AT,Unknown,436.24,False,False,True,True
1406,Mixed fossil fuels,entsoe,Other association,2013,Installed capacity in MW,AT,Net capacity,0.0,False,False,True,True
1407,Mixed fossil fuels,entsoe,Other association,2014,Installed capacity in MW,AT,Net capacity,0.0,False,False,True,True
1408,Mixed fossil fuels,entsoe,Other association,2014,Installed capacity in MW,BE,Net capacity,0.0,False,False,True,True
1409,Mixed fossil fuels,entsoe,Other associations,2013,Installed capacity in MW,BE,Net capacity,0.0,False,False,True,True
1410,Mixed fossil fuels,entsoe,Other associations,2013,Installed capacity in MW,BG,Net capacity,0.0,False,False,True,True
1411,Mixed fossil fuels,entsoe,Other associations,2013,Installed capacity in MW,CH,Net capacity,0.0,False,False,True,True
1412,Mixed fossil fuels,entsoe,Other associations,2013,Installed capacity in MW,CZ,Net capacity,100.0,False,False,True,True
1413,Mixed fossil fuels,entsoe,Other associations,2013,Installed capacity in MW,DE,Net capacity,0.0,False,False,True,True
1414,Mixed fossil fuels,entsoe,Other associations,2013,Installed capacity in MW,DK,Net capacity,920.0,False,False,True,True
1415,Mixed fossil fuels,entsoe,Other associations,2013,Installed capacity in MW,EE,Net capacity,10.0,False,False,True,True
1416,Mixed fossil fuels,entsoe,Other associations,2013,Installed capacity in MW,ES,Net capacity,0.0,False,False,True,True
1417,Mixed fossil fuels,entsoe,Other associations,2013,Installed capacity in MW,FI,Net capacity,2000.0,False,False,True,True
1418,Mixed fossil fuels,entsoe,Other associations,2013,Installed capacity in MW,FR,Net capacity,0.0,False,False,True,True
1419,Mixed fossil fuels,entsoe,Other associations,2013,Installed capacity in MW,GB,Net capacity,0.0,False,False,True,True
1420,Mixed fossil fuels,entsoe,Other associations,2013,Installed capacity in MW,GR,Net capacity,0.0,False,False,True,True
1421,Mixed fossil fuels,entsoe,Other associations,2013,Installed capacity in MW,HR,Net capacity,700.0,False,False,True,True
1422,Mixed fossil fuels,entsoe,Other associations,2013,Installed capacity in MW,HU,Net capacity,0.0,False,False,True,True
1423,Mixed fossil fuels,entsoe,Other associations,2013,Installed capacity in MW,IE,Net capacity,150.0,False,False,True,True
1424,Mixed fossil fuels,entsoe,Other associations,2013,Installed capacity in MW,IT,Net capacity,24900.0,False,False,True,True
1425,Mixed fossil fuels,entsoe,Other associations,2013,Installed capacity in MW,LT,Net capacity,2040.0,False,False,True,True
1426,Mixed fossil fuels,entsoe,Other associations,2013,Installed capacity in MW,LU,Net capacity,0.0,False,False,True,True
1427,Mixed fossil fuels,entsoe,Other associations,2013,Installed capacity in MW,LV,Net capacity,90.0,False,False,True,True
1428,Mixed fossil fuels,entsoe,Other associations,2013,Installed capacity in MW,NL,Net capacity,1210.0,False,False,True,True
1429,Mixed fossil fuels,entsoe,Other associations,2013,Installed capacity in MW,NO,Net capacity,0.0,False,False,True,True
1430,Mixed fossil fuels,entsoe,Other associations,2013,Installed capacity in MW,PL,Net capacity,0.0,False,False,True,True
1431,Mixed fossil fuels,entsoe,Other associations,2013,Installed capacity in MW,PT,Net capacity,0.0,False,False,True,True
1432,Mixed fossil fuels,entsoe,Other associations,2013,Installed capacity in MW,RO,Net capacity,2350.0,False,False,True,True
1433,Mixed fossil fuels,entsoe,Other associations,2013,Installed capacity in MW,SE,Net capacity,100.0,False,False,True,True
1434,Mixed fossil fuels,entsoe,Other associations,2013,Installed capacity in MW,SI,Net capacity,290.0,False,False,True,True
1435,Mixed fossil fuels,entsoe,Other associations,2013,Installed capacity in MW,SK,Net capacity,520.0,False,False,True,True
1436,Mixed fossil fuels,entsoe,Other associations,2014,Installed capacity in MW,BG,Net capacity,0.0,False,False,True,True
1437,Mixed fossil fuels,entsoe,Other associations,2014,Installed capacity in MW,CH,Net capacity,0.0,False,False,True,True
1438,Mixed fossil fuels,entsoe,Other associations,2014,Installed capacity in MW,CZ,Net capacity,0.0,False,False,True,True
1439,Mixed fossil fuels,entsoe,Other associations,2014,Installed capacity in MW,DE,Net capacity,0.0,False,False,True,True
1440,Mixed fossil fuels,entsoe,Other associations,2014,Installed capacity in MW,DK,Net capacity,0.0,False,False,True,True
1441,Mixed fossil fuels,entsoe,Other associations,2014,Installed capacity in MW,EE,Net capacity,0.0,False,False,True,True
1442,Mixed fossil fuels,entsoe,Other associations,2014,Installed capacity in MW,ES,Net capacity,570.0,False,False,True,True
1443,Mixed fossil fuels,entsoe,Other associations,2014,Installed capacity in MW,FI,Net capacity,2060.0,False,False,True,True
1444,Mixed fossil fuels,entsoe,Other associations,2014,Installed capacity in MW,FR,Net capacity,5300.0,False,False,True,True
1445,Mixed fossil fuels,entsoe,Other associations,2014,Installed capacity in MW,GB,Net capacity,0.0,False,False,True,True
1446,Mixed fossil fuels,entsoe,Other associations,2014,Installed capacity in MW,GR,Net capacity,0.0,False,False,True,True
1447,Mixed fossil fuels,entsoe,Other associations,2014,Installed capacity in MW,HR,Net capacity,700.0,False,False,True,True
1448,Mixed fossil fuels,entsoe,Other associations,2014,Installed capacity in MW,HU,Net capacity,0.0,False,False,True,True
1449,Mixed fossil fuels,entsoe,Other associations,2014,Installed capacity in MW,IE,Net capacity,150.0,False,False,True,True
1450,Mixed fossil fuels,entsoe,Other associations,2014,Installed capacity in MW,IT,Net capacity,10570.0,False,False,True,True
1451,Mixed fossil fuels,entsoe,Other associations,2014,Installed capacity in MW,LT,Net capacity,2050.0,False,False,True,True
1452,Mixed fossil fuels,entsoe,Other associations,2014,Installed capacity in MW,LU,Net capacity,0.0,False,False,True,True
1453,Mixed fossil fuels,entsoe,Other associations,2014,Installed capacity in MW,LV,Net capacity,90.0,False,False,True,True
1454,Mixed fossil fuels,entsoe,Other associations,2014,Installed capacity in MW,NL,Net capacity,970.0,False,False,True,True
1455,Mixed fossil fuels,entsoe,Other associations,2014,Installed capacity in MW,NO,Net capacity,0.0,False,False,True,True
1456,Mixed fossil fuels,entsoe,Other associations,2014,Installed capacity in MW,PL,Net capacity,0.0,False,False,True,True
1457,Mixed fossil fuels,entsoe,Other associations,2014,Installed capacity in MW,PT,Net capacity,0.0,False,False,True,True
1458,Mixed fossil fuels,entsoe,Other associations,2014,Installed capacity in MW,RO,Net capacity,2320.0,False,False,True,True
1459,Mixed fossil fuels,entsoe,Other associations,2014,Installed capacity in MW,SE,Net capacity,100.0,False,False,True,True
1460,Mixed fossil fuels,entsoe,Other associations,2014,Installed capacity in MW,SI,Net capacity,290.0,False,False,True,True
1461,Mixed fossil fuels,entsoe,Other associations,2014,Installed capacity in MW,SK,Net capacity,600.0,False,False,True,True
1462,Mixed fossil fuels,entsoe,Unknown,2013,Installed capacity in MW,GB,Unknown,0.0,False,False,True,True
1463,Differently categorized fossil fuels,Agencija za energijo,Ministry,2013,Installed capacity in MW,SI,Net capacity,1240.0,False,False,True,True
1464,Differently categorized fossil fuels,Agencija za energijo,Ministry,2014,Installed capacity in MW,SI,Net capacity,1766.0,False,False,True,True
1465,Differently categorized fossil fuels,Anre,Regulatory Authority,2013,Installed capacity in MW,RO,Unknown,12079.0,False,False,True,True
1466,Differently categorized fossil fuels,Anre,Regulatory Authority,2014,Installed capacity in MW,RO,Unknown,12102.0,False,False,True,True
1467,Differently categorized fossil fuels,BFE,Regulatory Authority,2012,Installed capacity in MW,CH,Unknown,575.0,False,False,True,True
1468,Differently categorized fossil fuels,BFE,Regulatory Authority,2014,Installed capacity in MW,CH,Unknown,622.0,False,False,True,True
1469,Differently categorized fossil fuels,BMWi,Ministry,2013,Installed capacity in MW,DE,Gross capacity,0.0,False,False,True,True
1470,Differently categorized fossil fuels,BMWi,Ministry,2014,Installed capacity in MW,DE,Gross capacity,0.0,False,False,True,True
1471,Differently categorized fossil fuels,CIRE,Private companies,2014,Installed capacity in MW,PL,Unknown,647.9000000000015,False,False,True,True
1472,Differently categorized fossil fuels,Central Statistical Bureau of Latvia,Statistical Office,2013,Installed capacity in MW,LV,Unknown,1251.5,False,False,True,True
1473,Differently categorized fossil fuels,Central Statistical Bureau of Latvia,Statistical Office,2014,Installed capacity in MW,LV,Unknown,1265.3,False,False,True,True
1474,Differently categorized fossil fuels,Croation Transmission System operator (HOPS),Transmission System Operator,2013,Installed capacity in MW,HR,Unknown,1670.0,False,False,True,True
1475,Differently categorized fossil fuels,DEA,Ministry,2013,Installed capacity in MW,DK,Net capacity,8158.969999999999,False,False,True,True
1476,Differently categorized fossil fuels,Department of Energy & Climate Change,Ministry,2015,Installed capacity in MW,GB,Unknown,0.0,False,False,True,True
1477,Differently categorized fossil fuels,ELIA,Transmission System Operator,2015,Installed capacity in MW,BE,Gross capacity,0.0,False,False,True,True
1478,Differently categorized fossil fuels,ERU,Regulatory Authority,2013,Installed capacity in MW,CZ,Net capacity,12157.6,False,False,True,True
1479,Differently categorized fossil fuels,ERU,Regulatory Authority,2014,Installed capacity in MW,CZ,Net capacity,13033.0,False,False,True,True
1480,Differently categorized fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,AT,Unknown,8171.0,False,False,True,True
1481,Differently categorized fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,BE,Unknown,8910.0,False,False,True,True
1482,Differently categorized fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,BG,Unknown,4701.0,False,False,True,True
1483,Differently categorized fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,CZ,Unknown,21079.0,False,False,True,True
1484,Differently categorized fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,DE,Unknown,91368.0,False,False,True,True
1485,Differently categorized fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,DK,Unknown,8157.0,False,False,True,True
1486,Differently categorized fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,EE,Unknown,2654.0,False,False,True,True
1487,Differently categorized fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,ES,Unknown,49786.0,False,False,True,True
1488,Differently categorized fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,FI,Unknown,10219.0,False,False,True,True
1489,Differently categorized fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,FR,Unknown,27200.0,False,False,True,True
1490,Differently categorized fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,GB,Unknown,63187.0,False,False,True,True
1491,Differently categorized fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,GR,Unknown,11229.0,False,False,True,True
1492,Differently categorized fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,HR,Unknown,4312.0,False,False,True,True
1493,Differently categorized fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,HU,Unknown,8418.0,False,False,True,True
1494,Differently categorized fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,IE,Unknown,6326.0,False,False,True,True
1495,Differently categorized fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,IT,Unknown,74733.0,False,False,True,True
1496,Differently categorized fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,LT,Unknown,3075.0,False,False,True,True
1497,Differently categorized fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,LU,Unknown,526.0,False,False,True,True
1498,Differently categorized fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,LV,Unknown,1255.0,False,False,True,True
1499,Differently categorized fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,NL,Unknown,26520.0,False,False,True,True
1500,Differently categorized fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,PL,Unknown,30027.0,False,False,True,True
1501,Differently categorized fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,PT,Unknown,8308.0,False,False,True,True
1502,Differently categorized fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,RO,Unknown,11393.0,False,False,True,True
1503,Differently categorized fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,SE,Unknown,7776.0,False,False,True,True
1504,Differently categorized fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,SI,Unknown,1256.0,False,False,True,True
1505,Differently categorized fossil fuels,EUROSTAT,Statistical Office,2013,Installed capacity in MW,SK,Unknown,3432.0,False,False,True,True
1506,Differently categorized fossil fuels,Eirgrid,Transmission System Operator,2014,Installed capacity in MW,IE,Unknown,0.0,False,False,True,True
1507,Differently categorized fossil fuels,Eirgrid,Transmission System Operator,2015,Installed capacity in MW,IE,Unknown,0.0,False,False,True,True
1508,Differently categorized fossil fuels,Energy Ministry,Ministry,2013,Installed capacity in MW,NO,Unknown,1130.0,False,False,True,True
1509,Differently categorized fossil fuels,Energy Ministry,Ministry,2015,Installed capacity in MW,NO,Unknown,1646.0,False,False,True,True
1510,Differently categorized fossil fuels,ILR,Regulatory Authority,2013,Installed capacity in MW,LU,Unknown,511.695,False,False,True,True
1511,Differently categorized fossil fuels,ILR,Regulatory Authority,2014,Installed capacity in MW,LU,Unknown,509.745,False,False,True,True
1512,Differently categorized fossil fuels,Litgrid,Transmission System Operator,2014,Installed capacity in MW,LT,Unknown,2846.0,False,False,True,True
1513,Differently categorized fossil fuels,Mavir,Transmission System Operator,2013,Installed capacity in MW,HU,Unknown,2199.237,False,False,True,True
1514,Differently categorized fossil fuels,Mavir,Transmission System Operator,2014,Installed capacity in MW,HU,Unknown,2199.2370000000005,False,False,True,True
1515,Differently categorized fossil fuels,REE,Transmission System Operator,2013,Installed capacity in MW,ES,Unknown,26087.742599999998,False,False,True,True
1516,Differently categorized fossil fuels,REE,Transmission System Operator,2014,Installed capacity in MW,ES,Unknown,25919.565599999998,False,False,True,True
1517,Differently categorized fossil fuels,REN,Transmission System Operator,2013,Installed capacity in MW,PT,Unknown,1756.0,False,False,True,True
1518,Differently categorized fossil fuels,REN,Transmission System Operator,2014,Installed capacity in MW,PT,Unknown,1756.0,False,False,True,True
1519,Differently categorized fossil fuels,RTE,Transmission System Operator,2014,Installed capacity in MW,FR,Unknown,25149.83,False,False,True,True
1520,Differently categorized fossil fuels,RTE,Transmission System Operator,2015,Installed capacity in MW,FR,Unknown,0.0,False,False,True,True
1521,Differently categorized fossil fuels,Regulatory Authority for Energy,Regulatory Authority,2012,Installed capacity in MW,GR,Unknown,0.0,False,False,True,True
1522,Differently categorized fossil fuels,Statistical Office of Slovakia,Statistical Office,2013,Installed capacity in MW,SK,Unknown,979.0,False,False,True,True
1523,Differently categorized fossil fuels,Statistical Office of Slovakia,Statistical Office,2014,Installed capacity in MW,SK,Unknown,927.0,False,False,True,True
1524,Differently categorized fossil fuels,Statistics Estonia,Statistical Office,2013,Installed capacity in MW,EE,Gross capacity,2802.0,False,False,True,True
1525,Differently categorized fossil fuels,Statistics Estonia,Statistical Office,2014,Installed capacity in MW,EE,Gross capacity,2798.0,False,False,True,True
1526,Differently categorized fossil fuels,Statistics Finland,Statistical Office,2013,Installed capacity in MW,FI,Unknown,10020.0,False,False,True,True
1527,Differently categorized fossil fuels,Statistics Finland,Statistical Office,2014,Installed capacity in MW,FI,Unknown,9582.0,False,False,True,True
1528,Differently categorized fossil fuels,Svensk Energi,Other associations,2013,Installed capacity in MW,SE,Unknown,4635.0,False,False,True,True
1529,Differently categorized fossil fuels,Svensk Energi,Other associations,2014,Installed capacity in MW,SE,Unknown,4866.0,False,False,True,True
1530,Differently categorized fossil fuels,TSO Bulgaria,Transmission System Operator,2012,Installed capacity in MW,BG,Unknown,0.0,False,False,True,True
1531,Differently categorized fossil fuels,Tennet,Transmission System Operator,2013,Installed capacity in MW,NL,Gross capacity,0.0,False,False,True,True
1532,Differently categorized fossil fuels,Tennet,Transmission System Operator,2015,Installed capacity in MW,NL,Gross capacity,0.0,False,False,True,True
