"id","Name","Fueltype","Classification","Country","Capacity","lat","lon","Geoposition","File"
281,"Hjorteland","Hydro","Pumped Storage","Norway",2.2,59.37483,6.44951,"59.37483,6.44951",
282,"Hunnevatn","Hydro","Pumped Storage","Norway",,58.87932,6.82101,"58.87932,6.82101",
283,"Jukla","Hydro","Pumped Storage","Norway",40,60.18911,6.38306,"60.18911,6.38306",
284,"Kastdalen","Hydro","Pumped Storage","Norway",,60.43257,6.41995,"60.43257,6.41995",
285,"Mardal","Hydro","Pumped Storage","Norway",,62.5024,7.77184,"62.5024,7.77184",
286,"Monge","Hydro","Pumped Storage","Norway",,62.5024,7.77184,"62.5024,7.77184",
287,"Oljusjoen","Hydro","Pumped Storage","Norway",50.8,61.00381,8.08482,"61.00381,8.08482",
288,"Rolleivstadvatn","Hydro","Pumped Storage","Norway",,59.2472,8.2139,"59.2472,8.2139",
289,"Saurdal","Hydro","Pumped Storage, Reservoir","Norway",1280,59.48277,6.67265,"59.48277,6.67265",
290,"Skarje","Hydro","Pumped Storage","Norway",,59.34647,7.24939,"59.34647,7.24939",
291,"Skjeggedal","Hydro","Pumped Storage","Norway",2.6,60.1289,6.63673,"60.1289,6.63673",
292,"Stolsdal","Hydro","Pumped Storage","Norway",17,55.31077,6.61508,"55.31077,6.61508",
293,"Tevla","Hydro","Pumped Storage, Reservoir","Norway",91.2,63.39044,11.9106,"63.39044,11.9106",
294,"Tjodanpollen","Hydro","Pumped Storage","Norway",110,59.05214,6.6524,"59.05214,6.6524",
295,"Tjonna","Hydro","Pumped Storage","Norway",0.2,60.39614,5.07197,"60.39614,5.07197",
296,"Tverrvatn","Hydro","Pumped Storage","Norway",,60.7419,9.8396,"60.7419,9.8396",
297,"Vassli","Hydro","Pumped Storage","Norway",,62.62305,8.8849,"62.62305,8.8849",
298,"Vatn","Hydro","Pumped Storage","Norway",0.3,61.71674,5.23615,"61.71674,5.23615",
299,"Viervatn","Hydro","Pumped Storage","Norway",112,61.18224,7.63551,"61.18224,7.63551",
300,"Aurland","Hydro","Reservoir","Norway",840,60.855,7.30485,"60.855,7.30485",
301,"Berdalsvatn","Hydro","Reservoir","Norway",5,61.258469,7.821691,"61.258469,7.821691",
302,"Bleikvass","Hydro","Reservoir","Norway",,66.3,14.133333,"66.3,14.133333",
303,"Evanger","Hydro","Reservoir","Norway",330,60.65624,6.11161,"60.65624,6.11161",
304,"Finndola","Hydro","Reservoir","Norway",108,59.18408,8.05397,"59.18408,8.05397",
305,"Fjergen","Hydro","Reservoir","Norway",60,63.4335474,11.91072464,"63.4335474,11.91072464",
306,"Florli","Hydro","Reservoir","Norway",80,59.01543,6.43283,"59.01543,6.43283",
307,"Forresvass","Hydro","Reservoir","Norway",,,,,
308,"Hafslund","Hydro","Reservoir","Norway",31,59.275,11.12951,"59.275,11.12951",
309,"Harpefossen","Hydro","Reservoir","Norway",46,61.58292,9.84108,"61.58292,9.84108",
310,"Holmvatn","Hydro","Reservoir","Norway",350,66.31062,13.56354,"66.31062,13.56354",
311,"Hunderfossen","Hydro","Reservoir","Norway",116,61.2171,10.43943,"61.2171,10.43943",
312,"Katlavatn","Hydro","Reservoir","Norway",72,60.80479,7.36825,"60.80479,7.36825",
313,"Kjosnesfjorden dam","Hydro","Reservoir","Norway",168,61.51765,6.61536,"61.51765,6.61536",
314,"Kykkelsrud fossumfoss","Hydro","Reservoir","Norway",190,59.57996,11.10157,"59.57996,11.10157",
315,"Langvatn","Hydro","Reservoir","Norway",270,66.33696,14.16666,"66.33696,14.16666",
316,"Lysebotn","Hydro","Reservoir","Norway",210,59.05425,6.6266,"59.05425,6.6266",
317,"Namsvatn","Hydro","Reservoir","Norway",16,65.01869,13.750086,"65.01869,13.750086",
318,"Nea","Hydro","Reservoir","Norway",175,63.03169,11.68016,"63.03169,11.68016",
319,"Nes","Hydro","Reservoir","Norway",250,60.60453,9.06963,"60.60453,9.06963",
320,"New kjerka main dam","Hydro","Reservoir","Norway",,69.556705,17.835396,"69.556705,17.835396",
321,"New kjerka , heddersvika","Hydro","Reservoir","Norway",,69.556705,17.835396,"69.556705,17.835396",
322,"Nygards","Hydro","Reservoir","Norway",75,59.8187296,10.081812,"59.8187296,10.081812",
323,"Rana","Hydro","Reservoir","Norway",500,66.30276,14.26041,"66.30276,14.26041",
324,"Raudal","Hydro","Reservoir","Norway",,61.906288,7.643396,"61.906288,7.643396",
325,"Rembesdalsvatn","Hydro","Reservoir","Norway",,60.527277,7.266471,"60.527277,7.266471",
326,"Riskallvatn","Hydro","Reservoir","Norway",112,,,,
327,"Rundavatn","Hydro","Reservoir","Norway",,60.95561,5.879996,"60.95561,5.879996",
328,"Saheim","Hydro","Reservoir","Norway",185,59.87705,8.59287,"59.87705,8.59287",
329,"Sarp","Hydro","Reservoir","Norway",80,59.27644,11.13373,"59.27644,11.13373",
330,"Sildvik","Hydro","Reservoir","Norway",72,68.40871,17.80107,"68.40871,17.80107",
331,"Storglamvatn","Hydro","Reservoir","Norway",350,66.707928,14.149923,"66.707928,14.149923",
332,"Storglamvassdammen","Hydro","Reservoir","Norway",,66.711457,14.150094,"66.711457,14.150094",
333,"Storvas","Hydro","Reservoir","Norway",,,,,
334,"Storvatn","Hydro","Reservoir","Norway",9,64.878973,12.105094,"64.878973,12.105094",
335,"Styggevatn","Hydro","Reservoir","Norway",290,61.771028,7.465787,"61.771028,7.465787",
336,"Svelgfoss","Hydro","Reservoir","Norway",92,59.58133,9.25723,"59.58133,9.25723",
337,"Tunnsjodal","Hydro","Reservoir","Norway",176,64.70334,12.83542,"64.70334,12.83542",
338,"Tyssedal","Hydro","Reservoir","Norway",100,60.121403,6.55581,"60.121403,6.55581",
339,"Urar","Hydro","Reservoir","Norway",154,59.443056,7.255,"59.443056,7.255",
340,"Vamma","Hydro","Reservoir","Norway",215,59.542398,11.17033,"59.542398,11.17033",
341,"Vestredal","Hydro","Reservoir","Norway",,60.728861,7.574185,"60.728861,7.574185",
342,"Vinje","Hydro","Reservoir","Norway",300,59.61669,7.85653,"59.61669,7.85653",
