id,CARMA,ESE_and_FIAS,GEO,OPSD,WRI,Country,Fueltype,Classification,Capacity,lat,lon,File
2126,Haukrei,,,,Haukrei,Norway,Hydro,,19.0,59.1865,8.0895,Norway Power Plants (ENTSOE) .csv
2127,Gronvollfoss,,,,Gronvollfoss,Norway,Hydro,,40.0,59.55936,9.25853,Norway Power Plants (ENTSOE) .csv
2128,Steinsvik,,,,Steinsvik,Norway,Hydro,,10.0,62.14762,6.07408,Norway Power Plants (ENTSOE) .csv
2129,Cernavoda,,,,Cernavoda,Romania,Nuclear,,1440.0,44.3222222222,28.0572222222,EU Nuclear Power.csv
2130,Motril,,,,Motril,Spain,Natural Gas,,49.185,36.733447,-3.541294,Spain Power Plants Over 10 MW.csv
2131,Skogheim,,,,Skogheim,Norway,Hydro,,9.0,61.8166667,6.15,Norway Power Plants (ENTSOE) .csv
2132,Sagefossen,,,,Sagefossen,Norway,Hydro,,12.0,61.8166667,6.15,Norway Power Plants (ENTSOE) .csv
2133,Bjordalen,,,,Bjorndalen,Norway,Hydro,,5.0,62.2029,6.12722,Norway Power Plants (ENTSOE) .csv
2134,Sunndal,,,,Sundal,Norway,Hydro,,5.0,62.97397,8.72472,Norway Power Plants (ENTSOE) .csv
2135,Newport solutia,,,,Solutia,United Kingdom,Wind,,5.0,51.9402739884,-3.36864008132,UK Power Plant.csv
2136,Kneeshoek,,,,Kneeshoek,Netherlands,Wind,,4.8,35.4484924,-29.10286315,Netherlands Power Plant.csv
2137,Mva schwandorf,,,,Müllkraftwerk schwandorf,Germany,Waste,,54.0,49.32628715,12.1094965,Germany Power Plants (conventional).csv
2138,Ingolstadt mva,,,,Mva ingolstadt,Germany,Waste,,25.5,48.7648416,11.4291864,Germany Power Plants (conventional).csv
2139,Boblingen,,,,Restmüllheizkraftwerk böblingen,Germany,Waste,,12.0,48.68415115,9.01400555,Germany Power Plants (conventional).csv
2140,Sils ewz,,,,Sils ewz,Switzerland,Hydro,,26.0,,,Switzerland Power Plant.csv
2141,Hugschwendi,,,,Hugschwendi,Switzerland,Hydro,,14.0,,,Switzerland Power Plant.csv
2142,Offenbach,,,,Offenbach,Germany,Coal,,64.0,50.088766,8.766286,Germany Power Plants (conventional).csv
2143,Engelberg,,,,Engelberg,Switzerland,Hydro,,8.5,,,Switzerland Power Plant.csv
2144,Coto codesas,,,,Codesas,Spain,Wind,,46.75,,,Spain Power Plants Over 10 MW.csv
2145,Majal alto,,,,Majal,Spain,Wind,,77.0,,,Spain Power Plants Over 10 MW.csv
2146,Ogreyfoss,,,,Ogreyfoss,Norway,Hydro,,18.0,,,Norway Power Plants (ENTSOE) .csv
2147,Villanueva enerfin,,,,Villanueva,Spain,Wind,,86.5,,,Spain Power Plants Over 10 MW.csv
2148,Muhlrading,,,,Mühlrading,Austria,Hydro,,25.0,,,Verbund Power Plant.csv
2149,Gamoide,,,,Gamoide,Spain,Wind,,32.5,,,Spain Power Plants Over 10 MW.csv
2150,Paul's,,,,Paul's,United Kingdom,Wind,,64.0,56.7861112,-4.1140517,UK Power Plant.csv
2151,Caluengo,,,,Caluengo,Spain,Wind,,49.5,,,Spain Power Plants Over 10 MW.csv
2152,Turon,,,,Turon tj,Belgium,Oil,,20.0,,,Belgium Power Plant.csv
2153,Perul,,,,Perul,Spain,Wind,,49.6,,,Spain Power Plants Over 10 MW.csv
2154,Tirmadrid,,,,Tirmadrid,Spain,Waste,,29.8,,,Spain Power Plants Over 10 MW.csv
2155,Lomillas penarada,,,,Lomilla,Spain,Wind,,143.88,,,Spain Power Plants Over 10 MW.csv
2156,Ovre moksa,,,,Moksa,Norway,Hydro,,17.0,,,Norway Power Plants (ENTSOE) .csv
2157,Dos pueblos,,,,Dos pueblos,Spain,Wind,,20.0,,,Spain Power Plants Over 10 MW.csv
2158,Tallisca,,,,Tallisca,Spain,Wind,,40.0,,,Spain Power Plants Over 10 MW.csv
2159,Enercrisa,,,,Enercrisa,Spain,Natural Gas,,20.94,,,Spain Power Plants Over 10 MW.csv
2160,Luzon norte,,,,Luzon norte,Spain,Wind,,38.0,,,Spain Power Plants Over 10 MW.csv
2161,Portachuelo,,,,Portachuelo,Spain,Wind,,45.05,,,Spain Power Plants Over 10 MW.csv
2162,Muela cubillo,,,,Muela cubillo,Spain,Wind,,50.0,,,Spain Power Plants Over 10 MW.csv
2163,Isab energy,,,,Isab energy,Italy,Natural Gas,,553.4,37.1544411,15.1877451,Italy Power Plant.csv
2164,Innergsteig,,,,Innergsteig,Switzerland,Hydro,,19.6,,,Switzerland Power Plant.csv
2165,Piesteritz,,,,Biomasseheizkraftwerk piesteritz,Germany,Waste,,20.0,51.8678903,12.5969035,Germany Power Plants (conventional).csv
2166,Skeen,,,,Skeen,Sweden,Hydro,,4.6,,,Sweden Power Plant.csv
2167,Hogga,,,,Hogga,Norway,Hydro,,20.0,,,Norway Power Plants (ENTSOE) .csv
2168,Ovre rossaga,,,,Ovre rossaga,Norway,Hydro,,188.0,,,Norway Power Plants (ENTSOE) .csv
2169,Puerto escandon,,,,Puerto escandon,Spain,Wind,,26.0,,,Spain Power Plants Over 10 MW.csv
2170,Sagfossen ns,,,,Sagfossen,Norway,Hydro,,14.0,,,Norway Power Plants (ENTSOE) .csv
2171,Rekvatn,,,,Rekvatn,Norway,Hydro,,27.0,,,Norway Power Plants (ENTSOE) .csv
2172,Ormsetfoss,,,,Ormsetfoss,Norway,Hydro,,50.0,,,Norway Power Plants (ENTSOE) .csv
2173,Mossford,,,,Mossford,United Kingdom,Hydro,,24.0,56.7861112,-4.1140517,UK Power Plant.csv
2174,Errochty,,,,Errochty,United Kingdom,Hydro,,75.0,56.7861112,-4.1140517,UK Power Plant.csv
2175,Txutxu,,,,Txutxu,Spain,Wind,,17.4,,,Spain Power Plants Over 10 MW.csv
2176,Refoyas,,,,Refoyas,Spain,Wind,,49.5,,,Spain Power Plants Over 10 MW.csv
2177,Boira,,,,Boira,Spain,Wind,,34.5,,,Spain Power Plants Over 10 MW.csv
2178,Gavilanes,,,,Gavilanes rd,Spain,Wind,,22.5,,,Spain Power Plants Over 10 MW.csv
2179,Strath of brydock,,,,Strath of brydock,United Kingdom,Wind,,7.0,56.7861112,-4.1140517,UK Power Plant.csv
2180,Gralla,,,,Gralla,Austria,Hydro,,15.0,,,Verbund Power Plant.csv
2181,Alzwerke,,,,Alzwerke gmbh,Germany,Hydro,,45.0,48.1689863,12.8304816,Germany Power Plants (conventional).csv
2182,Klingerforsen,,,,Klingerforsen,Sweden,Hydro,,6.4,,,Sweden Power Plant.csv
2183,Olden korsselbranna,,,,Olden,Sweden,Hydro,,130.0,,,Sweden Power Plant.csv
2184,Forsa norsk,,,,Forsa,Norway,Hydro,,14.0,,,Norway Power Plants (ENTSOE) .csv
2185,Svean,,,,Svean,Norway,Hydro,,42.0,,,Norway Power Plants (ENTSOE) .csv
2186,Cabimonteros,,,,Cabimonteros,Spain,Wind,,49.5,,,Spain Power Plants Over 10 MW.csv
2187,Villamiel,,,,Villamiel,Spain,Wind,,17.85,,,Spain Power Plants Over 10 MW.csv
2188,Sotavento,,,,Sotavento,Spain,Wind,,17.56,,,Spain Power Plants Over 10 MW.csv
2189,Amdal,,,,Amdal,Norway,Hydro,,23.0,,,Norway Power Plants (ENTSOE) .csv
2190,Batsvann,,,,Batsvann,Norway,Hydro,,38.0,,,Norway Power Plants (ENTSOE) .csv
2191,Majenfors nya,,,,Majenfors nya,Sweden,Hydro,,10.9,,,Sweden Power Plant.csv
2192,Lokaunet,,,,Lokaunet,Norway,Hydro,,12.0,,,Norway Power Plants (ENTSOE) .csv
2193,Vessingfoss,,,,Vessingfoss,Norway,Hydro,,45.0,,,Norway Power Plants (ENTSOE) .csv
2194,Hegsetfoss,,,,Hegsetfoss,Norway,Hydro,,40.0,,,Norway Power Plants (ENTSOE) .csv
2195,Lissett airfield,,,,Lissett,United Kingdom,Wind,,30.0,53.93092085,-1.1668220316,UK Power Plant.csv
2196,Guolas,,,,Guolas,Norway,Hydro,,90.0,,,Norway Power Plants (ENTSOE) .csv
2197,Bodendorf paalbach,,,,Bodensdorf paal,Austria,Hydro,,27.26,,,Verbund Power Plant.csv
2198,Osen agder,,,,Osen,Norway,Hydro,,5.0,,,Norway Power Plants (ENTSOE) .csv
2199,Skjerka nye,,,,Skjerka,Norway,Hydro,,120.0,,,Norway Power Plants (ENTSOE) .csv
2200,Barasona,,,,Barasona s.jose,Spain,Hydro,,22.1,,,Spain Power Plants Over 10 MW.csv
2201,Bingfoss,,,,Bingsfoss,Norway,Hydro,,36.0,,,Norway Power Plants (ENTSOE) .csv
2202,Chambon,,,,Chambon,Spain,Wind,,33.15,,,Spain Power Plants Over 10 MW.csv
2203,Bonnington,,,,Bonnington,United Kingdom,Hydro,,11.0,56.7861112,-4.1140517,UK Power Plant.csv
2204,Pata mulo,,,,Pata mulo,Spain,Natural Gas,,18.0,,,Spain Power Plants Over 10 MW.csv
2205,Grasjo,,,,Grasjo,Norway,Hydro,,18.0,,,Norway Power Plants (ENTSOE) .csv
2206,Palsbu,,,,Palsbu,Norway,Hydro,,7.0,,,Norway Power Plants (ENTSOE) .csv
2207,Audorf,,,,Audorf,Germany,Oil,,87.0,54.2869778,9.6957443,Germany Power Plants (conventional).csv
2208,Kachlet,,,,Kachlet,Germany,Hydro,,53.7,48.5740136,13.4606445,Germany Power Plants (conventional).csv
2209,Eitting,,,,Eitting,Germany,Hydro,,40.0,48.358828,11.8908175,Germany Power Plants (conventional).csv
2210,Era pico,,,,Era pico,Spain,Wind,,11.9,,,Spain Power Plants Over 10 MW.csv
2211,Monseivane,,,,P.e monseivane,Spain,Wind,,41.4,,,Spain Power Plants Over 10 MW.csv
2212,Eidefossen,,,,Eidefossen,Norway,Hydro,,14.0,,,Norway Power Plants (ENTSOE) .csv
2213,Ovre tessa,,,,Ovre tessa,Norway,Hydro,,20.0,,,Norway Power Plants (ENTSOE) .csv
2214,Fonsagrada punago,,,,Fonsagrada,Spain,Wind,,75.9,,,Spain Power Plants Over 10 MW.csv
2215,Royrvikfoss,,,,Royrvikfoss,Norway,Hydro,,18.0,,,Norway Power Plants (ENTSOE) .csv
2216,Steinitz field,,,,Steinitz,Germany,Natural Gas,,11.4,52.8255264,11.1148286,Germany Power Plants (conventional).csv
2217,Pena luisa,,,,Luisa,Spain,Wind,,48.18,,,Spain Power Plants Over 10 MW.csv
2218,Gruig,,,,Gruig,United Kingdom,Wind,,25.0,54.65688285,-6.5634352097,UK Power Plant.csv
2219,Knapton,,,,Knapton,United Kingdom,Natural Gas,,42.0,53.93092085,-1.1668220316,UK Power Plant.csv
2220,Tir mostyn,,,,Tir mostyn & foel goch,United Kingdom,Wind,,21.25,52.2928116,-3.7389299,UK Power Plant.csv
2221,Quoich,,,,Quoich,United Kingdom,Hydro,,23.1,56.7861112,-4.1140517,UK Power Plant.csv
2222,Grudie bridge,,,,Grudie bridge,United Kingdom,Hydro,,24.0,56.7861112,-4.1140517,UK Power Plant.csv
2223,Duena,,,,Duena,Spain,Wind,,31.45,,,Spain Power Plants Over 10 MW.csv
2224,Coruna,,,,Complejo industrial coruna,Spain,Natural Gas,,94.16,,,Spain Power Plants Over 10 MW.csv
2225,Rudersdorf,,,,Ikw rüdersdorf,Germany,Waste,,35.5,52.471293,13.784527,Germany Power Plants (conventional).csv
2226,Goia penote,,,,Goia penote,Spain,Wind,,40.0,,,Spain Power Plants Over 10 MW.csv
2227,Orrin,,,,Orrin,United Kingdom,Hydro,,18.0,56.7861112,-4.1140517,UK Power Plant.csv
2228,Tortosa made,,,,Tortosa,Spain,Wind,,30.36,,,Spain Power Plants Over 10 MW.csv
2229,Cristo bailones,,,,Cristo bailones,Spain,Wind,,42.0,,,Spain Power Plants Over 10 MW.csv
2230,Faladoira pena lobo,,,,Penaflor,Spain,Wind,,97.98,,,Spain Power Plants Over 10 MW.csv
2231,Tranco beas,,,,Tranco beas,Spain,Hydro,,39.8,,,Spain Power Plants Over 10 MW.csv
2232,Arroibar,,,,Ch arroibar,Spain,Hydro,,14.755,,,Spain Power Plants Over 10 MW.csv
2233,Coriscada,,,,Coriscada,Spain,Wind,,24.0,,,Spain Power Plants Over 10 MW.csv
2234,Fionnay dixence,,,,Fionnay dixence,Switzerland,Hydro,,321.0,46.2535351,7.3477598,Switzerland Power Plant.csv
2235,High volts,,,,High volts,United Kingdom,Wind,,9.0,50.5949824,-1.9518955,UK Power Plant.csv
2236,Gausbu,,,,Gausbu,Norway,Hydro,,9.0,,,Norway Power Plants (ENTSOE) .csv
2237,Dolgarrog high,,,,Dolgarrog high head,United Kingdom,Hydro,,18.4,52.2928116,-3.7389299,UK Power Plant.csv
2238,Lanternoso guijosa,,,,Lanternoso,Spain,Wind,,24.0,,,Spain Power Plants Over 10 MW.csv
2239,Causeymire,,,,Causeymire,United Kingdom,Wind,,48.3,56.7861112,-4.1140517,UK Power Plant.csv
2240,Leirfossene,,,,Leirfossene,Norway,Hydro,,53.0,,,Norway Power Plants (ENTSOE) .csv
2241,Tysso,,,,Tysso,Norway,Hydro,,258.0,,,Norway Power Plants (ENTSOE) .csv
2242,Furset,,,,Furset,Norway,Hydro,,5.0,,,Norway Power Plants (ENTSOE) .csv
2243,Sage luster,,,,Sage,Norway,Hydro,,9.0,,,Norway Power Plants (ENTSOE) .csv
2244,Riksheimdal,,,,Riksheimdal,Norway,Hydro,,4.6,,,Norway Power Plants (ENTSOE) .csv
2245,Hagen kabel,,,,Hagen kabel,Germany,Natural Gas,,230.0,51.357862,7.4727227,Germany Power Plants (conventional).csv
2246,Dettingen canal,,,,Dettingen,Germany,Hydro,,11.0,48.2632705,9.7219415,Germany Power Plants (conventional).csv
2247,Madrid tolsa,,,,Tolsa,Spain,Natural Gas,,12.5,,,Spain Power Plants Over 10 MW.csv
2248,Molon,,,,Monte molon,Spain,Wind,,29.75,,,Spain Power Plants Over 10 MW.csv
2249,Hanefoss,,,,Hanefoss,Norway,Hydro,,42.0,,,Norway Power Plants (ENTSOE) .csv
2250,Tunnsjofoss,,,,Tunnsjofoss,Norway,Hydro,,9.0,,,Norway Power Plants (ENTSOE) .csv
2251,Celaya,,,,Celaya,Spain,Wind,,28.8,,,Spain Power Plants Over 10 MW.csv
2252,Jaap rodenburg,,,,Jaap rodenburg,Netherlands,Wind,,16.5,52.4417588,5.2093149149,Netherlands Power Plant.csv
2253,Dolgarrog low,,,,Dolgarrog low head,United Kingdom,Hydro,,15.0,52.2928116,-3.7389299,UK Power Plant.csv
2254,Asmulfoss,,,,Asmulfoss,Norway,Hydro,,14.0,,,Norway Power Plants (ENTSOE) .csv
2255,Follafoss,,,,Follafoss,Norway,Hydro,,49.0,,,Norway Power Plants (ENTSOE) .csv
2256,Linthal limmern,,,,Linthal limmern,Switzerland,Hydro,,34.4,47.1682719,7.2556047,Switzerland Power Plant.csv
2257,Salto cofrentes,,,,Cofrentes,Spain,Hydro,,124.2,,,Spain Power Plants Over 10 MW.csv
2258,Stuvane,,,,Stuvane,Norway,Hydro,,42.0,,,Norway Power Plants (ENTSOE) .csv
2259,Restano,,,,Restano,Spain,Hydro,,14.4,,,Spain Power Plants Over 10 MW.csv
2260,Funnefoss,,,,Funnefoss,Norway,Hydro,,44.0,,,Norway Power Plants (ENTSOE) .csv
2261,Ixelles,,,,Ixelles tj,Belgium,Oil,,20.0,,,Belgium Power Plant.csv
2262,Bagmoor,,,,Bagmoor,United Kingdom,Wind,,16.0,52.79657515,-0.6718222068,UK Power Plant.csv
2263,Solk,,,,Sölk,Austria,Hydro,,61.0,,,Verbund Power Plant.csv
2264,Wyhlen,,,,Wyhlen,Germany,Hydro,,44.593,47.5540691,7.6768708718,Germany Power Plants (conventional).csv
2265,Acampo armijo,,,,Acampo armijo,Spain,Wind,,18.0,,,Spain Power Plants Over 10 MW.csv
2266,Bitterfeld,,,,Gud bitterfeld,Germany,Natural Gas,,114.0,51.6239124,12.3301466,Germany Power Plants (conventional).csv
2267,Mageli,,,,Mageli,Norway,Hydro,,43.0,,,Norway Power Plants (ENTSOE) .csv
2268,Rejsby hede,,,,Rejsby hede,Denmark,Wind,,24.0,,,Denmark Power Plant.csv
2269,Sierro,,,,Sillero,Spain,Wind,,31.68,,,Spain Power Plants Over 10 MW.csv
2270,Valdeperondo,,,,Valdeperondo,Spain,Wind,,46.0,,,Spain Power Plants Over 10 MW.csv
2271,Leinafoss,,,,Leinafoss,Norway,Hydro,,5.0,,,Norway Power Plants (ENTSOE) .csv
2272,Whitelee,,,,Whitelee,United Kingdom,Wind,,539.0,56.7861112,-4.1140517,UK Power Plant.csv
2273,Galleto,,,,Galleto,Italy,Hydro,,166.0,42.5641417,12.6405466,Italy Power Plant.csv
2274,Jedula,,,,Azucarera jedula,Spain,Natural Gas,,14.625,,,Spain Power Plants Over 10 MW.csv
2275,Schwarzhausern,,,,Schwarzhäusern,Switzerland,Hydro,,8.2,,,Switzerland Power Plant.csv
2276,Itoiz,,,,Central pie presa itoiz,Spain,Hydro,,28.6,,,Spain Power Plants Over 10 MW.csv
2277,Midtre tessa,,,,Midtre tessa,Norway,Hydro,,9.0,,,Norway Power Plants (ENTSOE) .csv
2278,Nedre tessa,,,,Nedre tessa,Norway,Hydro,,25.0,,,Norway Power Plants (ENTSOE) .csv
2279,Roppa,,,,Roppa,Norway,Hydro,,6.0,,,Norway Power Plants (ENTSOE) .csv
2280,Luichart,,,,Luichart,United Kingdom,Hydro,,34.0,56.7861112,-4.1140517,UK Power Plant.csv
2281,Porma,,,,Porma,Spain,Hydro,,17.474,,,Spain Power Plants Over 10 MW.csv
2282,Trysglwyn,,,,Trysglwyn,United Kingdom,Wind,,6.0,52.2928116,-3.7389299,UK Power Plant.csv
2283,Alhambra cesa,,,,Alhambra,Spain,Wind,,34.0,,,Spain Power Plants Over 10 MW.csv
2284,Carrascal,,,,Carrascal,Spain,Wind,,148.0,,,Spain Power Plants Over 10 MW.csv
2285,Florsheim wicker,,,,Bmkw flörsheim wicker,Germany,Waste,,14.2,50.0288637,8.4061469,Germany Power Plants (conventional).csv
2286,Bjorgum,,,,Bjorgum,Norway,Hydro,,6.0,,,Norway Power Plants (ENTSOE) .csv
2287,Ceannacroc,,,,Ceannacroc,United Kingdom,Hydro,,24.0,56.7861112,-4.1140517,UK Power Plant.csv
2288,Aiguamoix,,,,Aiguamoix,Spain,Hydro,,32.0,,,Spain Power Plants Over 10 MW.csv
2289,Dun law,,,,Dun law,United Kingdom,Wind,,47.0,56.7861112,-4.1140517,UK Power Plant.csv
2290,Puente montanana,,,,Puente montanana,Spain,Hydro,,44.8,,,Spain Power Plants Over 10 MW.csv
2291,Careon,,,,Careon,Spain,Wind,,18.0,,,Spain Power Plants Over 10 MW.csv
2292,Bowbeat,,,,Bowbeat emly bank,United Kingdom,Wind,,31.2,56.7861112,-4.1140517,UK Power Plant.csv
2293,Altstafel,,,,Altstafel,Switzerland,Hydro,,9.67,,,Switzerland Power Plant.csv
2294,Mynydd gorddu,,,,Mynydd gorddu,United Kingdom,Wind,,10.2,52.2928116,-3.7389299,UK Power Plant.csv
2295,Ffynnon oer,,,,Ffynnon oer,United Kingdom,Wind,,32.0,52.2928116,-3.7389299,UK Power Plant.csv
2296,Bears down,,,,Bears down,United Kingdom,Wind,,10.0,50.5947727,-1.9521986,UK Power Plant.csv
2297,Uzkita,,,,Uzkita,Spain,Wind,,24.65,,,Spain Power Plants Over 10 MW.csv
2298,Sombrio,,,,Sombrio,Spain,Wind,,28.0,,,Spain Power Plants Over 10 MW.csv
2299,Reppa,,,,Reppa,Norway,Hydro,,12.0,,,Norway Power Plants (ENTSOE) .csv
2300,Robin rigg,,,,Robin rigg east,United Kingdom,Wind,,180.0,56.7861112,-4.1140517,UK Power Plant.csv
2301,Holmside hall,,,,Holmside,United Kingdom,Wind,,6.0,50.5949824,-1.9518955,UK Power Plant.csv
2302,Kalvedalen,,,,Kalvedalen,Norway,Hydro,,22.0,,,Norway Power Plants (ENTSOE) .csv
2303,Landau ostbayer,,,,Landau,Germany,Hydro,,13.5,48.675445,12.6677046781,Germany Power Plants (conventional).csv
2304,Scharding neuhaus,,,,Schärding neuhaus,Austria,Hydro,,100.0,,,Verbund Power Plant.csv
2305,Long park,,,,Longpark,United Kingdom,Wind,,38.0,56.7861112,-4.1140517,UK Power Plant.csv
2306,Bicker,,,,Bicker fen,United Kingdom,Wind,,26.0,52.79657515,-0.6718222068,UK Power Plant.csv
2307,Kaupanger,,,,Kaupanger,Norway,Hydro,,6.0,,,Norway Power Plants (ENTSOE) .csv
2308,Novo galicia,,,,Novo,Spain,Wind,,18.75,,,Spain Power Plants Over 10 MW.csv
2309,Fillans,,,,St. fillans,United Kingdom,Hydro,,21.0,56.7861112,-4.1140517,UK Power Plant.csv
2310,Glass moor,,,,Glass moor,United Kingdom,Wind,,28.0,52.79657515,-0.6718222068,UK Power Plant.csv
2311,Porabka zar,Porabka zar,Porabka zar,Porąbka Żar,,Poland,Hydro,Pumped Storage,540.0,49.7870326223,19.2133731392,"energy_storage_exchange, GPI"
2312,Zarnowiec,Żarnowiec,Zarnowiec,Żarnowiec,,Poland,Hydro,Pumped Storage,720.0,54.7554989764,18.0758616365,"energy_storage_exchange, GPI"
2313,Dychow,Dychów,Dychow,Dychów,,Poland,Hydro,Pumped Storage,90.0,51.8804646067,15.1566213671,"energy_storage_exchange, GPI"
2314,Solina,Solina,Solina,Solina hydrozespół,,Poland,Hydro,Pumped Storage,200.0,49.3955249542,22.4570877941,"energy_storage_exchange, GPI"
2315,Zydowo,Żydowo,Zydowo,Żydowo,,Poland,Hydro,Pumped Storage,157.0,53.655691325,16.728039875,"energy_storage_exchange, GPI"
2316,,Handeck,Handeck,Handeck isogyre,,Switzerland,Hydro,Pumped Storage,55.0,46.6293385754,8.29937335205,"energy_storage_exchange, BFE"
2317,Dalesice,,Dalesice republic,Dalešice,,Czech Republic,Hydro,Pumped Storage,450.0,49.13773844,16.0874566577,CEPS
2318,Prunerov,,Prunerov and czeech,Prunéřov,,Czech Republic,Coal,"Steam Turbine, Thermal",1615.0,50.4184670367,13.2593337033,CEPS
2319,Tusimice,,Tusimice,Tušimice,,Czech Republic,Coal,"CHP, Lignite, Steam turbine",800.0,50.3824566667,13.3397061867,CEPS
2320,Dlouhe strane,,Dlouhe strane republic,Dlouhé stráně,,Czech Republic,Hydro,Pumped Storage,650.0,50.1324600515,17.1882166911,CEPS
2321,Detmarovice,,Detmarovice,Dětmarovice,,Czech Republic,Coal,"CHP, Steam turbine",864.0,49.901782075,18.4649642272,CEPS
2322,Chvaletice,,Chvaletice,Chvaletice,,Czech Republic,Coal,"Steam Turbine, Thermal",800.0,50.02553037,15.4515374067,CEPS
2323,Melnik,,Melnik and plants,Mělník,,Czech Republic,Coal,"Lignite, Steam Turbine, Thermal",1050.0,50.41347176,14.4160961117,CEPS
2324,Polaniec,,Polaniec,Połaniec,,Poland,Coal," Hard Coal, Thermal",1800.0,50.4368093333,21.3368483333,GPI
2325,Maasvlakte ucml,,Maasvlakte ucml,Ucml,,Netherlands,Natural Gas,CCGT,80.0,51.9556583333,4.033374,Tennet_Q22015
2326,Leiden,,Leiden,Ld,,Netherlands,Natural Gas,CCGT,90.7,52.16426,4.49426,Tennet_Q12015
2327,Alban,,Saint alban,St alban,,France,Nuclear,Steam Turbine,2782.0,45.4046710061,4.75502491796,RTE
2328,Kladno,,Kladno,Kladno,,Czech Republic,Coal,"Steam Turbine, Thermal",516.0,50.1534222233,14.1287451867,CEPS
2329,Beznau,,Beznau,Beznau,,Switzerland,Nuclear,Run-Of-River,785.7,47.5524846752,8.22894007723,BFE
2330,Gelderland,,Gelderland,Gelderland cg,,Netherlands,Coal,"Hard Coal, Steam Turbine, Thermal",635.0,51.8566166667,5.83095666667,Tennet_Q12015
2331,Opole,,Opole,Opole,,Poland,Coal," Hard Coal, Thermal",1532.0,50.7511616667,17.8839183333,GPI
2332,Belchatow,,Belchatow,Bełchatów,,Poland,Coal," Lignite, Lignite, Thermal",5460.0,51.267192963,19.3244018519,GPI
2333,Aramon,,Aramon oil,Aramon,,France,Oil,CHP,1400.0,43.8845332073,4.66474696582,RTE
2334,Havre,,Edf le havre,Havre,,France,Coal,"Hard Coal, Hard Coal, Steam Turbine, Thermal",1995.0,49.4803933333,0.14208,RTE
2335,Rybnik,,Rybnik,Rybnik,,Poland,Coal," Hard Coal, Hard Coal, Thermal",1780.0,50.1333433333,18.52212,GPI
2336,Kozienice,,Kozienice,Kozienice,,Poland,Coal," Hard Coal, Thermal",2925.0,51.665094,21.464818,GPI
2337,Ostroleka,,Ostroleka,Ostrołęka,,Poland,Coal," Hard Coal, Thermal",740.4,53.102688,21.6080493333,GPI
2338,Jaworzno,,Jaworzno,Jaworzno,,Poland,Coal," Hard coal, CHP",1545.0,50.2111866667,19.2210018333,GPI
2339,Laziska,,Laziska polan,Łaziska,,Poland,Coal," Hard coal, CHP",1155.0,50.133018,18.8442873333,GPI
2340,Purmerend,,Purmerend,Pu,,Netherlands,Natural Gas,CCGT,69.0,52.5172466667,4.99593333333,Tennet_Q42015
2341,Turow,,Turow,Turów,,Poland,Coal," Lignite, CHP, Lignite",2105.0,50.9482636667,14.912202,GPI
2342,Dolna odra,,Dolna odra,Dolna odra,,Poland,Coal," Hard coal, CHP",1772.0,53.2075286667,14.4660976667,GPI
2343,Leibstadt,,Leibstadt,Leibstadt,,Switzerland,Nuclear,Steam Turbine,1245.0,47.601777209,8.18392778419,Schweizerische Eidgenossenschaft
2344,Lagisza,,Lagisza,Łagisza,,Poland,Coal," Hard coal, CHP",1060.0,50.3415722142,19.1362207711,GPI
2345,Stalowa wola,,Tauron stalowa wola,Stalowa wola,,Poland,Coal," Hard Coal, Thermal",350.0,50.55107,22.0751303333,GPI
2346,Willem alexander,,Buggenum willem alexander igcc,Willem alexander,,Netherlands,Natural Gas,"CCGT, Hard coal, Steam turbine",284.0,51.2267176667,5.96676466667,Tennet_Q32015
2347,Adamow,,Adamow,Adamów,,Poland,Coal," Lignite, CHP, Lignite",600.0,52.012124,18.5455203333,GPI
2348,Patnow,,Patnow,Pątnów,,Poland,Coal," Lignite, Lignite, Thermal",1708.0,52.3032956667,18.2355986667,GPI
2349,Wkc almere,,Almere,Al,,Netherlands,Natural Gas,CCGT,128.0,52.388205,5.2156,Tennet_Q42015
2350,,,Enecogen,Enecogen,,Netherlands,Natural Gas,CCGT,870.0,51.957415,4.09203,Tennet_Q22015
2351,,,Harculo hc ijssel centrale,Harculo hc,,Netherlands,Natural Gas,CCGT,350.0,52.468535,6.108235,Tennet_Q32015
2352,,,Tauron siersza,Siersza,,Poland,Coal," Hard Coal, Thermal",677.0,50.208105,19.461175,GPI
2353,Nestil tierfehd,Tierfehd nestil,,Tierfehd umwälzwerk,,Switzerland,Hydro,Pumped Storage,141.0,46.8786162401,8.98360122114,"energy_storage_exchange, BFE"
2354,,Emosson,,Emosson,,Switzerland,Hydro,Reservoir,360.0,46.1062066441,7.06941008156,"energy_storage_exchange, BFE"
2355,Klazienaveen gasedon,,,Klazi,,Netherlands,Natural Gas,,63.0,52.7310435,7.001979,Tennet_Q42015
2356,Erika,,,Erica,,Netherlands,Natural Gas,,66.2,52.7052435,6.9202495,Tennet_Q42015
2357,Bergum,,,Bergum cb,,Netherlands,Natural Gas,,812.0,53.210335,6.026205,Tennet_Q42015
2358,Vaires,,,Vaires,,France,Oil,,542.0,48.874991,2.647573,RTE
2359,Pernis extension,,,Pergen,,Netherlands,Natural Gas,,260.0,51.885245,4.340235,Tennet_Q12015
2360,Wassen,,,Wassen,,Switzerland,Hydro,Run-Of-River,58.0,46.7110991981,8.60447848619,BFE
