id,CARMA,ESE_and_FIAS,GEO,OPSD,WRI,Country,Fueltype,Classification,Capacity,lat,lon,File
1731,Bodenaya,,,,Bodenaya,Spain,Wind,,18.0,43.403945,-6.316441,Spain Power Plants Over 10 MW.csv
1732,Tineo,,,,Tineo,Spain,Wind,,44.0,43.337651,-6.414516,Spain Power Plants Over 10 MW.csv
1733,Nufri,,,,Nufri,Spain,Natural Gas,,19.42,41.6333333,0.9,Spain Power Plants Over 10 MW.csv
1734,Lysbotn,,,,Lysbotn,Norway,Hydro,,6.0,69.3833333,17.8333333,Norway Power Plants (ENTSOE) .csv
1735,Bergsbotn,,,,Bergsbotn,Norway,Hydro,,10.0,69.4333333,17.4666667,Norway Power Plants (ENTSOE) .csv
1736,Dividalen,,,,Dividalen,Norway,Hydro,,30.0,68.9333333,19.5166667,Norway Power Plants (ENTSOE) .csv
1737,Lavkajakka,,,,Lavkajohka,Norway,Hydro,,10.0,69.25,20.583333,Norway Power Plants (ENTSOE) .csv
1738,Soa,,,,Soa,Norway,Hydro,,45.0,63.29057,9.08909,Norway Power Plants (ENTSOE) .csv
1739,Haen,,,,Haen,Norway,Hydro,,30.0,64.2666667,10.5833333,Norway Power Plants (ENTSOE) .csv
1740,Bessakerfjellet,,,,Bessakerfjellet,Norway,Wind,,58.0,63.35,9.2666667,Norway Power Plants (ENTSOE) .csv
1741,Tussa,,,,Tussa,Norway,Hydro,,64.0,62.8666667,7.55,Norway Power Plants (ENTSOE) .csv
1742,Karcherstrasse,,,,Karcherstr. coal,Germany,Coal,,13.4,49.4466087,7.75949755,Germany Power Plants (conventional).csv
1743,Fulda ic,,,,Fulda,Germany,Oil,,24.8,50.5518826625,9.67584476392,Germany Power Plants (conventional).csv
1744,Eid,,,,Eid,Norway,Hydro,,11.0,60.6166667,10.5,Norway Power Plants (ENTSOE) .csv
1745,Skjak,,,,Skjak,Norway,Hydro,,35.0,61.8666667,8.3666667,Norway Power Plants (ENTSOE) .csv
1746,Savalen,,,,Savalen,Norway,Hydro,,78.0,62.10766,10.63073,Norway Power Plants (ENTSOE) .csv
1747,Faslefoss,,,,Faslefoss,Norway,Hydro,,20.0,60.9666667,9.3,Norway Power Plants (ENTSOE) .csv
1748,Framruste,,,,Framruste,Norway,Hydro,,85.0,61.8666667,8.3666667,Norway Power Plants (ENTSOE) .csv
1749,Oyberget,,,,Oyberget,Norway,Hydro,,109.0,61.9166667,8.0833333,Norway Power Plants (ENTSOE) .csv
1750,Einunna,,,,Einunna,Norway,Hydro,,12.0,62.13246,9.9968,Norway Power Plants (ENTSOE) .csv
1751,Kirkby moor,,,,Kirkby moor,United Kingdom,Wind,,5.0,53.2164811066,-1.78243552805,UK Power Plant.csv
1752,Neef,,,,Neef,Germany,Hydro,,16.4,50.0952324,7.13589065,Germany Power Plants (conventional).csv
1753,Eltmann,,,,Eltmann,Germany,Natural Gas,,57.0,49.96958415,10.66643655,Germany Power Plants (conventional).csv
1754,Worth,,,,Wörth,Germany,Natural Gas,,61.65,49.0561894,8.2576755,Germany Power Plants (conventional).csv
1755,Duren,,,,"Mt, düren",Germany,Other,,14.0,50.8015842,6.48270695,Germany Power Plants (conventional).csv
1756,Adrano,,,,Paxareiras adrano,Spain,Wind,,21.6,42.823295044,-9.08912658691,Spain Power Plants Over 10 MW.csv
1757,Alentisque,,,,Alentisque,Spain,Wind,,51.15,41.420588,-2.33189,Spain Power Plants Over 10 MW.csv
1758,Cantales,,,,Cantales,Spain,Wind,,24.0,41.633616,-1.274399,Spain Power Plants Over 10 MW.csv
1759,Scout moor,,,,Scout moor,United Kingdom,Wind,,65.0,52.9518811834,-1.38671313883,UK Power Plant.csv
1760,Namforsen,,,,Namforsen,Sweden,Hydro,,115.0,63.5689026,16.95879145,Sweden Power Plant.csv
1761,Thyrow,,,,Thyrow,Germany,Natural Gas,,300.0,52.240547325,13.2787591725,Germany Power Plants (conventional).csv
1762,Eemmeerdijk,,,,Rachel carson eemmeerdijk,Netherlands,Wind,,19.0,52.3375597,5.4998722737,Netherlands Power Plant.csv
1763,Moabit,,,,Moabit coal,Germany,Coal,,153.0,52.5207023326,13.3996949952,Germany Power Plants (conventional).csv
1764,Ulketocht,,,,Ulketocht,Netherlands,Wind,,6.0,35.4372424,-29.07508515,Netherlands Power Plant.csv
1765,Lasele,,,,Lasele,Sweden,Hydro,,165.0,63.5689026,16.95879145,Sweden Power Plant.csv
1766,Uppsala,,,,Uppsala,Sweden,Waste,CHP,130.0,59.8585015379,17.6454269886,Sweden Power Plant.csv
1767,Edinbane,,,,Edinbane,United Kingdom,Wind,,41.4,56.3690855432,-3.65526644364,UK Power Plant.csv
1768,Hare bwl,,,,Hare,United Kingdom,Wind,,6.0,52.6806535409,-1.69578540414,UK Power Plant.csv
1769,Ebs rostock,,,,Ebs rostock,Germany,Waste,,20.0,54.0905710213,12.1345530465,Germany Power Plants (conventional).csv
1770,Vargfors,,,,Vargfors,Sweden,Hydro,,136.0,64.9120576707,19.4815278053,Sweden Power Plant.csv
1771,Breuberg odenwald,,,,Industriekraftwerk breuberg,Germany,Natural Gas,,11.4,49.82022205,9.031556,Germany Power Plants (conventional).csv
1772,Gabersdorf,,,,Gabersdorf,Austria,Hydro,,14.5,46.7772222,15.5841667,Verbund Power Plant.csv
1773,Landl,,,,Landl,Austria,Hydro,,25.0,47.65,14.7166667,Verbund Power Plant.csv
1774,Martin,,,,St. martin,Austria,Hydro,,11.4,47.4466650226,15.2849006653,Verbund Power Plant.csv
1775,Bruck an der leitha,,,,Wind park bruck an der leitha,Austria,Wind,,9.0,48.0166667,16.7666667,Verbund Power Plant.csv
1776,Altenmarkt,,,,Altenmarkt,Austria,Hydro,,26.0,46.7666667,15.55,Verbund Power Plant.csv
1777,Triebenbach,,,,Triebenbach,Austria,Hydro,,11.89,47.5,14.4666667,Verbund Power Plant.csv
1778,Perach,,,,Perach,Germany,Hydro,,21.0,48.26668335,12.76668335,Germany Power Plants (conventional).csv
1779,Leinau,,,,Dkw leinau,Germany,Oil,,13.996,47.9205014553,10.6263181035,Germany Power Plants (conventional).csv
1780,Vigelands,,,,Vigeland,Norway,Hydro,,30.0,58.26936,7.97413,Norway Power Plants (ENTSOE) .csv
1781,Vikaelva,,,,Vikaelva,Norway,Hydro,,6.0,59.7833333,6.1,Norway Power Plants (ENTSOE) .csv
1782,Coterejon,,,,Coterejon,Spain,Wind,,18.0,40.453225,-4.464712,Spain Power Plants Over 10 MW.csv
1783,Bomlitz probis,,,,Bomlitz,Germany,Natural Gas,,22.1,52.9016178,9.6545357,Germany Power Plants (conventional).csv
1784,Gallego,,,,Villanueva galleg,Spain,Waste,,14.14,41.769165,-0.823496,Spain Power Plants Over 10 MW.csv
1785,Burghausen,,,,Dampfkraftwerk bgh,Germany,Natural Gas,,203.4,48.1678265,12.83190745,Germany Power Plants (conventional).csv
1786,Entredicho,,,,Entredicho,Spain,Wind,,36.0,41.342449,-0.959883,Spain Power Plants Over 10 MW.csv
1787,Cedillo,,,,Cedillo,Spain,Hydro,,495.18,39.650989,-7.498171,Spain Power Plants Over 10 MW.csv
1788,Sobradelo,,,,Sobradelo,Spain,Hydro,,44.25,42.527319,-8.008592,Spain Power Plants Over 10 MW.csv
1789,Munilla,,,,Munilla lasanta,Spain,Wind,,46.0,42.188998,-2.295061,Spain Power Plants Over 10 MW.csv
1790,Ferreira,,,,Ferreira,Spain,Wind,,49.5,37.1833333,-3.0666667,Spain Power Plants Over 10 MW.csv
1791,Stonebyres,,,,Stonebyres,United Kingdom,Hydro,,6.0,56.22638895,-3.98202585,UK Power Plant.csv
1792,Rye house,,,,Rye house,United Kingdom,Natural Gas,,715.0,51.9980932,-0.22693674185,UK Power Plant.csv
1793,Capiruza,,,,"Capiruza mw, mw",Spain,Wind,,68.0,38.728796,-2.005001,Spain Power Plants Over 10 MW.csv
1794,Escombreras,,,,Ctcc escombreras,Spain,Natural Gas,,2014.89,37.605121,-0.986232,Spain Power Plants Over 10 MW.csv
1795,Alcora cotasa,,,,Cotasa,Spain,Natural Gas,,14.071,40.0666667,-0.2,Spain Power Plants Over 10 MW.csv
1796,Kendoon,,,,Kendoon,United Kingdom,Hydro,,24.0,55.9298349005,-4.12743985321,UK Power Plant.csv
1797,Maranchon,,,,Maranchon,Spain,Wind,,127.3,41.047537,-2.204818,Spain Power Plants Over 10 MW.csv
1798,Bolanos,,,,Bolanos,Spain,Wind,,24.0,36.686454,-6.136063,Spain Power Plants Over 10 MW.csv
1799,Virgen llanos,,,,Llanos,Spain,Wind,,92.65,39.8666667,-1.2166667,Spain Power Plants Over 10 MW.csv
1800,Canoneras,,,,Canoneras,Spain,Wind,,32.3,43.38278,-4.002412,Spain Power Plants Over 10 MW.csv
1801,Cernadilla,,,,Cernadilla,Spain,Hydro,,33.32,42.020834,-6.417007,Spain Power Plants Over 10 MW.csv
1802,Retuerta,,,,Retuerta,Spain,Wind,,38.0,37.507562,-7.270384,Spain Power Plants Over 10 MW.csv
1803,Malefaton,,,,Malefaton modif. pot.,Spain,Wind,,49.5,39.8666667,-1.2166667,Spain Power Plants Over 10 MW.csv
1804,Rigged,,,,Rigged,United Kingdom,Wind,,5.0,54.8536660461,-6.75708801195,UK Power Plant.csv
1805,Damhead creek,,,,Damhead creek,United Kingdom,Natural Gas,,808.0,51.43954405,-0.19096292025,UK Power Plant.csv
1806,Burgo,,,,"Serra do burgo kw,",Spain,Wind,,27.2,42.25,-7.3833333,Spain Power Plants Over 10 MW.csv
1807,Glenlee,,,,Glenlee,United Kingdom,Hydro,,24.0,55.8635314409,-4.02094701876,UK Power Plant.csv
1808,Dolar,,,,Dolar,Spain,Wind,,100.0,37.176599,-2.950238,Spain Power Plants Over 10 MW.csv
1809,Earlstoun,,,,Earlstoun,United Kingdom,Hydro,,14.0,55.8635314409,-4.02094701876,UK Power Plant.csv
1810,Cruach mhor,,,,Cruach mhor,United Kingdom,Wind,,30.0,56.4180556,-4.6153592,UK Power Plant.csv
1811,Cortijo linera,,,,Cortijo linera,Spain,Wind,,28.0,38.114371,-2.571094,Spain Power Plants Over 10 MW.csv
1812,Cerro punta,,,,Cuervo,Spain,Wind,,24.42,39.8666667,-1.2166667,Spain Power Plants Over 10 MW.csv
1813,Grado,,,,Grado,Spain,Wind,,27.2,39.876994,-0.05583,Spain Power Plants Over 10 MW.csv
1814,Clodio,,,,Clodio,Spain,Hydro,,19.57,42.4666667,-7.2833333,Spain Power Plants Over 10 MW.csv
1815,Esteban,,,,Esteban,Spain,Hydro,,438.45,42.4171203547,-7.74982452393,Spain Power Plants Over 10 MW.csv
1816,Blackburn,,,,Blackburn,United Kingdom,Natural Gas,,62.2,52.99351155,-1.47597405,UK Power Plant.csv
1817,Valbonilla,,,,Valbonilla,Spain,Wind,,13.75,42.1984168601,-4.18686389923,Spain Power Plants Over 10 MW.csv
1818,Larouco,,,,Larouco,Spain,Wind,,41.65,42.0635039979,-7.72459030151,Spain Power Plants Over 10 MW.csv
1819,Valdefuentes,,,,Valdefuentes,Spain,Wind,,28.0,37.507562,-7.270384,Spain Power Plants Over 10 MW.csv
1820,Cerro calderon,,,,Calderon,Spain,Wind,,85.5,39.40849,-2.201728,Spain Power Plants Over 10 MW.csv
1821,Sobron,,,,Sobron,Spain,Hydro,,28.8,42.777751,-3.045774,Spain Power Plants Over 10 MW.csv
1822,Longannet,,,,Longannet,United Kingdom,Coal,,2400.0,56.4175000445,-3.89827585,UK Power Plant.csv
1823,Pontenovo,,,,Pontenovo,Spain,Hydro,,38.6,42.3833333,-7.2333333,Spain Power Plants Over 10 MW.csv
1824,Escalon,,,,Escalon,Spain,Wind,,30.0,40.166902,-4.404839,Spain Power Plants Over 10 MW.csv
1825,Cabana,,,,Cabana,Spain,Wind,,41.65,39.233956,-3.852476,Spain Power Plants Over 10 MW.csv
1826,Aranda michelin,,,,Michelin aranda,Spain,Natural Gas,,31.866,41.6704114242,-3.68919610977,Spain Power Plants Over 10 MW.csv
1827,Hontalbila,,,,Hontalbilla,Spain,Wind,,65.45,41.345515,-4.121494,Spain Power Plants Over 10 MW.csv
1828,Montefurado,,,,Montefurado,Spain,Hydro,,44.29,42.476778,-7.27463,Spain Power Plants Over 10 MW.csv
1829,Valladolid michelin,,,,Michelin valladolid $$,Spain,Natural Gas,,47.845,41.655181,-4.72372,Spain Power Plants Over 10 MW.csv
1830,Labradas,,,,Labradas fusionado re + re,Spain,Wind,,36.55,42.098301,-5.858016,Spain Power Plants Over 10 MW.csv
1831,Hedroso aciberos,,,,Hedroso aciberos,Spain,Wind,,45.45,42.035687,-6.905408,Spain Power Plants Over 10 MW.csv
1832,Clares,,,,Clares,Spain,Wind,,32.0,41.033654,-2.143398,Spain Power Plants Over 10 MW.csv
1833,Azutan,,,,Azutan,Spain,Hydro,,198.01,39.809663,-5.147375,Spain Power Plants Over 10 MW.csv
1834,Greengate,,,,Pilkington greengate,United Kingdom,Natural Gas,,10.0,52.8589847642,-1.3530245936,UK Power Plant.csv
1835,Escurrillo,,,,Escurrillo,Spain,Wind,,49.5,42.214226,-2.164884,Spain Power Plants Over 10 MW.csv
1836,Canalejas,,,,Canalejas,Spain,Wind,,18.7,39.85,-0.75,Spain Power Plants Over 10 MW.csv
1837,Saucito,,,,Saucito,Spain,Wind,,30.25,37.548609,-7.114699,Spain Power Plants Over 10 MW.csv
1838,Clachan flats,,,,Clachan flats,United Kingdom,Wind,,15.03,56.5208438475,-4.52609152509,UK Power Plant.csv
1839,Lafortunada cinqueta,,,,Lafortunada cinqueta,Spain,Hydro,,41.4,42.574054,0.182409,Spain Power Plants Over 10 MW.csv
1840,Corkey,,,,Corkey,United Kingdom,Wind,,5.0,54.845108075,-6.42338425485,UK Power Plant.csv
1841,Carsfad,,,,Carsfad,United Kingdom,Hydro,,12.0,55.8635314409,-4.02094701876,UK Power Plant.csv
