id,CARMA,FIAS,GEO,OPSD,WRI,Country,Fueltype,Classification,Capacity,lat,lon,File
1192,Grosio,,,,Grosio,Italy,Hydro,,655.0,46.489007,10.294052,Italy Power Plant.csv
1193,Las cabrillas,,,,Cabrillas,Spain,Wind,,28.5,40.532667,-0.262492,Spain Power Plants Over 10 MW.csv
1194,Aibar,,,,Aibar,Spain,Wind,,33.84,42.5920161365,-1.36041641235,Spain Power Plants Over 10 MW.csv
1195,Pena blanca,,,,Muela penas blancas,Spain,Wind,,50.14,42.6448187623,-1.51971817017,Spain Power Plants Over 10 MW.csv
1196,Tallat,,,,Serra tallat,Spain,Wind,,49.5,42.3833333,2.2666667,Spain Power Plants Over 10 MW.csv
1197,Folch,,,,Folch,Spain,Wind,,64.5,40.502082,-0.191328,Spain Power Plants Over 10 MW.csv
1198,Vilobi,,,,Serra vilobi,Spain,Wind,,40.5,42.1555139803,2.28275299072,Spain Power Plants Over 10 MW.csv
1199,Aritz,,,,Ariz ariz,Spain,Wind,,19.2,43.0833333,-1.9166667,Spain Power Plants Over 10 MW.csv
1200,Cerro nevera,,,,Nevera,Spain,Wind,,31.5,39.8833333,-0.95,Spain Power Plants Over 10 MW.csv
1201,Echague,,,,Echague,Spain,Wind,,23.1,42.6525206646,-1.6259765625,Spain Power Plants Over 10 MW.csv
1202,Xistral cudramon,,,,Cuadron,Spain,Wind,,22.0,43.678981,-7.894124,Spain Power Plants Over 10 MW.csv
1203,Campalbo,,,,Campalbo,Spain,Wind,,49.3,39.9,-1.2666667,Spain Power Plants Over 10 MW.csv
1204,Rubio,,,,Serra rubio,Spain,Wind,,75.0,41.492256,2.033047,Spain Power Plants Over 10 MW.csv
1205,Losilla,,,,Losilla,Spain,Wind,,35.9,38.9666667,-1.0833333,Spain Power Plants Over 10 MW.csv
1206,Juan navarro,,,,Juan,Spain,Wind,,43.5,39.4883435564,-1.10043525696,Spain Power Plants Over 10 MW.csv
1207,Pinilla,,,,Pinilla,Spain,Wind,,22.95,38.731851,-1.58674,Spain Power Plants Over 10 MW.csv
1208,Alaiz,,,,Alaiz,Spain,Wind,,34.98,42.736950122,-1.63313269615,Spain Power Plants Over 10 MW.csv
1209,Manzanera,,,,Manzanera,Spain,Wind,,25.5,40.637747,-0.340412,Spain Power Plants Over 10 MW.csv
1210,Salajones,,,,Salajones,Spain,Wind,,21.78,42.5920161365,-1.36041641235,Spain Power Plants Over 10 MW.csv
1211,Muela todolella,,,,Muela todolella,Spain,Wind,,40.5,40.637747,-0.340412,Spain Power Plants Over 10 MW.csv
1212,Torre miro,,,,Torre,Spain,Wind,,115.0,40.619665,-0.098917,Spain Power Plants Over 10 MW.csv
1213,Selva,,,,Selva,Spain,Wind,,33.0,42.45,-1.1166667,Spain Power Plants Over 10 MW.csv
1214,Terral,,,,Alabe terral,Spain,Wind,,27.75,43.3666667,-7.4833333,Spain Power Plants Over 10 MW.csv
1215,Sos rey catolico,,,,Sos rey catolico,Spain,Wind,,48.75,42.496864,-1.215138,Spain Power Plants Over 10 MW.csv
1216,Arriello,,,,Arrielo,Spain,Wind,,49.5,40.428847,-0.257745,Spain Power Plants Over 10 MW.csv
1217,Pla d'embalague,,,,Pla embalague,Spain,Wind,,37.5,40.532667,-0.262492,Spain Power Plants Over 10 MW.csv
1218,Montemayor,,,,Alabe montemayor norte,Spain,Wind,,33.75,43.3666667,-7.4833333,Spain Power Plants Over 10 MW.csv
1219,Penas dios,,,,Penas dios,Spain,Wind,,67.5,39.7493017101,-0.996837615967,Spain Power Plants Over 10 MW.csv
1220,Sanguesa,,,,Sanguesa,Spain,Waste,,30.2,42.5748266812,-1.28282546997,Spain Power Plants Over 10 MW.csv
1221,Gamoneda,,,,Gamoneda ampl. re,Spain,Wind,,49.55,42.035687,-6.905408,Spain Power Plants Over 10 MW.csv
1222,Cinseiro,,,,Cinseiro,Spain,Wind,,12.0,42.035687,-6.905408,Spain Power Plants Over 10 MW.csv
1223,Vedadillo,,,,Vedadillo,Spain,Wind,,49.5,42.389664,-1.793211,Spain Power Plants Over 10 MW.csv
1224,Izco,,,,Izco,Spain,Wind,,33.0,42.65683,-1.428727,Spain Power Plants Over 10 MW.csv
1225,Perdon,,,,Perdon,Spain,Wind,,20.3,42.748481,-1.722623,Spain Power Plants Over 10 MW.csv
1226,Moncayuelo,,,,Moncayuelo,Spain,Wind,,48.0,42.4333333,-1.75,Spain Power Plants Over 10 MW.csv
1227,Ibargoiti,,,,Ibargoiti,Spain,Wind,,22.44,42.6530256741,-1.30668640137,Spain Power Plants Over 10 MW.csv
1228,Voghera,,,,Voghera,Italy,Natural Gas,,400.0,45.0107256,8.99096295,Italy Power Plant.csv
1229,Cabrera aicole,,,,Cabrera,Spain,Wind,,20.49,39.4166667,-0.7833333,Spain Power Plants Over 10 MW.csv
1230,Torness,,,,Torness,United Kingdom,Nuclear,,1364.0,55.9680555556,-2.4091666667,EU Nuclear Power.csv
1231,North rhins,,,,North rhins,United Kingdom,Wind,,22.0,55.8442276315,-4.57068245777,UK Power Plant.csv
1232,Ballylumford,,,,Ballylumford ocgt,United Kingdom,Natural Gas,,1320.0,54.753441425,-6.19005095485,UK Power Plant.csv
1233,Virgen alfajarin,,,,Virgen alfajarin,Spain,Wind,,30.0,42.048177,-0.910253,Spain Power Plants Over 10 MW.csv
1234,Campollano gramal,,,,Gramal,Spain,Wind,,37.4,38.9497,-2.35419,Spain Power Plants Over 10 MW.csv
1235,Mallen,,,,Mallen,Spain,Wind,,30.0,41.900642,-1.41994,Spain Power Plants Over 10 MW.csv
1236,Tryland,,,,Tryland,Norway,Hydro,,5.0,58.25,7.9666667,Norway Power Plants (ENTSOE) .csv
1237,Berlifoss,,,,Berlifoss,Norway,Hydro,,13.0,59.1666667,8.5,Norway Power Plants (ENTSOE) .csv
1238,Smeland,,,,Smeland,Norway,Hydro,,28.0,58.6166667,7.4166667,Norway Power Plants (ENTSOE) .csv
1239,Evenstad,,,,Evenstad,Norway,Hydro,,27.0,58.5666667,8.6833333,Norway Power Plants (ENTSOE) .csv
1240,Hoylandsfoss,,,,Hoylandsfoss,Norway,Hydro,,9.0,58.2666667,6.8333333,Norway Power Plants (ENTSOE) .csv
1241,Hunsfoss,,,,Hunsfos,Norway,Hydro,,18.0,58.26936,7.97413,Norway Power Plants (ENTSOE) .csv
1242,Ulvund,,,,Ulvund,Norway,Hydro,,22.0,62.8666667,8.45,Norway Power Plants (ENTSOE) .csv
1243,Finsa,,,,Finsa,Norway,Hydro,,37.0,58.66263,6.71694,Norway Power Plants (ENTSOE) .csv
1244,Iveland,,,,Iveland,Norway,Hydro,,53.0,58.3833333,7.8333333,Norway Power Plants (ENTSOE) .csv
1245,Haverstad,,,,Haverstad,Norway,Hydro,,62.0,58.1,7.0666667,Norway Power Plants (ENTSOE) .csv
1246,Logna,,,,Logna,Norway,Hydro,,22.0,58.3166667,6.6666667,Norway Power Plants (ENTSOE) .csv
1247,Tjonnesfoss,,,,Tjonnefoss,Norway,Hydro,,8.0,59.1666667,8.5,Norway Power Plants (ENTSOE) .csv
1248,Rygene,,,,Rygene,Norway,Hydro,,65.0,58.4,8.6333333,Norway Power Plants (ENTSOE) .csv
1249,Laudal,,,,Laudal,Norway,Hydro,,38.0,58.25,7.5,Norway Power Plants (ENTSOE) .csv
1250,Nomeland,,,,Nomeland,Norway,Hydro,,56.0,58.3833333,7.8333333,Norway Power Plants (ENTSOE) .csv
1251,Uleberg,,,,Uleberg,Norway,Hydro,,11.0,58.55,7.7833333,Norway Power Plants (ENTSOE) .csv
1252,Steinsfoss,,,,Steinsfoss,Norway,Hydro,,125.0,58.26936,7.97413,Norway Power Plants (ENTSOE) .csv
1253,Bjelland,,,,Bjelland,Norway,Hydro,,70.0,58.3833333,7.5166667,Norway Power Plants (ENTSOE) .csv
1254,Hogefoss,,,,Hogefoss,Norway,Hydro,,27.0,59.1666667,8.5,Norway Power Plants (ENTSOE) .csv
1255,Amli gjov,,,,Amli,Norway,Hydro,,28.0,58.45,8.3333333,Norway Power Plants (ENTSOE) .csv
1256,Klosterfoss,,,,Klosterfoss,Norway,Hydro,,12.0,59.20962,9.60897,Norway Power Plants (ENTSOE) .csv
1257,Akzo obernburg,,,,Obernburg,Germany,Natural Gas,,112.5,49.562327,10.5258373,Germany Power Plants (conventional).csv
1258,Chantada,,,,Pedra chantada,Spain,Wind,,69.78,42.608758658,-7.77115345001,Spain Power Plants Over 10 MW.csv
1259,Serralta,,,,Serralta,Spain,Wind,,16.5,42.032494,-1.525907,Spain Power Plants Over 10 MW.csv
1260,Fully,,,,Fully,Switzerland,Hydro,,6.0,46.1385117882,7.1146774292,Switzerland Power Plant.csv
1261,Mieville,,,,Miéville,Switzerland,Hydro,,60.0,46.7125028146,8.27253180105,Switzerland Power Plant.csv
1262,Chandoline,,,,Chandoline,Switzerland,Hydro,,150.0,46.251268,7.593183,Switzerland Power Plant.csv
1263,Rheinfelden,,,,Rheinfelden,Germany,Hydro,,46.7,47.5782649,7.8050325761,Germany Power Plants (conventional).csv
1264,Oberems,,,,Oberems argessa,Switzerland,Hydro,,8.2,46.281545,7.695311,Switzerland Power Plant.csv
1265,Son reus,,,,Son reus,Spain,Oil,,489.75,39.5693907934,2.65023708344,Spain Power Plants Over 10 MW.csv
1266,Cedeira capelada,,,,Capelada,Spain,Wind,,31.35,43.660443,-8.057186,Spain Power Plants Over 10 MW.csv
1267,Las salinas,,,,Salinas,Spain,Oil,,134.22,28.50038,-13.862719,Spain Power Plants Over 10 MW.csv
1268,Rialb,,,,C.h. rialb .,Spain,Hydro,,30.7,41.9752689311,1.25607848167,Spain Power Plants Over 10 MW.csv
1269,Mahon,,,,Mahon burmeister,Spain,Oil,,195.2,39.896436,4.259713,Spain Power Plants Over 10 MW.csv
1270,Granadilla,,,,"Granadilla vapor,",Spain,Oil,,713.0,28.118816,-16.575989,Spain Power Plants Over 10 MW.csv
1271,Sassello roveredo,,,,Sassello,Switzerland,Hydro,,20.8,46.235122,9.126217,Switzerland Power Plant.csv
1272,Beznau hydro,,,,Beznau,Switzerland,Hydro,,25.7,47.5709089378,8.25845718384,Switzerland Power Plant.csv
1273,Russein,,,,Russein,Switzerland,Hydro,,10.52,46.7034088063,8.85090351105,Switzerland Power Plant.csv
1274,Butarque,,,,Secado termico lodos e.r.a.r. butarque,Spain,Natural Gas,,21.0,40.3393480621,-3.76848220825,Spain Power Plants Over 10 MW.csv
1275,Stampa,,,,Stampa,Switzerland,Hydro,,5.0,46.015621,8.945343,Switzerland Power Plant.csv
1276,Naturno,,,,Centrale naturno,Italy,Hydro,,220.58,46.6493013,11.0046307,Italy Power Plant.csv
1277,Altahullion,,,,Altahullion extension,United Kingdom,Wind,,38.0,54.795108075,-6.74005095485,UK Power Plant.csv
1278,Lough,,,,Lough,United Kingdom,Wind,,8.0,54.636774775,-7.03171760485,UK Power Plant.csv
1279,Schwarzheide,,,,Gud schwarzheide,Germany,Natural Gas,,122.0,51.4847784,13.84871315,Germany Power Plants (conventional).csv
1280,Pietrafitta nuova,,,,Pietrafitta,Italy,Natural Gas,,400.0,42.9996555,12.0928493,Italy Power Plant.csv
1281,Hausham,,,,Hausham,Germany,Oil,,92.8,47.748403084,11.840034749,Germany Power Plants (conventional).csv
1282,Eriste,,,,Eriste,Spain,Hydro,,87.6,42.5898677138,0.492668151855,Spain Power Plants Over 10 MW.csv
1283,Ceuta,,,,"Ceuta,",Spain,Oil,,89.4,35.89,-5.35,Spain Power Plants Over 10 MW.csv
1284,Toran,,,,Toran,Spain,Hydro,,13.2,42.231195,-7.830264,Spain Power Plants Over 10 MW.csv
1285,Pampaneira,,,,Pampaneira,Spain,Hydro,,12.8,36.9401510172,-3.36095809937,Spain Power Plants Over 10 MW.csv
1286,Las ondinas,,,,Ondinas,Spain,Hydro,,82.46,42.820561,-6.487473,Spain Power Plants Over 10 MW.csv
1287,Mucone,,,,Mucone,Italy,Hydro,,101.44,39.4929515,16.3843719,Italy Power Plant.csv
1288,Oliana,,,,Oliana,Spain,Hydro,,38.38,42.068952,1.313526,Spain Power Plants Over 10 MW.csv
1289,Sondrio,,,,Sondrio,Italy,Hydro,,144.1,46.16996985,9.87292985,Italy Power Plant.csv
1290,Brandariz,,,,C. h. salto central brandariz,Spain,Hydro,,17.5,42.8166667,-8.2833333,Spain Power Plants Over 10 MW.csv
1291,Quemada,,,,Quemada,Spain,Wind,,44.25,38.914665,-3.536884,Spain Power Plants Over 10 MW.csv
1292,Bmhkw recklinghausen,,,,Bmhkw re recklinghausen,Germany,Waste,,16.56,51.6155241,7.1989273,Germany Power Plants (conventional).csv
1293,Cerro blanco,,,,Blanco,Spain,Wind,,42.0,42.527291,-3.43827,Spain Power Plants Over 10 MW.csv
1294,Hodnaberg,,,,Hodnaberg,Norway,Hydro,,43.0,60.62296,6.42286,Norway Power Plants (ENTSOE) .csv
1295,Froland,,,,Froland,Norway,Hydro,,29.0,60.3833333,5.8,Norway Power Plants (ENTSOE) .csv
1296,Kvittingen,,,,Kvittingen,Norway,Hydro,,56.0,60.4666667,5.8833333,Norway Power Plants (ENTSOE) .csv
1297,Dale,,,,Dale tue,Norway,Hydro,,178.0,60.4833333,5.7333333,Norway Power Plants (ENTSOE) .csv
1298,Ulvik,,,,Ulvik,Norway,Hydro,,24.0,60.57117,6.91701,Norway Power Plants (ENTSOE) .csv
1299,Steinsland,,,,Steinsland,Norway,Hydro,,198.0,60.9166667,5.9833333,Norway Power Plants (ENTSOE) .csv
1300,Vemundsbotn,,,,Vemundsbotn,Norway,Hydro,,55.0,60.79887,5.30418,Norway Power Plants (ENTSOE) .csv
1301,Asebotn,,,,Asebotn,Norway,Hydro,,17.0,60.1,6.6333333,Norway Power Plants (ENTSOE) .csv
1302,Kaldestad,,,,Kaldestad,Norway,Hydro,,30.0,60.4833333,5.7333333,Norway Power Plants (ENTSOE) .csv
1303,Hellandsfoss,,,,Hellandsfoss,Norway,Hydro,,35.0,60.1,6.6333333,Norway Power Plants (ENTSOE) .csv
1304,Herlandsfoss,,,,Herlandsfoss,Norway,Hydro,,15.0,60.55,5.5833333,Norway Power Plants (ENTSOE) .csv
1305,Stordal,,,,Stordal,Norway,Hydro,,37.0,60.25,5.1333333,Norway Power Plants (ENTSOE) .csv
1306,Fossmark,,,,Fossmark,Norway,Hydro,,11.0,60.4833333,5.7333333,Norway Power Plants (ENTSOE) .csv
1307,Myster,,,,Myster,Norway,Hydro,,125.0,60.4833333,5.7333333,Norway Power Plants (ENTSOE) .csv
1308,Oksebotn,,,,Oksebotn,Norway,Hydro,,16.0,60.62296,6.42286,Norway Power Plants (ENTSOE) .csv
1309,Heggmoen,,,,Heggmoen,Norway,Hydro,,12.0,67.28,14.40501,Norway Power Plants (ENTSOE) .csv
1310,Boinersa,,,,Boinersa,Spain,Oil,,26.775,42.65,-8.9,Spain Power Plants Over 10 MW.csv
1311,Viulfoss,,,,Viulfoss,Norway,Hydro,,13.0,60.1166667,10.2666667,Norway Power Plants (ENTSOE) .csv
1312,Gamlebrofoss,,,,Gamlebrofoss,Norway,Hydro,,18.0,59.66858,9.65017,Norway Power Plants (ENTSOE) .csv
1313,Pikerfoss,,,,Pikerfoss,Norway,Hydro,,18.0,59.85,9.45,Norway Power Plants (ENTSOE) .csv
1314,Hofsfoss,,,,Hofsfoss,Norway,Hydro,,32.0,60.16804,10.25647,Norway Power Plants (ENTSOE) .csv
1315,Stendal bvt,,,,Stendal,Germany,Natural Gas,,23.814,52.60256705,11.85466085,Germany Power Plants (conventional).csv
1316,Monzon,,,,Sales monzon,Spain,Natural Gas,,14.365,41.9108367214,0.194063186646,Spain Power Plants Over 10 MW.csv
1317,Alijar,,,,Alijar,Spain,Wind,,24.0,36.686454,-6.136063,Spain Power Plants Over 10 MW.csv
1318,Erlangen,,,,Erlangen coal,Germany,Coal,,48.6,49.5939215,11.00377105,Germany Power Plants (conventional).csv
1319,Herbrechtingen,,,,Bio herbrechtingen,Germany,Waste,,15.7,48.6222129736,10.1760850975,Germany Power Plants (conventional).csv
1320,Hiltrop,,,,Hiltrop,Germany,Natural Gas,,44.0,51.48282715,7.2177066,Germany Power Plants (conventional).csv
1321,Vicedo,,,,Vicedo,Spain,Wind,,24.6,42.8666667,-8.75,Spain Power Plants Over 10 MW.csv
1322,Tea,,,,Tea,Spain,Wind,,48.1,42.2166667,-8.3666667,Spain Power Plants Over 10 MW.csv
1323,Rioboo,,,,Rioboo,Spain,Wind,,20.8,42.6333333,-7.95,Spain Power Plants Over 10 MW.csv
1324,Buio,,,,Buio,Spain,Wind,,40.3,43.267392,-8.783311,Spain Power Plants Over 10 MW.csv
1325,Bmhkw lunen,,,,Bmk lünen,Germany,Waste,,20.0,51.61537575,7.52033225,Germany Power Plants (conventional).csv
1326,Mhkw offenbach,,,,Müllheizkraftwerk offenbach,Germany,Waste,,11.8,50.0943831,8.7664764,Germany Power Plants (conventional).csv
1327,Gurtnellen,,,,Gurtnellen,Switzerland,Hydro,,6.6,46.740074,8.624676,Switzerland Power Plant.csv
1328,Oberrickenbach,,,,Oberrickenbach,Switzerland,Hydro,,8.7,46.88773,8.417277,Switzerland Power Plant.csv
1329,Kaiserstuhl,,,,Kaiserstuhl,Switzerland,Hydro,,10.3,46.813809,8.17205,Switzerland Power Plant.csv
1330,Potsdam,,,,Potsdam süd,Germany,Natural Gas,,81.8,52.3998943606,13.062401042,Germany Power Plants (conventional).csv
1331,Miro,,,,Miro,Germany,Oil,,70.0,49.00939505,8.39513495,Germany Power Plants (conventional).csv
1332,Fertimolina,,,,Fertimolina,Spain,Natural Gas,,10.749,40.843575,-1.887616,Spain Power Plants Over 10 MW.csv
1333,Smola island,,,,Smola,Norway,Wind,,160.0,63.4,8.0,Norway Power Plants (ENTSOE) .csv
1334,Las conchas,,,,Conchas,Spain,Hydro,,49.38,42.407456473,-7.53164291382,Spain Power Plants Over 10 MW.csv
1335,Velle,,,,Velle,Spain,Hydro,,86.48,42.3333333,-7.85,Spain Power Plants Over 10 MW.csv
1336,Carrio,,,,Cabrito,Spain,Wind,,31.45,42.660853,-8.112852,Spain Power Plants Over 10 MW.csv
1337,Muras,,,,Muras,Spain,Wind,,48.84,43.466846,-7.723832,Spain Power Plants Over 10 MW.csv
1338,Navazo,,,,Navazo,Spain,Wind,,49.95,42.249178,-4.198491,Spain Power Plants Over 10 MW.csv
1339,Treito,,,,Monte treito,Spain,Wind,,30.39,42.772994,-8.8444,Spain Power Plants Over 10 MW.csv
1340,Forgosello,,,,Forgoselo,Spain,Wind,,24.42,43.426973,-8.067068,Spain Power Plants Over 10 MW.csv
1341,Plana gamesa,,,,Plana,Spain,Wind,,61.5,41.580138,-1.117193,Spain Power Plants Over 10 MW.csv
1342,Pena da cruz,,,,Da cruz,Spain,Wind,,25.5,42.25,-7.3833333,Spain Power Plants Over 10 MW.csv
1343,Viveiro,,,,"Viveiro kw,",Spain,Wind,,36.55,43.6622836092,-7.59344100952,Spain Power Plants Over 10 MW.csv
1344,Pedregal tremuzo,,,,Pedregal tremuzo,Spain,Wind,,44.6,42.776173,-9.060316,Spain Power Plants Over 10 MW.csv
1345,Conjuro,,,,Conjuro,Spain,Wind,,34.0,36.750665,-3.517902,Spain Power Plants Over 10 MW.csv
1346,Carrasquillo,,,,Carrasquillo,Spain,Wind,,49.3,42.1932980312,-4.29393768311,Spain Power Plants Over 10 MW.csv
1347,Montejo,,,,Montejo bricia,Spain,Wind,,13.6,40.632459,-5.622869,Spain Power Plants Over 10 MW.csv
1348,Montija,,,,Montija,Spain,Wind,,30.8,38.9503,-0.652004,Spain Power Plants Over 10 MW.csv
1349,Malagon eufer,,,,Malagon,Spain,Wind,,86.0,39.194082,-3.932529,Spain Power Plants Over 10 MW.csv
1350,Silvarredonda,,,,Silvarredonda,Spain,Wind,,16.9,43.200444,-8.872763,Spain Power Plants Over 10 MW.csv
1351,Pilar,,,,Pilar,Spain,Wind,,15.0,41.580138,-1.117193,Spain Power Plants Over 10 MW.csv
1352,Valdepero,,,,Valdepero,Spain,Wind,,30.0,42.075324,-4.500501,Spain Power Plants Over 10 MW.csv
1353,Esteban navarra,,,,Esteban,Spain,Wind,,66.47,42.6574,-1.702626,Spain Power Plants Over 10 MW.csv
1354,Redondo easa,,,,Redonda,Spain,Wind,,49.5,43.1098812736,-9.03350830078,Spain Power Plants Over 10 MW.csv
1355,Salas,,,,Salas,Spain,Hydro,,53.1,41.956095,-7.973959,Spain Power Plants Over 10 MW.csv
1356,Juan es,,,,Juan,Spain,Hydro,,38.81,40.3618495478,-4.39830780029,Spain Power Plants Over 10 MW.csv
1357,Castrelo fenosa,,,,Castrelo,Spain,Hydro,,135.59,42.2979765602,-8.06696891785,Spain Power Plants Over 10 MW.csv
1358,Entrepenas,,,,Entrepenas,Spain,Hydro,,40.8,40.517524,-2.792505,Spain Power Plants Over 10 MW.csv
1359,Gatun cidacos,,,,Gatun,Spain,Wind,,66.0,42.216613,-2.005246,Spain Power Plants Over 10 MW.csv
1360,Peares,,,,Peares,Spain,Hydro,,199.17,42.4536237092,-7.73336648941,Spain Power Plants Over 10 MW.csv
1361,Albarellos,,,,Albarellos,Spain,Hydro,,67.6,42.433318,-8.144306,Spain Power Plants Over 10 MW.csv
1362,Mandeo zarzo,,,,Mandeo zarzo,Spain,Hydro,,26.8,43.234692,-8.017052,Spain Power Plants Over 10 MW.csv
1363,Cierreux,,,,Cierreux tj,Belgium,Oil,,18.6,50.244402,5.930152,Belgium Power Plant.csv
1364,Zedelgem,,,,Zedelgem tj,Belgium,Oil,,20.0,51.142355,3.136801,Belgium Power Plant.csv
1365,Noordschote,,,,Noordschote tj,Belgium,Oil,,20.0,50.954802,2.810265,Belgium Power Plant.csv
1366,Zwijndrecht lanxess,,,,Zwijndrecht lanxess,Belgium,Natural Gas,,58.0,51.23821,4.340823,Belgium Power Plant.csv
1367,Zelzate,,,,Zelzate tj,Belgium,Oil,,20.0,51.189633,3.80777,Belgium Power Plant.csv
1368,Deux acren,,,,Deux acren tj,Belgium,Oil,,18.6,50.730261,3.853149,Belgium Power Plant.csv
1369,Beerse,,,,Beerse tj,Belgium,Oil,,40.0,51.319266,4.853045,Belgium Power Plant.csv
1370,Schelle,,,,Schelle wind,Belgium,Wind,,4.5,51.1261520468,4.34114456177,Belgium Power Plant.csv
1371,Tunnsjo,,,,Tunnsjo,Norway,Hydro,,32.0,64.6833333,13.65,Norway Power Plants (ENTSOE) .csv
1372,Zeebrugge,,,,Zeebrugge tj,Belgium,Oil,,20.0,51.329015,3.181878,Belgium Power Plant.csv
1373,Doel,,,,Doel,Belgium,Nuclear,,3054.0,51.3247222222,4.2586111111,EU Nuclear Power.csv
1374,Buda,,,,Buda tj,Belgium,Oil,,20.0,50.9079040794,4.41547393799,Belgium Power Plant.csv
1375,Colladetes,,,,Les colladetes,Spain,Wind,,36.63,40.8666667,0.7166667,Spain Power Plants Over 10 MW.csv
1376,Sudstadt,,,,Südstadt,Germany,Natural Gas,,35.0,50.9358472,6.9549869,Germany Power Plants (conventional).csv
1377,Koln merheim,,,,Merheim,Germany,Natural Gas,,15.8,50.9358472,6.9549869,Germany Power Plants (conventional).csv
1378,Nerea,,,,Nerea,Spain,Wind,,41.25,42.024761,-6.695556,Spain Power Plants Over 10 MW.csv
1379,Gidea,,,,Gidea,Sweden,Hydro,,18.45,63.55,18.6166667,Sweden Power Plant.csv
1380,Bjorna,,,,Bjorna,Sweden,Hydro,,17.0,63.5666667,18.55,Sweden Power Plant.csv
1381,Gidbole,,,,Gidbole,Sweden,Hydro,,13.5,63.4,19.05,Sweden Power Plant.csv
1382,Garona verde,,,,Garona verda,Spain,Natural Gas,,17.0,42.810764,0.710496,Spain Power Plants Over 10 MW.csv
1383,Truchas cinca,,,,Truchas cinca,Spain,Natural Gas,,26.54,42.15191,0.222472,Spain Power Plants Over 10 MW.csv
1384,Fuente piedra,,,,Becosa fuente piedra,Spain,Waste,,16.434,37.135264,-4.73,Spain Power Plants Over 10 MW.csv
1385,Bieudron,,,,Bieudron,Switzerland,Hydro,,1285.0,46.3406813,7.46059055,Switzerland Power Plant.csv
1386,Nendaz,,,,Nendaz,Switzerland,Hydro,,408.0,46.1853368487,7.35893730635,Switzerland Power Plant.csv
1387,Sama,,,,Sama,Norway,Hydro,,8.0,63.7166667,9.5666667,Norway Power Plants (ENTSOE) .csv
1388,Urke,,,,Urke,Norway,Hydro,,9.95,62.2029,6.12722,Norway Power Plants (ENTSOE) .csv
1389,Andasol guadix,,,,Andasol,Spain,Solar,,149.7,37.160117,-3.072042,Spain Power Plants Over 10 MW.csv
1390,Rendalen,,,,Rendalen,Norway,Hydro,,113.0,61.7333333,11.3833333,Norway Power Plants (ENTSOE) .csv
1391,Cortijo guerra enhol,,,,Noguera,Spain,Wind,,28.9,36.5281914357,-6.19010925293,Spain Power Plants Over 10 MW.csv
1392,Seixo,,,,Monte seixo cando,Spain,Wind,,34.98,42.4,-8.4333333,Spain Power Plants Over 10 MW.csv
1393,Valdeconejos,,,,Valdeconejos,Spain,Wind,,32.3,40.79467,-0.810116,Spain Power Plants Over 10 MW.csv
1394,Sardon,,,,Sardon,Spain,Wind,,25.5,36.7702423663,-2.95429229736,Spain Power Plants Over 10 MW.csv
1395,Da loba,,,,Serra da loba,Spain,Wind,,46.0,43.3125636191,-7.9146194458,Spain Power Plants Over 10 MW.csv
1396,Cando,,,,Serra do cando,Spain,Wind,,29.23,42.4,-8.4333333,Spain Power Plants Over 10 MW.csv
1397,Cerradilla,,,,Cerradilla,Spain,Wind,,72.0,37.34485,-2.509129,Spain Power Plants Over 10 MW.csv
1398,Muela norte,,,,Mula,Spain,Wind,,30.0,41.580138,-1.117193,Spain Power Plants Over 10 MW.csv
1399,Celano sadam,,,,Celano,Italy,Natural Gas,,180.0,42.0656815,13.543649,Italy Power Plant.csv
1400,Jerez mojo gallardo,,,,Jerez,Spain,Wind,,46.2,36.686454,-6.136063,Spain Power Plants Over 10 MW.csv
1401,Cerro oliva,,,,Oliva,Spain,Wind,,76.86,39.797707,-3.94434,Spain Power Plants Over 10 MW.csv
1402,Negredo,,,,Negredo,Spain,Wind,,18.0,41.326797,-3.314356,Spain Power Plants Over 10 MW.csv
1403,Majogazas,,,,Majogazas,Spain,Wind,,49.5,38.672154,-2.409913,Spain Power Plants Over 10 MW.csv
1404,Caramonte,,,,Caramonte,Spain,Wind,,49.94,41.172235,-2.43476,Spain Power Plants Over 10 MW.csv
1405,Paramo,,,,Paramo angostillos,Spain,Wind,,26.0,42.648719,-3.590431,Spain Power Plants Over 10 MW.csv
1406,Guijo,,,,Guijo,Spain,Wind,,111.6,41.098287,-2.574055,Spain Power Plants Over 10 MW.csv
1407,Earlsburn,,,,Earlsburn,United Kingdom,Wind,,38.0,56.4525719205,-4.0254352537,UK Power Plant.csv
1408,Cefn croes,,,,Cefn croes,United Kingdom,Wind,,59.0,52.3338909973,-3.79756553594,UK Power Plant.csv
1409,Vinkefallet,,,,Vinkelfallet,Norway,Hydro,,9.0,59.0963889,5.7083333,Norway Power Plants (ENTSOE) .csv
1410,Schwedt,,,,Iks pck schwedt,Germany,Oil,,333.5,53.077741623,14.2590119199,Germany Power Plants (conventional).csv
1411,Barca,,,,Barca,Spain,Hydro,,55.28,43.337651,-6.414516,Spain Power Plants Over 10 MW.csv
1412,Salime,,,,Salime,Spain,Hydro,,157.24,43.215536,-6.875698,Spain Power Plants Over 10 MW.csv
1413,Miranda cantabrico,,,,Miranda,Spain,Hydro,,71.79,43.2824541424,-6.21817588806,Spain Power Plants Over 10 MW.csv
1414,Proaza,,,,Proaza,Spain,Hydro,,49.54,43.251775,-6.016333,Spain Power Plants Over 10 MW.csv
