id,CARMA,FIAS,GEO,OPSD,WRI,Country,Fueltype,Classification,Capacity,lat,lon,File
1881,,Artificial Powerplant,,,,Finland,Hydro,Run-Of-River,120.0,61.4522567804,29.7366313049,
1882,,Artificial Powerplant,,,,Finland,Hydro,Run-Of-River,120.0,61.5670773901,28.3921838506,
1883,,Artificial Powerplant,,,,Finland,Hydro,Run-Of-River,120.0,60.8403036872,28.3408035606,
1884,,Artificial Powerplant,,,,Finland,Hydro,Run-Of-River,120.0,60.6465930631,28.7065128753,
1885,,Artificial Powerplant,,,,Finland,Hydro,Run-Of-River,120.0,61.8717738831,29.1417214515,
1886,,Artificial Powerplant,,,,Finland,Hydro,Run-Of-River,120.0,61.900525596,29.4251447915,
1887,,Artificial Powerplant,,,,Finland,Hydro,Run-Of-River,120.0,61.9471421498,28.5342475337,
1888,,Artificial Powerplant,,,,Finland,Hydro,Run-Of-River,120.0,60.4871254153,28.3231350678,
1889,,Artificial Powerplant,,,,Finland,Hydro,Run-Of-River,120.0,61.2565767699,28.2203722027,
1890,,Artificial Powerplant,,,,Finland,Hydro,Run-Of-River,120.0,62.0316045566,27.8513035457,
1891,,Artificial Powerplant,,,,Finland,Hydro,Run-Of-River,120.0,60.9453760655,29.6952310497,
1892,,Artificial Powerplant,,,,Finland,Hydro,Run-Of-River,120.0,60.8968732084,29.1764034112,
1893,,Artificial Powerplant,,,,Finland,Hydro,Run-Of-River,120.0,60.6539420452,28.6834244476,
1894,,Artificial Powerplant,,,,Finland,Hydro,Run-Of-River,120.0,60.3808023235,28.26945574,
1895,,Artificial Powerplant,,,,Finland,Hydro,Run-Of-River,120.0,61.5151694343,28.5483623016,
1896,,Artificial Powerplant,,,,Finland,Hydro,Run-Of-River,120.0,60.9850567072,29.5853357138,
1897,,Artificial Powerplant,,,,Finland,Hydro,Run-Of-River,120.0,60.5458960869,29.2698112316,
1898,,Artificial Powerplant,,,,Finland,Hydro,Run-Of-River,120.0,61.8942348849,28.1451836228,
1899,,Artificial Powerplant,,,,Finland,Hydro,Run-Of-River,120.0,61.1950770176,28.9150640663,
1900,,Artificial Powerplant,,,,Finland,Hydro,Run-Of-River,120.0,61.8408345881,28.2357960437,
1901,,Artificial Powerplant,,,,Ireland,Hydro,,120.0,53.6607664955,-9.89365964178,
1902,,Artificial Powerplant,,,,Italy,Hydro,Reservoir,120.0,47.2188805128,10.1217206167,
1903,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,45.8547132686,11.1142993205,
1904,,Artificial Powerplant,,,,Italy,Hydro,Reservoir,120.0,46.9884601858,10.5280334317,
1905,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,43.5225779982,11.2540696776,
1906,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,42.6869898756,11.6817638241,
1907,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,40.266010298,10.0626168679,
1908,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,45.9791996512,12.203234254,
1909,,Artificial Powerplant,,,,Italy,Hydro,Reservoir,120.0,46.0138235822,9.5375597695,
1910,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,45.4779621196,10.809447331,
1911,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,39.9942280115,9.09452558557,
1912,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,44.7844000812,9.68780415316,
1913,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,43.7310897145,7.34361383406,
1914,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,43.1667756159,13.0682452903,
1915,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,39.5028814316,9.91129478921,
1916,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,39.2363100116,15.9025917589,
1917,,Artificial Powerplant,,,,Italy,Hydro,Reservoir,120.0,45.5698911274,7.05543102465,
1918,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,41.3574014782,14.2901993656,
1919,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,45.7222602823,9.68631108371,
1920,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,46.0232282382,11.7305616474,
1921,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,45.7446137478,12.5860350721,
1922,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,40.8169756694,14.7092668391,
1923,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,45.9027121605,10.2503097983,
1924,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,46.3287458665,11.0936327849,
1925,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,45.8928780878,9.95170046359,
1926,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,45.4159154043,11.0505130126,
1927,,Artificial Powerplant,,,,Italy,Hydro,Reservoir,120.0,42.8467307067,13.2969058489,
1928,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,45.8753597977,11.2900260156,
1929,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,46.1919861962,12.2023712129,
1930,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,45.5703170142,7.86123376161,
1931,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,44.117727699,12.2323318028,
1932,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,44.9659806203,11.6178098022,
1933,,Artificial Powerplant,,,,Italy,Hydro,Reservoir,120.0,46.7103787784,12.2968439153,
1934,,Artificial Powerplant,,,,Italy,Hydro,Reservoir,120.0,46.2017221201,11.4922003804,
1935,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,41.1579259483,13.7395029361,
1936,,Artificial Powerplant,,,,Italy,Hydro,Reservoir,120.0,45.1693592327,6.0859983961,
1937,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,43.5258513396,12.7316231952,
1938,,Artificial Powerplant,,,,Italy,Hydro,Reservoir,120.0,44.9501382499,6.45631772613,
1939,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,46.3251643008,9.4270559783,
1940,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,44.7988258284,10.5593014139,
1941,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,45.9449820452,11.0020279758,
1942,,Artificial Powerplant,,,,Italy,Hydro,Reservoir,120.0,47.1724485991,13.8879636678,
1943,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,38.5664041484,16.6974284852,
1944,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,47.5251602681,10.0164979734,
1945,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,46.1574289636,12.0660357424,
1946,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,46.1809290721,11.0704190479,
1947,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,46.5569643982,11.2688859721,
1948,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,37.4936471408,14.9299963675,
1949,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,46.073411191,12.157417864,
1950,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,43.3237941305,8.19908768294,
1951,,Artificial Powerplant,,,,Italy,Hydro,Reservoir,120.0,47.2742728165,12.4168144958,
1952,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,45.318409677,12.2795869625,
1953,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,40.4247770857,14.8397187796,
1954,,Artificial Powerplant,,,,Italy,Hydro,Reservoir,120.0,47.2064881376,11.6123578805,
1955,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,42.2175782493,12.2550879011,
1956,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,45.2852926737,9.35300502159,
1957,,Artificial Powerplant,,,,Italy,Hydro,Reservoir,120.0,46.1865906974,10.7890245694,
1958,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,45.4630748457,8.92203632576,
1959,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,45.9494784908,11.0341308153,
1960,,Artificial Powerplant,,,,Italy,Hydro,Reservoir,120.0,45.0700636892,6.6011033665,
1961,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,38.4251799872,12.3469171339,
1962,,Artificial Powerplant,,,,Italy,Hydro,Reservoir,120.0,47.1050025076,8.80817251641,
1963,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,40.7657079588,13.9855603328,
1964,,Artificial Powerplant,,,,Italy,Hydro,Reservoir,120.0,47.1595112078,10.8130652876,
1965,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,37.9548331976,12.900180008,
1966,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,45.7454703498,13.462673301,
1967,,Artificial Powerplant,,,,Italy,Hydro,Reservoir,120.0,46.8796499284,9.74868661075,
1968,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,46.8403530673,9.30385719795,
1969,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,43.7042190591,11.7403973707,
1970,,Artificial Powerplant,,,,Italy,Hydro,Reservoir,120.0,46.3899354753,10.8389536223,
1971,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,43.3894239957,7.79834586438,
1972,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,39.5135808832,17.0411910898,
1973,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,38.9912941814,16.5817339633,
1974,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,46.6725972325,11.5610996728,
1975,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,36.5789838743,14.4629803163,
1976,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,43.3187931185,12.8566734871,
1977,,Artificial Powerplant,,,,Italy,Hydro,Reservoir,120.0,46.4732521226,11.7591863311,
1978,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,44.7054391768,10.0961217651,
1979,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,43.4802508793,11.1901918113,
1980,,Artificial Powerplant,,,,Italy,Hydro,Run-Of-River,120.0,45.6563487156,8.19531407261,
1981,,Artificial Powerplant,,,,Romania,Hydro,Reservoir,120.0,45.4555907362,23.5257178813,
1982,,Artificial Powerplant,,,,Romania,Hydro,Reservoir,120.0,45.676675044,23.9714458695,
1983,,Artificial Powerplant,,,,Romania,Hydro,Reservoir,120.0,47.7960696409,25.5821425276,
1984,,Artificial Powerplant,,,,Romania,Hydro,Run-Of-River,120.0,46.4170037312,26.7056953086,
1985,,Artificial Powerplant,,,,Romania,Hydro,Run-Of-River,120.0,46.0273547431,22.800442157,
1986,,Artificial Powerplant,,,,Romania,Hydro,Run-Of-River,120.0,46.271922095,21.7463561612,
1987,,Artificial Powerplant,,,,Romania,Hydro,Run-Of-River,120.0,45.6331659263,22.7241940566,
1988,,Artificial Powerplant,,,,Romania,Hydro,Run-Of-River,120.0,45.8766823858,22.1594207348,
1989,,Artificial Powerplant,,,,Romania,Hydro,Run-Of-River,120.0,45.6922569799,24.3141529374,
1990,,Artificial Powerplant,,,,Romania,Hydro,Run-Of-River,120.0,44.4362386421,22.774085274,
1991,,Artificial Powerplant,,,,Romania,Hydro,Run-Of-River,120.0,44.8535354169,23.3204643308,
1992,,Artificial Powerplant,,,,Romania,Hydro,Run-Of-River,120.0,46.2393069316,23.7369655898,
1993,,Artificial Powerplant,,,,Romania,Hydro,Run-Of-River,120.0,46.414167759,22.0936025759,
1994,,Artificial Powerplant,,,,Romania,Hydro,Run-Of-River,120.0,47.5010824798,23.9805172149,
1995,,Artificial Powerplant,,,,Romania,Hydro,Run-Of-River,120.0,46.0811227701,21.7168242761,
1996,,Artificial Powerplant,,,,Romania,Hydro,Run-Of-River,120.0,45.0432514574,22.5103490019,
1997,,Artificial Powerplant,,,,Romania,Hydro,Reservoir,120.0,45.7700316163,22.5654289182,
1998,,Artificial Powerplant,,,,Romania,Hydro,Run-Of-River,120.0,46.3504757274,25.1669395573,
1999,,Artificial Powerplant,,,,Romania,Hydro,Run-Of-River,120.0,44.6470308247,23.7714400207,
2000,,Artificial Powerplant,,,,Romania,Hydro,Run-Of-River,120.0,47.364768062,26.7250442546,
2001,,Artificial Powerplant,,,,Romania,Hydro,Run-Of-River,120.0,46.0052615978,25.8204065724,
2002,,Artificial Powerplant,,,,Romania,Hydro,Run-Of-River,120.0,44.9614305629,24.0023177461,
2003,,Artificial Powerplant,,,,Romania,Hydro,Run-Of-River,120.0,44.9520378386,22.730688258,
2004,,Artificial Powerplant,,,,Romania,Hydro,Run-Of-River,120.0,45.9221307265,22.3426520509,
2005,,Artificial Powerplant,,,,Romania,Hydro,Run-Of-River,120.0,47.3476298609,22.3576739498,
