id,CARMA,FIAS,GEO,OPSD,WRI,Country,Fueltype,Classification,Capacity,lat,lon,File
0,Cheylas,Le cheylas plant,Cheylas le,Cheylas,Cheylas,France,Hydro,Pumped Storage,497.12,45.380722,5.9969835,"energy_storage_exchange, RTE, France Power Plant.csv"
1,Pouget,Le pouget plant,Pouget le,Pouget,Pouget,France,Hydro,Reservoir,572.5,43.956361,2.924014,"energy_storage_exchange, RTE, France Power Plant.csv"
2,Revin,Revin plant,Revin pump,Revin,Revin,France,Hydro,Pumped Storage,808.0,49.9278310569,4.61558470978,"energy_storage_exchange, RTE, France Power Plant.csv"
3,Montezic,Montézic plant,Montezic pump,Montezic,Montezic,France,Hydro,Pumped Storage,912.0,44.72279875,2.640967,"energy_storage_exchange, RTE, France Power Plant.csv"
4,Bissorte,Super bissorte plant,Bissorte,Super bissorte,Super bissorte,France,Hydro,Pumped Storage,883.0,45.3314425,6.564652,"energy_storage_exchange, RTE, France Power Plant.csv"
5,Grand maison,Grand'maison dam plant,Grand maison,Grand maison,Grand maison,France,Hydro,Pumped Storage,1820.0,45.180301,6.0920065,"energy_storage_exchange, RTE, France Power Plant.csv"
6,Coche,Coche plant,Coche,Coche,Coche,France,Hydro,Pumped Storage,320.0,45.485500825,6.527178325,"energy_storage_exchange, RTE, France Power Plant.csv"
7,Genissiat seyssel,,Genissiat,Genissiat,Genissiat,France,Hydro,Run-Of-River,420.0,46.0019033333,5.91417223333,"RTE, France Power Plant.csv"
8,Beauchastel,,Beauchastel,Beauchastel,Beauchastel,France,Hydro,Run-Of-River,204.0,44.8604344333,4.84049666667,"RTE, France Power Plant.csv"
9,Ottmarsheim,,Ottmarsheim,Ottmarsheim,Ottmarsheim,France,Hydro,Run-Of-River,156.0,47.7781803333,7.51827066667,"RTE, France Power Plant.csv"
10,Sisteron,,Sisteron,Sisteron,Sisteron,France,Hydro,Reservoir,256.0,44.1909166667,5.93979266667,"RTE, France Power Plant.csv"
11,Pied borne,,Pied borne,Pied borne,Borne,France,Hydro,Reservoir,110.0,44.475555328,3.98633879659,"RTE, France Power Plant.csv"
12,Aston,,Aston,Aston,Aston,France,Hydro,Run-Of-River,116.0,42.776029,1.67571133333,"RTE, France Power Plant.csv"
13,Kembs,,Kembs,Kembs,Kembs,France,Hydro,Run-Of-River,156.0,47.6666076667,7.51427466667,"RTE, France Power Plant.csv"
14,Gerstheim,,Gerstheim,Gerstheim,Gerstheim,France,Hydro,Run-Of-River,141.0,48.3964246667,7.719611,"RTE, France Power Plant.csv"
15,Brommat,,Brommat,Brommat,Brommat,France,Hydro,Reservoir,444.0,44.534853,2.09002266667,"RTE, France Power Plant.csv"
16,Pragneres,,Pragneres,Pragneres,Pragneres,France,Hydro,Reservoir,292.0,42.809754,0.0130713333333,"RTE, France Power Plant.csv"
17,Leonard,,St leonard,St léonard,St léonard,Switzerland,Hydro,Reservoir,36.0,46.5169416513,7.88312020745,"BFE, Switzerland Power Plant.csv"
18,Stalden,,Stalden,Stalden,Stalden kwm,Switzerland,Hydro,Reservoir,185.0,46.5144641015,7.98549293207,"BFE, Switzerland Power Plant.csv"
19,Zermeiggern,,Zermeiggern,Zermeiggern,Zermeiggern,Switzerland,Hydro,Pumped Storage,76.0,46.0832408369,7.95719213483,"BFE, Switzerland Power Plant.csv"
20,Aarberg,,Aarberg,Aarberg,Aarberg,Switzerland,Hydro,Run-Of-River,15.5,47.0400152756,7.27323628073,"BFE, Switzerland Power Plant.csv"
21,Muehleberg wkw,,Muehleberg,Mühleberg,Mühleberg,Switzerland,Hydro,Run-Of-River,45.0,46.8565610445,7.9261246817,"BFE, Switzerland Power Plant.csv"
22,Caderousse,,Caderousse,Caderousse,Caderousse,France,Hydro,Run-Of-River,195.18,44.1104183333,4.751732,"RTE, France Power Plant.csv"
23,Avignon,,Avignon,Avignon,Avignon,France,Hydro,Run-Of-River,176.0,43.9667995448,4.81437727132,"RTE, France Power Plant.csv"
24,Baix logis neuf,,Logis neuf,Baix logis neuf,Baix logis neuf,France,Hydro,Run-Of-River,215.0,44.7617944333,4.82509,"RTE, France Power Plant.csv"
25,Bourg valence,,Bourg les valence,Bourg les valence,Bourg les valence,France,Hydro,Run-Of-River,186.0,44.9760963333,4.87381233333,"RTE, France Power Plant.csv"
26,Donzere,,Bollene,Donzere mondragon,Donzere mondragon,France,Hydro,Run-Of-River,354.0,44.3495243333,4.73198733333,"RTE, France Power Plant.csv"
27,Mareges,,Mareges,Mareges,Mareges,France,Hydro,Run-Of-River,301.8,45.39457,2.35948666667,"RTE, France Power Plant.csv"
28,Sainte croix,,Sainte croix,Sainte croix,Sainte croix,France,Hydro,Reservoir,158.0,43.74129,6.13941,"RTE, France Power Plant.csv"
29,Couesque,,Couesque,Couesque,Couesque,France,Hydro,Run-Of-River,124.5,44.679384381,2.57933446147,"RTE, France Power Plant.csv"
30,Oraison,,Oraison,Oraison,Oraison,France,Hydro,Reservoir,195.0,43.9362255667,5.8775711,"RTE, France Power Plant.csv"
31,Chamas,,Saint chamas,Saint chamas,Saint chamas,France,Hydro,Reservoir,165.0,43.5346246667,5.059888,"RTE, France Power Plant.csv"
32,Etienne cantales,,Saint etienne cantales,St etienne cantales,St etienne cantales,France,Hydro,Reservoir,106.5,44.9456623333,2.22074566667,"RTE, France Power Plant.csv"
33,Strasbourg,,Strasbourg,Strasbourg,Strasbourg,France,Hydro,Run-Of-River,174.82,48.5450103762,7.77817268962,"RTE, France Power Plant.csv"
34,Bathie,,Bathie,Bathie,Bathie,France,Hydro,Reservoir,1056.0,45.6528053333,6.50671,"RTE, France Power Plant.csv"
35,Serre poncon,,Serre poncon,Serre poncon,Serre poncon,France,Hydro,Reservoir,384.0,44.4689056667,6.25219166667,"RTE, France Power Plant.csv"
36,Monteynard,,Monteyard avigonnet,Monteynard,Monteynard,France,Hydro,Reservoir,366.0,45.040252,5.30288266667,"RTE, France Power Plant.csv"
37,Malgovert,,Brevieres malgovert,Malgovert,Malgovert,France,Hydro,Reservoir,396.0,45.6367975398,6.6571165804,"RTE, France Power Plant.csv"
38,Bort,,Bort les orgues,Bort,Bort,France,Hydro,Reservoir,240.0,45.4085633333,2.49920666667,"RTE, France Power Plant.csv"
39,Esteve,,Saint esteve janson,Saint esteve,Saint esteve,France,Hydro,Reservoir,156.0,43.8552744333,5.6455189,"RTE, France Power Plant.csv"
40,Fessenheim hydro,,Fessenheim,Fessenheim,Fessenheim,France,Hydro,Run-Of-River,175.0,47.9157003333,7.55955166667,"RTE, France Power Plant.csv"
41,Chastang,,Chastang,Chastang,Chastang,France,Hydro,Run-Of-River,300.0,45.1448536667,2.01439666667,"RTE, France Power Plant.csv"
42,Sarrans,,Sarrans,Sarrans,Sarrans,France,Hydro,Reservoir,183.0,44.834359,2.71386966667,"RTE, France Power Plant.csv"
43,Rhinau,,Rhinau,Rhinau,Rhinau,France,Hydro,Run-Of-River,167.8,48.286207739,7.67326293986,"RTE, France Power Plant.csv"
44,Marckolsheim,,Marckolsheim,Marckolsheim,Marckolsheim,France,Hydro,Run-Of-River,156.2,48.1574738258,7.57426751099,"RTE, France Power Plant.csv"
45,Guillerme,,St. guillerme,Saint guillerme,Saint guillerme,France,Hydro,Reservoir,116.0,45.0387756667,6.06266166667,"RTE, France Power Plant.csv"
46,Villarodin mont cenis,,Villarodin,Villarodin,Villarodin,France,Hydro,Reservoir,360.0,45.20922,6.69991556667,"RTE, France Power Plant.csv"
47,Vouglans,,Vouglans,Vouglans,Vouglans,France,Hydro,Reservoir,288.0,46.3992734113,5.66014031047,"RTE, France Power Plant.csv"
48,Curbans,,Curbans,Curbans,Curbans,France,Hydro,Reservoir,165.0,44.4322596667,6.040113,"RTE, France Power Plant.csv"
49,Felsenau,,Felsenau,Felsenau,Felsenau,Switzerland,Hydro,Run-Of-River,11.94,46.9613443082,7.44286400767,"BFE, Switzerland Power Plant.csv"
50,Gondo,,Gondo,Gondo,Gondo,Switzerland,Hydro,Run-Of-River,46.0,46.2281959235,8.10708040296,"BFE, Switzerland Power Plant.csv"
51,Innertkirchen,,Innertkirchen,Innertkirchen,Innertkirchen,Switzerland,Hydro,Reservoir,317.0,46.8613412954,8.44225189916,"BFE, Switzerland Power Plant.csv"
52,Handeck,,Handeck,Handeck diagonalpumpe,Handeck,Switzerland,Hydro,Reservoir,291.0,46.5245788204,8.06672318139,"BFE, Switzerland Power Plant.csv"
53,Gordola,,Verzasca,Verzasca gordola,Gordola,Switzerland,Hydro,Reservoir,132.5,46.18919393,8.44072745355,"BFE, Switzerland Power Plant.csv"
54,Chatelard,,Chatelard vallorcine,Châtelard barberine,Châtelard vallorcine,Switzerland,Hydro,Pumped Storage,260.5,46.0617255962,6.95869413742,"BFE, Switzerland Power Plant.csv"
55,Verbois,,Verbois,Verbois,Verbois,Switzerland,Hydro,Run-Of-River,102.8,46.4173360073,6.94483448516,"BFE, Switzerland Power Plant.csv"
56,Chancy pougny,,Chancy pougny,Chancy pougny,Chancy pougny,Switzerland,Hydro,Run-Of-River,54.48,46.1601355945,5.97597430023,"BFE, Switzerland Power Plant.csv"
57,Hopflauenen trift,,Hopflauenen,Hopflauenen trift,Hopflauenen trift,Switzerland,Hydro,Reservoir,92.0,46.5469602547,7.9354832774,"BFE, Switzerland Power Plant.csv"
58,Seujet,,Seujet,Seujet,Seujet,Switzerland,Hydro,Run-Of-River,8.7,46.2036598739,6.13498579275,"BFE, Switzerland Power Plant.csv"
59,Croix,,Croix,Croix,Croix,Switzerland,Hydro,Reservoir,66.0,46.5274564645,7.43804986011,"BFE, Switzerland Power Plant.csv"
60,Gabi,,Gabi,Gabi,Gabi,Switzerland,Hydro,Run-Of-River,11.33,46.1882057668,8.07013349225,"BFE, Switzerland Power Plant.csv"
61,Niederried radelfingen,,Niederried radelfingen,Niederried,Niederried,Switzerland,Hydro,Run-Of-River,15.0,47.0031360883,7.24106783559,"BFE, Switzerland Power Plant.csv"
62,,,Aussois + combe d'avrieux,Combe d'avrieux,Combe d'avrieux,France,Hydro,Reservoir,198.0,45.21424,6.716265,"RTE, France Power Plant.csv"
63,,,Eglisau,Eglisau,Eglisau,Switzerland,Hydro,Run-Of-River,47.0,47.3769207134,8.22364002888,"BFE, Switzerland Power Plant.csv"
64,Vieze,,,Monthey vièze,Monthey vièze,Switzerland,Hydro,Run-Of-River,13.6,46.2523586038,6.95393602661,"BFE, Switzerland Power Plant.csv"
65,Tine,,,Monthey tine,Monthey tine,Switzerland,Hydro,Run-Of-River,9.8,46.2523586038,6.95393602661,"BFE, Switzerland Power Plant.csv"
66,Lessoc,,,Lessoc,Lessoc,Switzerland,Hydro,Run-Of-River,8.56,46.5054450944,7.05769199478,"BFE, Switzerland Power Plant.csv"
69,Hermillion,,,Hermillon,Hermillon,France,Hydro,Run-Of-River,115.6,45.28378665,6.353995,"RTE, France Power Plant.csv"
70,Fieschertal,,,Fieschertal,Fieschertal,Switzerland,Hydro,Run-Of-River,65.0,46.8050056361,8.46543501033,"BFE, Switzerland Power Plant.csv"
71,Vissoie,,,"Vissoie ""groupe auxiliaire""","Vissoie ""groupe auxiliaire""",Switzerland,Hydro,Reservoir,50.68,46.3074189515,7.58191284456,"BFE, Switzerland Power Plant.csv"
72,Giumaglio,,,Giumaglio,Giumaglio,Switzerland,Hydro,Run-Of-River,8.94,46.2783648609,8.67592891707,"BFE, Switzerland Power Plant.csv"
75,Turtmann,,,Turtmann,Turtmann,Switzerland,Hydro,Reservoir,24.0,46.2984401299,7.69397468202,"BFE, Switzerland Power Plant.csv"
76,Litziruti arosa,,,Arosa litzirüti,Litzirüti,Switzerland,Hydro,Run-Of-River,5.0,46.7997138601,9.70526843758,"BFE, Switzerland Power Plant.csv"
77,Luen,,,Molinis lüen,"Lüen plessur, clasaurer",Switzerland,Hydro,Run-Of-River,7.2,46.8391517486,9.5695105858,"BFE, Switzerland Power Plant.csv"
78,Filisur,,,Filisur,Filisur,Switzerland,Hydro,Run-Of-River,65.0,46.6710194847,9.68860781778,"BFE, Switzerland Power Plant.csv"
79,Pintrun,,,Pintrun,Pintrun,Switzerland,Hydro,Run-Of-River,6.48,46.777180749,9.08875622883,"BFE, Switzerland Power Plant.csv"
80,Soazza,,,Soazza,Soazza,Switzerland,Hydro,Run-Of-River,83.0,46.3763078347,8.75100461688,"BFE, Switzerland Power Plant.csv"
81,Reichenau,,,Reichenau,Reichenau,Switzerland,Hydro,Run-Of-River,19.06,46.6855335043,9.32366550723,"BFE, Switzerland Power Plant.csv"
82,Sedrun,,,Sedrun,Sedrun,Switzerland,Hydro,Reservoir,150.75,46.6758028255,8.77359526871,"BFE, Switzerland Power Plant.csv"
83,Siebnen,,,Wägital siebnen,Siebnen,Switzerland,Hydro,Reservoir,51.52,46.8971363225,8.2798856938,"BFE, Switzerland Power Plant.csv"
84,Champsec,,,Champsec,Champsec,Switzerland,Hydro,Run-Of-River,16.45,46.0575926787,7.24551044194,"BFE, Switzerland Power Plant.csv"
85,Riddes,,,Riddes,Riddes,Switzerland,Hydro,Reservoir,278.5,46.3785736267,7.2004636324,"BFE, Switzerland Power Plant.csv"
86,Goschenen,,,Göschenen andermatt,Göschenen andermatt,Switzerland,Hydro,Run-Of-River,33.26,46.5494911184,8.31806790063,"BFE, Switzerland Power Plant.csv"
87,Fionnay mauvoisin,,,Fionnay mauvoisin,Fionnay mauvoisin,Switzerland,Hydro,Reservoir,140.0,46.2507340084,7.40871044997,"BFE, Switzerland Power Plant.csv"
88,Goschenernalp,,,Göschenen göscheneralp,Göschenen göscheneralp,Switzerland,Hydro,Reservoir,164.8,46.6586814276,8.53432370095,"BFE, Switzerland Power Plant.csv"
89,Rempen,,,Wägital rempen,Rempen,Switzerland,Hydro,Pumped Storage,66.24,47.3244604264,8.75095488686,"BFE, Switzerland Power Plant.csv"
90,Reckingen,,,Reckingen,Reckingen,Switzerland,Hydro,Run-Of-River,39.5,47.0566502516,8.04632534003,"BFE, Switzerland Power Plant.csv"
91,Klingnau,,,Klingnau,Klingnau,Switzerland,Hydro,Run-Of-River,42.6,47.60215105,8.23161236674,"BFE, Switzerland Power Plant.csv"
92,Augst,,,Augst,Augst,Switzerland,Hydro,Run-Of-River,35.0,47.5067084832,7.66228021259,"BFE, Switzerland Power Plant.csv"
93,Bremgarten zufikon,,,Bremgarten zufikon,Bremgarten zufikon,Switzerland,Hydro,Run-Of-River,20.0,47.3473741666,8.34388506509,"BFE, Switzerland Power Plant.csv"
94,Piottino,,,Piottino,Piottino,Switzerland,Hydro,Run-Of-River,72.9,46.7298563675,9.07843416829,"BFE, Switzerland Power Plant.csv"
96,Nuova biaschina,,,Nuova biaschina,Biaschina,Switzerland,Hydro,Run-Of-River,141.0,46.5640544768,8.22738286224,"BFE, Switzerland Power Plant.csv"
97,Kandergrund,,,Kandergrund,Kandergrund,Switzerland,Hydro,Run-Of-River,19.0,46.5461486992,7.65992479976,"BFE, Switzerland Power Plant.csv"
98,Bannwil,,,Bannwil,Bannwil,Switzerland,Hydro,Run-Of-River,53.76,47.0009478031,8.23563505724,"BFE, Switzerland Power Plant.csv"
100,Kallnach,,,Kallnach,Kallnach,Switzerland,Hydro,Run-Of-River,8.3,47.0209090076,7.23181524511,"BFE, Switzerland Power Plant.csv"
102,Spiez,,,Spiez,Spiez,Switzerland,Hydro,Run-Of-River,18.66,46.6906920201,7.6780297362,"BFE, Switzerland Power Plant.csv"
103,Laufenburg,,,Laufenburg,Laufenburg,Switzerland,Hydro,Run-Of-River,110.0,47.4322662031,7.89123396777,"BFE, Switzerland Power Plant.csv"
105,Etzelwerk altendorf,,,Etzelwerk,Etzelwerk altendorf,Switzerland,Hydro,Pumped Storage,142.44,46.9780879074,8.99084907661,"BFE, Switzerland Power Plant.csv"
107,Sahli glattalp,,,Glattalp,Sahli glattalp,Switzerland,Hydro,Run-Of-River,9.3,46.9166506421,8.86487379857,"BFE, Switzerland Power Plant.csv"
109,Hinterthal muota,,,Muota,Hinterthal muota,Switzerland,Hydro,Run-Of-River,8.8,46.9738830748,8.77374334576,"BFE, Switzerland Power Plant.csv"
110,Stechelberg,,,Stechelberg,Stechelberg,Switzerland,Hydro,Run-Of-River,4.3,46.5439280881,7.90069741471,"BFE, Switzerland Power Plant.csv"
111,Dallenwil,,,Dallenwil,Dallenwil,Switzerland,Hydro,Run-Of-River,18.24,46.9179303404,8.39073043739,"BFE, Switzerland Power Plant.csv"
112,Obermatt,,,Obermatt nebenkraftwerk,"Zwingen, obermatt",Switzerland,Hydro,Run-Of-River,33.92,46.9457663986,8.20622308517,"BFE, Switzerland Power Plant.csv"
113,Isenthal,,,Isenthal bolzbach,Isenthal bolzbach,Switzerland,Hydro,Run-Of-River,12.0,46.8905997786,8.60475906588,"BFE, Switzerland Power Plant.csv"
114,Burglen,,,Bürglen unterschächen,Bürglen unterschächen,Switzerland,Hydro,Run-Of-River,23.0,46.9853565142,8.68698458927,"BFE, Switzerland Power Plant.csv"
115,Arniberg,,,Arniberg,Arniberg,Switzerland,Hydro,Run-Of-River,13.0,46.7701557397,8.66776806461,"BFE, Switzerland Power Plant.csv"
116,Ganterbrucke,,,Ganterbach saltina,Ganterbrücke,Switzerland,Hydro,Run-Of-River,6.1,46.3004517928,8.02741971086,"BFE, Switzerland Power Plant.csv"
117,Wolfenschiessen,,,Wolfenschiessen,Wolfenschiessen,Switzerland,Hydro,Run-Of-River,8.6,46.908681743,8.39607393996,"BFE, Switzerland Power Plant.csv"
118,Lungererseewerk unteraa,,,Unteraa lungerersee,Unteraa lungerersee,Switzerland,Hydro,Reservoir,54.5,46.8784307314,7.7520426162,"BFE, Switzerland Power Plant.csv"
119,Letten,,,Letten,Letten,Switzerland,Hydro,Run-Of-River,5.0,47.3768396452,8.54116096673,"BFE, Switzerland Power Plant.csv"
122,Sublin,,,Sublin,Sublin,Switzerland,Hydro,Run-Of-River,10.61,46.2586183709,7.02580029112,"BFE, Switzerland Power Plant.csv"
123,Bocki,,,Bocki,Bocki,Switzerland,Hydro,Run-Of-River,8.7,46.8299068945,8.6413307802,"BFE, Switzerland Power Plant.csv"
124,Charmey,,,Charmey perré,Charmey le perré,Switzerland,Hydro,Run-Of-River,5.27,46.6170422783,7.10924976875,"BFE, Switzerland Power Plant.csv"
125,Montbovon,,,Montbovon,Montbovon,Switzerland,Hydro,Run-Of-River,31.0,46.7446943427,7.64822181314,"BFE, Switzerland Power Plant.csv"
126,Montpezat,,,Montpezat,Montpezat,France,Hydro,Reservoir,133.7,44.2208135,5.180475,"RTE, France Power Plant.csv"
128,Passy,,,Passy,Passy,France,Hydro,Run-Of-River,109.4,45.9183485,6.7067855,"RTE, France Power Plant.csv"
129,Lee hydro,,,Les clées,Lee,Ireland,Hydro,Run-Of-River,30.0,49.3072300884,-1.09417038954,"BFE, Ireland and Northern Ireland.csv"
130,Grono,,,Grono,Grono,Switzerland,Hydro,Run-Of-River,37.5,46.2443999977,9.15138900217,"BFE, Switzerland Power Plant.csv"
132,Ackersand,,,Ackersand,Ackersand,Switzerland,Hydro,Run-Of-River,93.6,46.405518555,8.1258162345,"BFE, Switzerland Power Plant.csv"
133,Morel rhowag,,,Mörel,Mörel,Switzerland,Hydro,Run-Of-River,89.0,46.7451165508,8.25106146242,"BFE, Switzerland Power Plant.csv"
135,Ardon,,,Ardon,Ardon,Switzerland,Hydro,Run-Of-River,52.0,46.2198459467,7.3060765919,"BFE, Switzerland Power Plant.csv"
136,Aarewerk,,,Aarewerk thun,Aarewerk thun,Switzerland,Hydro,Run-Of-River,9.15,46.7564296514,7.61925950116,"BFE, Switzerland Power Plant.csv"
137,Ryburg schworstadt,,,Ryburg schwörstadt,Ryburg schwörstadt,Switzerland,Hydro,Run-Of-River,120.35,47.5706177657,7.81386754943,"BFE, Switzerland Power Plant.csv"
138,Olivone,,,Olivone,Olivone,Switzerland,Hydro,Reservoir,102.0,46.7647938879,8.95942569594,"BFE, Switzerland Power Plant.csv"
139,Verbano,,,Verbano,Verbano,Switzerland,Hydro,Reservoir,181.0,46.5331900311,8.71940475877,"BFE, Switzerland Power Plant.csv"
140,Bavona,,,Bavona,Bavona,Switzerland,Hydro,Reservoir,140.0,46.5616227215,8.64178064847,"BFE, Switzerland Power Plant.csv"
141,Pradella,,,Pradella,Pradella,Switzerland,Hydro,Reservoir,300.96,46.800787867,10.3186450915,"BFE, Switzerland Power Plant.csv"
143,Schlappin,,,Schlappin,Schlappin,Switzerland,Hydro,Run-Of-River,6.1,46.9175240026,9.81427895057,"BFE, Switzerland Power Plant.csv"
144,Pravizin bruggwiti,,,Flums pravizin bruggwiti,Pravizin bruggwiti,Switzerland,Hydro,Run-Of-River,5.0,47.0885689554,9.33877846831,"BFE, Switzerland Power Plant.csv"
145,Dernier,,,Dernier,Dernier,Switzerland,Hydro,Reservoir,28.0,46.9488226347,7.30205757078,"BFE, Switzerland Power Plant.csv"
146,Peuffeyre,,,Peuffeyre,Peuffeyre,Switzerland,Hydro,Run-Of-River,24.0,46.2654357528,7.74784722161,"BFE, Switzerland Power Plant.csv"
147,Montcherand,,,Montcherand,Montcherand,Switzerland,Hydro,Run-Of-River,15.6,46.7304154794,6.51084220347,"BFE, Switzerland Power Plant.csv"
148,Lutschental,,,Burglauenen lütschental,Lütschental,Switzerland,Hydro,Run-Of-River,11.9,46.6681126722,7.99569913403,"BFE, Switzerland Power Plant.csv"
151,Thusis,,,Thusis,Thusis,Switzerland,Hydro,Run-Of-River,4.6,46.6936957169,9.44113212669,"BFE, Switzerland Power Plant.csv"
152,Ilanz tavanasa,,,Ilanz stufe tavanasa,Ilanz,Switzerland,Hydro,Run-Of-River,34.5,47.0229579596,9.11130478585,"BFE, Switzerland Power Plant.csv"
153,Zervreila,,,Seekraftwerk zervreila,Zervreila,Switzerland,Hydro,Reservoir,22.0,46.5958703499,9.14861419452,"BFE, Switzerland Power Plant.csv"
154,Safien,,,Safien platz,Safien platz,Switzerland,Hydro,Reservoir,99.32,46.9338581959,8.73972521092,"BFE, Switzerland Power Plant.csv"
155,Realta,,,Rabiusa realta,Realta,Switzerland,Hydro,Run-Of-River,26.0,46.9575215608,9.37005229499,"BFE, Switzerland Power Plant.csv"
156,L'aubonne,,,Plan dessous,Plan dessous,Switzerland,Hydro,Run-Of-River,11.0,46.497175764,6.38868127764,"BFE, Switzerland Power Plant.csv"
157,Cavergno,,,Cavergno,Cavergno,Switzerland,Hydro,Reservoir,114.0,46.7204187641,8.86118461115,"BFE, Switzerland Power Plant.csv"
159,Peccia sambuco,,,Sambuco peccia,Peccia sambuco,Switzerland,Hydro,Pumped Storage,54.0,46.6704712888,8.15116329004,"BFE, Switzerland Power Plant.csv"
160,Tenero,,,Verzasca tenero,Tenero centrale di dotazione,Switzerland,Hydro,Run-Of-River,4.25,46.181546599,8.85217085538,"BFE, Switzerland Power Plant.csv"
161,Campocologno,,,Campocologno,Campocologno,Switzerland,Hydro,Reservoir,51.62,46.4327086335,9.8566786965,"BFE, Switzerland Power Plant.csv"
162,Ladral,,,Ladral,Ladral,Switzerland,Hydro,Run-Of-River,5.6,46.772545367,9.11363545703,"BFE, Switzerland Power Plant.csv"
163,Plons,,,Plons,Plons,Switzerland,Hydro,Run-Of-River,4.5,47.0498102819,9.41159493338,"BFE, Switzerland Power Plant.csv"
164,Massaboden,,,Massaboden,Massaboden,Switzerland,Hydro,Run-Of-River,8.2,46.3414987658,7.98901258672,"BFE, Switzerland Power Plant.csv"
165,Ritom sbb,,,Ritom,Ritom,Switzerland,Hydro,Reservoir,44.0,46.547420355,8.20991692136,"BFE, Switzerland Power Plant.csv"
166,Vernayaz,,,Vernayaz cff,Vernayaz cff,Switzerland,Hydro,Reservoir,92.0,46.1349379341,7.03752198136,"BFE, Switzerland Power Plant.csv"
167,Amsteg,,,Amsteg,Amsteg regulierzentrale,Switzerland,Hydro,Run-Of-River,121.73,47.0053052704,8.54985497929,"BFE, Switzerland Power Plant.csv"
168,Lavey,,,Lavey,Lavey,Switzerland,Hydro,Run-Of-River,90.0,46.6146197246,7.783523871,"BFE, Switzerland Power Plant.csv"
173,Tiefencastel ost,,,Tiefencastel ost,Tiefencastel ost,Switzerland,Hydro,Reservoir,52.0,46.8504175289,8.48234233718,"BFE, Switzerland Power Plant.csv"
174,Lobbia albigna,,,Albignawerk löbbia,Löbbia albigna,Switzerland,Hydro,Reservoir,86.1,46.7554458215,9.12367690272,"BFE, Switzerland Power Plant.csv"
175,Bisisthal,,,Bisisthal,Bisisthal,Switzerland,Hydro,Run-Of-River,15.8,46.9466216843,8.82799774611,"BFE, Switzerland Power Plant.csv"
176,Rheinau ch,,,Rheinau,Rheinau,Switzerland,Hydro,Run-Of-River,36.8,47.2051686186,9.37614628906,"BFE, Switzerland Power Plant.csv"
179,Bondo,,,Bondo,Bondo,Switzerland,Hydro,Run-Of-River,6.9,46.3339963909,9.55121328995,"BFE, Switzerland Power Plant.csv"
180,Sand plessur,,,Plessurwerk,Sand plessur,Switzerland,Hydro,Run-Of-River,9.4,46.8404306281,9.54250541843,"BFE, Switzerland Power Plant.csv"
181,Schiffenen,,,Schiffenen,Schiffenen,Switzerland,Hydro,Reservoir,71.0,46.9006628023,8.09579216811,"BFE, Switzerland Power Plant.csv"
182,Rossens hauterive,,,Hauterive,Hauterive,Switzerland,Hydro,Reservoir,69.7,47.1679346844,8.1186651272,"BFE, Switzerland Power Plant.csv"
183,Chatelot,,,Le châtelot,Le châtelot centr. dotation,Switzerland,Hydro,Run-Of-River,32.6,47.1602444734,7.1799582787,"BFE, Switzerland Power Plant.csv"
185,Luzzone,,,Luzzone,Luzzone,Switzerland,Hydro,Run-Of-River,20.0,46.565256077,8.96078316021,"BFE, Switzerland Power Plant.csv"
187,Combe garot,,,Combe garot,Combe garot,Switzerland,Hydro,Run-Of-River,4.86,46.9623191064,6.79639758751,"BFE, Switzerland Power Plant.csv"
188,Cavaglia,,,Cavaglia,Cavaglia,Switzerland,Hydro,Reservoir,8.3,46.3680968766,10.0363058541,"BFE, Switzerland Power Plant.csv"
189,Robbia,,,Robbia,Robbia,Switzerland,Hydro,Reservoir,27.0,46.3482642227,10.0610921706,"BFE, Switzerland Power Plant.csv"
190,Klosters,,,Klosters,Klosters,Switzerland,Hydro,Reservoir,17.0,46.861014512,9.89557404649,"BFE, Switzerland Power Plant.csv"
192,Schwanden sernf rb,,,Sernf,Schwanden sernf,Switzerland,Hydro,Run-Of-River,15.7,46.9957286985,9.08713105463,"BFE, Switzerland Power Plant.csv"
193,Rupperswil auenstein,,,Rupperswil auenstein,Rupperswil,Switzerland,Hydro,Run-Of-River,41.74,47.4111686439,8.11449882213,"BFE, Switzerland Power Plant.csv"
194,Wildegg brugg,,,Wildegg brugg,Wildegg brugg,Switzerland,Hydro,Run-Of-River,57.1,47.2959614722,7.85316867219,"BFE, Switzerland Power Plant.csv"
195,Fatschbach,,,Fätschbach,Fätschbach,Switzerland,Hydro,Run-Of-River,15.0,46.915510447,8.98790156154,"BFE, Switzerland Power Plant.csv"
196,Maigrauge oelberg,,,Oelberg,Oelberg,Switzerland,Hydro,Reservoir,18.3,46.8017059504,7.1673408094,"BFE, Switzerland Power Plant.csv"
198,Sarelli,,,Sarelli,Sarelli,Switzerland,Hydro,Reservoir,90.0,47.1173482146,9.03801987744,"BFE, Switzerland Power Plant.csv"
199,Spina isola,,,Spina isola,Spina isola,Switzerland,Hydro,Reservoir,20.9,46.431134362,9.20699910427,"BFE, Switzerland Power Plant.csv"
200,Tavanasa kvr,,,Tavanasa kvr,Tavanasa kvr,Switzerland,Hydro,Reservoir,180.0,46.8669001101,9.09963406402,"BFE, Switzerland Power Plant.csv"
