id,Carma,Fias,Geo,WRI,Country,Fueltype,Classification,Capacity,lat,lon,File
1440,Cerro Calderon,,,Calderon,Spain,Wind,,85.5,39.40849,-2.201728,Spain Power Plants Over 10 MW.csv
1441,Sobron,,,Sobron,Spain,Hydro,,28.8,42.777751,-3.045774,Spain Power Plants Over 10 MW.csv
1442,Longannet,,,Longannet,United Kingdom,Coal,,2400.0,56.4175000445,-3.89827585,UK Power Plant.csv
1443,Pontenovo,,,Pontenovo,Spain,Hydro,,38.6,42.3833333,-7.2333333,Spain Power Plants Over 10 MW.csv
1444,Escalon,,,Escalon,Spain,Wind,,30.0,40.166902,-4.404839,Spain Power Plants Over 10 MW.csv
1445,Cabana,,,Cabana,Spain,Wind,,41.65,39.233956,-3.852476,Spain Power Plants Over 10 MW.csv
1446,Aranda Michelin,,,Michelin Aranda,Spain,Natural Gas,,31.866,41.6704114242,-3.68919610977,Spain Power Plants Over 10 MW.csv
1447,Hontalbila,,,Hontalbilla,Spain,Wind,,65.45,41.345515,-4.121494,Spain Power Plants Over 10 MW.csv
1448,Montefurado,,,Montefurado,Spain,Hydro,,44.29,42.476778,-7.27463,Spain Power Plants Over 10 MW.csv
1449,Valladolid Michelin,,,Michelin Valladolid $$,Spain,Natural Gas,,47.845,41.655181,-4.72372,Spain Power Plants Over 10 MW.csv
1450,Labradas,,,Labradas Fusionado Re + Re,Spain,Wind,,36.55,42.098301,-5.858016,Spain Power Plants Over 10 MW.csv
1451,Hedroso Aciberos,,,Hedroso Aciberos,Spain,Wind,,45.45,42.035687,-6.905408,Spain Power Plants Over 10 MW.csv
1452,Clares,,,Clares,Spain,Wind,,32.0,41.033654,-2.143398,Spain Power Plants Over 10 MW.csv
1453,Azutan,,,Azutan,Spain,Hydro,,198.01,39.809663,-5.147375,Spain Power Plants Over 10 MW.csv
1454,Greengate,,,Pilkington Greengate,United Kingdom,Natural Gas,,10.0,52.8584917392,-1.35213599733,UK Power Plant.csv
1455,Escurrillo,,,Escurrillo,Spain,Wind,,49.5,42.214226,-2.164884,Spain Power Plants Over 10 MW.csv
1456,Canalejas,,,Canalejas,Spain,Wind,,18.7,39.85,-0.75,Spain Power Plants Over 10 MW.csv
1457,Saucito,,,Saucito,Spain,Wind,,30.25,37.548609,-7.114699,Spain Power Plants Over 10 MW.csv
1458,Clachan Flats,,,Clachan Flats,United Kingdom,Wind,,15.03,56.5208438475,-4.52609152509,UK Power Plant.csv
1459,Lafortunada Cinqueta,,,Lafortunada Cinqueta,Spain,Hydro,,41.4,42.574054,0.182409,Spain Power Plants Over 10 MW.csv
1460,Corkey,,,Corkey,United Kingdom,Wind,,5.0,54.845108075,-6.42338425484,UK Power Plant.csv
1461,Carsfad,,,Carsfad,United Kingdom,Hydro,,12.0,55.8635314409,-4.02094701876,UK Power Plant.csv
1462,Alarcon,,,C.H. En Alarcon,Spain,Hydro,,19.0,39.55,-2.0833333,Spain Power Plants Over 10 MW.csv
1463,Vitoria Michelin,,,Neumaticos Michelin Vitoria,Spain,Natural Gas,,56.675,42.85,-2.6666667,Spain Power Plants Over 10 MW.csv
1464,Barazar,,,Barazar,Spain,Hydro,,83.2,43.1,-2.75,Spain Power Plants Over 10 MW.csv
1465,Las Cabezas,,,Cabezas,Spain,Wind,,17.4,37.614274,-7.248783,Spain Power Plants Over 10 MW.csv
1466,Martin Lugo,,,Martin,Spain,Hydro,,10.29,42.476778,-7.27463,Spain Power Plants Over 10 MW.csv
1467,Padornelo,,,Padornelo,Spain,Wind,,49.45,42.035687,-6.905408,Spain Power Plants Over 10 MW.csv
1468,Higueruela,,,Higueruela,Spain,Wind,,37.62,39.8666667,-1.2166667,Spain Power Plants Over 10 MW.csv
1469,Benageber,,,Benageber,Spain,Hydro,,19.0,39.7166667,-1.1,Spain Power Plants Over 10 MW.csv
1470,Tongland,,,Tongland,United Kingdom,Hydro,,33.0,55.073558601,-4.14082800641,UK Power Plant.csv
1471,Holmen Peninsular,,,Peninsular,Spain,Natural Gas,,59.5,40.284189,-3.794147,Spain Power Plants Over 10 MW.csv
1472,Andernach,,,Ihkw Andernach,Germany,Waste,,13.65,49.2175439051,7.62726751764,Germany Power Plants (conventional).csv
1473,Icstm,,,London Heat Power Company,United Kingdom,Natural Gas,,9.0,51.5079253379,-0.126694629309,UK Power Plant.csv
1474,Reinset,,,Reinset,Norway,Hydro,,5.0,60.25,6.5666667,Norway Power Plants (ENTSOE) .csv
1475,Los Lances ,,,Lances,Spain,Wind,,10.68,36.01393,-5.606949,Spain Power Plants Over 10 MW.csv
1476,Casa  Aire ,,,Casa,Spain,Wind,,129.86,38.950478,-2.540476,Spain Power Plants Over 10 MW.csv
1477,Kublis,,,KüBlis,Switzerland,Hydro,,45.6,46.78601325,8.62340065,Switzerland Power Plant.csv
1478,Schlappin,,,Schlappin,Switzerland,Hydro,,6.1,46.95,9.75,Switzerland Power Plant.csv
1479,Puertollano Repsol,,,Repsol Puertollano,Spain,Natural Gas,,121.0,38.6871177047,-4.10734176636,Spain Power Plants Over 10 MW.csv
1480,Cartagena Repsol,,,Repsol Quimica Cogeneracio Morell,Spain,Natural Gas,,44.74,37.605121,-0.986232,Spain Power Plants Over 10 MW.csv
1481,Coryton Intergen,,,Coryton,United Kingdom,Natural Gas,,800.0,51.87348155,0.021276881151,UK Power Plant.csv
1482,Rocksavage,,,Rocksavage,United Kingdom,Natural Gas,,810.0,52.775698525,-1.59620030372,UK Power Plant.csv
1483,Spalding Intergen,,,Spalding,United Kingdom,Natural Gas,,880.0,52.802211575,-0.402014103417,UK Power Plant.csv
1484,Menuza,,,Menuza,Spain,Hydro,,27.716,41.321664,-0.35075,Spain Power Plants Over 10 MW.csv
1485,Sastago,,,Sastago,Spain,Hydro,,20.3,41.321664,-0.35075,Spain Power Plants Over 10 MW.csv
1486,Pravizin  (Bruggwiti),,,Pravizin Bruggwiti,Switzerland,Hydro,,5.0,47.0905787286,9.34301376343,Switzerland Power Plant.csv
1487,Deeside,,,Deeside,United Kingdom,Natural Gas,,515.0,52.7534053,-3.36137245,UK Power Plant.csv
1488,Raubling,,,Hbb,Germany,Natural Gas,,24.06,47.7929316489,12.1134444527,Germany Power Plants (conventional).csv
1489,Dernier,,,Dernier,Switzerland,Hydro,,28.0,47.0721841726,7.77811758379,Switzerland Power Plant.csv
1490,Peuffeyre,,,Peuffeyre,Switzerland,Hydro,,24.0,46.2684696,8.092323,Switzerland Power Plant.csv
1491,Montcherand,,,Montcherand,Switzerland,Hydro,,15.6,46.7336252354,6.50819778442,Switzerland Power Plant.csv
1492,North Hoyle,,,North Hoyle,United Kingdom,Wind,,60.0,52.8151444816,-3.57334733476,UK Power Plant.csv
1493,Siglos,,,Siglos,Spain,Wind,,18.0,36.01393,-5.606949,Spain Power Plants Over 10 MW.csv
1494,Kielder,,,Kielder,United Kingdom,Hydro,,6.0,52.9147315611,-2.26863831052,UK Power Plant.csv
1495,Farr,,,Farr,United Kingdom,Wind,,102.0,57.0603005452,-4.0523906299,UK Power Plant.csv
1496,Pulpal,,,Pulpal,Spain,Wind,,17.25,41.779013,-1.983913,Spain Power Plants Over 10 MW.csv
1497,Halsteren,,,Halsteren,Netherlands,Wind,,6.8,51.5124650023,4.27879297553,Netherlands Power Plant.csv
1498,Bosque Alto,,,Bosque,Spain,Wind,,21.75,41.538796,-0.996151,Spain Power Plants Over 10 MW.csv
1499,Plana  Zaragoza,,,Plana Zaragoza,Spain,Wind,,24.0,41.580138,-1.117193,Spain Power Plants Over 10 MW.csv
1500,Westereems,,,Westereems,Netherlands,Wind,,213.3,53.558866,6.640649,Netherlands Power Plant.csv
1501,Muden,,,MüDen,Germany,Hydro,,16.4,49.6915534409,7.18477640116,Germany Power Plants (conventional).csv
1502,Ludwigshafen Kw Sud,,,SüD,Germany,Natural Gas,,390.0,49.4801733,8.43719755,Germany Power Plants (conventional).csv
1503,Bryn Titli,,,Bryn Titli,United Kingdom,Wind,,10.0,52.2971777704,-3.62519499972,UK Power Plant.csv
1504,Koblenz Mosel,,,Koblenz,Germany,Hydro,,17.36,50.3516639,7.59719755,Germany Power Plants (conventional).csv
1505,Zeltingen,,,Zeltingen,Germany,Hydro,,13.6,49.95,7.0166667,Germany Power Plants (conventional).csv
1506,Lutschental,,,LüTschental,Switzerland,Hydro,,11.7,46.698897,8.036894,Switzerland Power Plant.csv
1507,Sagevikelv,,,Sagevikelv,Norway,Hydro,,6.0,60.4833333,5.7333333,Norway Power Plants (ENTSOE) .csv
1508,Werk Sigmundshall,,,Sigmundshall,Germany,Natural Gas,,19.0,52.4295656,9.4230546,Germany Power Plants (conventional).csv
1509,Orellana,,,Orellana Pie Presa,Spain,Hydro,,18.53,39.006167,-5.534411,Spain Power Plants Over 10 MW.csv
1510,Montero Ebro,,,Monteros,Spain,Wind,,25.5,41.791019,-1.213567,Spain Power Plants Over 10 MW.csv
1511,Los Visos,,,Visos,Spain,Wind,,61.92,41.633616,-1.274399,Spain Power Plants Over 10 MW.csv
1512,Ehingen,,,Werkskraftwerk Sappi Ehingen,Germany,Waste,,21.2,48.6,10.8,Germany Power Plants (conventional).csv
1513,Kassel Fwk,,,Fkk,Germany,Coal,,36.0,51.3128438,9.48814905,Germany Power Plants (conventional).csv
1514,Dortmund Gasruss,,,Dortmund,Germany,Natural Gas,,26.575,51.515447,7.45763945,Germany Power Plants (conventional).csv
1515,Torr Achilty,,,Torr Achilty,United Kingdom,Hydro,,15.0,57.5333333,-4.4833333,UK Power Plant.csv
1516,Knutfoss,,,Knutfoss,Norway,Hydro,,5.0,64.46543,12.31491,Norway Power Plants (ENTSOE) .csv
1517,Fasnakyle,,,Fasnakyle,United Kingdom,Hydro,,77.0,57.066044146,-4.43839830178,UK Power Plant.csv
1518,Chippenham,,,Chippenham,United Kingdom,Natural Gas,,10.21,51.02738635,-2.0384604,UK Power Plant.csv
1519,Chickerell,,,Chickerell,United Kingdom,Natural Gas,,45.0,50.6030662643,-2.20276723731,UK Power Plant.csv
1520,Tummel Bridge,,,Tummel,United Kingdom,Hydro,,34.0,56.7075397291,-4.02103896013,UK Power Plant.csv
1521,Bin Mountain,,,Bin Mountain,United Kingdom,Wind,,9.0,54.678441425,-7.08171760485,UK Power Plant.csv
1522,Inverawe,,,Inverawe,United Kingdom,Hydro,,25.0,56.9112253761,-4.89760864035,UK Power Plant.csv
1523,Hagesholm,,,Hagesholm,Denmark,Wind,,23.0,55.7166667,11.7166667,Denmark Power Plant.csv
1524,Barenburg,,,BäRenburg,Switzerland,Hydro,,220.76,46.8994574329,8.92917025017,Switzerland Power Plant.csv
1525,Thusis,,,Thusis,Switzerland,Hydro,,4.6,46.6972428121,9.43938016891,Switzerland Power Plant.csv
1526,Ilanz  (Tavanasa),,,Ilanz,Switzerland,Hydro,,34.5,47.1470550598,9.06934438913,Switzerland Power Plant.csv
1527,Zervreila,,,Zervreila,Switzerland,Hydro,,22.0,46.6127911086,9.17791282473,Switzerland Power Plant.csv
1528,Safien,,,Safien Platz,Switzerland,Hydro,,99.32,47.06187515,8.4516509,Switzerland Power Plant.csv
1529,Realta,,,Realta,Switzerland,Hydro,,26.0,47.05382665,9.3461269,Switzerland Power Plant.csv
1530,Meitingen,,,Meitingen,Germany,Hydro,,15.0,48.55,10.85,Germany Power Plants (conventional).csv
1531,Tjorhom,,,Tjorhom,Norway,Hydro,,140.0,58.66263,6.71694,Norway Power Plants (ENTSOE) .csv
1532,Arteixo Gensabon,,,Gensabon,Spain,Natural Gas,,14.6,43.3048190371,-8.50749492645,Spain Power Plants Over 10 MW.csv
1533,Ytre Alsaker,,,Ytre Alsaker,Norway,Hydro,,5.49,60.3833333,6.5,Norway Power Plants (ENTSOE) .csv
1534,Oltesvik,,,Oltesvik,Norway,Hydro,,6.0,58.85,6.1,Norway Power Plants (ENTSOE) .csv
1535,Hjelmeland,,,Hjelmeland,Norway,Hydro,,6.0,59.2333333,6.1833333,Norway Power Plants (ENTSOE) .csv
1536,Oltedal Lyse,,,Oltedal,Norway,Hydro,,10.0,58.8333333,6.0333333,Norway Power Plants (ENTSOE) .csv
1537,Maudal,,,Maudal,Norway,Hydro,,29.0,58.7666667,6.35,Norway Power Plants (ENTSOE) .csv
1538,Glanford,,,Glanford,United Kingdom,Waste,,13.5,52.9068484627,-0.558537903321,UK Power Plant.csv
1539,Westfield Fife,,,Westfield,United Kingdom,Waste,,12.0,56.1430996201,-3.25687398595,UK Power Plant.csv
1540,Royd Moor,,,Royd Moor,United Kingdom,Wind,,7.0,53.7290655956,-1.40821805741,UK Power Plant.csv
1541,Ovenden Moor,,,Ovenden Moor,United Kingdom,Wind,,9.2,53.8358806196,-1.59002484517,UK Power Plant.csv
1542,Eye,,,Eye Suffolk,United Kingdom,Waste,,13.0,52.4213212503,-0.327395859254,UK Power Plant.csv
1543,Thetford Fibrowatt,,,Thetford,United Kingdom,Waste,,39.0,52.4166667,0.75,UK Power Plant.csv
1544,Soderfors,,,Soderfors,Sweden,Hydro,,20.0,60.41594505,17.24896905,Sweden Power Plant.csv
1545,Eidsfoss Sfe,,,Eidsfo,Norway,Hydro,,7.0,61.8166667,6.15,Norway Power Plants (ENTSOE) .csv
1546,Cavergno,,,Cavergno,Switzerland,Hydro,,114.0,46.9038076,8.99411515,Switzerland Power Plant.csv
1547,Hkw Niederrad,,,Niederrad,Germany,Natural Gas,,126.0,50.098164945,8.6549788425,Germany Power Plants (conventional).csv
1548,Hastedt,,,Hastedt,Germany,Coal,,280.0,53.0754876397,8.80746909505,Germany Power Plants (conventional).csv
1549,Helmshager Berg,,,"""HelmshäGer Berg""",Germany,Natural Gas,,15.0,54.0978955,13.38242855,Germany Power Plants (conventional).csv
1550,Leipzig Gud,,,Leipzig Nord,Germany,Natural Gas,,171.0,51.345306355,12.37961924,Germany Power Plants (conventional).csv
1551,Bischofferode,,,Biomassekraftwerk Bischofferode,Germany,Waste,,20.0,51.4183735,11.40743795,Germany Power Plants (conventional).csv
1552,Lemgo West,,,West,Germany,Natural Gas,,12.8,52.03070035,8.9006447,Germany Power Plants (conventional).csv
1553,Lunen Bhkw,,,Bhkw,Germany,Natural Gas,,13.04,52.54253615,8.9629386,Germany Power Plants (conventional).csv
1554,Uppenbornwerk,,,Uppenborn,Germany,Hydro,,43.1,48.4666667,11.9333333,Germany Power Plants (conventional).csv
1555,Jostedal,,,Jostedal,Norway,Hydro,,320.0,61.5827964745,7.27655410767,Norway Power Plants (ENTSOE) .csv
1556,Grana (No),,,Grana,Norway,Hydro,,90.0,62.8833333,9.8333333,Norway Power Plants (ENTSOE) .csv
1557,Kvarnaholm,,,Kvarnaholm,Sweden,Hydro,,5.6,60.45,14.55,Sweden Power Plant.csv
1558,Bjerka,,,Bjerka,Norway,Hydro,,29.0,66.15,13.8833333,Norway Power Plants (ENTSOE) .csv
1559,Angaback,,,Angaback,Sweden,Hydro,,7.0,56.4833333,13.5,Sweden Power Plant.csv
1560,Hove,,,Hove,Norway,Hydro,,73.0,62.05,5.3333333,Norway Power Plants (ENTSOE) .csv
1561,Kjela,,,Kjela,Norway,Hydro,,72.0,59.3,9.0333333,Norway Power Plants (ENTSOE) .csv
1562,Trollheim,,,Trolheim,Norway,Hydro,,169.0,62.85,9.0833333,Norway Power Plants (ENTSOE) .csv
1563,Songa,,,Songa,Norway,Hydro,,140.0,59.5666667,8.0,Norway Power Plants (ENTSOE) .csv
1564,Refsdal ,,,Refsdal,Norway,Hydro,,100.0,61.0333333,6.5833333,Norway Power Plants (ENTSOE) .csv
1565,Tasjo,,,Tasjo,Sweden,Hydro,,14.0,64.2166667,15.9,Sweden Power Plant.csv
1566,Haukeli,,,Haukeli,Norway,Hydro,,6.0,59.75,7.5166667,Norway Power Plants (ENTSOE) .csv
1567,Hylte,,,Hylte,Sweden,Hydro,,26.0,57.4536111,12.0055556,Sweden Power Plant.csv
1568,Innset,,,Innset,Norway,Hydro,,105.0,68.65,18.8333333,Norway Power Plants (ENTSOE) .csv
1569,Svorka,,,Svorka,Norway,Hydro,,25.0,62.3,5.9166667,Norway Power Plants (ENTSOE) .csv
1570,Norddalen,,,Norddalen,Norway,Hydro,,9.0,68.55,17.5833333,Norway Power Plants (ENTSOE) .csv
1571,Hoting,,,Hoting,Sweden,Hydro,,15.0,64.1166667,16.1666667,Sweden Power Plant.csv
1572,Kjollefjord,,,Kjollefjord,Norway,Wind,,50.0,70.5666667,27.0166667,Norway Power Plants (ENTSOE) .csv
1573,Ovre Bersavatn,,,Bersavatn,Norway,Hydro,,11.0,60.1833333,6.7166667,Norway Power Plants (ENTSOE) .csv
1574,Alltwalis,,,Alltwalis,United Kingdom,Wind,,23.0,52.0741663899,-4.02213780832,UK Power Plant.csv
1575,Nederede,,,Nederede,Sweden,Hydro,,16.0,62.4333333,16.4833333,Sweden Power Plant.csv
1576,Adamselv,,,Adamselv,Norway,Hydro,,60.0,70.3833333,26.6333333,Norway Power Plants (ENTSOE) .csv
1577,Litjfossen,,,Litjfossen,Norway,Hydro,,83.0,62.27594,10.78241,Norway Power Plants (ENTSOE) .csv
1578,Bergvattnet,,,Bergvattnet,Sweden,Hydro,,21.2,64.55,15.2333333,Sweden Power Plant.csv
1579,Landesbergen Biomass,,,Landesbergen Biomasse,Germany,Waste,,20.0,52.5638435,9.12857375,Germany Power Plants (conventional).csv
1580,Brynge,,,Brynge,Sweden,Hydro,,5.236,63.2909139951,18.7152528763,Sweden Power Plant.csv
1581,Ulset,,,Ulset,Norway,Hydro,,40.0,62.27594,10.78241,Norway Power Plants (ENTSOE) .csv
1582,Gaddede,,,Gaddede,Sweden,Hydro,,22.0,64.5,14.15,Sweden Power Plant.csv
1583,Nedre Rossaga,,,Nedre Rossaga,Norway,Hydro,,378.0,68.5333333,15.2166667,Norway Power Plants (ENTSOE) .csv
1584,Malset,,,Malset,Norway,Hydro,,24.0,60.9833333,6.5166667,Norway Power Plants (ENTSOE) .csv
1585,Hitra,,,Hitra,Norway,Wind,,55.2,63.6333333,8.7333333,Norway Power Plants (ENTSOE) .csv
1586,Svorkmo,,,Svorkmo,Norway,Hydro,,61.0,63.2666667,9.8333333,Norway Power Plants (ENTSOE) .csv
1587,Emden,,,Emden Natural,Germany,Natural Gas,,500.0,53.36685545,7.21123355,Germany Power Plants (conventional).csv
1588,Laholms,,,Laholm,Sweden,Hydro,,11.3,56.5120653165,13.0437111855,Sweden Power Plant.csv
1589,Jarnvagsforsen,,,Jarnvagesforsen,Sweden,Hydro,,105.0,62.3833333,17.3166667,Sweden Power Plant.csv
1590,Kolsvik,,,Kolsvik,Norway,Hydro,,163.0,65.2166667,12.7833333,Norway Power Plants (ENTSOE) .csv
1591,Osbu,,,Osbu,Norway,Hydro,,28.0,62.5166667,8.5,Norway Power Plants (ENTSOE) .csv
1592,Straumsmo,,,Straumsmo,Norway,Hydro,,170.0,68.7333333,18.65,Norway Power Plants (ENTSOE) .csv
1593,Cottbus,,,Cottbus,Germany,Coal,,74.0,51.75824534,14.3526827,Germany Power Plants (conventional).csv
1594,Fausa,,,Fausa,Norway,Hydro,,8.0,64.9166667,11.25,Norway Power Plants (ENTSOE) .csv
1595,Nedre Svultingen,,,Nedre Svultingen,Norway,Hydro,,11.0,61.17109,5.29603,Norway Power Plants (ENTSOE) .csv
1596,Brulandsfossen,,,Brulandsfoss,Norway,Hydro,,15.0,61.45217,5.85717,Norway Power Plants (ENTSOE) .csv
1597,Haalandsfoss,,,Halandsfossen,Norway,Hydro,,6.2,61.36311,5.39809,Norway Power Plants (ENTSOE) .csv
1598,Pernegg,,,Pernegg,Austria,Hydro,,22.0,47.35978671,15.3423643112,Verbund Power Plant.csv
1599,Laufnitzdorf,,,Laufnitzdorf,Austria,Hydro,,18.0,47.3,15.3166667,Verbund Power Plant.csv
1600,Pforzheim,,,Pforzheim Gmbh Coal,Germany,Coal,,100.8,48.894057375,8.7137688385,Germany Power Plants (conventional).csv
1601,Stadheim,,,Stadheim,Norway,Hydro,,5.4,62.30964,6.93582,Norway Power Plants (ENTSOE) .csv
1602,Juvfossen,,,Juvfossen,Norway,Hydro,,7.0,62.0833333,6.9,Norway Power Plants (ENTSOE) .csv
1603,Oncala,,,Oncala,Spain,Wind,,24.75,41.970212,-2.314934,Spain Power Plants Over 10 MW.csv
1604,Beatrice Field,,,Beatrice,United Kingdom,Wind,,10.0,57.23472225,-4.1153592,UK Power Plant.csv
1605,Minsca Farm,,,Minsca,United Kingdom,Wind,,37.0,55.9545657159,-3.73520306358,UK Power Plant.csv
1606,Slieve Divena,,,Slieve Divena,United Kingdom,Wind,,30.0,54.611774775,-6.84838425484,UK Power Plant.csv
1607,Montananesa,,,Torraspapel Montananesa,Spain,Natural Gas,,42.75,41.6560643303,-0.877339839935,Spain Power Plants Over 10 MW.csv
1608,Tiefstack Ersatz,,,Tiefstack,Germany,Coal,,336.0,53.52606672,10.06549983,Germany Power Plants (conventional).csv
1609,Skarsfjord,,,Skarsfjord,Norway,Hydro,,5.87,69.8008333,18.7580556,Norway Power Plants (ENTSOE) .csv
1610,Valsenesset,,,Valsneset,Norway,Wind,,13.0,63.7666667,9.7333333,Norway Power Plants (ENTSOE) .csv
1611,Svartelva,,,Svartelva,Norway,Hydro,,16.0,63.58368,9.95989,Norway Power Plants (ENTSOE) .csv
1612,Morre,,,Morre,Norway,Hydro,,16.0,63.966667,10.2,Norway Power Plants (ENTSOE) .csv
1613,Dale Tussa,,,Dalen,Norway,Hydro,,6.0,62.0666667,5.95,Norway Power Plants (ENTSOE) .csv
1614,Trandal,,,Trandal,Norway,Hydro,,8.0,62.2029,6.12722,Norway Power Plants (ENTSOE) .csv
1615,Gjerdsvik,,,Gjerdsvik,Norway,Hydro,,6.0,63.2833333,8.4166667,Norway Power Plants (ENTSOE) .csv
1616,Amela,,,Amela,Norway,Hydro,,40.0,62.0752778,5.9175,Norway Power Plants (ENTSOE) .csv
1617,Tysseland,,,Tysseland,Norway,Hydro,,6.0,60.1166667,6.2833333,Norway Power Plants (ENTSOE) .csv
1618,Jordbro,,,Jordbro,Sweden,Waste,,20.0,59.14606065,18.12422925,Sweden Power Plant.csv
1619,Seitevare,,,Seitevare,Sweden,Hydro,,225.0,68.8666667,20.35,Sweden Power Plant.csv
1620,Pfaffenwald,,,Pfaffenwald,Germany,Natural Gas,,36.0,48.7803863966,9.17851520596,Germany Power Plants (conventional).csv
1621,Rosenheim Wkw,,,Wkw,Germany,Hydro,,38.4,47.8563662551,12.1224689484,Germany Power Plants (conventional).csv
1622,Schongau,,,Upm Schongau,Germany,Natural Gas,,140.6,47.8150677,10.89836805,Germany Power Plants (conventional).csv
1623,Ustekveikja,,,Ustekveikja,Norway,Hydro,,42.0,60.5333059725,8.20764541626,Norway Power Plants (ENTSOE) .csv
1624,Orteren,,,Ortern,Norway,Hydro,,13.0,60.4666667,7.8,Norway Power Plants (ENTSOE) .csv
1625,Vadheim,,,Vadheim,Norway,Hydro,,15.5,61.2166667,5.8166667,Norway Power Plants (ENTSOE) .csv
1626,Naverede,,,Naverede,Sweden,Hydro,,70.0,63.2465991,15.0904257,Sweden Power Plant.csv
1627,Reuter,,,Reuter,Germany,Coal,,688.0,52.5207023326,13.3996949951,Germany Power Plants (conventional).csv
1628,Irene Vorrink,,,Irene Vorrink,Netherlands,Wind,,16.8,52.522506975,5.41803575022,Netherlands Power Plant.csv
1629,Brunsbuttel,,,BrunsbüTtel,Germany,Oil,,254.0,53.89862745,9.14477115,Germany Power Plants (conventional).csv
1630,Bjirmen,,,Bjirmen,Netherlands,Wind,,6.0,53.2168381911,5.53015995728,Netherlands Power Plant.csv
1631,Lillgrund,,,Lillgrund,Sweden,Wind,,110.4,55.6058691373,13.0007314682,Sweden Power Plant.csv
1632,Idbacken,,,Idbaksverket,Sweden,Waste,,35.0,58.7537479022,17.0098454673,Sweden Power Plant.csv
1633,Hiddum Houw,,,Hiddum Houw,Netherlands,Wind,,5.23,53.0289126902,5.41346388716,Netherlands Power Plant.csv
1634,Sillre,,,Sillre,Sweden,Hydro,,11.7,62.8589103928,15.9435753048,Sweden Power Plant.csv
1635,Braunschweig Nord,,,Nord,Germany,Natural Gas,,26.0,52.26533145,10.5293001,Germany Power Plants (conventional).csv
1636,Mandling,,,Mandling,Austria,Hydro,,6.1,47.4,13.5666667,Verbund Power Plant.csv
1637,Weinzodl,,,WeinzöDl,Austria,Hydro,,16.903,47.1,15.3833333,Verbund Power Plant.csv
1638,Teufelsbruck,,,Teufelsbruck,Germany,Hydro,,25.0,48.1166667,12.2,Germany Power Plants (conventional).csv
1639,Obervogau,,,Obervogau,Austria,Hydro,,14.97,46.745,15.5847222,Verbund Power Plant.csv
1640,Lebring,,,Lebring,Austria,Hydro,,20.2,46.8522222,15.5383333,Verbund Power Plant.csv
1641,St Georgen,,,St. Georgen,Austria,Hydro,,6.364,47.5333333,14.3666667,Verbund Power Plant.csv
1642,Wasserburg,,,Wasserburg,Germany,Hydro,,28.95,48.0605283914,12.2313022614,Germany Power Plants (conventional).csv
1643,Gars,,,Gars,Germany,Hydro,,25.0,48.1487647,12.2910063,Germany Power Plants (conventional).csv
1644,Stammham,,,Stammham,Germany,Hydro,,24.0,48.5776198367,11.66349592,Germany Power Plants (conventional).csv
1645,Fisching,,,Fisching,Austria,Hydro,,22.0,47.1666667,14.7333333,Verbund Power Plant.csv
1646,Leoben Ahp,,,Leoben,Austria,Hydro,,10.0,47.3833333,15.1,Verbund Power Plant.csv
1647,Friesach,,,Friesach,Austria,Hydro,,13.5,47.1666667,15.3333333,Verbund Power Plant.csv
1648,Hieflau,,,Hieflau Erzbach,Austria,Hydro,,64.0,47.6,14.7333333,Verbund Power Plant.csv
1649,Toging,,,TöGing,Germany,Hydro,,85.3,48.25,12.5833333,Germany Power Plants (conventional).csv
1650,Petronell Carnuntum,,,Park Petronell Carnuntum,Austria,Wind,,43.0,48.0666667,16.85,Verbund Power Plant.csv
1651,Feldkirchen,,,Feldkirchen,Germany,Hydro,,38.4,48.2842898861,12.3176479891,Germany Power Plants (conventional).csv
1652,Arnstein,,,Arnstein,Austria,Hydro,,33.12,47.0166667,15.1666667,Verbund Power Plant.csv
1653,Dionysen,,,Dionysen,Austria,Hydro,,16.0,47.4166667,15.2833333,Verbund Power Plant.csv
1654,Rabenstein Stm,,,Rabenstein,Austria,Hydro,,14.0,47.35,13.6833333,Verbund Power Plant.csv
1655,Peggau,,,Peggau,Austria,Hydro,,13.2,47.2,15.35,Verbund Power Plant.csv
1656,Neuotting,,,NeuöTting,Germany,Hydro,,26.1,48.2367953,12.69273555,Germany Power Plants (conventional).csv
