id,CARMA,ENTSOE,GEO,OPSD,WRI,Fueltype,Technology,Country,Set,Capacity,YearCommissioned,lat,lon,File,projectID
1847,Salmisaari,Salmisaari,Salmisaari finland,,,Hard Coal,Steam Turbine,Finland,CHP,170.0,,60.1656,24.9048,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G41', u'WRI': nan, u'ENTSOE': u'44W-T-YT-000008C', u'CARMA': u'[38894]', u'OPSD': nan}"
1848,Sfikia,Sfikia,Sfikia,,,Hydro,Reservoir,Greece,PP,315.0,,40.3973,22.1922,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G972', u'WRI': nan, u'ENTSOE': u'29WYISSFIKIAS--8', u'CARMA': u'[40775]', u'OPSD': nan}"
1849,Siekierki,Ec siekierki,Siekierki,,,Hard Coal,Steam Turbine,Poland,CHP,622.0,,52.1872,21.0889,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G142', u'WRI': nan, u'ENTSOE': u'19W0000000002191', u'CARMA': u'[41519]', u'OPSD': nan}"
1850,Simmering,Simmering,Simmering,,,Natural Gas,CCGT,Austria,PP,1322.0,,48.1814,16.4339,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G275', u'WRI': nan, u'ENTSOE': u'14W-PROD-SIM---P', u'CARMA': u'[41674]', u'OPSD': nan}"
1851,Sines,Sines,Sines,,,Hard Coal,Steam Turbine,Portugal,PP,1269.101,,37.9318,-8.8035,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G165', u'WRI': nan, u'ENTSOE': u'16WSINES1------G', u'CARMA': u'[41721]', u'OPSD': nan}"
1852,Skawina,Skawina,Skawina,,,Hard Coal,Steam Turbine,Poland,PP,490.0,,49.976,19.804,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G136', u'WRI': nan, u'ENTSOE': u'19W000000000186R', u'CARMA': u'[41886]', u'OPSD': nan}"
1853,Sostanj,Teš,Sostanj tes,,,Lignite,Steam Turbine,Slovenia,PP,1099.0,,46.3723,15.0534,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G196', u'WRI': nan, u'ENTSOE': u'28W-G-000000080M', u'CARMA': u'[42445]', u'OPSD': nan}"
1854,Stejaru,Hpp stejaru,Bicaz stejaru,,,Hydro,Reservoir,Romania,PP,210.0,,46.9386,26.1029,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G1073', u'WRI': nan, u'ENTSOE': u'30W-CHE-STEJ---C', u'CARMA': u'[43184]', u'OPSD': nan}"
1855,Stratos,Stratos,Stratos,,,Hydro,Reservoir,Greece,PP,156.7,,38.676,21.3233,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G967', u'WRI': nan, u'ENTSOE': u'29WYISSTRATOU-IV', u'CARMA': u'[43419]', u'OPSD': nan}"
1856,Tahkoluoto pori,Tahkoluoto,Tahkoluoto finland,,,Hard Coal,Steam Turbine,Finland,PP,252.0,,61.6322,21.405,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G47', u'WRI': nan, u'ENTSOE': u'44W-T-LV-000004L', u'CARMA': u'[44192]', u'OPSD': nan}"
1857,Tarragona,Tarrag ib,Tarragona,,,Natural Gas,CCGT,Spain,PP,424.0,,41.1096,1.1817,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G555', u'WRI': nan, u'ENTSOE': u'18WTAPOWER-12-0V', u'CARMA': u'[44663]', u'OPSD': nan}"
1858,Terni edison,Terni,Edison terni,,,Natural Gas,CCGT,Italy,PP,105.0,,42.554,12.6176,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G441', u'WRI': nan, u'ENTSOE': u'26WIMPI-S10ETDS9', u'CARMA': u'[45089]', u'OPSD': nan}"
1859,Timelkam,Kraftwerk timelkam gud,Timelkam,,,Natural Gas,CCGT,Austria,CHP,608.9,,48.0122,13.5895,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G274', u'WRI': nan, u'ENTSOE': u'14WENERGIE--WT02', u'CARMA': u'[45470]', u'OPSD': nan}"
1860,Tismana,Hpp tismana,Tismana motru,,,Hydro,Reservoir,Romania,PP,106.0,,45.0444,22.9472,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G1069', u'WRI': nan, u'ENTSOE': u'30W-CHE-TISM---J', u'CARMA': u'[45545]', u'OPSD': nan}"
1861,Tisza,Tiszai erőmű,Aes tisza hungary,,,Natural Gas,Steam Turbine,Hungary,PP,900.0,,48.9174,21.077,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G365', u'WRI': nan, u'ENTSOE': u'15WTISZA-----PPN', u'CARMA': u'[45550]', u'OPSD': nan}"
1862,Torrao,Torrao,Torrao,,,Hydro,"Pumped Storage, Run-Of-River",Portugal,PP,146.0,,41.0965,-8.2631,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G1040', u'WRI': nan, u'ENTSOE': u'16WTORRAO------V', u'CARMA': u'[45947]', u'OPSD': nan}"
1863,Traengslet,Trängslet,Trängslet,,,Hydro,Reservoir,Sweden,PP,339.6,,61.3811,13.7312,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G1160', u'WRI': nan, u'ENTSOE': u'46WPU0000000018Q', u'CARMA': u'[46137]', u'OPSD': nan}"
1864,Turceni,Tpp turceni,Turceni,,,Lignite,Steam Turbine,Romania,PP,2319.0,,44.6698,23.4077,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G174', u'WRI': nan, u'ENTSOE': u'30W-CET-TURC---M', u'CARMA': u'[46634]', u'OPSD': nan}"
1865,Ujpest,Újpesti erőmű,Ujpest hungary,,,Natural Gas,CCGT,Hungary,PP,110.0,,47.554,19.1023,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G370', u'WRI': nan, u'ENTSOE': u'15WUJPEST----PPO', u'CARMA': u'[46910]', u'OPSD': nan}"
1866,Valeira,Valeira,Valeira,,,Hydro,Run-Of-River,Portugal,PP,240.0,,41.1605,-7.3742,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G1049', u'WRI': nan, u'ENTSOE': u'16WVALEIRA-----B', u'CARMA': u'[47587]', u'OPSD': nan}"
1867,Vaskiluoto,Vaskiluoto,Vaskiluoto finland,,,Hard Coal,Steam Turbine,Finland,CHP,399.0,,63.0914,21.5539,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G45', u'WRI': nan, u'ENTSOE': u'44W-T-YT-000012L', u'CARMA': u'[47819]', u'OPSD': nan}"
1868,Vercelli actv,Actv,Vercelli,,,Natural Gas,CCGT,Italy,PP,53.0,,45.29652,8.41025,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G450', u'WRI': nan, u'ENTSOE': u'26WIMPI-S01ACTV7', u'CARMA': u'[47976]', u'OPSD': nan}"
1869,Vidraru,Hpp vidraru,Vidraru,,,Hydro,Reservoir,Romania,PP,220.0,,45.3667,24.6307,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G1065', u'WRI': nan, u'ENTSOE': u'30W-CHE-CORB---Q', u'CARMA': u'[48125]', u'OPSD': nan}"
1870,Vilnius,Vilniause,Vilnius te lithuania,,,Natural Gas,Steam Turbine,Lithuania,CHP,360.0,,54.6676,25.156,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G457', u'WRI': nan, u'ENTSOE': u'41W3185595680EL8', u'CARMA': u'[48309]', u'OPSD': nan}"
1871,Vuosaari,Vuosaari,Vuosaari a&b finland,,,Natural Gas,CCGT,Finland,CHP,950.0,,60.2199,25.1692,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G318', u'WRI': nan, u'ENTSOE': u'44W-T-YT-000013J', u'CARMA': u'[48628]', u'OPSD': nan}"
1872,Wroclaw,Wrocław,Wroclaw,,,Hard Coal,Steam Turbine,Poland,CHP,273.0,,51.1236,17.0244,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G129', u'WRI': nan, u'ENTSOE': u'19W000000000213D', u'CARMA': u'[50162, 50159]', u'OPSD': nan}"
1873,Zeran,Ec żerań,Zeran,,,Hard Coal,Steam Turbine,Poland,CHP,386.0,,52.295,20.993,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G139', u'WRI': nan, u'ENTSOE': u'19W000000000229Z', u'CARMA': u'[50971]', u'OPSD': nan}"
1874,Zielona gora,Zielona góra,Zielona gora,,,Natural Gas,CCGT,Poland,PP,210.0,,51.9513,15.488,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G496', u'WRI': nan, u'ENTSOE': u'19W000000000230D', u'CARMA': u'[51011]', u'OPSD': nan}"
1875,Zlatolicje,He zlatoličje,Zlatolicje poqwer,,,Hydro,"Reservoir, Run-Of-River",Slovenia,PP,144.0,,46.448,15.787,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G1144', u'WRI': nan, u'ENTSOE': u'28W-G-000000090J', u'CARMA': u'[51038]', u'OPSD': nan}"
1876,,Asomata,Asomata,,,Hydro,Reservoir,Greece,PP,108.0,,40.4744,22.2439,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G971', u'WRI': nan, u'ENTSOE': u'29WYISASOMATON-H', u'CARMA': nan, u'OPSD': nan}"
1877,,Aughinish alumnia sealrock,Sealrock aughinish alumina ocgt,,,Natural Gas,OCGT,Ireland,PP,170.0,,52.6324,-9.0596,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G386', u'WRI': nan, u'ENTSOE': u'47W000000000157G', u'CARMA': nan, u'OPSD': nan}"
1878,,Besos,Besos sant adria,,,Natural Gas,CCGT,Spain,PP,412.0,,41.4181,2.2286,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G556', u'WRI': nan, u'ENTSOE': u'18WBES3-12345-0V', u'CARMA': nan, u'OPSD': nan}"
1879,,Besos,Besos sant adria,,,Natural Gas,CCGT,Spain,PP,407.0,,41.4187,2.2286,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G558', u'WRI': nan, u'ENTSOE': u'18WBES4-12345-0L', u'CARMA': nan, u'OPSD': nan}"
1880,,Castello,Castellon,,,Natural Gas,CCGT,Spain,PP,795.0,,39.9557,0.0017,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G569', u'WRI': nan, u'ENTSOE': u'18WCTN3-12345-04', u'CARMA': nan, u'OPSD': nan}"
1881,,Ec łódź,Dalkia lodz ec,,,Hard Coal,Steam Turbine,Poland,CHP,205.85,,51.7983,19.4214,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G134', u'WRI': nan, u'ENTSOE': u'19W000000000106E', u'CARMA': nan, u'OPSD': nan}"
1882,,Gabčíkovo,Gabcikovo,,,Hydro,Run-Of-River,Slovakia,PP,720.0,,47.88,17.5384,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G1115', u'WRI': nan, u'ENTSOE': u'24WV--HGA------8', u'CARMA': nan, u'OPSD': nan}"
1883,,Gdk mellach,Mellach,,,Natural Gas,CCGT,Austria,PP,838.0,,46.90859,15.49214,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G273', u'WRI': nan, u'ENTSOE': u'14W-WGM-KW-----J', u'CARMA': nan, u'OPSD': nan}"
1884,,Heron_cc,Heron,,,Natural Gas,CCGT,Greece,PP,435.0,,38.2792,23.3299,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G355', u'WRI': nan, u'ENTSOE': u'29WHERON-CC----5', u'CARMA': nan, u'OPSD': nan}"
1885,,Ilarionas,Ilarionas,,,Hydro,Reservoir,Greece,PP,154.0,,40.0966,21.8039,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G975', u'WRI': nan, u'ENTSOE': u'29WILARIONAS---X', u'CARMA': nan, u'OPSD': nan}"
1886,,Jaworzno,Jaworzno,,,Hard Coal,Steam Turbine,Poland,CHP,190.0,,50.213,19.227,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G150', u'WRI': nan, u'ENTSOE': u'19W0000000000628', u'CARMA': nan, u'OPSD': nan}"
1887,,Kraftwerk feldsee,Feldsee,,,Hydro,Reservoir,Austria,PP,140.0,,46.9932,13.0459,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G707', u'WRI': nan, u'ENTSOE': u'14W-E110352----K', u'CARMA': nan, u'OPSD': nan}"
1888,,Kraftwerke mauvoisin ag,Mauvoisin,,,Hydro,Reservoir,Switzerland,PP,421.0,,46.15726,7.20922,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G1197', u'WRI': nan, u'ENTSOE': u'12W-0000000034-F', u'CARMA': nan, u'OPSD': nan}"
1889,,Lavrio,Lavario,,,Natural Gas,CCGT,Greece,PP,378.0,,37.745,24.068,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G352', u'WRI': nan, u'ENTSOE': u'29WAISLAVRIO-V-A', u'CARMA': nan, u'OPSD': nan}"
1890,,Lavrio,Lavario megalo,,,Natural Gas,CCGT,Greece,PP,570.0,,37.7464,24.065,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G353', u'WRI': nan, u'ENTSOE': u'29WAISLAVRIO-IVM', u'CARMA': nan, u'OPSD': nan}"
1891,,Liptovská mara,Liptovska mara,,,Hydro,Reservoir,Slovakia,PP,198.0,,49.09861,19.488889,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G1119', u'WRI': nan, u'ENTSOE': u'24WV--HLM------F', u'CARMA': nan, u'OPSD': nan}"
1892,,Nováky,Novaky eno,,,Lignite,Steam Turbine,Slovakia,CHP,518.0,,48.69884,18.53346,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G194', u'WRI': nan, u'ENTSOE': u'24WV--ENO------B', u'CARMA': nan, u'OPSD': nan}"
1893,,Picote,Picote,,,Hydro,Run-Of-River,Portugal,PP,426.0,,41.379,-6.3525,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G1028', u'WRI': nan, u'ENTSOE': u'16WPICOTII-----K', u'CARMA': nan, u'OPSD': nan}"
1894,,Protergia_cc,Protergia,,,Natural Gas,CCGT,Greece,PP,432.0,,38.3585,22.6883,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G359', u'WRI': nan, u'ENTSOE': u'29WPROTERGIACC-4', u'CARMA': nan, u'OPSD': nan}"
1895,,Rtec,Riga tec latvia,,,Natural Gas,CCGT,Latvia,PP,144.0,,56.9904,24.1788,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G452', u'WRI': nan, u'ENTSOE': u'43W-RTEC-1-----T', u'CARMA': nan, u'OPSD': nan}"
1896,,Čierny váh,Cierny vah,,,Hydro,Pumped Storage,Slovakia,PP,735.0,,49.00879,19.912224,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show","{u'GEO': u'G1118', u'WRI': nan, u'ENTSOE': u'24WV--HCV------O', u'CARMA': nan, u'OPSD': nan}"
1897,Aceca fenosa,,Aceca fenosa,,,Natural Gas,CCGT,Spain,PP,1427.2,,39.9427,-3.8548,,"{u'GEO': u'G550', u'WRI': nan, u'ENTSOE': nan, u'CARMA': u'[188, 189]', u'OPSD': nan}"
1898,Acerra,,Acerra,,,Oil,,Italy,PP,100.0,,40.9319,14.385,,"{u'GEO': u'G424', u'WRI': nan, u'ENTSOE': nan, u'CARMA': u'[195]', u'OPSD': nan}"
1899,Agios georgios,,Aglos georgios,,,Natural Gas,Steam Turbine,Greece,PP,360.0,,37.9539,23.61037,,"{u'GEO': u'G351', u'WRI': nan, u'ENTSOE': nan, u'CARMA': u'[400]', u'OPSD': nan}"
1900,Aleko,,Aleko,,,Hydro,Run-Of-River,Bulgaria,PP,66.0,,42.1194,24.289,,"{u'GEO': u'G788', u'WRI': nan, u'ENTSOE': nan, u'CARMA': u'[902]', u'OPSD': nan}"
1901,Aliveri,,Aliveri,,,Oil,Steam Turbine,Greece,PP,380.0,,38.3896,24.0524,,"{u'GEO': u'G649', u'WRI': nan, u'ENTSOE': nan, u'CARMA': u'[978]', u'OPSD': nan}"
1902,Allement,,Allement,,,Hydro,Reservoir,France,PP,32.0,,46.112,5.422,,"{u'GEO': u'G821', u'WRI': nan, u'ENTSOE': nan, u'CARMA': u'[1002]', u'OPSD': nan}"
1903,Alrance,,Alrance,,,Hydro,Reservoir,France,PP,14.5,,44.122,2.69,,"{u'GEO': u'G854', u'WRI': nan, u'ENTSOE': nan, u'CARMA': u'[1094]', u'OPSD': nan}"
1904,Alto rabagao,,Alto rabagao,,,Hydro,Reservoir,Portugal,PP,68.0,,41.7395,-7.8576,,"{u'GEO': u'G1048', u'WRI': nan, u'ENTSOE': nan, u'CARMA': u'[1208]', u'OPSD': nan}"
1905,Amager,,Amager denmark,,,Hard Coal,Steam Turbine,Denmark,CHP,495.0,,55.686,12.627,,"{u'GEO': u'G31', u'WRI': nan, u'ENTSOE': nan, u'CARMA': u'[1265]', u'OPSD': nan}"
1906,Amyntaio,,Aminteo amyntaio,,,Hard Coal,Steam Turbine,Greece,PP,600.0,,40.6191,21.6838,,"{u'GEO': u'G96', u'WRI': nan, u'ENTSOE': nan, u'CARMA': u'[1423]', u'OPSD': nan}"
1907,Archimede gargallo,,Enel priolo gargallo archimede,,,Natural Gas,CCGT,Italy,PP,756.0,,37.14,15.2159,,"{u'GEO': u'G439', u'WRI': nan, u'ENTSOE': nan, u'CARMA': u'[35803]', u'OPSD': nan}"
1908,Argentat,,Argentat,,,Hydro,Reservoir,France,PP,48.0,,45.104,1.954,,"{u'GEO': u'G878', u'WRI': nan, u'ENTSOE': nan, u'CARMA': u'[1987]', u'OPSD': nan}"
1909,Argentiere,,Argentiere bessee,,,Hydro,Reservoir,France,PP,38.0,,44.783,6.548,,"{u'GEO': u'G904', u'WRI': nan, u'ENTSOE': nan, u'CARMA': u'[1989]', u'OPSD': nan}"
1910,Asnaes,,Asnaes denmark,,,Hard Coal,Steam Turbine,Denmark,CHP,827.0,,55.6614,11.0828,,"{u'GEO': u'G38', u'WRI': nan, u'ENTSOE': nan, u'CARMA': u'[2336]', u'OPSD': nan}"
1911,Auzerette,,Auzerette,,,Hydro,Reservoir,France,PP,29.8,,45.365,2.646,,"{u'GEO': u'G874', u'WRI': nan, u'ENTSOE': nan, u'CARMA': u'[2606]', u'OPSD': nan}"
1912,Avedore,,Avedore denmark,,,Hard Coal,Steam Turbine,Denmark,CHP,863.0,,55.6027,12.4792,,"{u'GEO': u'G30', u'WRI': nan, u'ENTSOE': nan, u'CARMA': u'[2614]', u'OPSD': nan}"
1913,Bacau,,Cet bacau chpp,,,Hard Coal,Steam Turbine,Romania,CHP,79.0,,46.531,26.938,,"{u'GEO': u'G170', u'WRI': nan, u'ENTSOE': nan, u'CARMA': u'[62056]', u'OPSD': nan}"
1914,Bancairon,,Bancairon,,,Hydro,Reservoir,France,PP,50.7,,44.003,7.137,,"{u'GEO': u'G840', u'WRI': nan, u'ENTSOE': nan, u'CARMA': u'[3113]', u'OPSD': nan}"
1915,Barking,,Barking,,,Natural Gas,CCGT,United Kingdom,PP,1000.0,,51.521,0.147,,"{u'GEO': u'G619', u'WRI': nan, u'ENTSOE': nan, u'CARMA': u'[3347]', u'OPSD': nan}"
1916,Batak,,Batak,,,Hydro,Reservoir,Bulgaria,PP,46.8,,41.922589,24.1694,,"{u'GEO': u'G786', u'WRI': nan, u'ENTSOE': nan, u'CARMA': u'[3531]', u'OPSD': nan}"
1917,Batiaz,,Batiaz,,,Hydro,Reservoir,Switzerland,PP,180.0,,46.10973,7.06174,,"{u'GEO': u'G1198', u'WRI': nan, u'ENTSOE': nan, u'CARMA': u'[23603]', u'OPSD': nan}"
1918,Beaucaire,,Beaucaire,,,Hydro,Run-Of-River,France,PP,210.0,,43.824,4.644,,"{u'GEO': u'G895', u'WRI': nan, u'ENTSOE': nan, u'CARMA': u'[3719]', u'OPSD': nan}"
1919,Beaumont durance,,Beaumont,,,Hydro,Run-Of-River,France,PP,44.0,,43.735,5.753,,"{u'GEO': u'G954', u'WRI': nan, u'ENTSOE': nan, u'CARMA': u'[3736]', u'OPSD': nan}"
1920,Beauvoir,,Beauvoir,,,Hydro,Run-Of-River,France,PP,39.0,,45.121,5.319,,"{u'GEO': u'G921', u'WRI': nan, u'ENTSOE': nan, u'CARMA': u'[3740]', u'OPSD': nan}"
1921,Bedzin,,Bedzin,,,Hard Coal,Steam Turbine,Poland,CHP,81.5,,50.3025,19.1385,,"{u'GEO': u'G157', u'WRI': nan, u'ENTSOE': nan, u'CARMA': u'[3785]', u'OPSD': nan}"
1922,Belmeken,,Belmeken,,,Hydro,Pumped Storage,Bulgaria,PP,375.0,,42.1995,23.858,,"{u'GEO': u'G783', u'WRI': nan, u'ENTSOE': nan, u'CARMA': u'[3973]', u'OPSD': nan}"
1923,Beverce,,Beverce robertville,,,Hydro,Reservoir,Belgium,PP,9.2,,50.4387,6.0386,,"{u'GEO': u'G756', u'WRI': nan, u'ENTSOE': nan, u'CARMA': u'[4295]', u'OPSD': nan}"
1924,Bielkowo,,Bielkowo,,,Hydro,Reservoir,Poland,PP,7.2,,54.2696,18.51,,"{u'GEO': u'G1017', u'WRI': nan, u'ENTSOE': nan, u'CARMA': u'[4517]', u'OPSD': nan}"
1925,Bielsko biala,,Bielsko biala ec,,,Hard Coal,Steam Turbine,Poland,CHP,107.7,,49.812,19.052,,"{u'GEO': u'G153', u'WRI': nan, u'ENTSOE': nan, u'CARMA': u'[4519]', u'OPSD': nan}"
