,Country,lat,lon
Goglio devero,Italy,46.2947451,8.2636604
Golfech,France,44.114113,0.851985
Gonnosfanadiga,Italy,39.4960333,8.6629699
Gordona,Italy,46.2913781,9.3659339
Govora,Romania,45.079365,24.1845467
Grana,Norway,62.8776461,9.7151952
Grand maison,France,45.205931,6.117151
Gravedona,Italy,46.1485418,9.3085677
Gravelines,France,50.98707,2.125537
Gravfoss,Norway,59.93094939999999,9.9474168
Gravina ne,Italy,40.8171447,16.418512
Greci,Italy,41.2530228,15.1693633
Greci montaguto,Italy,41.2496359,15.2481372
Gregorio magno,Italy,40.6594786,15.4031252
Greifenstein,Austria,48.34281,16.2313
Gressoney,Italy,45.7803313,7.8250484
Grigno,Italy,46.01698870000001,11.6312371
Groa,Norway,62.64398370000001,8.729954000000001
Grohnde,Germany,52.0192026,9.419517599999999
Gronsdal,Norway,59.96753520000001,6.572109999999999
Gronvollfoss,Norway,59.6514712,9.2139714
Grosio,Italy,46.2981557,10.2746514
Grosotto,Italy,46.2799378,10.2585294
Grottole mw,Italy,40.6451257,16.3699271
Grov,Norway,68.67643830000002,17.1207835
Grunnai,Norway,59.53099959999999,8.7426386
Grytaga,Norway,67.3511012,15.1880495
Grytdalen,Norway,60.8421897,6.465423299999999
Gryto,Norway,68.92155989999999,16.5271902
Grytten,Norway,62.4695759,7.765510799999999
Grytten kraftver,Norway,62.4695759,7.765510799999999
Gtg gtg,Italy,45.579923,9.04203
Gthkw nossener bruecke,Germany,51.0416778,13.7071616
Guadalquiv,Spain,37.4691473,-4.572951499999999
Guarcino,Italy,41.80075,13.3109619
Guardia,Italy,41.25637649999999,14.5993847
Guardo,Spain,42.7890255,-4.8474389
Guarnieri,Italy,45.452222,12.3481486
Guillena,Spain,37.5429955,-6.056855199999999
Gundremmingen,Germany,48.5009611,10.4041776
Guolas,Norway,69.35,21.1
Guspini,Italy,39.5393102,8.627334399999999
Gösgen,Switzerland,47.3813024,7.9278944
H. hoyanger,Norway,61.2200648,6.0757441
Haapaniemi,Finland,62.22382099999999,25.8517644
Haapavesi,Finland,64.13735729999999,25.3669422
Haen,Norway,67.6622232,12.6305554
Hafsl.kr,Norway,61.31532009999999,7.200961
Hagen kabel,Germany,51.4065932,7.491189899999998
Haheim,Norway,60.016538,5.536027
Hakvik,Norway,68.4051496,17.3085048
Halandsfossen,Norway,61.32964930000001,5.4221802
Halden,Norway,59.13299639999999,11.387457
Hamborn,Germany,51.4984137,6.7768115
Hamm uentrop,Germany,51.68807959999999,7.9464763
Hammeren,Norway,66.3097137,14.2063479
Hanasaari,Finland,60.16509490000001,24.8480989
Hanefoss,Norway,60.16822250000001,10.2564171
Hardeland,Norway,60.23773869999999,10.396949
Harpefossen,Norway,61.9579615,5.9323598
Harrsele,Sweden,63.99945449999999,19.5701993
Harsprånget,Sweden,66.8850227,19.8193977
Hasle,Norway,59.92502869999999,10.7844414
Haugen,Norway,59.585975,10.7434127
Haugfoss,Norway,60.72637810000001,10.6171806
Haukeli,Norway,59.7349011,7.5521979
Haukland,Norway,68.2000967,13.5389866
Havik,Norway,59.324351,5.297955
Havre,France,49.49437,0.107929
He formin,Slovenia,46.4027575,16.0337059
He zlatoličje,Slovenia,46.4541867,15.7939268
Heggmoen,Norway,67.35,14.8666669
Heilbronn,Germany,49.1426929,9.210879
Heizkraftwerk linden gkl,Germany,52.37242999999999,9.71514
Hemsil,Norway,60.7413404,8.842608799999999
Hemweg,Netherlands,52.4045585,4.8518265
Hensfoss,Norway,60.16822250000001,10.2564171
Herdecke,Germany,51.4031667,7.4328376
Hermillon,France,45.298113,6.362291
Herne,Germany,51.5368948,7.200914699999999
Heron,Greece,37.9953099,23.767961
Herrenhausen kwh,Germany,52.4089418,9.669391599999999
Herva,Norway,60.60241250000001,10.999778
Heyden,Germany,51.1576721,6.4490153
Hinnoy,Norway,68.52756529999999,15.8663609
Hitra,Norway,63.5260126,8.757208799999999
Hjartdola,Norway,59.6955655,8.6409141
Hjelmeland,Norway,59.2205669,6.4445779
Hjorteland,Norway,58.0439868,7.4726747
Hodnaberg,Norway,58.99967460000001,5.6187068
Hofsfoss,Norway,60.1857626,10.2385771
Hogefoss,Norway,60.16822250000001,10.2564171
Hogga,Norway,59.30290050000001,9.0429135
Hojum,Sweden,58.27420000000001,12.2722
Hol,Norway,60.57177249999999,8.0578027
Holen,Norway,59.5437617,10.7453115
Holla,Norway,63.313609,9.142308
Holmen,Norway,59.85623080000001,10.4924242
Hommelfoss,Norway,60.16822250000001,10.2564171
Hone,Italy,45.61212250000001,7.736857100000001
Honefo.,Norway,60.16822250000001,10.2564171
Hongrin léman fmhl,Switzerland,46.4257199,7.049236899999999
Honnefoss,Norway,60.16822250000001,10.2564171
Hopen,Norway,63.4634417,8.0138783
Hopselva,Norway,61.71484899999999,5.823575099999999
Horga,Norway,60.03567109999999,9.5736235
Horns rev,Denmark,55.55383759999999,8.0986435
Hovatn,Norway,58.9761123,7.786446400000001
Huckingen hkm,Germany,51.3652323,6.7543986
Hunderfossen,Norway,61.225736,10.4361101
Hunsf ost,Norway,60.16822250000001,10.2564171
Hunsfos,Norway,58.2639108,7.9689804
Huntorf,Germany,53.1941358,8.3871951
Huntstown production,Ireland,53.40289569999999,-6.4246862
Husnes,Norway,59.8588621,5.7474728
Huutokoski kt,Finland,62.2123277,27.6892106
Hylen,Norway,58.53761029999999,7.414505799999999
Hynna,Norway,61.26395969999999,10.7561698
Häusling,Austria,48.25683,15.44507
Höljes,Sweden,60.9017721,12.5940162
Hölleforsen,Sweden,62.9503484,16.6655274
Iardino,Italy,41.0295693,14.6910339
Idroelettrica megolo ceppomorelli,Italy,45.9922601,8.306751799999999
Iernut,Romania,46.4507604,24.2290151
Ige sandonaci,Italy,40.4565537,17.8998566
Iges,Italy,42.1383825,12.59359
Ildgruben,Norway,66.3066901,14.3557791
Ilva taranto cet,Italy,40.46436060000001,17.2470303
Imatra,Finland,61.1695977,28.7645463
Impianto ascoli satriano,Italy,41.2033413,15.5627449
Impianto bolgiano,Italy,45.4210177,9.2836611
Impianto casoni,Italy,44.7229629,11.0503555
Impianto cutro località rosito,Italy,39.0324497,16.9881089
Impianto fotovoltaico floro girifalco,Italy,38.8240653,16.4209345
Impianto fv sant'alberto forello,Italy,44.5173435,12.1565419
Impianto idroelettrico del passirio,Italy,46.75147279999999,11.1902602
Impianto marineo,Italy,37.9538844,13.4189957
Impianto pietramontecorvino,Italy,41.5432306,15.1316634
Impianto portoscuso,Italy,39.2066208,8.3791741
Impianto preselezione termovalorizzazione silla,Italy,43.760629,10.6627737
Impianto sambuco,Italy,44.3364798,7.0790251
Impianto scampitella,Italy,41.0837687,15.3189726
Impianto termovalorizzazione rifiuti trezzo sull'adda,Italy,45.6130516,9.501934
Indaver production,Ireland,53.6771999,-6.392940100000001
Ingolstadt,Germany,48.7665351,11.4257541
Inkoo,Finland,60.04587539999999,24.0045755
Innset,Norway,62.719549,10.0280798
Innvik,Norway,61.8517407,6.6169455
International paper kwidzyn,Poland,53.70719399999999,18.9259764
Irsching,Germany,48.7661309,11.5809695
Iru elektrijaam,Estonia,59.4515944,24.924937
Isab energy,Italy,37.1265951,15.2175021
Isalnita,Romania,44.3928398,23.7420435
Isar,Germany,48.6828485,12.6920579
Isca ricotta melfi,Italy,40.5361403,15.5862767
Ise piombino cet,Italy,42.9256335,10.5258891
Isohaara,Finland,65.7754504,24.5001546
Isola palanzano,Italy,44.432466,10.1710261
Isola serafini,Italy,45.0929,9.9048
Isollaz,Italy,45.68871619999999,7.711202399999999
Istad,Norway,62.74637,7.2199947
Ivailovgrad,Bulgaria,41.52669789999999,26.1242717
Iveland,Norway,58.42103109999999,7.972021799999999
Ivpc alberona,Italy,40.91656,14.7975097
Ivpc bisaccia,Italy,40.91656,14.7975097
Ivpc foiano,Italy,43.2647764,11.8093583
Ivpc lacedonia,Italy,40.91656,14.7975097
Ivpc montefalcone,Italy,40.91656,14.7975097
Ivpc roseto,Italy,42.6751898,14.0160161
Jardola,Norway,61.7171059,6.2347907
Jasmine,Italy,41.895315,12.4489859
Jatta,Norway,58.9115983,5.7114062
Jaworzno,Poland,50.204987,19.2739314
Jesi,Italy,43.5270861,13.2463797
Jevnaker,Norway,60.2407427,10.3835425
Jorpeland scana,Norway,59.0220847,6.0414875
Jossingfjord,Norway,58.3145577,6.3346673
Jostedal,Norway,61.710556,6.924167
Jucar,Spain,39.1325113,-0.4460902
Juvfossen,Norway,61.68954369999999,8.2838164
Jã¤nschwalde,Germany,51.859392,14.4943322
Jädraås vindkraftpark,Sweden,60.8438554,16.4661037
Järpströmmen,Sweden,63.371528,13.4166239
Kaggefoss,Norway,59.97072540000001,9.9319937
Kaldaga,Norway,66.0657338,13.3110247
Kalvedalen,Norway,60.7676927,5.488839
Kangsliaga,Norway,66.1422446,13.880033
Kanndalen,Norway,69.5232449,20.5388342
Kaprun hauptstufe,Austria,47.2728876,12.759674
Kaprun oberstufe,Austria,47.2728876,12.759674
Kaprun schwarzach,Austria,47.2728876,12.759674
Kardia,Greece,40.4685079,22.9945421
Kardzhali,Bulgaria,41.6338439,25.3777119
Karlshamn,Sweden,56.170303,14.863073
Karolin,Poland,54.0488383,23.2837806
Karsto,Norway,59.27927,5.52447
Kassdalen,Norway,62.7933251,11.1883103
Kastraki,Greece,39.7164807,21.6183119
Katowice,Poland,50.26489189999999,19.0237815
Kaukaan voima,Finland,61.0655602,28.2307142
Kaukopää,Finland,61.2393106,28.8640268
Kaunertal tiwag,Austria,47.03335200000001,10.7479919
Kaupanger,Norway,61.1846111,7.2424074
Kaven,Norway,59.0321872,11.0899454
Kegums,Latvia,56.7402899,24.7181651
Keljonlahti,Finland,62.19235339999999,25.7369943
Kellosaari,Finland,61.74473149999999,26.0778644
Kembs,France,47.688362,7.503799000000001
Khr hinterrhein,Switzerland,46.6550945,9.2720963
Kiel,Germany,54.3232927,10.1227651
Kiisa arej,Estonia,59.2442187,24.7038979
Kilbotn,Norway,68.7177773,16.5333706
Kildalen,Norway,66.7669433,13.6714829
Kilforsen,Sweden,63.5441488,16.7696281
Kimberly clark srl,Italy,45.6151356,8.4021396
Kirkenes,Norway,69.7269192,30.0450432
Kistefoss,Norway,59.9106355,10.7286701
Kjela,Norway,59.7363996,7.597766199999999
Kjollefjord,Norway,70.94576959999999,27.3467913
Kjopsvik,Norway,68.0969598,16.3741587
Kjosnesfjorden,Norway,61.5333333,6.55
Kkb kernkw beznau,Switzerland,47.552,8.23
Kkl kernkw leibstadt,Switzerland,47.59930199999999,8.181965
Kkw mühleberg kkm,Switzerland,46.96929979999999,7.2697497
Kkw philippsburg,Germany,49.25162479999999,8.439872
Kleiva,Norway,67.2910607,14.4325684
Klemetsrud,Norway,59.8388683,10.8385009
Kll linth limmern,Switzerland,46.8784824,8.9820654
Klosterfoss,Norway,59.19961410000001,9.610569
Klovtveit,Norway,60.355277,5.087886
Knapsack,Germany,50.857447,6.855243
Knardalstrand,Norway,59.13009859999999,9.6169549
Kobbelv,Norway,67.57994,15.8907199
Koepchenwerk,Germany,51.410796,7.4535523
Komotini,Greece,41.1224394,25.4065582
Kongsfjord,Norway,70.72049520000002,29.3191137
Kongsvinger,Norway,60.192443,11.9986691
Konin,Poland,52.2230334,18.251073
Korinthos,Greece,37.9386365,22.9322383
Kozienice,Poland,51.5855328,21.5511768
Kraftwerk buschhaus,Germany,52.17086159999999,10.9764261
Kraftwerk dürnrohr,Austria,48.3263887,15.9244932
Kraftwerk ensdorf,Germany,49.2950893,6.7741905
Kraftwerk farge,Germany,53.1983281,8.5195933
Kraftwerk feldsee,Austria,47.0028178,13.0585975
Kraftwerk korneuburg,Austria,48.3320296,16.3395997
Kraftwerk lausward,Germany,51.2216873,6.7316442
Kraftwerk rostock,Germany,54.1408773,12.1304345
Kraftwerk rã¶merbrã¼cke,Austria,48.1536044,14.0107668
Kraftwerk theiß,Austria,48.3948682,15.7101367
Kraftwerk timelkam,Austria,48.0019658,13.6060786
Kraftwerk voerde,Germany,51.6005212,6.6544111
Kraftwerk walheim,Germany,49.0176801,9.157119
Kraftwerk wilhelmshaven,Germany,53.5586733,8.136431199999999
Kraftwerk zolling,Germany,48.45595,11.8030201
Kraftwerke mauvoisin,Switzerland,45.9792839,7.3536334
Kraków łęg,Poland,50.0604226,20.0250334
Kremasta,Greece,38.9413932,21.4931713
Krogstadelva nkr,Norway,59.75913829999999,10.0101873
Krokevatn,Norway,69.683776,19.076739
Krokströmmen,Sweden,62.046667,14.8778633
Krossen,Norway,58.09598899999999,7.528180000000001
Kruoniohae,Lithuania,54.7974443,24.2503549
Krångede,Sweden,63.14486919999999,16.1182394
Ksl sarganserland,Switzerland,46.9483465,9.481908299999999
Kurasfossen,Norway,62.6789018,11.4618021
Kuusaanniemi,Finland,60.9176468,26.6472516
Kvanangen,Norway,69.884064,21.67094
Kvandal,Norway,60.4712945,6.609566500000001
Kvanndal,Norway,60.4712945,6.609566500000001
Kvannvatn,Norway,59.87603660000001,8.733657299999999
Kvilldal,Norway,59.5150956,6.6375272
Kvitfossen,Norway,62.21024269999999,8.9330417
Kvitnes,Norway,68.5720975,15.2260966
Kvr vorderrhein,Switzerland,46.7312521,9.044416199999999
Kwm mattmark,Switzerland,46.0359813,7.9605751
Kwz zervreila,Switzerland,46.57902439999999,9.119318999999999
Kymijärvi,Finland,60.9657477,25.8071735
Kyndbyvaerket,Denmark,55.810289,11.879901
Lacedonia,Italy,41.0499933,15.4210652
Lacedonia cerrello,Italy,41.0499933,15.4210652
Lada,Spain,43.2995441,-5.710501
Ladonas,Greece,37.6939467,21.8926294
Lage weide,Netherlands,52.1137211,5.0618707
Lago arancio,Italy,37.6365133,13.0630616
Lagoni rossi,Italy,43.1641111,10.7769918
Lakselv,Norway,70.0513264,24.971782
Lamarmora,Italy,39.9833333,9.3333333
Lana,Italy,46.6115909,11.1629537
Lanesboro production,Ireland,53.6714035,-7.9873346
Lang sima,Norway,60.49938350000001,7.1634425
Langerlo,Belgium,50.94653,5.497949999999999
Langfjord,Norway,70.1054181,20.5458595
Langvann,Norway,60.10646089999999,10.7581229
Langvatn,Norway,66.3741478,14.2329786
Lanuvio,Italy,41.675393,12.6980262
Lanzada,Italy,46.2695803,9.872098699999999
Lappago,Italy,46.9178778,11.8039459
Lares,Portugal,40.1267839,-8.7782562
Larino tg,Italy,41.82774209999999,14.9155243
Lasa,Italy,46.6198875,10.6947782
Lasele,Sweden,63.76666700000001,16.8166669
Lassajavrre,Norway,69.6605585,22.2186077
Laterza wind farm,Italy,40.6249441,16.798088
Laudal,Norway,58.24451089999999,7.506947599999999
Laufenburg,Germany,47.5732675,8.082053
Lavkajohka,Norway,69.2335702,20.5267534
Lavrio,Greece,37.714177,24.0576632
Laxede,Sweden,66.218548,20.8570281
Lazzaro,Italy,37.97239680000001,15.6656899
Le piane,Italy,40.0803492,15.57846
Le prata,Italy,43.0691193,12.8194916
Lecce,Italy,40.3515155,18.1750161
Leini,Italy,45.1797783,7.716918
Leirdola,Norway,61.47296060000001,7.2201295
Lemie,Italy,45.2284854,7.293337299999999
Leopoldau,Austria,48.2773776,16.4514275
Levane,Italy,43.4973822,11.6200436
Levante,Italy,44.2763654,9.4008281
Liarelva,Norway,59.8045659,5.987292
Lichterfelde,Germany,52.4293696,13.3077016
Licodia eubea,Italy,37.155144,14.7002376
Lielahti,Finland,61.51746129999999,23.6656973
Lietuvos elektrine,Lithuania,54.7713109,24.6480633
Liffey production,Ireland,53.3535648,-6.3543486
Ligga,Sweden,66.7799974,19.9430221
Ligonchio ozola,Italy,44.3158115,10.3423927
Limberg,Austria,46.74689,15.21524
Linate,Italy,45.452176,9.276308
Lindland,Norway,58.07324699999999,7.519727
Lippendorf,Germany,51.189581,12.3625637
Liptovská mara,Slovakia,49.104389,19.5191838
Litjfossen,Norway,59.9478293,6.584262
Litledalen,Norway,62.6666667,7.533333299999999
Litoral,Spain,41.3760658,2.1900696
Littigheddu,Italy,40.8729328,8.7902896
Logna,Norway,58.767273,7.545224599999999
Lokaunet,Norway,63.26819279999999,10.4582701
Lomen,Norway,61.112019,8.931596
Loreo,Italy,45.0624917,12.1864137
Lotru,Romania,45.3367827,24.2728151
Lovero,Italy,46.2318338,10.2274376
Loviisa,Finland,60.45787420000001,26.2278098
Lucito,Italy,41.7319368,14.6879876
Lucy,France,48.941676,6.470103
Ludrigno der. serio,Italy,45.9243854,9.9252659
Ludwigshafen mitte,Germany,49.4790628,8.4525443
Ludwigshafen sã¼d,Germany,49.47741,8.445179999999999
Luenen,Germany,51.6104829,7.5285074
Luostejok,Norway,70.0526707,24.9625755
Lutufallet,Norway,61.06578099999999,12.5813219
Lyngen,Norway,69.5755758,20.2114132
Lysbotn,Norway,59.05540659999999,6.648529799999999
Lysebotn,Norway,59.05540659999999,6.648529799999999
Lysvatn,Norway,69.37593559999999,19.3738778
Lőrinci gázturbinás erőmű,Hungary,47.7390261,19.6756557
M.di tures,Italy,46.9112742,11.9485208
Maasstroom energie cv,Netherlands,51.92418809999999,4.474994199999999
Maasvlakte,Netherlands,51.96327890000001,4.031126
Maddaloni t.gas,Italy,41.0200404,14.3731158
Maen,Italy,45.8690591,7.6172968
Mageli,Norway,61.367433,10.284534
Maggia ofima,Switzerland,46.1675802,8.783211999999999
Magisano,Italy,39.0126318,16.6278254
Maida cortale,Italy,38.8385405,16.4119665
Mainz wiesbaden,Germany,49.9928617,8.2472526
Mala,Spain,36.7212737,-4.4213988
Malalbergo,Italy,44.7179078,11.5297213
Malga ciapela,Italy,46.4270374,11.9115913
Malga mare,Italy,46.417979,10.6805509
Malgovert,France,45.6222043,6.801462099999999
Malpensa,Italy,45.6300625,8.7255307
Malta hauptstufe,Austria,46.8701073,13.3290447
Malta oberstufe,Austria,47.0659039,13.3527648
Mandela,Italy,42.0301029,12.9231015
Marcellinara,Italy,38.9283997,16.4950131
Marcinelle energie carsid,Belgium,50.407533,4.424872
Marckolsheim,France,48.163894,7.543984999999998
Marco,Italy,40.2674034,14.9389754
Marco in lamis,Italy,41.7124428,15.6380651
Mareges,France,45.39238,2.358155
Maren,Norway,61.149302,6.074321299999999
Mariselu,Romania,47.0113867,24.5087898
Marka,Norway,68.6003958,15.0375251
Marlengo,Italy,46.6572415,11.1264518
Maroyfjord,Norway,70.756998,27.342361
Marsica,Italy,42.0532382,13.3471775
Martigues ponteau,France,43.368516,5.017733
Martinlaakso,Finland,60.2784559,24.8513718
Martino in pensilis,Italy,41.870085,15.0109437
Masino,Italy,46.2430485,9.655185
Masocorona,Italy,46.2339047,11.1277461
Matese,Italy,41.45,14.3666667
Matisse,Italy,40.0996758,18.4450538
Matre,Norway,60.87582,5.584232
Maudal,Norway,58.7616261,6.347075999999999
Mauranger,Norway,60.12791360000001,6.362484599999999
Mauro,Italy,45.1020871,7.765355399999999
Mayrhofen,Austria,47.1691898,11.8651456
Mazara del vallo,Italy,37.6550933,12.5899615
Mazzunno,Italy,45.8942178,10.1487187
Meduno,Italy,46.2170505,12.788202
Megalopoli,Greece,37.401244,22.1364871
Mehrum kwm,Germany,52.3046339,10.0942011
Meirama,Spain,43.208479,-8.4376087
Melbu,Norway,68.5012102,14.8007091
Melissa,Italy,39.3175364,17.0421324
Meliti,Greece,40.83,21.581667
Melk,Austria,48.22647,15.34996
Melkefoss,Norway,59.28382300000001,9.264594899999999
Melkoya,Norway,70.6893659,23.600448
Meraker,Norway,63.4161689,11.7372151
Mercure,Italy,41.8900562,12.4981213
Meri pori,Finland,61.55943680000001,21.6121559
Merkenich,Germany,51.0307211,6.9471552
Merwedekanaal,Netherlands,51.9672275,5.047703299999999
Mese,Italy,46.3071989,9.379607199999999
Mesna,Norway,61.0860161,10.7397507
Mi,Bulgaria,42.669944,23.270947
Midskog,Sweden,63.23676560000001,15.2443093
Milazzo,Italy,38.2207102,15.2419327
Mimiani,Italy,37.571818,13.931872
Mineo,Italy,37.2658657,14.6906828
Mineo militello,Italy,37.2734821,14.7936823
Minervino murge,Italy,41.0856165,16.0773816
Minervino murge contrada iambrenghi,Italy,41.0856165,16.0773816
Minervino murge contrada passeggeri,Italy,41.0856165,16.0773816
Minervino murge contrada rinaldi,Italy,41.0856165,16.0773816
Mintia,Romania,45.9179026,22.8474798
Mirafiori nord,Italy,45.042482,7.626857999999999
Miranda,Portugal,41.4995412,-6.2712311
Mistretta,Italy,37.9151675,14.3559158
Mitte,Austria,47.8294128,13.0053803
Moabit,Germany,52.53083239999999,13.3458757
Mochovce,Slovakia,48.26065,18.44215
Modalen,Norway,60.8944424,5.9058139
Moerdijk,Netherlands,51.6601559,4.5130718
Mofjellet,Norway,66.2928706,14.1798404
Moline,Italy,46.0841907,10.9241991
Monastero,Italy,40.620582,14.5773581
Moncalieri,Italy,44.9983525,7.680287799999999
Mondi świecie,Poland,53.3939496,18.3815604
Moneypoint production,Ireland,52.61136279999999,-9.4355342
Monfalcone,Italy,45.8050468,13.5331727
Montagna faeto,Italy,41.3233966,15.1626884
Montaguto,Italy,41.2496359,15.2481372
Montalto,Italy,43.4994498,11.6634274
Montalto c.le,Italy,45.4894639,7.862252
Montarone,Italy,45.8833333,8.45
Monte carmine,Italy,40.761111,15.746389
Monte carpinaccio,Italy,43.36448420000001,10.608395
Monte cavuti,Italy,41.7521771,12.7103855
Monte della difesa,Italy,41.79701499999999,13.784408
Monte malvizzo,Italy,37.282931,13.709796
Monte narbone,Italy,43.5556393,12.5190617
Monte zimmara,Italy,37.75,14.2666667
Montecalvello,Italy,42.5484176,12.2096566
Montefalcone,Italy,41.3240758,15.0088677
Monteferrante,Italy,41.9522905,14.3886119
Monteleone,Italy,41.1652682,15.25677
Montelimar,France,44.556944,4.749496
Montelungo,Italy,44.4480027,9.908643099999999
Montemartini,Italy,41.9036835,12.5003762
Montemurro,Italy,40.29716579999999,15.9916241
Montereau,France,48.38473399999999,2.956193
Monteverdi,Italy,43.1902864,10.7323332
Monteynard,France,44.9793282,5.701300799999999
Montezic,France,44.709426,2.640329
Monticelli,Italy,45.2759694,11.7592125
Montjovet,Italy,45.7064732,7.6748784
Montorio,Italy,42.7409534,11.7672144
Montpezat,France,43.854065,4.159873
Moralet,Spain,38.4454911,-0.5718489999999999
Morasco,Italy,45.7364542,8.2944277
Morino,Italy,41.8473872,13.4396172
Mosjoen,Norway,65.836924,13.1934011
Mosvik,Norway,63.81768799999999,11.0058121
Mucone,Italy,39.3821133,16.5201084
Muela,Spain,41.5758184,-1.1161166
Muoidejohka,Norway,66.7955285,14.6695566
Murge,Italy,40.976111,16.406111
Muschioso,Italy,44.2788483,10.5227563
Mydalen,Norway,59.9490814,10.7669678
Myra,Norway,58.74922770000001,8.8623911
Naantali,Finland,60.46608759999999,22.0250874
Naddvik,Norway,61.19200649999999,7.617449499999999
Naistenlahti,Finland,61.5093401,23.7722458
Namsos,Norway,64.5040511,11.510163
Napoli,Italy,40.8517983,14.26812
Narcea,Spain,43.3972699,-6.2058271
Narvik,Norway,68.4384984,17.4272613
Naturno,Italy,46.6343132,11.0111737
Nazzano,Italy,42.2298563,12.5960617
Nea,Norway,63.1617916,11.1900113
Nebrodi est,Italy,37.9290063,14.6779267
Nebrodi nord,Italy,37.9290063,14.6779267
Nebrodi ovest,Italy,37.9290063,14.6779267
Neckarwestheim,Germany,49.0460889,9.190855899999999
Nedalsfoss,Norway,59.59388850000001,10.0417957
Nedre rossaga,Norway,66.0777529,13.9437542
Nedre vinstra,Norway,61.5923574,9.7566663
Nedrefoss,Norway,59.9221934,10.7538298
Nek,Slovenia,45.9380375,15.5157897
Nembia,Italy,46.100806,10.937162
Nera montoro,Italy,42.4983757,12.4738871
Neurath,Germany,51.039351,6.5953627
Nicola,Italy,44.0779286,10.0398121
Niederrad,Germany,50.0858263,8.6432878
Niehl,Germany,49.9542353,6.3625332
Niingen,Norway,68.55854219999999,17.0140271
Nogent,France,48.83763099999999,2.481699
Nomeland,Norway,58.34586,7.898793999999999
Norddalen,Norway,62.2997684,7.254570999999999
Nordjyllandsvaerket,Denmark,57.072589,10.042528
Nordreisa,Norway,69.5572308,21.3899913
Nordsvorka,Norway,63.04507650000001,8.8672097
Nordvik,Norway,60.2359357,5.3627978
Nore,Norway,60.168845,9.0112458
Norheimsund,Norway,60.370887,6.1456351
North wall production,Ireland,53.3487211,-6.237699999999999
Nove,Italy,45.72552520000001,11.6797803
Nováky,Slovakia,48.7190624,18.5420563
Nowa,Poland,51.19176179999999,15.5254075
Npp cernavoda,Romania,44.3175539,28.0577087
Npp kozloduy,Bulgaria,43.7438119,23.7723634
Nulvi tergu,Italy,40.8648263,8.712324599999999
Nuova castelnuovo,Italy,40.8384891,14.2527194
Nuova lago,Italy,45.6049385,10.6351414
Nuova larderello,Italy,43.2383151,10.8867808
Nuova martino,Italy,45.5583448,10.0486935
Nuova molinetto,Italy,45.5188925,10.3547624
Nuova monterotondo,Italy,42.0574185,12.6252217
Nuova radicondoli,Italy,43.2611791,11.043548
Nuova sasso,Italy,45.0778848,7.716198599999999
Nuova serrazzano,Italy,43.219023,10.8118457
Nuovo pignone ms,Italy,44.0235818,10.1144187
Nurri,Italy,39.7091551,9.2305519
Nygard,Norway,60.3871935,5.3272756
Nã¼rnberg sandreuth,Germany,49.4311763,11.0599027
Nämforsen,Sweden,63.45,16.9500001
Oberhasli kwo,Switzerland,46.6422244,8.2777083
Offshore windpark,Austria,48.20462240000001,15.625508
Ofoten,Norway,68.522442,17.005734
Ogndal,Norway,64.01501929999999,11.4952627
Oksebotn,Norway,60.558418,7.597796
Oksla,Norway,60.846343,5.495659
Oldereid,Norway,64.9634664,12.1753345
Olivola mw,Italy,45.0349976,8.3683567
Oljusjoen,Norway,60.9481821,8.1130712
Olkiluoto,Finland,61.23592949999999,21.4347339
Olkiluoto kt,Finland,61.2363745,21.4753106
Oltedal,Norway,58.8285995,6.0368664
Oltesvik,Norway,60.37687919999999,5.2198122
Opole,Poland,50.6751067,17.9212976
Oradea,Romania,47.04650050000001,21.9189438
Oraison,France,43.914706,5.921487
Ordona,Italy,41.3144165,15.6266448
Ordona valle scodella,Italy,41.3144165,15.6266448
Orkdal,Norway,63.30241299999999,9.8477711
Ormsetfoss,Norway,60.0425025,9.6345224
Orsa maggiore,Italy,40.55317549999999,14.2086076
Orsara,Italy,41.2781889,15.2667356
Ortanova loc. santo spirito,Italy,41.3279916,15.709254
Orte,Italy,42.4574411,12.3869837
Ortern,Norway,69.3281409,18.6939618
Osa,Norway,60.5885255,7.0334686
Osbu,Norway,62.5166667,8.5
Osen,Norway,64.42113979999999,10.0377767
Oskarshamn,Sweden,57.26569929999999,16.4473984
Ossauskoski,Finland,66.1550244,25.1296935
Osteroy,Norway,60.53728369999999,5.5330403
Ostiglia,Italy,45.0714086,11.1338669
Ostrołęka,Poland,53.0876544,21.5592554
Osvatn,Norway,59.8624191,8.1278883
Ottensheim wilhering,Austria,48.3237098,14.1883431
Ottmarsheim,France,47.78719,7.506512
Ovre rossaga,Norway,66.0777529,13.9437542
Ovre vinstra,Norway,61.5923574,9.7566663
Owp butendiek,Germany,53.08056999999999,8.84391
Ozieri,Italy,40.5862496,9.000060099999999
Paisco,Italy,46.067035,10.2327561
Palazzo gervasio,Italy,40.9320372,15.9877834
Palermo,Italy,38.1156879,13.3612671
Pallanzeno,Italy,46.0396515,8.260328399999999
Palos,Spain,37.2288942,-6.8954258
Paluel,France,49.832363,0.629065
Panni,Italy,41.2024279,15.2779983
Pantano d'avio,Italy,46.165,10.47194
Paraviso,Italy,45.8686295,13.1455843
Parona,Italy,45.2795804,8.749632199999999
Paroseni,Romania,45.3648052,23.2634416
Partinico,Italy,38.0466977,13.1183541
Passy,France,45.923392,6.684919
Paterno' c.le,Italy,37.5671795,14.9017568
