id,Name,Country,Fueltype,location,File,Technology,Capacity,lat,lon
2418,Leitzach,Germany,Hydro,Vagen,Germany Power Plants (conventional).csv,,136.0,47.8743361,11.8817544
2419,Leivdal,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,26.0,,
2420,Lely flevoland,Netherlands,Wind,Lelystad,Netherlands Power Plant.csv,,5.2,52.53668095,5.36107150044
2421,Lely ijsselmeer,Netherlands,Wind,Medemblik,Netherlands Power Plant.csv,,2.0,52.768691,5.106195
2422,Lelystad noord,Netherlands,Wind,Lelystad,Netherlands Power Plant.csv,,6.0,52.53668095,5.36107150044
2423,Lendrum's bridge,United Kingdom,Wind,Northern Ireland,UK Power Plant.csv,,13.0,54.6294982,-6.7654415
2424,Leoben,Austria,Hydro,,Verbund Power Plant.csv,,10.0,,
2425,Lepelaarpad,Netherlands,Wind,Zeewolde,Netherlands Power Plant.csv,,3.85,52.3451194,5.45807754736
2426,Lepelaarweg,Netherlands,Wind,Zeewolde,Netherlands Power Plant.csv,,15.15,52.3451194,5.45807754736
2427,Lerida,Spain,Hydro,,Spain Power Plants Over 10 MW.csv,,11.93,,
2428,Leringsforsen,Sweden,Hydro,Ljungan & Gimån,Sweden Power Plant.csv,,9.0,,
2429,Lerwick,United Kingdom,Oil,Scotland,UK Power Plant.csv,,67.0,56.7861112,-4.1140517
2430,Les afforêts leytron,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.47,,
2431,Les calobres,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,12.75,,
2432,Les clées,Switzerland,Hydro,"Frauenfeld, Schlossmühlestr.",Switzerland Power Plant.csv,,30.0,47.5539169,8.8973835
2433,Les colladetes,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,36.63,,
2434,Les farettes,Switzerland,Hydro,,Switzerland Power Plant.csv,,15.0,,
2435,Les forques,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,30.0,,
2436,Les moyats,Switzerland,Hydro,,Switzerland Power Plant.csv,,1.6,,
2437,"Les rochers, savièse",Switzerland,Hydro,,Switzerland Power Plant.csv,,0.33,,
2438,Les rotes,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,44.0,,
2439,Lessoc,Switzerland,Hydro,,Switzerland Power Plant.csv,,8.56,,
2440,Letsi,Sweden,Hydro,Lilla Luleälv River,Sweden Power Plant.csv,,486.0,,
2441,Letten,Switzerland,Hydro,,Switzerland Power Plant.csv,,5.0,,
2442,Leuggelbach,Switzerland,Hydro,,Switzerland Power Plant.csv,,1.0,,
2443,Levante,Italy,Natural Gas,VENEZIA,Italy Power Plant.csv,,752.5,45.4371908,12.3345899
2444,Lezuza,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,30.0,,
2445,Liarelva,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,2.0,,
2446,Lichterfelde,Germany,Natural Gas,Berlin,Germany Power Plants (conventional).csv,,432.0,52.5170365,13.3888599
2447,Lienz,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.35,,
2448,Liffey,Ireland,Hydro,,Ireland and Northern Ireland.csv,,38.0,,
2449,Ligga,Sweden,Hydro,Lule älv,Sweden Power Plant.csv,,332.0,,
2450,Lijsbeth tijs,Netherlands,Wind,Koggenland,Netherlands Power Plant.csv,,5.95,52.6475784,4.95232646863
2451,Lilla edet,Sweden,Hydro,Göta älv,Sweden Power Plant.csv,,46.0,57.9459936,12.0806854
2452,Lillgrund,Sweden,Wind,10 km offshore - Øresund sound,Sweden Power Plant.csv,,110.0,,
2453,Lillo degussa,Belgium,Natural Gas,,Belgium Power Plant.csv,,75.0,,
2454,Lillo degussa st,Belgium,Natural Gas,,Belgium Power Plant.csv,,10.0,,
2455,Limmern,Switzerland,Hydro,Schinznach-Dorf,Switzerland Power Plant.csv,,1000.0,47.4465345,8.1401043
2456,Linasa,Spain,Natural Gas,,Spain Power Plants Over 10 MW.csv,,14.76,,
2457,Lincs,United Kingdom,Wind,East,UK Power Plant.csv,,270.0,52.2345714,-0.4626500837
2458,Lindhurst,United Kingdom,Wind,East Midlands,UK Power Plant.csv,,9.0,52.79657515,-0.671822206834
2459,Lindland,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,24.0,,
2460,Linnvasselv,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,31.0,,
2461,Linthal limmern,Switzerland,Hydro,Frinvillier,Switzerland Power Plant.csv,,34.4,47.1682719,7.2556047
2462,Linthal spinnerei linthal,Switzerland,Hydro,,Switzerland Power Plant.csv,,1.6,,
2463,Linthkraft stiftung,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.5,,
2464,"Linthkraft, netstal",Switzerland,Hydro,,Switzerland Power Plant.csv,,1.42,,
2465,Lio,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,51.0,,
2466,Lippendorf,Germany,Coal,Böhlen,Germany Power Plants (conventional).csv,,875.0,51.2024906,12.3858402
2467,Lirios,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,48.0,,
2468,Lissett,United Kingdom,Wind,Yorkshire and the Humber,UK Power Plant.csv,,30.0,53.93188775,-1.16644892949
2469,Lista vk,Norway,Wind,,Norway Power Plants (ENTSOE) .csv,,71.0,,
2470,Litjfossen,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,83.0,,
2471,Litledalen,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,20.0,,
2472,Litoral almeria,Spain,Coal,,Spain Power Plants Over 10 MW.csv,,1119.59,,
2473,Little barford,United Kingdom,Natural Gas,East,UK Power Plant.csv,,737.0,52.2345714,-0.4626500837
2474,Little cheyne court,United Kingdom,Wind,South East,UK Power Plant.csv,,60.0,51.4510191,-0.993491340498
2475,Little inga,Netherlands,Wind,Bildt,Netherlands Power Plant.csv,,5.5,53.2966588,5.64800429637
2476,Littlebrook,United Kingdom,Natural Gas,South East,UK Power Plant.csv,,105.0,51.4510191,-0.993491340498
2477,Littlebrook,United Kingdom,Oil,South East,UK Power Plant.csv,,1370.0,51.4510191,-0.993491340498
2478,Litzirüti,Switzerland,Hydro,,Switzerland Power Plant.csv,,5.0,,
2479,Livishie,United Kingdom,Hydro,Scotland,UK Power Plant.csv,,17.0,56.7861112,-4.1140517
2480,Livorno marzocco,Italy,Oil,LIVORNO,Italy Power Plant.csv,,310.0,43.5426309,10.3160295
2481,Lizun,Switzerland,Hydro,,Switzerland Power Plant.csv,,6.6,,
2482,Llanas codes aguilar,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,50.0,,
2483,Llanas codes aras,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,33.0,,
2484,Llanas codes azuelo,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,43.2,,
2485,Llangwyryfon,United Kingdom,Wind,Wales,UK Power Plant.csv,,9.0,52.2928116,-3.7389299
2486,Llano almaida,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,49.6,,
2487,Llano espino,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,38.0,,
2488,Llano orce,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,49.6,,
2489,Llanos,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,92.65,,
2490,Llanos juan grande,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,20.1,,
2491,Llanos martin,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,17.85,,
2492,Llavorsi cardos,Spain,Hydro,,Spain Power Plants Over 10 MW.csv,,52.4,,
2493,Llyn alaw,United Kingdom,Wind,Wales,UK Power Plant.csv,,20.0,52.2928116,-3.7389299
2494,Lo coll som,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,19.5,,
2495,Lo mollo,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,36.4,,
2496,"Loch carnan, south uist",United Kingdom,Oil,Scotland,UK Power Plant.csv,,9.0,56.7861112,-4.1140517
2497,Loch dubh,United Kingdom,Hydro,Scotland,UK Power Plant.csv,,1.0,56.7861112,-4.1140517
2498,Loch ericht,United Kingdom,Hydro,Scotland,UK Power Plant.csv,,2.0,56.7861112,-4.1140517
2499,Loch gair,United Kingdom,Hydro,Scotland,UK Power Plant.csv,,6.0,56.7861112,-4.1140517
2500,Lochay,United Kingdom,Hydro,Scotland,UK Power Plant.csv,,46.0,56.7861112,-4.1140517
2501,Lochay compensation set,United Kingdom,Hydro,Scotland,UK Power Plant.csv,,2.0,56.7861112,-4.1140517
2502,Lochelbank,United Kingdom,Wind,Scotland,UK Power Plant.csv,,10.0,56.7861112,-4.1140517
2503,Lochhead,United Kingdom,Wind,Scotland,UK Power Plant.csv,,6.0,56.7861112,-4.1140517
2504,Lochmühle,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.63,,
2505,Lodoso,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,49.5,,
2506,Logna,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,22.0,,
2507,Lokaunet,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,12.0,,
2508,Loma,Spain,Oil,,Spain Power Plants Over 10 MW.csv,,16.0,,
2509,Loma,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,27.0,,
2510,Loma almendarache,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,12.0,,
2511,Loma ayala,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,19.5,,
2512,Loma bas,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,49.5,,
2513,Loma bass,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,40.8,,
2514,Loma capon,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,30.0,,
2515,Loma carrascas,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,10.2,,
2516,Loma gorda,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,50.0,,
2517,Loma lazaro,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,14.0,,
2518,Lomas,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,39.42,,
2519,Lomen,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,60.0,,
2520,Lomi,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,140.0,,
2521,Lomilla,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,103.5,,
2522,Lomillas,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,61.5,,
2523,Lomo bas,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,49.5,,
2524,Lomo herrero,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,40.0,,
2525,Lona,Switzerland,Hydro,,Switzerland Power Plant.csv,,1.05,,
2526,London array,United Kingdom,Wind,South East,UK Power Plant.csv,,630.0,51.4510191,-0.993491340498
2527,London heat & company,United Kingdom,Natural Gas,London,UK Power Plant.csv,,9.0,51.5073219,-0.1276473
2528,Longannet,United Kingdom,Coal,Scotland,UK Power Plant.csv,,2260.0,56.7861112,-4.1140517
2529,Longpark,United Kingdom,Wind,Scotland,UK Power Plant.csv,,38.0,56.7861112,-4.1140517
2530,Lopet,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,28.0,,
2531,Lopik,Netherlands,Wind,Lopik,Netherlands Power Plant.csv,,6.0,51.9752848,4.9491743
2532,Lor ruices,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,18.0,,
2533,Lora,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,49.6,,
2534,Lorca,Spain,Natural Gas,,Spain Power Plants Over 10 MW.csv,,15.159,,
2535,Lorca,Spain,Waste,,Spain Power Plants Over 10 MW.csv,,73.525,,
2536,"Lorca enercorr xxi, s.l.",Spain,Waste,,Spain Power Plants Over 10 MW.csv,,14.95,,
2537,Lorenzo,Spain,,,Spain Power Plants Over 10 MW.csv,,39.375,,
2538,Lorenzo,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,110.625,,
2539,Lorzentobel,Switzerland,Hydro,,Switzerland Power Plant.csv,,5.74,,
2540,Losan,Spain,Natural Gas,,Spain Power Plants Over 10 MW.csv,,22.9,,
2541,Losenstein,Austria,Hydro,,Verbund Power Plant.csv,,39.0,,
2542,Losilla,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,35.9,,
2543,Lostallo,Switzerland,Hydro,Luterbach,Switzerland Power Plant.csv,,25.0,47.2145742,7.5839238
2544,Lough,United Kingdom,Wind,Northern Ireland,UK Power Plant.csv,,8.0,54.6294982,-6.7654415
2545,Lough rea,Ireland,Coal,,Ireland and Northern Ireland.csv,,91.0,,
2546,Lovenskjold,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,5.0,,
2547,Loviisa,Finland,Nuclear,,EU Nuclear Power.csv,,1040.0,,
2548,Low spinney,United Kingdom,Wind,East Midlands,UK Power Plant.csv,,8.0,52.79657515,-0.671822206834
2549,Low tuxbach small stillupp,Austria,Hydro,,Verbund Power Plant.csv,,2.0,,
2550,Lowca,United Kingdom,Wind,North West,UK Power Plant.csv,,5.0,52.2370231,-0.4686148
2551,Lubian,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,50.0,,
2552,Lubreoch,United Kingdom,Hydro,Scotland,UK Power Plant.csv,,4.0,56.7861112,-4.1140517
2553,Lubrisur $$,Spain,,,Spain Power Plants Over 10 MW.csv,,39.25,,
2554,Luchsingen,Switzerland,Hydro,,Switzerland Power Plant.csv,,3.5,,
2555,Luchterduinen,Netherlands,Wind,Offshore,Netherlands Power Plant.csv,,129.0,51.965328,4.0081340862
2556,Lucillo,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,67.1,,
2557,Lucy,France,Coal,,France Power Plant.csv,,245.0,,
2558,Luichart,United Kingdom,Hydro,Scotland,UK Power Plant.csv,,34.0,56.7861112,-4.1140517
2559,Luisa,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,21.78,,
2560,Luna,Netherlands,Wind,heerhugowaard,Netherlands Power Plant.csv,,6.9,52.6780162,4.85168859396
2561,Lundsater,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,1.0,,
2562,Lunschania,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.94,,
2563,Luostejok,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,2.0,,
2564,Lussa,United Kingdom,Hydro,Scotland,UK Power Plant.csv,,2.0,56.7861112,-4.1140517
2565,Luterbach,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.32,,
2566,Lutufallet,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,15.0,,
2567,Luzon anguita,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,45.05,,
2568,Luzon norte,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,38.0,,
2569,Luzzone,Switzerland,Hydro,,Switzerland Power Plant.csv,,20.0,,
2570,Lya,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,6.0,,
2571,Lynemouth,United Kingdom,Coal,North East,UK Power Plant.csv,,420.0,50.5949824,-1.9518955
2572,Lynemouth,United Kingdom,Wind,North East,UK Power Plant.csv,,26.0,50.5949824,-1.9518955
2573,Lyngen,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,2.0,,
2574,Lynn,United Kingdom,Wind,East Midlands,UK Power Plant.csv,,97.0,52.79657515,-0.671822206834
2575,Lysbotn,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,6.0,,
2576,Lysebotn,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,264.0,,
2577,Lysvatn,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,5.0,,
2578,Löbbia albigna,Switzerland,Hydro,Unterägeri,Switzerland Power Plant.csv,,86.0,47.1374124,8.584483
2579,Löbbia forno,Switzerland,Hydro,,Switzerland Power Plant.csv,,9.0,,
2580,Löchli,Switzerland,Hydro,,Switzerland Power Plant.csv,,1.43,,
2581,Lötschen,Switzerland,Hydro,Mels,Switzerland Power Plant.csv,,122.0,47.0467333,9.4192932
2582,"Lüen plessur, clasaurer",Switzerland,Hydro,,Switzerland Power Plant.csv,,7.2,,
2583,Lüen sagenbach,Switzerland,Hydro,,Switzerland Power Plant.csv,,3.55,,
2584,Lünen,Germany,Coal,Lünen,Germany Power Plants (conventional).csv,,473.0,51.6140848,7.5239978
2585,Lünerseewerk,Germany,Hydro,Tschagguns,Germany Power Plants (conventional).csv,,238.0,,
