id,country_code,company,name_bnetza,block_bnetza,name_uba,postcode,city,street,state,commissioned_original,commissioned,retrofit,shutdown,status,fuel,energy_source_level_1,energy_source_level_2,energy_source_level_3,technology,type,eeg,chp,capacity_net_bnetza,capacity_gross_uba,chp_capacity_uba,merge_comment,efficiency_data,efficiency_source,efficiency_estimate,network_node,voltage,network_operator,lat,lon,comment
BNA1061,DE,Uniper Kraftwerke GmbH ,Wilhelmshaven,1,Wilhelmshaven (E.ON),26386,Wilhelmshaven,,Niedersachsen,1976,1976.0,,,operating,Hard coal,Fossil fuels,Hard coal,,Steam turbine,,no,no,757.0,788.1,,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.4,http://www.bund-niedersachsen.de/themen/kohlekraftwerke/kraftwerks_plaene/wilhelmshaven/,0.365,Maade,220,TenneT TSO GmbH ,53.565819,8.146245,
BNA1075a,DE,Volkswagen AG,HKW Nord,Generator A,Wolfsburg Nord,38436,Wolfsburg,,Niedersachsen,2000,2000.0,2000.0,,operating,Hard coal,Fossil fuels,Hard coal,,Steam turbine,CHP,no,yes,61.5,70.0,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,,0.425,UW West,50,VW Kraftwerk GmbH,51.25292,9.43796,
BNA1075b,DE,Volkswagen AG,HKW Nord,Generator B,Wolfsburg Nord,38436,Wolfsburg,,Niedersachsen,2000,2000.0,2000.0,,operating,Hard coal,Fossil fuels,Hard coal,,Steam turbine,CHP,no,yes,61.5,70.0,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,,0.425,UW Ost,50,VW Kraftwerk GmbH,52.432790000000004,10.78611,
BNA1076a,DE,Volkswagen AG,HKW West,Block 1,Wolfsburg West 1,38436,Wolfsburg,,Niedersachsen,1985,1985.0,,,operating,Hard coal,Fossil fuels,Hard coal,,Steam turbine,CHP,no,yes,138.5,153.0,140.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,0.3875,UW Wolfsburg,110,VW Kraftwerk GmbH,51.25292,9.43796,
BNA1076b,DE,Volkswagen AG,HKW West,Block 2,Wolfsburg West 2,38436,Wolfsburg,,Niedersachsen,1985,1985.0,,,operating,Hard coal,Fossil fuels,Hard coal,,Steam turbine,CHP,no,yes,138.5,153.0,140.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,0.3875,UW Wolfsburg,110,VW Kraftwerk GmbH,52.44223,10.76454,
BNA1084,DE,WSW Energie & Wasser AG,HKW Elberfeld ,Block 3,Wuppertal-Elberfeld,42117,Wuppertal,,Nordrhein-Westfalen,1989,1989.0,,,operating,Hard coal,Fossil fuels,Hard coal,,Steam turbine,CHP,no,yes,85.0,100.0,201.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,0.3975,,110,WSW Netz GmbH ,51.24835,7.11874,
BNA1093,DE,GDF SUEZ Energie Deutschland AG,Zolling,Zolling Block 5,Zolling-Leininger 5,85406,Zolling,Leininger Str. 1,Bayern,1986,1986.0,2011.0,,operating,Hard coal,Fossil fuels,Hard coal,,Steam turbine,CHP,no,yes,472.0,474.0,150.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,0.4525,Feld 1 / LS 275,220,TenneT TSO GmbH ,48.455353,11.799456,
BNA1331,DE,Reno De Medici Arnsberg GmbH,Reno De Medici,HD - Kraftwerk,,59821,Arnsberg,Hellefelderstr. 51,Nordrhein-Westfalen,1923 / 1956,1956.0,,,operating,Hard coal,Fossil fuels,Hard coal,,Steam turbine,,no,yes,19.0,,,,,,0.315,DE00018144139,30 auf 6,Westnetz GmbH,51.39139,8.073039999999999,
BNA1405a,DE,Fernwärme Ulm GmbH,Heizkraftwerk Magirusstraße,,,89077,Ulm,Magirusstr. 21,Baden-Württemberg,1978,1978.0,,,operating,Hard coal,Fossil fuels,Hard coal,,Steam turbine,,no,yes,20.7,,,,,,0.37,"SWU 1, SWU 2",10,Stadtwerke Ulm/Neu-Ulm Netze GmbH ,48.397040000000004,9.964839999999999,
BNA1467,DE,Koehler SE,,,,77704,Oberkirch,Hauptstraße 2-4,Baden-Württemberg,1986,1986.0,,,operating,Hard coal,Fossil fuels,Hard coal,,Steam turbine,,no,yes,18.5,,,,,,0.39,,20,Stadtwerke Oberkirch GmbH,48.527237,8.086828,
BNA1500,DE,"Nordzucker AG, Werk Uelzen",Werk Uelzen,,,29525,Uelzen,An der Zuckerfabrik 1,Niedersachsen,vor 1945 / letzte Änderung 1990,1990.0,,,special_case,Hard coal,Fossil fuels,Hard coal,,Steam turbine,,no,yes,40.0,,,,,,0.4,,20,Celle-Uelzen Netz GmbH,52.975181299999996,10.557397400000001,
BNA1508,DE,Trianel Kohlekraftwerk Lünen GmbH & Co. KG,Trianel Kohlekraftwerk Lünen,,Lünen Stummhafen,44536,Lünen,Frydagstr. 40,Nordrhein-Westfalen,2013,2013.0,,,operating,Hard coal,Fossil fuels,Hard coal,,Steam turbine,CHP,no,yes,746.0,820.0,35.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.4595,http://www.trianel.com/de/pressemeldungen/details/article//trianel-kohlekraftwerk-luenen-9.html,0.4575,UA Lippe,380,Amprion GmbH,51.6124,7.465319999999999,
BNA1558,DE,Vattenfall Europe Generation AG,Moorburg B,B,Hamburg-Moorburg B,21079,Hamburg,,Hamburg,2015,2015.0,,,operating,Hard coal,Fossil fuels,Hard coal,,Steam turbine,,no,no,766.0,827.0,120.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.465,http://corporate.vattenfall.de/uber-uns/geschaftsfelder/erzeugung/bauprojekte/Moorburg/Baustein_fuer_den_Klimaschutz/,0.4625,,380,50Hertz Transmission GmbH,53.486245,9.953149,
BNA1673,DE,Vattenfall Kraftwerk Moorburg GmbH,Moorburg A,Moorburg A,Hamburg-Moorburg A,21079,Hamburg,Moorburger Schanze 2,Hamburg,2015,2015.0,,,operating,Hard coal,Fossil fuels,Hard coal,,Steam turbine,,no,,774.0,827.0,120.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,0.4625,,380,,,,
BNA1674,DE,GDF SUEZ Energie Deutschland AG,Kraftwerk Wilhelmshaven,Kraftwerk Wilhelmshaven,Wilhelmshaven (Engie),26386,Wilhelmshaven,Niedersachsendamm,Niedersachsen,2015,2015.0,,,operating,Hard coal,Fossil fuels,Hard coal,,Steam turbine,,no,no,731.0,830.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,0.4625,Maade,380,TenneT TSO GmbH,,,
BNA0010a,DE,Rheinkraftwerk Albbruck- Dogern AG,RADAG,,Albbruck-Dogern,79774,Albbruck,Kraftwerkstrasse 34,Baden-Württemberg,1933,1933.0,,,operating,Hydro,Renewable energy,Hydro,,Run-of-river,,no,no,79.5,83.64783,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,,0.8,Tiengen,110,Amprion GmbH,47.586290000000005,8.13207,
BNA0010b,DE,Rheinkraftwerk Albbruck- Dogern AG,WKW,,Albbruck-Dogern,79804,Dogern,Zollstrasse,Baden-Württemberg,2009,2009.0,,,operating,Hydro,Renewable energy,Hydro,,Run-of-river,,yes,no,24.0,25.25217,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,,0.8,Tiengen,110,Amprion GmbH,47.598482000000004,8.170982,
BNA0012c,DE,Sappi Alfeld GmbH,Werkskraftwerk Sappi Alfeld,Wasserturbine,,31061,Alfeld,Mühlenmarsch 1,Niedersachsen,1912,1912.0,,,operating,Hydro,Renewable energy,Hydro,,Run-of-river,,yes,no,0.1,,,,,,0.8,,,,51.98513,9.822460000000001,
BNA0024,AT,TIWAG-Tiroler Wasserkraft AG,KW Amlach,Amlach,,A-9900,Amlach,,Österreich,1989,1989.0,,,operating,Hydro,Renewable energy,Hydro,,Run-of-river,,no,no,60.0,,,,,,0.8,UW Amlach,110,TIWAG-Netz AG/APG bzw. Tennet,46.81420479999999,12.761757000000001,
BNA0042,DE,Innwerk AG,Egglfing,Egglfing,,94072,Bad Füssing,Am Innwerk 13,Bayern,1944,1944.0,,,operating,Hydro,Renewable energy,Hydro,,Run-of-river,,no,no,40.4,,,,,,0.8,Schaltanlage vor Ort,110,Bayernwerk AG,48.3206154,13.3160755,
BNA0045,DE,EnBW Energie Baden-Württemberg AG / Energiedienst AG,Rheinkraftwerk Säckingen,Säckingen,,79713,Bad Säckingen,Murger Weg 2,Baden-Württemberg,1959,1959.0,,,operating,Hydro,Renewable energy,Hydro,,Run-of-river,,no,no,36.8,,,,,,0.8,Säckingen bzw. CH,110,Netze BW GmbH,47.558531200000004,7.955657899999999,
BNA0046,DE,Schluchseewerk Aktiengesellschaft,Säckingen,Säckingen,Säckingen 1 bis 4,79713,Bad Säckingen,Stollenweg 2,Baden-Württemberg,1966,1966.0,,,operating,Hydro,Renewable energy,Hydro,,Pumped storage,,no,no,360.0,370.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,0.75,Kühmoos,220,Amprion/Transnet BW,47.565416,7.954035,
BNA0065,DE,Donau-Wasserkraft AG,Bergheim,entfällt,,86673,Bergheim,,Bayern,1970,1970.0,,,operating,Hydro,Renewable energy,Hydro,,Run-of-river,,no,no,23.7,,,,,,0.8,loco Kraftwerk,20,DB Energie GmbH,48.750807,11.273237,
BNA0173,DE,Wacker Chemie AG,Alzwerke GmbH,Alzwerk,,84489,Burghausen,Johannes-Hess Straße 24,Bayern,1922,1922.0,,,operating,Hydro,Renewable energy,Hydro,,Run-of-river,,no,no,45.0,,,,,,0.8,,10,Werknetz,48.1769,12.84045,
BNA0228,DE,Uniper Kraftwerke GmbH ,Waldeck1/Bringhausen,Waldeck1/Bringhausen,Waldeck I / Eder,34549,Edertal Hemfurth-Edersee,Kraftwerkstraße 10,Hessen,1931,1931.0,2009.0,,operating,Hydro,Renewable energy,Hydro,,Pumped storage,,no,no,143.0,147.3,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,0.75,Schaltanlage vor Ort,110,Avacon AG,51.167139,9.046832,
BNA0229,DE,Uniper Kraftwerke GmbH ,Waldeck 2,Waldeck 2,Waldeck II / Eder,34549,Edertal Hemfurth-Edersee,Kraftwerkstraße 10,Hessen,1974,1974.0,2009.0,,operating,Hydro,Renewable energy,Hydro,,Pumped storage,,no,no,480.0,480.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,0.75,Schaltanlage vor Ort,380,TenneT TSO GmbH ,51.167139,9.046832,
BNA0230,DE,Uniper Kraftwerke GmbH ,Hemfurth,Hemfurth,,34549,Edertal Hemfurth-Edersee,Ederstraße,Hessen,1915,1915.0,,,operating,Hydro,Renewable energy,Hydro,,Run-of-river,,no,no,20.0,,,,,,0.8,Schaltanlage vor Ort,110,Avacon AG,51.167139,9.046832,
BNA0259,DE,Innwerk AG,Ering,Ering,,94140,Ering,Innwerkstraße 38,Bayern,1942,1942.0,,,operating,Hydro,Renewable energy,Hydro,,Run-of-river,,no,no,36.5,,,,,,0.8,Schaltanlage vor Ort,110,Bayernwerk AG,48.293512899999996,13.1585196,
BNA0268,DE,Mark-E AG,Pumpspeicherwerk Rönkhausen,PSW,Rönkhausen 1 u. 2 / Glingetal,57413,Finnentrop,,Nordrhein-Westfalen,1969,1969.0,2003.0,,operating,Hydro,Renewable energy,Hydro,,Pumped storage,,no,,138.0,140.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,0.75,U 101 und U 102,110,Enervie AssetNetWork GmbH ,51.22475,7.99281,
BNA0278,DE,EnBW Energie Baden-Württemberg AG,Rudolf-Fettweis-Werk     ,Forb/ Murgwerk,,76596,Forbach,Werkstraße 5,Baden-Württemberg,1918,1918.0,,,operating,Hydro,Renewable energy,Hydro,,Run-of-river,,no,no,22.0,,,,,,0.8,Forbach,110,Netze BW GmbH,48.673188399999994,8.355705841,
BNA0279,DE,EnBW Energie Baden-Württemberg AG,Rudolf-Fettweis-Werk     ,Pumpspeicherkraftwerk Schwarzenbachwerk,,76596,Forbach,Werkstraße 5,Baden-Württemberg,1926,1926.0,,,operating,Hydro,Renewable energy,Hydro,,Run-of-river,,no,no,43.0,,,,,,0.8,Forbach,110,Netze BW GmbH,48.6693835,8.353047617,
BNA0324,DE,VERBUND-Innkraftwerke GmbH,Gars,,,83536,Gars,Agg 4,Bayern,1938,1938.0,,,operating,Hydro,Renewable energy,Hydro,,Run-of-river,,no,no,25.0,,,,,,0.8,UW Gars,110,Bayernwerk AG,48.15395,12.311069999999999,
BNA0327,DE,Vattenfall Europe Generation AG,Geesthacht,PSS A,Geesthacht A-C / Elbe,21502,Geesthacht,Elbuferstr. 49,Schleswig-Holstein,1958,1958.0,,,operating,Hydro,Renewable energy,Hydro,,Pumped storage,,no,no,119.1,120.0,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,,0.75,Bergedorf,110,Stromnetz Hamburg GmbH,53.42605,10.3359,
BNA0328,DE,Vattenfall Europe Generation AG,Geesthacht,PSS B,Geesthacht A-C / Elbe,21502,Geesthacht,Elbuferstr. 49,Schleswig-Holstein,1958,1958.0,,,operating,Hydro,Renewable energy,Hydro,,Pumped storage,,no,no,,,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,,0.75,Bergedorf,110,Stromnetz Hamburg GmbH,53.42605,10.3359,
BNA0329,DE,Vattenfall Europe Generation AG,Geesthacht,PSS C,Geesthacht A-C / Elbe,21502,Geesthacht,Elbuferstr. 49,Schleswig-Holstein,1958,1958.0,,,operating,Hydro,Renewable energy,Hydro,,Pumped storage,,no,no,,,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,,0.75,Bergedorf,110,Stromnetz Hamburg GmbH,53.42605,10.3359,
BNA0337,DE,Donau-Wasserkraft AG,PSW Langenprozelten,entfällt,Langenprozelten / Main,97737,Gemünden,,Bayern,1974,1974.0,,,operating,Hydro,Renewable energy,Hydro,,Pumped storage,,no,no,164.0,168.4,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,0.75,loco Kraftwerk,110,DB Energie GmbH,50.053129999999996,9.58137,
BNA0350,DE,Vattenfall Europe Generation AG,Goldisthal,PSS A,Goldisthal A / Schwarzatal,98746,Goldisthal,Am Rotseifenbach,Thüringen,2004,2004.0,,,operating,Hydro,Renewable energy,Hydro,,Pumped storage,,no,no,1052.0,265.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.8,https://www.vde.com/de/fg/ETG/Archiv/Aktuelles/Seiten/Goldisthal.aspx,0.75,Altenfeld,380,50Hertz Transmission GmbH,50.50975864,11.02087498,
BNA0351,DE,Vattenfall Europe Generation AG,Goldisthal,PSS B,Goldisthal B / Schwarzatal,98746,Goldisthal,Am Rotseifenbach,Thüringen,2003,2003.0,,,operating,Hydro,Renewable energy,Hydro,,Pumped storage,,no,no,,265.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,0.75,Altenfeld,380,50Hertz Transmission GmbH,50.50975864,11.02087498,
BNA0352,DE,Vattenfall Europe Generation AG,Goldisthal,PSS C,Goldisthal C / Schwarzatal,98746,Goldisthal,Am Rotseifenbach,Thüringen,2004,2004.0,,,operating,Hydro,Renewable energy,Hydro,,Pumped storage,,no,no,,265.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,0.75,Altenfeld,380,50Hertz Transmission GmbH,50.50975864,11.02087498,
BNA0353,DE,Vattenfall Europe Generation AG,Goldisthal,PSS D,Goldisthal D / Schwarzatal,98746,Goldisthal,Am Rotseifenbach,Thüringen,2004,2004.0,,,operating,Hydro,Renewable energy,Hydro,,Pumped storage,,no,no,,265.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,0.75,Altenfeld,380,50Hertz Transmission GmbH,50.50975864,11.02087498,
BNA0362,DE,Energiedienst AG,KW Wyhlen,KW Wyhlen,,79639,Grenzach-Wyhlen,,Baden-Württemberg,1912,1912.0,,,operating,Hydro,Renewable energy,Hydro,,Run-of-river,,no,no,37.9,,,,,,0.8,Umspannwerk Wyhlen,20,ED Netze GmbH,47.5523554,7.6580881,
BNA0364,DE,Innwerk AG,Jochenstein,Jochenstein,Jochenstein / Donau,94107,Griesbach,Am Kraftwerk 2,Bayern,1955,1955.0,,,operating,Hydro,Renewable energy,Hydro,,Run-of-river,,no,no,66.0,133.7,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,0.8,Schaltanlage vor Ort,220,Bayernwerk AG,48.5195636,13.7085052,
BNA0422,DE,Uniper Kraftwerke GmbH ,Happurg,Happurg,Happurg 1 bis 4 / Pegnitz,91230,Happurg,Haupstraße 26,Bayern,1958,1958.0,,,special_case,Hydro,Renewable energy,Hydro,,Pumped storage,,no,no,160.0,162.1,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,0.75,Schaltanlage vor Ort,110,Bayernwerk AG,49.487120000000004,11.474789999999999,
BNA0426,DE,Schluchseewerk Aktiengesellschaft,Häusern,Häusern,Häusern 1 bis 4,79837,Häusern,Schwarzabruck 2,Baden-Württemberg,1931,1931.0,1948.0,,operating,Hydro,Renewable energy,Hydro,,Pumped storage,,no,no,100.0,145.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,0.75,Tiengen / Gurtweil,110,Amprion/Transnet BW,47.75459,8.18787,
BNA0443,DE,RWE Power AG,Koepchenwerk,Koepchenwerk,Koepchenwerk / Ruhr,58313,Herdecke,,Nordrhein-Westfalen,1989,1989.0,1989.0,,operating,Hydro,Renewable energy,Hydro,,Pumped storage,,no,no,153.0,153.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.75,http://www.rwe.com/web/cms/de/2720904/g=2760602/rwe-generation-se/standorte/deutschland/psw-herdecke/,0.75,Garenfeld,220,Amprion GmbH,51.41048,7.453139999999999,
BNA0465,DE,Vattenfall Europe Generation AG,Hohenwarte 1,PSS A,,07338,Hohenwarte,Preßwitzer Str. 25,Thüringen,1959,1959.0,,,operating,Hydro,Renewable energy,Hydro,,Run-of-river,,no,no,59.8,,,,,,0.8,Remptendorf,110,TEN Thüringer Energienetze GmbH,50.61433423,11.49212837,
BNA0466,DE,Vattenfall Europe Generation AG,Hohenwarte 1,PSS B,,07338,Hohenwarte,Preßwitzer Str. 25,Thüringen,1959,1959.0,,,operating,Hydro,Renewable energy,Hydro,,Run-of-river,,no,no,,,,,,,0.8,Remptendorf,110,TEN Thüringer Energienetze GmbH,50.61433423,11.49212837,
BNA0467,DE,Vattenfall Europe Generation AG,Hohenwarte 2,PSS A,Hohenwarte II  A bis H,07338,Hohenwarte,Preßwitzer Str. 25,Thüringen,1966,1966.0,,,operating,Hydro,Renewable energy,Hydro,,Pumped storage,,no,no,317.8,320.0,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,,0.75,Remptendorf,220,50Hertz Transmission GmbH,50.60384898,11.47517681,
BNA0468,DE,Vattenfall Europe Generation AG,Hohenwarte 2,PSS B,Hohenwarte II  A bis H,07338,Hohenwarte,Preßwitzer Str. 25,Thüringen,1966,1966.0,,,operating,Hydro,Renewable energy,Hydro,,Pumped storage,,no,no,,,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,,0.75,Remptendorf,220,50Hertz Transmission GmbH,50.60384898,11.47517681,
BNA0469,DE,Vattenfall Europe Generation AG,Hohenwarte 2,PSS C,Hohenwarte II  A bis H,07338,Hohenwarte,Preßwitzer Str. 25,Thüringen,1966,1966.0,,,operating,Hydro,Renewable energy,Hydro,,Pumped storage,,no,no,,,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,,0.75,Remptendorf,220,50Hertz Transmission GmbH,50.60384898,11.47517681,
BNA0470,DE,Vattenfall Europe Generation AG,Hohenwarte 2,PSS D,Hohenwarte II  A bis H,07338,Hohenwarte,Preßwitzer Str. 25,Thüringen,1966,1966.0,,,operating,Hydro,Renewable energy,Hydro,,Pumped storage,,no,no,,,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,,0.75,Remptendorf,220,50Hertz Transmission GmbH,50.60384898,11.47517681,
BNA0471,DE,Vattenfall Europe Generation AG,Hohenwarte 2,PSS E,Hohenwarte II  A bis H,07338,Hohenwarte,Preßwitzer Str. 25,Thüringen,1966,1966.0,,,operating,Hydro,Renewable energy,Hydro,,Pumped storage,,no,no,,,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,,0.75,Remptendorf,220,50Hertz Transmission GmbH,50.60384898,11.47517681,
BNA0472,DE,Vattenfall Europe Generation AG,Hohenwarte 2,PSS F,Hohenwarte II  A bis H,07338,Hohenwarte,Preßwitzer Str. 25,Thüringen,1966,1966.0,,,operating,Hydro,Renewable energy,Hydro,,Pumped storage,,no,no,,,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,,0.75,Remptendorf,220,50Hertz Transmission GmbH,50.60384898,11.47517681,
BNA0473,DE,Vattenfall Europe Generation AG,Hohenwarte 2,PSS G,Hohenwarte II  A bis H,07338,Hohenwarte,Preßwitzer Str. 25,Thüringen,1966,1966.0,,,operating,Hydro,Renewable energy,Hydro,,Pumped storage,,no,no,,,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,,0.75,Remptendorf,220,50Hertz Transmission GmbH,50.60384898,11.47517681,
BNA0474,DE,Vattenfall Europe Generation AG,Hohenwarte 2,PSS H,Hohenwarte II  A bis H,07338,Hohenwarte,Preßwitzer Str. 25,Thüringen,1966,1966.0,,,operating,Hydro,Renewable energy,Hydro,,Pumped storage,,no,no,,,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,,0.75,Remptendorf,220,50Hertz Transmission GmbH,50.60384898,11.47517681,
BNA0494,DE,EnBW Energie Baden-Württemberg AG,Rheinkraftwerk Iffezheim,Iffezheim M1-M5,Iffezheim 1-5 / Rhein,76473,Iffezheim,An der Staustufe 27,Baden-Württemberg,1978 / 2013,2013.0,,,operating,Hydro,Renewable energy,Hydro,,Run-of-river,,no,no,146.0,152.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,0.8,Iffezheim,110,Netze BW GmbH,48.83135,8.112160000000001,
BNA0496,AT,TIWAG-Tiroler Wasserkraft AG,KW Imst,Imsterberg,,A-6491,Imsterberg,,Österreich,1956,1956.0,,,operating,Hydro,Renewable energy,Hydro,,Run-of-river,,no,no,89.0,,,,,,0.8,UW Imst,110,TIWAG-Netz AG/APG bzw. Tennet,47.212246,10.721519,
BNA0505,AT,TIWAG-Tiroler Wasserkraft AG,KW Jenbach,Jenbach,,A-6200,Jenbach,,Österreich,1926,1926.0,,,operating,Hydro,Renewable energy,Hydro,,Run-of-river,,no,no,79.0,,,,,,0.8,UW Jenbach,110,TIWAG-Netz AG/APG bzw. Tennet,47.393249,11.788647000000001,
BNA0529,DE,Innwerk AG,Braunau-Simbach,Braunau-Simbach,Braunau-Simbach / Inn,84375,Kirchdorf,Ach 6,Bayern,1953,1953.0,,,operating,Hydro,Renewable energy,Hydro,,Run-of-river,,no,no,50.0,101.3,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,0.8,Schaltanlage vor Ort,110,APG/Bayernwerk AG,48.063827,10.128442999999999,
BNA0540,DE,Uniper Kraftwerke GmbH ,Walchensee,Walchensee,Walchensee / Isar,82431,Kochel am See,Altjoch 21,Bayern,1924,1924.0,1955.0,,operating,Hydro,Renewable energy,Hydro,,Reservoir,,no,no,124.0,125.6,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,0.8,Schaltanlage vor Ort,110,Bayernwerk AG/DB Energie GmbH,47.631353999999995,11.337054,
BNA0558,DE,Statkraft Markets GmbH,Erzhausen,,Erzhausen 1-4 / Leine,37547,Kreiensen,,Niedersachsen,1964,1964.0,,,operating,Hydro,Renewable energy,Hydro,,Pumped storage,,no,no,220.0,222.86,,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.75,http://www.statkraft.de/globalassets/old-contains-the-old-folder-structure/documents/de/kraftwerke-in-deutschland/erzhausen_fb_2014_rz3mini.pdf,0.75,,220,TenneT TSO GmbH ,51.89912,9.92452,
BNA0567a,AT,TIWAG-Tiroler Wasserkraft AG,KW Kühtai,Kühtai Ma1,,A-6183,Kühtai,,Österreich,1981,1981.0,,,operating,Hydro,Renewable energy,Hydro,,Run-of-river,,no,no,144.5,,,,,,0.8,UW Silz,220,TIWAG-Netz AG/APG/TenneT,47.207784000000004,11.005735000000001,
BNA0567b,AT,TIWAG-Tiroler Wasserkraft AG,KW Kühtai,Kühtai Ma 2,,A-6183,Kühtai,,Österreich,1981,1981.0,,,operating,Hydro,Renewable energy,Hydro,,Run-of-river,,no,no,144.5,,,,,,0.8,UW Silz,220,TIWAG-Netz AG/APG/TenneT,47.207784000000004,11.005735000000001,
BNA0583,CH,Energiedienst Holding AG,Laufenburg,KW Laufenburg,Laufenburg / Rhein,CH-5080,Laufenburg,,Schweiz,1914,1914.0,1994.0,,operating,Hydro,Renewable energy,Hydro,,Run-of-river,,no,no,104.4,110.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,0.8,110-kV-Schaltanlage Laufenburg,110,ED Netze GmbH,47.555935999999996,8.049404,
BNA0652,DE,Vattenfall Europe Generation AG,Markersbach,PSS A,Markersbach A,08352,Markersbach,Oberbeckenstr. 8,Sachsen,1980,1980.0,,,operating,Hydro,Renewable energy,Hydro,,Pumped storage,,no,no,1045.2,175.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.75,http://ins-erzgebirge.de/ausflugsziel.php?id=260,0.75,Röhrsdorf,380,50Hertz Transmission GmbH,50.51938,12.879760000000001,
BNA0653,DE,Vattenfall Europe Generation AG,Markersbach,PSS B,Markersbach B,08352,Markersbach,Oberbeckenstr. 8,Sachsen,1980,1980.0,,,operating,Hydro,Renewable energy,Hydro,,Pumped storage,,no,no,,175.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,0.75,Röhrsdorf,380,50Hertz Transmission GmbH,50.51938,12.879760000000001,
BNA0654,DE,Vattenfall Europe Generation AG,Markersbach,PSS C,Markersbach C,08352,Markersbach,Oberbeckenstr. 8,Sachsen,1980,1980.0,,,operating,Hydro,Renewable energy,Hydro,,Pumped storage,,no,no,,175.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,0.75,Röhrsdorf,380,50Hertz Transmission GmbH,50.51938,12.879760000000001,
BNA0655,DE,Vattenfall Europe Generation AG,Markersbach,PSS D,Markersbach D,08352,Markersbach,Oberbeckenstr. 8,Sachsen,1980,1980.0,,,operating,Hydro,Renewable energy,Hydro,,Pumped storage,,no,no,,175.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,0.75,Röhrsdorf,380,50Hertz Transmission GmbH,50.51938,12.879760000000001,
BNA0656,DE,Vattenfall Europe Generation AG,Markersbach,PSS E,Markersbach E,08352,Markersbach,Oberbeckenstr. 8,Sachsen,1980,1980.0,,,operating,Hydro,Renewable energy,Hydro,,Pumped storage,,no,no,,175.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,0.75,Röhrsdorf,380,50Hertz Transmission GmbH,50.51938,12.879760000000001,
BNA0657,DE,Vattenfall Europe Generation AG,Markersbach,PSS F,Markersbach F,08352,Markersbach,Oberbeckenstr. 8,Sachsen,1980,1980.0,,,operating,Hydro,Renewable energy,Hydro,,Pumped storage,,no,no,,175.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,0.75,Röhrsdorf,380,50Hertz Transmission GmbH,50.51938,12.879760000000001,
