id,country_code,company,name_bnetza,block_bnetza,name_uba,postcode,city,street,state,commissioned_original,commissioned,retrofit,shutdown,status,fuel,energy_source_level_1,energy_source_level_2,energy_source_level_3,technology,type,eeg,chp,capacity_net_bnetza,capacity_gross_uba,chp_capacity_uba,merge_comment,efficiency_data,efficiency_source,efficiency_estimate,network_node,voltage,network_operator,lat,lon,comment
BNA0172a,DE,Wacker Chemie AG,Dampfkraftwerk BGH - O1,,Burghausen,84489,Burghausen,Johannes-Hess Straße 24,Bayern,2001,2001.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Combined cycle,CHP,no,yes,120.0,178.0,350.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,0.5445,UW Holzfeld und UW Burghausen,110,Bayernwerk AG,,,
BNA0172b,DE,Wacker Chemie AG,,,,84489,Burghausen,,Bayern,1977,1977.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Steam turbine,,no,yes,50.0,,,,,,0.3597,WACKER,10,Wacker intern,,,
BNA0174,DE,InfraServ GmbH & Co. Gendorf KG,Industriepark Werk Gendorf,,,84508,Burgkirchen,,Bayern,2002,2002.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Steam turbine,,no,yes,49.0,,,,,,0.3872,UW Gendorf,30,InfraServ GmbH & Co. Gendorf KG,48.176790000000004,12.73056,
BNA0178,DE,eins energie in sachsen GmbH & Co. KG,HKW Chemnitz  Nord II,Block A,,09114,Chemnitz,,Sachsen,1986,1986.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Steam turbine,,no,yes,57.2,,,,,,0.3696,UW Chemnitz Mitte,110,inetz GmbH,50.856981,12.923096000000001,
BNA0199,DE,RWE Generation SE,Dormagen,GuD,Dormagen,41539,Dormagen,,Nordrhein-Westfalen,2000,2000.0,2000.0,,operating,Natural gas,Fossil fuels,Natural gas,,Combined cycle,IPP,no,yes,586.3,597.1,480.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,0.54,Bayerwerk / Dormagen,110,Westnetz GmbH,51.07908,6.828710000000001,
BNA0202,DE,RWE Generation SE,Dortmund,KDO,,44143,Dortmund,,Nordrhein-Westfalen,2004,2004.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Steam turbine,,no,yes,26.0,,,,,,0.3894,Dortmund,110,Westnetz GmbH,51.519729999999996,7.47697,
BNA0207,DE,DREWAG Stadtwerke Dresden GmbH,HKW Dresden-Nossener Brücke,"HKW Dresden-Nossener Brücke  (3 GT + 1 DT, Sammelschiene)",Dresden Nossener Brücke,01169,Dresden ,Oederaner Str. 21 - 25,Sachsen,1995,1995.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Combined cycle,CHP,no,yes,263.0,270.0,455.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,0.5175,110 kV Trafo 111 - 114,110,DREWAG NETZ GmbH ,51.042119,13.708597,
BNA0213,DE,Stadtwerke Duisburg AG,HKW III/A,HKW III/A,,47249,Duisburg,Wanheimer Straße 439-454,Nordrhein-Westfalen,2002,2002.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Steam turbine,,no,yes,40.0,,,,,,0.3872,UW HKW III,110,Netze Duisburg GmbH,51.390662,6.747783,
BNA0214,DE,Stadtwerke Duisburg AG,HKW III/B,HKW III/B,Duisburg-Wanheim HKW III B,47249,Duisburg,Wanheimer Straße 439-454,Nordrhein-Westfalen,2005,2005.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Combined cycle,,no,yes,234.0,245.0,167.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,0.5625,UW HKW III,110,Netze Duisburg GmbH,51.390662,6.747783,
BNA0220,DE,Stadtwerke Düsseldorf AG,GuD,AGuD,Lausward A (Anton),40221,Düsseldorf,Auf der Lausward 75,Nordrhein-Westfalen,2000,2000.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Combined cycle,,no,yes,100.0,114.0,75.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.54,https://www.swd-ag.de/ueber-uns/erzeugung/erzeugungslandschaften/heizkraftwerke/,0.54,U71,110,Netzgesellschaft Düsseldorf mbH,51.221379999999996,6.731310000000001,
BNA0221a,DE,Stadtwerke Düsseldorf AG,GT,Block E GTE2,Lausward E (Emil) GT-1 u. 2,40221,Düsseldorf,Auf der Lausward 75,Nordrhein-Westfalen,1974,1974.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Gas turbine,,no,no,64.7,65.98021,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,,0.3124,U71,110,Netzgesellschaft Düsseldorf mbH ,51.22116,6.73193,
BNA0221b,DE,Stadtwerke Düsseldorf AG,GT,Block E GTE1,Lausward E (Emil) GT-1 u. 2,40221,Düsseldorf,Auf der Lausward 75,Nordrhein-Westfalen,1974,1974.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Gas turbine,,no,no,66.7,68.01979,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,,0.3124,U71,110,Netzgesellschaft Düsseldorf mbH ,51.22116,6.73193,
BNA0221c,DE,Stadtwerke Düsseldorf AG,Gasblock,Block E,Lausward E (Emil) DT-1,40221,Düsseldorf,Auf der Lausward 75,Nordrhein-Westfalen,1976,1976.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Steam turbine,CHP,no,yes,293.0,324.0,140.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,0.3586,U71,110,Netzgesellschaft Düsseldorf mbH ,51.221379999999996,6.731310000000001,
BNA0232c,DE,Sappi Ehingen GmbH,Werkskraftwerk Sappi Ehingen,,,89584,Ehingen,Kessel 6 - Turbine 4,Baden-Württemberg,1976,1976.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Steam turbine,,no,yes,4.0,,,,,,0.3586,,6,Netze BW GmbH,48.26693,9.72626,
BNA0233,DE,Stora Enso Sachsen GmbH,Kombikraftwerk,,,04838,Eilenburg,Am Schanzberg 1,Sachsen,1993,1993.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Steam turbine,,no,yes,46.6,,,,,,0.3773,UW Kospa,110,Mitteldeutsche Netzgesellschaft Strom mbH,51.46561,12.592039999999999,
BNA0239,DE,Uniper Kraftwerke GmbH ,Huntorf,,Huntorf CAES,26931,Elsfleth,,Niedersachsen,1978,1978.0,2006.0,,operating,Natural gas,Fossil fuels,Natural gas,,Gas turbine,,no,no,321.0,321.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.42,https://www.vde.com/de/fg/ETG/Archiv/Arbeitsgebiete/Erzeugung/Seiten/Druckluftspeicher-Kraftwerke.aspx,0.3956,Huntorf,220,TenneT TSO GmbH ,53.18969,8.40869,
BNA0243,DE,Palm Power GmbH & Co. KG,HKW Eltmann,,,97483,Eltmann,Industriestraße 23,Bayern,2008,2008.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Steam turbine,,no,yes,57.0,,,,,,0.3938,Palm Eltmann,110,Bayernwerk AG,49.983999999999995,10.65137,
BNA0245a,DE,Statkraft Markets GmbH,Emden Gas,,,26725,Emden,Gasturbine,Niedersachsen,1973,1973.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Steam turbine,,no,no,50.0,,,,0.42,http://www.energie-chronik.de/120212.htm,0.3553,Emden,220,TenneT TSO GmbH ,53.342169999999996,7.206239999999999,
BNA0245b,DE,Statkraft Markets GmbH,Emden Gas,,,26725,Emden,Dampfturbine,Niedersachsen,1973,1973.0,,,shutdown_temporary,Natural gas,Fossil fuels,Natural gas,,Steam turbine,,no,no,380.0,,,,0.42,http://www.energie-chronik.de/120212.htm,0.3553,Emden,220,TenneT TSO GmbH ,53.342169999999996,7.206239999999999,
BNA0255,DE,SWE Energie GmbH,HKW Iderhoffstraße,,,99085,Erfurt,,Thüringen,1996,1996.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Steam turbine,,no,yes,11.0,,,,,,0.3806,UW Iderhoffstraße,10,SWE Netz GmbH (Erfurt),50.978567,11.05158,
BNA0256a,DE,SWE Energie GmbH,HKW Erfurt-Ost,,Erfurt-Ost,99087,Erfurt,,Thüringen,2000,2000.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Combined cycle,,no,yes,76.5,83.16132,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,0.364,https://www.umweltbundesamt.de/sites/default/files/medien/378/publikationen/climate_change_02_2014_kwk-ausbau_entwicklung_prognose_wirksamkeit_der_anreize_im_kwk-gesetz_0.pdf,0.54,UW Erfurt-Ost,110,SWE Netz GmbH (Erfurt),50.989612,11.027635,
BNA0256b,DE,SWE Energie GmbH,HKW Erfurt-Ost,Linie 3,Erfurt-Ost,99087,Erfurt,,Thüringen,2014,2014.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Combined cycle,,no,yes,32.6,35.43868,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,0.364,http://stefanschroeter.com/539-neue-gasturbine-fuer-das-heizkraftwerk-erfurt-ost.html,0.603,,110,SWE Netz GmbH (Erfurt),50.989612,11.027635,
BNA0261a,DE,Erlanger Stadtwerke AG,HKW Erlangen,GuD I,,91052,Erlangen, Äußere Bruckerstr. 33,Bayern,2005,2005.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Combined cycle,,no,yes,21.6,,,,,,0.5625,UW Mitte,20,Erlanger Stadtwerke AG,49.59297,11.001619999999999,
BNA0261c,DE,Erlanger Stadtwerke AG,HKW Erlangen,GuD 2,,91052,Erlangen, Äußere Bruckerstr. 33,Bayern,2014,2014.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Combined cycle,,no,yes,6.7,,,,,,0.603,Hammerbacherstr.,20,Erlanger Stadtwerke AG,49.593492,11.001093,
BNA0285,DE,Mainova AG,HKW Niederrad,Block 1,Frankfurt-Niederrad,60528,Frankfurt am Main,Lyoner Straße  8,Hessen,2005,2005.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Combined cycle,CHP,no,yes,70.0,75.55556,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,,0.5625,UW Goldsteinstraße,110,NRM Netzdienste Rhein-Main GmbH,50.0856,8.62785,
BNA0286,DE,Mainova AG,HKW West,Block 4,Frankfurt-West 4,60627,Frankfurt am Main,Gutleutstraße 231,Hessen,1994,1994.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Gas turbine,CHP,no,yes,99.0,100.0,150.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,0.3644,UW Gutleutstraße,110,NRM Netzdienste Rhein-Main GmbH,50.09843,8.65313,
BNA0288,DE,Mainova AG,HKW Niederrad,Block 2,Frankfurt-Niederrad,60528,Frankfurt am Main,Lyoner Straße  9,Hessen,1973,1973.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Combined cycle,CHP,no,yes,56.0,60.44444,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,,0.4185,UW Goldsteinstraße,110,NRM Netzdienste Rhein-Main GmbH,50.0856,8.62785,
BNA0293,DE,Solvay Acetow GmbH,GuD Anlage WVK,GuD Anlage,,79108,Freiburg,,Baden-Württemberg,1998,1998.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Combined cycle,,no,yes,60.1,,,,,,0.531,110kV Schalter WVK GuD Anlage,110,bnNETZE GmbH ,48.020738,7.84588,
BNA0343,DE,Energieversorgung Gera GmbH,Heizkraftwerk Gera-Nord,,,07546,Gera,Siemensstraße 45,Thüringen,1996,1996.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Steam turbine,,no,yes,74.0,,,,,,0.3806,,110,GeraNetz GmbH ,50.9076,12.06102,
BNA0354,DE,Georg-August-Universität Göttingen Stiftung Öffentlichen Rechts,HKW Göttingen,,,37075,Göttingen,Rudolf-Diesel-Straße 1,Niedersachsen,1998,1998.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Steam turbine,,no,yes,18.8,,,,,,0.3828,DE0003303707310300000000001902150,20,EnergieNetz Mitte GmbH ,51.55337,9.93374,
BNA0360,DE,Energieerzeugungsgesellschaft Greifswald GmbH,"HKW ""Helmshäger Berg""",Gasturbine,,17489,Greifswald,,Mecklenburg-Vorpommern,1996,1996.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Gas turbine,,no,yes,14.7,,,,,,0.3696,MSA HKW,20,Stromversorgung Greifswald GmbH,54.07039,13.39886,
BNA0361,DE,KGW - Kraftwerk Grenzach-Wyhlen GmbH,Kraftwerk Grenzach-Wyhlen,,,79639,Grenzach-Wyhlen,,Baden-Württemberg,2004,2004.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Steam turbine,,no,yes,40.0,,,,,,0.3894,"79639 Grenzach-Wyhlen, Rheinallee, FlSt-Nr. 478/5; US KGW Kraftwerk Grenzach-Wyhlen GmbH",110,ED Netze GmbH,47.53971,7.706923,
BNA0374,DE,Uniper Kraftwerke GmbH ,Staudinger,4,Staudinger 4 (Großkrotzenburg),63538,Großkrotzenburg,,Hessen,1977,1977.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Steam turbine,,no,no,622.0,637.6,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,0.3597,Großkrotzenburg,380,TenneT TSO GmbH ,50.088553000000005,8.953399000000001,
BNA0386,DE,Mohn Media Mohndruck GmbH,Energiezentrum Mohn Media,,,33334,Gütersloh,Carl Bertelsmann Straße 161,Nordrhein-Westfalen,1994,1994.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Steam turbine,,no,yes,22.0,,,,,,0.3784,Carl Bertelsmann Straße 161 ,10,Netzgesellschaft Gütersloh mbH ,51.907326,8.408835,
BNA0389,DE,Mark-E AG,Heizkraftwerk Hagen-Kabel,H4/5,Hagen-Kabel GuD,58099,Hagen,,Nordrhein-Westfalen,1980,1980.0,2004.0,,operating,Natural gas,Fossil fuels,Natural gas,,Combined cycle,,no,yes,230.0,251.0,108.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,0.558,U 101 und U 102,110,Enervie AssetNetWork GmbH ,51.41103,7.49171,
BNA0392a,DE,EVH GmbH,HKW Halle Trotha,Block A und B,,06130,Halle,,Sachsen-Anhalt,2005,2005.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Steam turbine,,no,yes,97.0,,,,,,0.3905,UW Halle Dieselstraße,110,Energieversorgung Halle Netz GmbH,51.480959999999996,11.964269999999999,
BNA0392b,DE,Heizkraftwerk Halle-Trotha GmbH,HKW Halle Trotha,GuD,,06130,Halle,,Sachsen-Anhalt,2013,2013.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Combined cycle,,no,yes,54.0,,,,0.525,"http://www.halle.eu/push.aspx?s=downloads/News/29628/pi_3_technische_daten.pdfvm=bv.108194040,d.bGg&cad=rja",0.5985,UW Halle Nord,110,Mitteldeutsche Netzgesellschaft Strom mbH,51.52353,11.94337,
BNA0400,DE,Vattenfall Europe Wärme Aktiengesellschaft,GuD Tiefstack,GuD Tiefstack,Hamburg-Tiefstack GuD,22113,Hamburg,Andreas-Meyer-Straße 8,Hamburg,2009,2009.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Combined cycle,CHP,no,yes,127.0,142.0,170.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,0.5805,Tiefstack,110,Stromnetz Hamburg GmbH,53.52672755,10.06583691,
BNA0401,DE,ADM Hamburg Aktiengesellschaft,Heizkraftwerk,HKW,,21107,Hamburg,Nippoldstr. 117,Hamburg,1992,1992.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Steam turbine,,no,yes,22.5,,,,,,0.3762,Nr. 147190,25,Stromnetz Hamburg GmbH,53.517683999999996,9.950792999999999,
BNA0410,DE,Trianel Gaskraftwerk Hamm GmbH & Co. KG ,Trianel Gaskraftwerk ,Block 10,Hamm-Uentrop 10,59071,Hamm,Trianelstraße 1,Nordrhein-Westfalen,2008,2008.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Combined cycle,,no,no,417.1,425.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.5770000000000001,http://www.bwk-bund.de/fileadmin/Dokumente/Veranstaltungen/Kongresse/2011/FF-2-Schoepfer-Wasserkraft.pdf,0.576,SA Geithe,380,Amprion GmbH,51.67395,7.92915,
BNA0411,DE,Trianel Gaskraftwerk Hamm GmbH & Co. KG ,Trianel Gaskraftwerk ,Block 20,Hamm-Uentrop 20,59071,Hamm,Trianelstraße 1,Nordrhein-Westfalen,2008,2008.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Combined cycle,,no,no,420.9,425.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.5770000000000001,http://www.bwk-bund.de/fileadmin/Dokumente/Veranstaltungen/Kongresse/2011/FF-2-Schoepfer-Wasserkraft.pdf,0.576,SA Geithe,380,Amprion GmbH,51.67395,7.92915,
BNA0418,DE,Stadtwerke Hannover AG,GKL,GKL,Hannover-Linden,30169,Hannover,,Niedersachsen,1998 / 2013,2013.0,2013.0,,operating,Natural gas,Fossil fuels,Natural gas,,Combined cycle,,no,yes,230.0,255.0,185.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.55,http://www.enercity.de/infothek/downloads/broschueren/anlagen/hkw-linden-langinfo.pdf,0.5985,UW-Linden,110,enercity Netzgesellschaft mbH ,52.372917,9.714194,
BNA0419,DE,Stadtwerke Hannover AG,KWH,B,Hannover-Herrenhausen,30419,Hannover,,Niedersachsen,1975,1975.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Steam turbine,CHP,no,yes,102.0,120.0,280.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.38,http://www.enercity.de/infothek/downloads/broschueren/anlagen/kraftwerk-herrenhausen.pdf,0.3575,UW-Leinhausen,110,enercity Netzgesellschaft mbH ,52.42,9.648611,
BNA0442,DE,Mark-E AG / Statkraft Markets GmbH,Cuno Heizkraftwerk Herdecke,H6,Herdecke H3 (Cuno),58313,Herdecke,,Nordrhein-Westfalen,2007,2007.0,,,special_case,Natural gas,Fossil fuels,Natural gas,,Combined cycle,,no,no,417.0,424.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.59,http://www.mark-e.de/Home/Privatkunden/Mark-E/Erzeugung/Regionale-Erzeugung.aspx,0.5715,U 106 und U 107,110,Enervie AssetNetWork GmbH ,51.40313,7.4155,
BNA0444,DE,K+S AG,Wintershall,Wintershall,Wintershall,36266,Heringen,,Hessen,1967,1967.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Combined cycle,IPP,no,yes,109.5,110.0,299.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,0.3915,UW Phillippsthal,110,Avacon AG,50.894009999999994,9.99724,
BNA0497,DE,Infraserv GmbH & Co. Höchst KG,ADS-Anlage,,Frankfurt-Hoechst C,65926,Industriepark Höchst,,Hessen,2012,2012.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Gas turbine,,no,yes,96.5,105.7,126.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,0.4112,FWH O/W,110,Infraserv GmbH & Co. Höchst KG,50.09178,8.53105,
BNA0499,DE,Infraserv GmbH & Co. Höchst KG,Heizkraftwerk,Block A,Frankfurt-Hoechst A u. B,65926,Industriepark Höchst,,Hessen,2003,2003.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Combined cycle,CHP,no,yes,86.0,91.77105,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,,0.5535,FWH O/W,,Infraserv GmbH & Co. Höchst KG,50.09178,8.53105,
BNA0504,DE,Thüringer Energie AG,HKW Jena,HKW Jena,Jena-Süd,07749,Jena,,Thüringen,1996,1996.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Combined cycle,CHP,no,yes,182.0,203.97,225.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,0.522,UW HKW Jena,110,TEN Thüringer Energienetze GmbH,50.896881,11.585703,
BNA0510a,DE,SWK - Stadtwerke Kaiserslautern,HKW Karcherstr.,10,,67655,Kaiserslautern,,Rheinland-Pfalz,1989,1989.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Steam turbine,,no,yes,11.6,,,,,,0.3729,UW 1,20,SWK Stadtwerke Kaiserslautern Versorgungs-AG,49.434659,7.760234,
BNA0514,DE,EnBW Energie Baden-Württemberg AG,Rheinhafen-Dampfkraftwerk,RDK 4S,Karlsruhe-RDK 4s,76189,Karlsruhe,Fettweisstraße 42,Baden-Württemberg,1998,1998.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Combined cycle,,no,no,353.0,363.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.57,https://www.enbw.com/unternehmen/konzern/energieerzeugung/fossile-energie/standorte.html,0.531,Daxlanden,220,Transnet BW GmbH,49.0125,8.302778,
BNA0515,DE,Stadtwerke Karlsruhe GmbH,Heizkraftwerk West,T3,,76189,Karlsruhe,,Baden-Württemberg,1984,1984.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Steam turbine,,no,yes,37.0,,,,,,0.3674,,110,Stadtwerke Karlsruhe Netzservice GmbH,49.014444,8.348056,
BNA0521,DE,Städtische Werke Energie + Wärme GmbH,Kombi-HKW,,,34134,Kassel,,Hessen,1987,1987.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Steam turbine,,no,yes,50.0,,,,,,0.3707,DE0003323413400000000009959305051,60,Städtische Werke Netz + Service GmbH,51.279099,9.484012,
BNA0527,DE,Stadtwerke Kiel AG,HKW Humboldtstr.,,,24116,Kiel,,Schleswig-Holstein,1970,1970.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Steam turbine,,no,yes,31.0,,,,,,0.352,Umspannwerk Humboldtstr.,30,Stadtwerke Kiel Netz GmbH ,54.327536,10.12674,
BNA0531,DE,Energieservice Westfalen Weser GmbH,KW Kirchlengern,,Kirchlengern 1,32278,Kirchlengern,,Nordrhein-Westfalen,1980,1980.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Combined cycle,,no,no,201.5,184.5,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,0.45,UW Kirchlengern,110,E.ON Westfalen Weser Netz GmbH,52.19507,8.6482,
BNA0544,DE,RheinEnergie AG,HKW Südstadt,GuD,,50677,Köln,,Nordrhein-Westfalen,1994,1994.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Combined cycle,,no,yes,35.0,,,,,,0.513,UW Bonner Wall,110,Rheinische NETZGesellschaft mbH ,50.91697,6.95725,
BNA0545,DE,RheinEnergie AG,HKW Niehl 2,GuD,Köln-Niehl II,50735,Köln,,Nordrhein-Westfalen,2005,2005.0,2008.0,,operating,Natural gas,Fossil fuels,Natural gas,,Combined cycle,,no,yes,413.0,421.0,370.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.58,http://www.rheinenergie.com/media/portale/downloads_4/rheinenergie_1/flyer/Heizkraftwerk-Niehl-II.pdf,0.576,UW Mole,110,Rheinische NETZGesellschaft mbH ,50.974920000000004,6.98803,
BNA0546,DE,RheinEnergie AG,HKW Merkenich,GuD,Köln-Merkenich GuD,50769,Köln,,Nordrhein-Westfalen,2004,2004.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Combined cycle,,no,yes,108.0,110.0,80.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.53,,0.558,UW Merkenich,110,Rheinische NETZGesellschaft mbH ,51.01781,6.96435,
BNA0548a,DE,Statkraft Markets GmbH,Knapsack Gas I,,Knapsack - Hürth I,50351,Hürth-Knapsack,,Nordrhein-Westfalen,2006,2006.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Combined cycle,,no,no,800.0,812.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,0.567,,400,Amprion GmbH,50.861708,6.842353,
BNA0548b,DE,Statkraft Markets GmbH,Knapsack Gas II,,Knapsack - Hürth II,50351,Hürth-Knapsack,,Nordrhein-Westfalen,2013,2013.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Combined cycle,,no,no,430.0,450.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.5920000000000001,http://www.siemens.com/press/de/pressemitteilungen/?press=/de/pressemitteilungen/2013/energy/fossil-power-generation/efp201306040.htm&content[]=EF&content[]=EP&content[]=PG,0.5985,Knapsack,380,Amprion GmbH,50.861708,6.842353,
BNA0556a,DE,Cargill Deutschland GmbH,KWK-Anlage Krefeld DT,Dampfturbine,,47809,Krefeld,Düsseldorfer Str. 191,Nordrhein-Westfalen,2004,2004.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Steam turbine,,no,yes,25.8,,,,,,0.3894,UA Hafen,20,Westnetz GmbH,51.339183,6.664238,
BNA0556b,DE,Cargill Deutschland GmbH,KWK-Anlage Krefeld VM,Gasmotor (Dieselgenerator),,47809,Krefeld,Düsseldorfer Str. 191,Nordrhein-Westfalen,2004,2004.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Combustion Engine,,no,yes,14.0,,,,,,0.4476,UA Hafen,20,Westnetz GmbH,51.339183,6.664238,
BNA0574,DE,Statkraft Markets GmbH,Landesbergen Gas,,,31628,Landesbergen,,Niedersachsen,1973,1973.0,,,shutdown_temporary,Natural gas,Fossil fuels,Natural gas,,Steam turbine,,no,no,500.0,,,,0.35,http://www.buerger-fuer-technik.de/KurzInfo355.pdf,0.3553,,400,TenneT TSO GmbH ,52.54585,9.11363,
BNA0588,DE,Stadtwerke Leipzig GmbH,Heizkraftwerk Leipzig-Nord,,Leipzig-Nord,04105,Leipzig,,Sachsen,1996,1996.0,2010.0,,operating,Natural gas,Fossil fuels,Natural gas,,Combined cycle,CHP,no,yes,167.0,174.0,200.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,0.585,Eutritzscher Str. 14b,110,Netz Leipzig GmbH,51.35119,12.37843,
BNA0592,DE,InfraLeuna GmbH,GuD Leuna,,Leuna GuD,06237,Leuna,,Sachsen-Anhalt,1998,1998.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Combined cycle,CHP,no,yes,52.0,58.21384,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,,0.531,UW Leuna,110,Mitteldeutsche Netzgesellschaft Strom mbH,51.29976,12.0193,
BNA0593,DE,InfraLeuna GmbH,ILK-GuD,GT1,Leuna GuD,06237,Leuna,,Sachsen-Anhalt,1994,1994.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Combined cycle,CHP,no,yes,35.0,39.18239,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,,0.513,Bau 5131,110,InfraLeuna GmbH,51.29976,12.0193,
BNA0594,DE,InfraLeuna GmbH/TOTAL Raffinerie Mitteldeutschland GmbH,ILK-GuD,GT2,Leuna GuD,06237,Leuna,,Sachsen-Anhalt,1994,1994.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Combined cycle,CHP,no,yes,35.0,39.18239,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,,0.513,Leuna Mitte,110,InfraLeuna GmbH,51.29976,12.0193,
BNA0595,DE,InfraLeuna GmbH,ILK-GuD,GT3,Leuna GuD,06237,Leuna,,Sachsen-Anhalt,1994,1994.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Combined cycle,CHP,no,yes,37.0,41.42138,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,,0.513,Bau 5131,110,InfraLeuna GmbH,51.29976,12.0193,
BNA0600a,DE,Currenta GmbH & Co. OHG,X-Kraftwerk,,Leverkusen G15/G22/X50,51368,Leverkusen,"CHEMPARK, Geb. X 50",Nordrhein-Westfalen,1981,1981.0,,,operating,Natural gas,Fossil fuels,Natural gas,,Steam turbine,IPP,no,yes,27.0,28.45385,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,,0.3641,,25,CURRENTA,51.01443,6.98733,
