,ENTSOE,WEPP
1204,1653.0,24572.0
1205,1654.0,24579.0
1206,1655.0,24628.0
1207,1657.0,24641.0
1208,1658.0,24524.0
1209,1662.0,24805.0
1210,1663.0,24819.0
1211,1667.0,1095.0
1212,1669.0,6134.0
1213,1670.0,6872.0
1214,1673.0,9390.0
1215,1674.0,9424.0
1216,1678.0,18180.0
1217,1679.0,21615.0
1218,1681.0,26257.0
1219,1682.0,29842.0
1220,1683.0,24837.0
1221,1684.0,24866.0
1222,1685.0,24053.0
1223,1686.0,24915.0
1224,1687.0,24916.0
1225,1688.0,24924.0
1226,1689.0,24930.0
1227,1690.0,24933.0
1228,1691.0,24936.0
1229,1692.0,24937.0
1230,1693.0,24940.0
1231,1695.0,5496.0
1232,1696.0,8663.0
1233,1697.0,10558.0
1234,1698.0,11549.0
1235,1699.0,22244.0
1236,1700.0,24958.0
1237,1702.0,24986.0
1238,1719.0,25249.0
1239,1704.0,8651.0
1240,1705.0,25048.0
1241,1706.0,25054.0
1242,1707.0,27458.0
1243,1708.0,10110.0
1244,1709.0,25093.0
1245,1711.0,25107.0
1246,1712.0,25148.0
1247,1713.0,24439.0
1248,1714.0,25193.0
1249,1715.0,10943.0
1250,1716.0,20276.0
1251,1717.0,25216.0
1252,1718.0,25222.0
1253,1721.0,25258.0
1254,1722.0,25264.0
1255,1723.0,25268.0
1256,1724.0,25316.0
1257,1725.0,25331.0
1258,1727.0,25344.0
1259,1728.0,25349.0
1260,1729.0,25363.0
1261,1730.0,25374.0
1262,1731.0,25376.0
1263,1734.0,8794.0
1264,1735.0,25506.0
1265,1738.0,25572.0
1266,1739.0,25683.0
1267,1740.0,25735.0
1268,1741.0,25855.0
1269,1742.0,25861.0
1270,1744.0,10804.0
1271,1746.0,25896.0
1272,1747.0,25921.0
1273,1748.0,25974.0
1274,1749.0,5749.0
1275,1750.0,26269.0
1276,1751.0,25988.0
1277,1752.0,4421.0
1278,1753.0,18073.0
1279,1754.0,21904.0
1280,1755.0,25982.0
1281,1756.0,25997.0
1282,1758.0,26025.0
1283,1760.0,26039.0
1284,1761.0,26073.0
1285,1763.0,26166.0
1286,1764.0,26191.0
1287,1765.0,25210.0
1288,1766.0,26221.0
1289,1767.0,26229.0
1290,1768.0,26260.0
1291,1769.0,26268.0
1292,1770.0,26280.0
1293,1773.0,26350.0
1294,1774.0,26351.0
1295,1775.0,26373.0
1296,1776.0,26378.0
1297,1777.0,26384.0
1298,1778.0,26420.0
1299,1779.0,26427.0
1300,1780.0,26445.0
1301,1781.0,26461.0
1302,1783.0,26464.0
1303,1784.0,26466.0
1304,1785.0,26471.0
1305,1786.0,26474.0
1306,1787.0,26482.0
1307,1788.0,26484.0
1308,1789.0,26488.0
1309,1790.0,26499.0
1310,1791.0,26509.0
1311,1792.0,26516.0
1312,1793.0,26566.0
1313,1794.0,26576.0
1314,1795.0,26597.0
1315,1796.0,26607.0
1316,1797.0,26613.0
1317,1798.0,26602.0
1318,1799.0,26624.0
1319,1800.0,26661.0
1320,1801.0,26725.0
1321,1803.0,26768.0
1322,1804.0,26773.0
1323,1805.0,26793.0
1324,1807.0,26850.0
1325,1808.0,26851.0
1326,1809.0,26885.0
1327,1810.0,26891.0
1328,1811.0,26896.0
1329,1813.0,26904.0
1330,1814.0,26884.0
1331,1816.0,26929.0
1332,1817.0,26934.0
1333,1818.0,26944.0
1334,1821.0,26990.0
1335,1824.0,25292.0
1336,1826.0,27019.0
1337,1828.0,26234.0
1338,1829.0,27050.0
1339,1830.0,428.0
1340,1831.0,8683.0
1341,1832.0,16232.0
1342,1834.0,30653.0
1343,1835.0,27154.0
1344,1836.0,27159.0
1345,1837.0,27175.0
1346,1838.0,27183.0
1347,1839.0,21686.0
1348,1840.0,27193.0
1349,1841.0,27196.0
1350,1842.0,27210.0
1351,1843.0,27213.0
1352,1844.0,27271.0
1353,1845.0,27289.0
1354,1846.0,27299.0
1355,1847.0,27325.0
1356,1848.0,27327.0
1357,1849.0,27328.0
1358,1853.0,27559.0
1359,1854.0,27457.0
1360,1855.0,27482.0
1361,1856.0,27500.0
1362,1857.0,27515.0
1363,1858.0,27519.0
1364,1859.0,27556.0
1365,1860.0,27561.0
1366,1861.0,27570.0
1367,1862.0,27578.0
1368,1864.0,27655.0
1369,1866.0,27676.0
1370,1867.0,27681.0
1371,1868.0,27719.0
1372,1869.0,27726.0
1373,1871.0,27732.0
1374,1873.0,27763.0
1375,1874.0,27770.0
1376,1875.0,27771.0
1377,1876.0,27787.0
1378,1877.0,3011.0
1379,1878.0,5777.0
1380,1879.0,27821.0
1381,1880.0,27727.0
1382,1881.0,18863.0
1383,1882.0,27834.0
1384,1884.0,27852.0
1385,1885.0,27841.0
1386,1886.0,27845.0
1387,1887.0,27846.0
1388,1888.0,27858.0
1389,1889.0,27861.0
1390,1890.0,27862.0
1391,1891.0,27882.0
1392,1892.0,27883.0
1393,1893.0,27901.0
1394,1894.0,26262.0
1395,1896.0,20911.0
1396,1897.0,27933.0
1397,1898.0,25044.0
1398,1901.0,27991.0
1399,1902.0,28002.0
1400,1903.0,28007.0
1401,1904.0,28012.0
1402,1906.0,28016.0
1403,1907.0,28042.0
1404,1908.0,28064.0
1405,1909.0,28069.0
1406,1910.0,14076.0
1407,1911.0,28119.0
1408,1913.0,28166.0
1409,1922.0,28224.0
1410,1923.0,28237.0
1411,1925.0,19864.0
1412,1926.0,29977.0
1413,1928.0,342.0
1414,1932.0,28329.0
1415,1938.0,28341.0
1416,1939.0,28368.0
1417,1940.0,30877.0
1418,1942.0,28405.0
1419,1943.0,28406.0
1420,1946.0,28476.0
1421,1949.0,28534.0
1422,1950.0,28550.0
1423,1951.0,28562.0
1424,1952.0,28594.0
1425,1953.0,28603.0
1426,1954.0,25072.0
1427,1955.0,28624.0
1428,1957.0,28632.0
1429,1959.0,28650.0
1430,1960.0,28661.0
1431,1961.0,28663.0
1432,1962.0,28664.0
1433,1963.0,8231.0
1434,1964.0,28702.0
1435,1965.0,28745.0
1436,1970.0,28773.0
1437,1972.0,28801.0
1438,1973.0,28813.0
1439,1974.0,28814.0
1440,1975.0,28817.0
1441,1976.0,28827.0
1442,1977.0,28848.0
1443,1978.0,28850.0
1444,1981.0,28859.0
1445,1984.0,28898.0
1446,1985.0,28940.0
1447,1986.0,3555.0
1448,1989.0,30393.0
1449,1990.0,6524.0
1450,1992.0,10081.0
1451,1995.0,13702.0
1452,1998.0,21720.0
1453,1999.0,23094.0
1454,2000.0,24631.0
1455,2001.0,29313.0
1456,2004.0,28975.0
1457,2005.0,28986.0
1458,2006.0,28987.0
1459,2007.0,29008.0
1460,2009.0,29082.0
1461,2010.0,29115.0
1462,2011.0,29120.0
1463,2012.0,29145.0
1464,2013.0,29211.0
1465,2014.0,29182.0
1466,2015.0,5192.0
1467,2016.0,29176.0
1468,2017.0,29204.0
1469,2021.0,29243.0
1470,2022.0,28981.0
1471,2023.0,29278.0
1472,2025.0,29298.0
1473,2026.0,29299.0
1474,2030.0,29326.0
1475,2031.0,29335.0
1476,2032.0,29347.0
1477,2033.0,29350.0
1478,2034.0,29365.0
1479,2035.0,29363.0
1480,2036.0,29406.0
1481,2037.0,20589.0
1482,2038.0,29412.0
1483,2039.0,29426.0
1484,2040.0,29420.0
1485,2041.0,29427.0
1486,2042.0,29428.0
1487,2047.0,29511.0
1488,2048.0,29523.0
1489,2049.0,29526.0
1490,2050.0,29527.0
1491,2051.0,29559.0
1492,2052.0,29567.0
1493,2057.0,29689.0
1494,2059.0,29711.0
1495,2061.0,29715.0
1496,2062.0,29716.0
1497,2063.0,29757.0
1498,2065.0,29794.0
1499,2067.0,29807.0
1500,2068.0,29808.0
1501,2069.0,15657.0
1502,2070.0,29774.0
1503,2071.0,29820.0
1504,2072.0,20297.0
1505,2074.0,29885.0
1506,2076.0,5616.0
1507,2077.0,29926.0
1508,2078.0,25805.0
1509,2079.0,29946.0
1510,2083.0,29978.0
1511,2081.0,29971.0
1512,2082.0,29976.0
1513,2084.0,29989.0
1514,2085.0,29995.0
1515,2087.0,30002.0
1516,2088.0,30007.0
1517,2090.0,30044.0
1518,2091.0,30067.0
1519,2092.0,30074.0
1520,2093.0,30079.0
1521,2094.0,30080.0
1522,2095.0,24126.0
1523,2096.0,30129.0
1524,2098.0,30224.0
1525,2099.0,30231.0
1526,2100.0,30232.0
1527,2101.0,30235.0
1528,2102.0,30237.0
1529,2103.0,30251.0
1530,2105.0,30267.0
1531,2107.0,30284.0
1532,2109.0,30320.0
1533,2110.0,30350.0
1534,2112.0,30390.0
1535,2113.0,30402.0
1536,2119.0,30526.0
1537,2115.0,30442.0
1538,2116.0,30469.0
1539,2117.0,30498.0
1540,2118.0,30506.0
1541,2120.0,30528.0
1542,2121.0,30531.0
1543,2124.0,24080.0
1544,2126.0,30609.0
1545,2127.0,30657.0
1546,2128.0,30674.0
1547,2130.0,3055.0
1548,2131.0,30694.0
1549,2132.0,30695.0
1550,2133.0,30711.0
1551,2134.0,30780.0
1552,2135.0,30784.0
1553,2136.0,30794.0
1554,2137.0,30795.0
1555,2138.0,30815.0
1556,2141.0,30825.0
1557,2142.0,30831.0
1558,2143.0,30851.0
1559,2144.0,30857.0
1560,2145.0,30883.0
1561,2146.0,30884.0
1562,2147.0,30885.0
1563,2149.0,30921.0
1564,2151.0,30938.0
1565,2152.0,30958.0
1566,2153.0,30992.0
1567,2154.0,15709.0
1568,2155.0,31057.0
1569,2156.0,31103.0
1570,2157.0,31113.0
1571,2159.0,31257.0
1572,2160.0,31301.0
1573,2161.0,31344.0
1574,2166.0,31484.0
1575,2164.0,20818.0
1576,2165.0,31465.0
1577,2167.0,31544.0
1578,2168.0,31686.0
1579,2170.0,12179.0
1580,2171.0,3497.0
1581,2173.0,6645.0
1582,2176.0,21641.0
1583,2178.0,27869.0
1584,2179.0,31978.0
1585,2181.0,31854.0
1586,2182.0,32076.0
1587,2183.0,32099.0
1588,2184.0,32109.0
1589,2185.0,32126.0
1590,2187.0,32162.0
1591,2189.0,32280.0
1592,2190.0,32297.0
1593,2191.0,32399.0
1594,2192.0,815.0
1595,2193.0,99.0
1596,2194.0,20841.0
1597,2195.0,21095.0
1598,2196.0,29516.0
1599,2197.0,1687.0
1600,2198.0,5871.0
1601,2199.0,15865.0
1602,2200.0,16296.0
1603,2201.0,32185.0
1604,2202.0,32442.0
