,WEPP,WRI
1190,16093.0,2215.0
1191,16095.0,2216.0
1192,16122.0,2178.0
1193,16143.0,2833.0
1194,16145.0,2220.0
1195,30711.0,175.0
1196,16171.0,2222.0
1197,16175.0,2223.0
1198,16321.0,2404.0
1199,16206.0,2225.0
1200,16221.0,2226.0
1201,16247.0,2229.0
1202,16277.0,2230.0
1203,16285.0,2231.0
1204,16296.0,4532.0
1205,16305.0,136.0
1206,16339.0,2240.0
1207,16342.0,648.0
1208,16398.0,2248.0
1209,16411.0,2249.0
1210,16415.0,2250.0
1211,16425.0,2252.0
1212,16465.0,2253.0
1213,16472.0,2256.0
1214,16490.0,2257.0
1215,23533.0,2219.0
1216,16512.0,2258.0
1217,16556.0,2260.0
1218,16580.0,2261.0
1219,16599.0,882.0
1220,16613.0,2266.0
1221,16622.0,2270.0
1222,16659.0,2273.0
1223,16711.0,2276.0
1224,16741.0,2278.0
1225,16745.0,2280.0
1226,16782.0,2285.0
1227,16783.0,2286.0
1228,16785.0,97.0
1229,16821.0,2290.0
1230,16829.0,2292.0
1231,16830.0,2293.0
1232,16833.0,2295.0
1233,28268.0,2691.0
1234,16855.0,2296.0
1235,16859.0,2186.0
1236,16860.0,2297.0
1237,16865.0,2298.0
1238,16871.0,2299.0
1239,16872.0,2300.0
1240,16876.0,2302.0
1241,16877.0,2307.0
1242,16880.0,2304.0
1243,16881.0,2305.0
1244,16885.0,2308.0
1245,16887.0,2311.0
1246,16899.0,2316.0
1247,16902.0,2317.0
1248,16932.0,2320.0
1249,16933.0,2321.0
1250,16936.0,2322.0
1251,16949.0,2323.0
1252,16952.0,2324.0
1253,16953.0,2325.0
1254,16961.0,2328.0
1255,16970.0,4235.0
1256,16976.0,2330.0
1257,16977.0,2331.0
1258,16978.0,2332.0
1259,16987.0,2336.0
1260,16991.0,2338.0
1261,16993.0,2342.0
1262,17006.0,659.0
1263,17030.0,2350.0
1264,17057.0,2352.0
1265,17068.0,4248.0
1266,17076.0,2356.0
1267,17083.0,2358.0
1268,17085.0,2359.0
1269,17101.0,2363.0
1270,17102.0,2364.0
1271,17103.0,2784.0
1272,17114.0,2368.0
1273,17118.0,2369.0
1274,17169.0,2371.0
1275,17177.0,2361.0
1276,17183.0,2372.0
1277,17211.0,2376.0
1278,23326.0,3233.0
1279,17218.0,2380.0
1280,17220.0,2382.0
1281,17226.0,2383.0
1282,17239.0,362.0
1283,17240.0,2384.0
1284,17241.0,2385.0
1285,17242.0,2386.0
1286,17274.0,2403.0
1287,17298.0,2405.0
1288,17307.0,2406.0
1289,17308.0,2407.0
1290,17344.0,2408.0
1291,17383.0,2429.0
1292,17393.0,2410.0
1293,17401.0,2413.0
1294,17421.0,2414.0
1295,17426.0,2415.0
1296,17449.0,2420.0
1297,17464.0,2423.0
1298,17474.0,2425.0
1299,17480.0,2428.0
1300,18222.0,2522.0
1301,17516.0,2177.0
1302,17517.0,125.0
1303,17518.0,3882.0
1304,17527.0,2432.0
1305,17538.0,2433.0
1306,17578.0,2436.0
1307,18408.0,2547.0
1308,17587.0,2437.0
1309,17589.0,2439.0
1310,17591.0,2442.0
1311,17606.0,2445.0
1312,18265.0,2525.0
1313,17616.0,2446.0
1314,17644.0,2448.0
1315,17651.0,2450.0
1316,17688.0,2957.0
1317,17725.0,2456.0
1318,17726.0,2457.0
1319,17727.0,2458.0
1320,17737.0,2462.0
1321,17749.0,4518.0
1322,17771.0,3884.0
1323,27440.0,3779.0
1324,17781.0,2463.0
1325,18145.0,506.0
1326,17825.0,2467.0
1327,17841.0,2480.0
1328,17845.0,2481.0
1329,17880.0,2482.0
1330,17882.0,98.0
1331,17902.0,2485.0
1332,25152.0,3493.0
1333,17912.0,1308.0
1334,17916.0,2487.0
1335,17956.0,1343.0
1336,17999.0,3498.0
1337,18181.0,2517.0
1338,18013.0,2493.0
1339,18014.0,2502.0
1340,18021.0,2495.0
1341,18032.0,2497.0
1342,18043.0,2500.0
1343,18086.0,3782.0
1344,18092.0,195.0
1345,18093.0,2510.0
1346,18136.0,2514.0
1347,18180.0,3451.0
1348,18188.0,2518.0
1349,18236.0,2523.0
1350,18250.0,2524.0
1351,18277.0,2529.0
1352,18305.0,2532.0
1353,18307.0,2535.0
1354,18349.0,1331.0
1355,18355.0,2540.0
1356,18622.0,2548.0
1357,18362.0,2541.0
1358,18369.0,2543.0
1359,20684.0,2862.0
1360,18411.0,1593.0
1361,18440.0,2549.0
1362,18441.0,3660.0
1363,18442.0,2690.0
1364,18476.0,2552.0
1365,18492.0,2554.0
1366,18499.0,2555.0
1367,18515.0,2556.0
1368,18551.0,1553.0
1369,18566.0,2559.0
1370,31092.0,4294.0
1371,18571.0,2560.0
1372,18586.0,2561.0
1373,18596.0,2562.0
1374,18647.0,2567.0
1375,18697.0,2573.0
1376,18703.0,2575.0
1377,18707.0,2579.0
1378,18711.0,2580.0
1379,18715.0,2581.0
1380,18721.0,2582.0
1381,18723.0,2583.0
1382,18729.0,2584.0
1383,18737.0,2585.0
1384,18777.0,2586.0
1385,18813.0,2594.0
1386,18821.0,2597.0
1387,18829.0,2601.0
1388,18834.0,2603.0
1389,18854.0,2606.0
1390,18856.0,2607.0
1391,29877.0,4181.0
1392,18893.0,2609.0
1393,20679.0,4085.0
1394,18908.0,2610.0
1395,18932.0,2612.0
1396,19011.0,2618.0
1397,19049.0,2623.0
1398,19050.0,2624.0
1399,19088.0,2834.0
1400,19097.0,1281.0
1401,19121.0,2628.0
1402,19138.0,100.0
1403,19164.0,3558.0
1404,19177.0,2634.0
1405,19210.0,2637.0
1406,19221.0,2638.0
1407,19269.0,142.0
1408,19281.0,2835.0
1409,19288.0,2642.0
1410,19291.0,2644.0
1411,19293.0,2645.0
1412,19308.0,2646.0
1413,19349.0,2648.0
1414,19366.0,2652.0
1415,19372.0,2655.0
1416,19375.0,2654.0
1417,19379.0,2656.0
1418,19395.0,2658.0
1419,19408.0,526.0
1420,19425.0,3941.0
1421,19429.0,2663.0
1422,19449.0,2665.0
1423,19455.0,2667.0
1424,19457.0,2669.0
1425,19461.0,2670.0
1426,19480.0,2671.0
1427,19481.0,2136.0
1428,19487.0,2673.0
1429,19488.0,2675.0
1430,19490.0,2676.0
1431,19492.0,2677.0
1432,19510.0,2681.0
1433,19521.0,2683.0
1434,19534.0,2716.0
1435,19542.0,2689.0
1436,19555.0,2693.0
1437,19581.0,2717.0
1438,19599.0,2694.0
1439,19600.0,2695.0
1440,19617.0,2698.0
1441,19630.0,2720.0
1442,19729.0,2701.0
1443,19736.0,2702.0
1444,19737.0,2704.0
1445,19738.0,2705.0
1446,19739.0,2706.0
1447,19740.0,2709.0
1448,19745.0,2710.0
1449,19750.0,2713.0
1450,23537.0,3269.0
1451,19794.0,2722.0
1452,22581.0,2806.0
1453,19804.0,2724.0
1454,19813.0,2727.0
1455,19834.0,2729.0
1456,19875.0,2735.0
1457,19888.0,2736.0
1458,19891.0,2737.0
1459,19907.0,2738.0
1460,19937.0,2746.0
1461,19956.0,2749.0
1462,19979.0,2750.0
1463,19986.0,2751.0
1464,19996.0,2753.0
1465,20046.0,2760.0
1466,20065.0,2761.0
1467,20070.0,2762.0
1468,20085.0,2864.0
1469,20102.0,2758.0
1470,20110.0,2764.0
1471,20142.0,2777.0
1472,20144.0,1624.0
1473,20147.0,155.0
1474,20149.0,2778.0
1475,20150.0,2780.0
1476,20151.0,134.0
1477,20155.0,2782.0
1478,20156.0,2788.0
1479,20158.0,2747.0
1480,20159.0,2501.0
1481,20185.0,2794.0
1482,20278.0,2797.0
1483,20304.0,2802.0
1484,20325.0,2803.0
1485,20346.0,2804.0
1486,20356.0,2805.0
1487,20395.0,2807.0
1488,20397.0,2808.0
1489,20418.0,2811.0
1490,20423.0,2812.0
1491,20437.0,3729.0
1492,20438.0,2817.0
1493,20462.0,2820.0
1494,20467.0,2832.0
1495,20474.0,2822.0
1496,20483.0,2823.0
1497,20498.0,1220.0
1498,20525.0,1029.0
1499,20546.0,2829.0
1500,20566.0,2841.0
1501,20589.0,4135.0
1502,20591.0,2844.0
1503,20595.0,2845.0
1504,20598.0,3347.0
1505,20624.0,2849.0
1506,20625.0,2853.0
1507,20627.0,2855.0
1508,20628.0,2858.0
1509,20648.0,2861.0
1510,20674.0,2863.0
1511,26525.0,2867.0
1512,20701.0,2865.0
1513,20700.0,2866.0
1514,24563.0,3391.0
1515,20703.0,2870.0
1516,20729.0,2869.0
1517,20788.0,2875.0
1518,20875.0,2887.0
1519,20888.0,2888.0
1520,24664.0,2344.0
1521,20910.0,2891.0
1522,20930.0,2893.0
1523,26353.0,2965.0
1524,20944.0,2894.0
1525,20958.0,1266.0
1526,20985.0,2895.0
1527,21018.0,2900.0
1528,21050.0,2902.0
1529,21056.0,2903.0
1530,21068.0,1665.0
1531,21070.0,2906.0
1532,21079.0,2908.0
1533,21129.0,2909.0
1534,21140.0,2910.0
1535,21144.0,2911.0
1536,21153.0,2912.0
1537,21166.0,2914.0
1538,21172.0,2915.0
1539,21192.0,2916.0
1540,21307.0,2922.0
1541,21392.0,2929.0
1542,21399.0,2932.0
1543,21409.0,2933.0
1544,21422.0,2936.0
1545,21429.0,2941.0
1546,21430.0,2942.0
1547,21444.0,2947.0
1548,21483.0,2970.0
1549,21494.0,2972.0
1550,21502.0,2973.0
1551,21513.0,3885.0
1552,21520.0,2974.0
1553,21528.0,101.0
1554,21545.0,2975.0
1555,21553.0,303.0
1556,21554.0,2976.0
1557,21648.0,2977.0
1558,21603.0,2980.0
1559,21623.0,2982.0
1560,21632.0,3215.0
1561,21634.0,2983.0
1562,21635.0,2984.0
1563,21665.0,2988.0
1564,21677.0,2991.0
1565,21678.0,2990.0
1566,21694.0,2994.0
1567,21712.0,2997.0
1568,21751.0,3004.0
1569,21756.0,3006.0
1570,21788.0,3008.0
1571,21802.0,3012.0
1572,21804.0,3014.0
1573,21811.0,3016.0
1574,21857.0,3023.0
1575,21866.0,3024.0
1576,21874.0,3886.0
1577,21881.0,3887.0
1578,21883.0,3025.0
1579,21890.0,3026.0
1580,21891.0,3027.0
1581,21921.0,3031.0
1582,21922.0,3032.0
1583,21925.0,3035.0
1584,21932.0,3038.0
1585,21939.0,3041.0
1586,21940.0,3042.0
1587,21941.0,3033.0
1588,21942.0,3043.0
1589,21945.0,3044.0
1590,21950.0,3045.0
1591,21962.0,3053.0
1592,21964.0,3054.0
1593,21971.0,3056.0
1594,21980.0,3057.0
1595,21982.0,3059.0
1596,21988.0,3060.0
1597,21999.0,3061.0
1598,22020.0,3001.0
1599,22041.0,3063.0
1600,22054.0,3064.0
1601,22057.0,3065.0
1602,22132.0,3068.0
1603,22135.0,3069.0
1604,22173.0,3077.0
1605,22176.0,3078.0
1606,22178.0,3076.0
1607,22204.0,1255.0
1608,22210.0,3083.0
1609,22213.0,3085.0
1610,22214.0,3086.0
1611,25174.0,2640.0
1612,22275.0,3089.0
1613,22310.0,3091.0
1614,22315.0,3095.0
1615,22316.0,3096.0
1616,22317.0,3097.0
1617,22403.0,3099.0
1618,22408.0,3104.0
1619,22430.0,4256.0
1620,22450.0,3110.0
1621,22453.0,3111.0
1622,22473.0,3112.0
1623,22487.0,3115.0
1624,22562.0,3216.0
1625,22574.0,3167.0
1626,22580.0,3122.0
1627,22627.0,3168.0
1628,22628.0,3169.0
1629,22629.0,3128.0
1630,22633.0,3029.0
1631,22637.0,3129.0
1632,22658.0,4030.0
1633,22663.0,3132.0
1634,22682.0,3134.0
1635,22690.0,2357.0
1636,22698.0,3136.0
1637,22708.0,3137.0
1638,22731.0,3144.0
1639,22798.0,1448.0
1640,22813.0,3783.0
1641,22881.0,2347.0
1642,22886.0,3162.0
1643,22904.0,1789.0
1644,22914.0,2021.0
1645,22927.0,3166.0
1646,22933.0,3170.0
1647,22934.0,3171.0
1648,22938.0,3172.0
1649,22942.0,3173.0
1650,22951.0,3175.0
1651,22965.0,2236.0
1652,23046.0,3181.0
1653,23074.0,3185.0
1654,23075.0,3186.0
1655,23087.0,318.0
1656,23101.0,3188.0
1657,23113.0,3193.0
1658,23117.0,3194.0
1659,23135.0,3195.0
1660,23221.0,3206.0
1661,23235.0,3225.0
1662,23255.0,3212.0
1663,23278.0,3228.0
1664,23290.0,3229.0
1665,23339.0,3499.0
1666,23343.0,3235.0
1667,23361.0,3236.0
1668,23363.0,102.0
1669,23379.0,3238.0
1670,23383.0,3239.0
1671,23396.0,2836.0
1672,23403.0,2963.0
1673,23405.0,3241.0
1674,23431.0,3243.0
1675,23434.0,3245.0
1676,23441.0,3246.0
1677,23447.0,3249.0
1678,23467.0,3252.0
1679,23479.0,3256.0
1680,23494.0,3260.0
1681,23502.0,3262.0
1682,30938.0,4270.0
1683,23507.0,3263.0
1684,23526.0,3266.0
1685,23556.0,3277.0
1686,23615.0,3274.0
1687,23625.0,3275.0
1688,23628.0,3276.0
1689,23646.0,3279.0
1690,23654.0,3280.0
1691,23663.0,3281.0
1692,23678.0,3287.0
1693,23681.0,3288.0
1694,23687.0,3286.0
1695,23698.0,3292.0
1696,23712.0,3294.0
1697,23776.0,3295.0
1698,23783.0,3296.0
1699,23812.0,3298.0
1700,23819.0,2770.0
1701,23841.0,3299.0
1702,23846.0,3300.0
1703,23850.0,3301.0
1704,23923.0,3308.0
1705,23932.0,3310.0
1706,23952.0,3312.0
1707,23956.0,3313.0
1708,23958.0,3314.0
1709,23974.0,3319.0
1710,23975.0,3320.0
1711,23977.0,3321.0
1712,23980.0,3322.0
1713,23981.0,3323.0
1714,23987.0,3324.0
1715,23988.0,3667.0
1716,23990.0,3325.0
1717,23996.0,3327.0
1718,24001.0,3328.0
1719,24007.0,3329.0
1720,24008.0,3330.0
1721,24009.0,3331.0
1722,24038.0,3334.0
1723,24040.0,3335.0
1724,24043.0,4423.0
1725,24135.0,3340.0
1726,24164.0,3342.0
1727,24171.0,3346.0
1728,24197.0,3348.0
1729,24210.0,3350.0
1730,24263.0,3353.0
1731,24275.0,3943.0
1732,24278.0,3355.0
1733,24290.0,3356.0
1734,24294.0,3449.0
1735,24306.0,3359.0
1736,24307.0,3358.0
1737,24332.0,3361.0
1738,24342.0,3363.0
1739,24351.0,3366.0
1740,27782.0,127.0
1741,24402.0,3370.0
1742,24407.0,3371.0
1743,24414.0,3372.0
1744,24430.0,3352.0
1745,24432.0,3376.0
1746,24458.0,3980.0
1747,24459.0,3377.0
1748,24462.0,3379.0
1749,24499.0,3382.0
1750,24516.0,2742.0
1751,24519.0,3388.0
1752,24533.0,3416.0
1753,24546.0,3389.0
1754,24560.0,3390.0
1755,24565.0,3396.0
1756,24566.0,3395.0
1757,24570.0,3789.0
1758,24605.0,3401.0
1759,24627.0,3403.0
1760,24635.0,3408.0
1761,24638.0,3411.0
1762,24656.0,3418.0
1763,24670.0,3435.0
1764,24678.0,3421.0
1765,24687.0,3422.0
1766,24695.0,3423.0
1767,24736.0,3429.0
1768,24752.0,3431.0
1769,24753.0,3432.0
1770,24755.0,3434.0
1771,24804.0,3439.0
1772,24805.0,3437.0
1773,24819.0,3443.0
1774,24834.0,1221.0
1775,24871.0,3454.0
1776,24880.0,3456.0
1777,24900.0,3457.0
1778,24909.0,903.0
1779,24940.0,3459.0
1780,24987.0,3461.0
1781,24994.0,3462.0
1782,25000.0,3888.0
1783,25003.0,3464.0
1784,25007.0,3465.0
1785,25018.0,3473.0
1786,25045.0,3474.0
1787,25119.0,3485.0
1788,25131.0,2721.0
1789,25132.0,3487.0
1790,25133.0,3486.0
1791,25993.0,2839.0
1792,25193.0,3495.0
1793,25227.0,3501.0
1794,25243.0,3502.0
1795,28684.0,3544.0
1796,25303.0,3505.0
1797,25316.0,4242.0
1798,25344.0,3507.0
1799,25363.0,3508.0
1800,25385.0,3510.0
1801,25388.0,3511.0
1802,25461.0,3514.0
1803,25497.0,3515.0
1804,25502.0,3516.0
1805,25557.0,3520.0
1806,25589.0,3525.0
1807,25689.0,3522.0
1808,25699.0,3524.0
1809,25744.0,2821.0
1810,25749.0,3528.0
1811,25750.0,3529.0
1812,25773.0,3410.0
1813,25781.0,3536.0
1814,25805.0,4185.0
1815,25825.0,4339.0
1816,25839.0,3542.0
1817,25861.0,3545.0
1818,25864.0,103.0
1819,25866.0,3546.0
1820,25868.0,3550.0
1821,25896.0,3552.0
1822,25926.0,3554.0
1823,25951.0,1967.0
1824,25979.0,3566.0
1825,25980.0,3568.0
1826,25985.0,3570.0
1827,25996.0,3569.0
1828,26032.0,3572.0
1829,26054.0,2397.0
1830,26056.0,3576.0
1831,26059.0,4536.0
1832,26073.0,3578.0
1833,26078.0,3579.0
1834,26084.0,3583.0
1835,26091.0,3151.0
1836,26098.0,1069.0
1837,26104.0,3594.0
1838,26106.0,3595.0
1839,26107.0,3596.0
1840,26114.0,3598.0
1841,26116.0,3600.0
1842,26131.0,3603.0
1843,26135.0,3604.0
1844,26136.0,3606.0
1845,26143.0,2897.0
1846,26158.0,1222.0
1847,26164.0,3608.0
1848,26166.0,3609.0
1849,26168.0,3610.0
1850,26221.0,3611.0
1851,26259.0,3613.0
1852,26261.0,2198.0
1853,26262.0,3871.0
1854,26280.0,3615.0
1855,26326.0,3618.0
1856,26337.0,3619.0
1857,26352.0,3621.0
1858,26366.0,3622.0
1859,26367.0,3623.0
1860,26378.0,3625.0
1861,26384.0,3626.0
1862,26427.0,3628.0
1863,26430.0,3629.0
1864,26433.0,1842.0
1865,26437.0,3633.0
1866,26445.0,3636.0
1867,26471.0,3638.0
1868,26482.0,3639.0
1869,26488.0,3640.0
1870,26533.0,2398.0
1871,26543.0,3646.0
1872,26547.0,3642.0
1873,26554.0,3643.0
1874,26559.0,3647.0
1875,26563.0,3648.0
1876,26576.0,3654.0
1877,26588.0,1374.0
1878,26617.0,3614.0
1879,26623.0,3657.0
1880,26624.0,3658.0
1881,26651.0,3661.0
1882,26665.0,3663.0
1883,26670.0,3664.0
1884,26671.0,3665.0
1885,26672.0,3666.0
1886,26684.0,3561.0
1887,26768.0,3686.0
1888,26773.0,3687.0
1889,26792.0,3688.0
1890,26794.0,3689.0
1891,26796.0,3933.0
1892,26813.0,3692.0
1893,26851.0,3695.0
1894,26856.0,3696.0
1895,26894.0,3699.0
1896,26896.0,3700.0
1897,26945.0,3702.0
1898,26973.0,3703.0
1899,26980.0,3705.0
1900,26981.0,2362.0
1901,26985.0,3715.0
1902,26999.0,3717.0
1903,27032.0,3720.0
1904,27035.0,3721.0
1905,27036.0,3723.0
1906,27106.0,3725.0
1907,27107.0,3727.0
1908,27108.0,3726.0
1909,27116.0,3730.0
1910,27117.0,3731.0
1911,27121.0,3732.0
1912,27134.0,3734.0
1913,27135.0,3735.0
1914,27159.0,3750.0
1915,27179.0,3751.0
1916,27181.0,3753.0
1917,27182.0,3754.0
1918,27183.0,3755.0
1919,27196.0,3757.0
1920,27225.0,3760.0
1921,27240.0,3763.0
1922,27260.0,3766.0
1923,27276.0,4538.0
1924,27280.0,3682.0
1925,27325.0,3771.0
1926,27327.0,3772.0
1927,27360.0,3773.0
1928,27363.0,3774.0
1929,27383.0,3776.0
1930,27385.0,2169.0
1931,27407.0,1450.0
1932,27500.0,3791.0
1933,27513.0,4029.0
1934,27531.0,1379.0
1935,27534.0,3794.0
1936,27564.0,3807.0
1937,27569.0,3802.0
1938,27570.0,3803.0
1939,27571.0,3804.0
1940,27578.0,3805.0
1941,27595.0,3808.0
1942,27601.0,3827.0
1943,27610.0,3811.0
1944,27629.0,3812.0
1945,27630.0,3814.0
1946,27637.0,3815.0
1947,27651.0,2466.0
1948,27655.0,3820.0
1949,27658.0,3821.0
1950,27666.0,3822.0
1951,27676.0,3823.0
1952,27681.0,3828.0
1953,27682.0,3034.0
1954,27693.0,589.0
1955,27732.0,3833.0
1956,27740.0,3834.0
1957,27760.0,3837.0
1958,27769.0,3838.0
1959,27770.0,3840.0
1960,27771.0,3841.0
1961,28485.0,3963.0
1962,27790.0,3839.0
1963,27806.0,3843.0
1964,27811.0,3844.0
1965,27812.0,3849.0
1966,27813.0,3846.0
1967,27815.0,3847.0
1968,27829.0,3851.0
1969,27844.0,3852.0
1970,27845.0,3853.0
1971,27854.0,3854.0
1972,27858.0,3855.0
1973,27861.0,3856.0
1974,27862.0,3857.0
1975,27869.0,3858.0
1976,27870.0,3862.0
1977,27878.0,3859.0
1978,27883.0,3860.0
1979,27892.0,3865.0
1980,27919.0,4472.0
1981,27920.0,3869.0
1982,27926.0,3872.0
1983,27927.0,3873.0
1984,27938.0,3875.0
1985,28069.0,3899.0
1986,27990.0,3891.0
1987,28012.0,3892.0
1988,28024.0,104.0
1989,28026.0,3893.0
1990,28042.0,3895.0
1991,28048.0,3897.0
1992,28053.0,3898.0
1993,28079.0,3900.0
1994,28080.0,3901.0
1995,28101.0,3345.0
1996,28103.0,3903.0
1997,28105.0,3904.0
1998,28173.0,3910.0
1999,28181.0,3912.0
2000,28227.0,3917.0
2001,28232.0,3919.0
2002,28233.0,3921.0
2003,28250.0,3922.0
2004,28251.0,3923.0
2005,28270.0,3926.0
2006,28278.0,3928.0
2007,28284.0,3929.0
2008,28324.0,3934.0
2009,28348.0,3947.0
2010,28353.0,3948.0
2011,28355.0,3949.0
2012,28361.0,3951.0
2013,28394.0,3953.0
2014,28400.0,4343.0
2015,28406.0,3956.0
2016,28413.0,4134.0
2017,28424.0,4372.0
2018,28430.0,1841.0
2019,28456.0,3959.0
2020,28467.0,3960.0
2021,28476.0,3961.0
2022,28482.0,3962.0
2023,28493.0,3965.0
2024,28496.0,3968.0
2025,28500.0,3973.0
2026,28519.0,3977.0
2027,28530.0,2277.0
2028,28576.0,3985.0
2029,28594.0,3987.0
2030,28603.0,3988.0
2031,28614.0,3989.0
2032,28619.0,3990.0
2033,28664.0,3993.0
2034,28682.0,4006.0
2035,28683.0,4007.0
2036,28686.0,4008.0
2037,28687.0,4009.0
2038,28697.0,4010.0
2039,28702.0,4011.0
2040,28745.0,4015.0
2041,28747.0,4017.0
2042,28788.0,4020.0
2043,28790.0,4021.0
2044,28800.0,4022.0
2045,28813.0,4023.0
2046,28814.0,4024.0
2047,28815.0,4019.0
2048,28816.0,4025.0
2049,28818.0,489.0
2050,28839.0,4027.0
2051,28859.0,4028.0
2052,28935.0,4032.0
2053,28941.0,4033.0
2054,28946.0,4037.0
2055,28974.0,4047.0
2056,28976.0,4048.0
2057,28978.0,3478.0
2058,29008.0,4049.0
2059,29009.0,3913.0
2060,29032.0,4051.0
2061,29048.0,4053.0
2062,29051.0,4056.0
2063,29053.0,4057.0
2064,29054.0,1799.0
2065,29057.0,4059.0
2066,29063.0,4060.0
2067,29084.0,4063.0
2068,29089.0,4065.0
2069,29103.0,4068.0
2070,29114.0,4071.0
2071,29122.0,4073.0
2072,29146.0,4075.0
2073,29148.0,2800.0
2074,29158.0,4076.0
2075,29164.0,4077.0
2076,29204.0,4086.0
2077,29218.0,4087.0
2078,29236.0,4092.0
2079,29242.0,4094.0
2080,29251.0,4097.0
2081,29254.0,4098.0
2082,29277.0,4100.0
2083,29287.0,1211.0
2084,29290.0,4106.0
2085,29293.0,4140.0
2086,29298.0,4109.0
2087,29327.0,4113.0
2088,29336.0,4114.0
2089,29342.0,4117.0
2090,29348.0,4119.0
2091,29350.0,4120.0
2092,29351.0,4123.0
2093,29387.0,4126.0
2094,29406.0,4132.0
2095,29407.0,2840.0
2096,29424.0,4137.0
2097,29428.0,4138.0
2098,29449.0,4144.0
2099,29546.0,4152.0
2100,29559.0,4154.0
2101,29624.0,4157.0
2102,29652.0,4159.0
2103,29661.0,4161.0
2104,29662.0,4162.0
2105,29664.0,4163.0
2106,29715.0,4169.0
2107,29716.0,4170.0
2108,29723.0,4171.0
2109,29757.0,4172.0
2110,29812.0,4174.0
2111,29847.0,4176.0
2112,29875.0,4180.0
2113,29876.0,4178.0
2114,29878.0,4182.0
2115,29964.0,4187.0
2116,29965.0,4186.0
2117,29969.0,4188.0
2118,29989.0,4189.0
2119,29991.0,4190.0
2120,29995.0,4191.0
2121,30044.0,4193.0
2122,30046.0,4194.0
2123,30059.0,4197.0
2124,30177.0,4198.0
2125,30188.0,4200.0
2126,30201.0,4202.0
2127,30208.0,4206.0
2128,30210.0,4207.0
2129,30214.0,4210.0
2130,30231.0,4211.0
2131,30232.0,4212.0
2132,30237.0,4213.0
2133,30239.0,4214.0
2134,30306.0,4218.0
2135,30325.0,4219.0
2136,30328.0,4220.0
2137,30378.0,4217.0
2138,30390.0,4223.0
2139,30466.0,4238.0
2140,30474.0,4226.0
2141,30482.0,4227.0
2142,30501.0,1356.0
2143,30542.0,4240.0
2144,30544.0,4239.0
2145,30580.0,4243.0
2146,30606.0,4244.0
2147,30663.0,4245.0
2148,30672.0,4247.0
2149,30690.0,4249.0
2150,30694.0,4252.0
2151,30703.0,2743.0
2152,30707.0,4257.0
2153,30716.0,2952.0
2154,30735.0,4253.0
2155,30786.0,2950.0
2156,30833.0,4265.0
2157,30854.0,4267.0
2158,30882.0,1791.0
2159,30930.0,1945.0
2160,30943.0,4272.0
2161,30998.0,802.0
2162,31023.0,4463.0
2163,31026.0,4287.0
2164,31054.0,4290.0
2165,31056.0,4292.0
2166,31059.0,4288.0
2167,31076.0,4291.0
2168,31095.0,4295.0
2169,31120.0,4305.0
2170,31131.0,4307.0
2171,31176.0,4314.0
2172,31206.0,1609.0
2173,31217.0,734.0
2174,31222.0,4321.0
2175,31249.0,4335.0
2176,31250.0,4327.0
2177,31261.0,4328.0
2178,31263.0,3182.0
2179,31275.0,4330.0
2180,31347.0,4332.0
2181,31352.0,4333.0
2182,31354.0,4401.0
2183,31363.0,4336.0
2184,31365.0,4337.0
2185,31378.0,3494.0
2186,31396.0,4340.0
2187,31420.0,4341.0
2188,31426.0,4342.0
2189,31452.0,4345.0
2190,31453.0,4347.0
2191,31454.0,4346.0
2192,31465.0,4348.0
2193,31477.0,4350.0
2194,31478.0,4351.0
2195,31486.0,4357.0
2196,31491.0,4358.0
2197,31493.0,4360.0
2198,31494.0,4359.0
2199,31496.0,4362.0
2200,31498.0,4363.0
2201,31501.0,4365.0
2202,31508.0,4367.0
2203,31509.0,4366.0
2204,31510.0,4368.0
2205,31534.0,4371.0
2206,31535.0,4374.0
2207,31536.0,4375.0
2208,31548.0,4383.0
2209,31549.0,4386.0
2210,31554.0,4389.0
2211,31569.0,4399.0
2212,31634.0,4353.0
2213,31638.0,4403.0
2214,31682.0,4407.0
2215,31690.0,4408.0
2216,31697.0,4411.0
2217,31700.0,4412.0
2218,31721.0,4415.0
2219,31728.0,4426.0
2220,31730.0,4429.0
2221,31752.0,4434.0
2222,31754.0,4435.0
2223,31758.0,2783.0
2224,31762.0,420.0
2225,31778.0,4440.0
2226,31785.0,4441.0
2227,31791.0,4442.0
2228,31800.0,4317.0
2229,31812.0,4447.0
2230,31863.0,4449.0
2231,31877.0,4451.0
2232,31915.0,4453.0
2233,31921.0,4454.0
2234,31932.0,4457.0
2235,31933.0,4461.0
2236,31934.0,2468.0
2237,31935.0,4464.0
2238,31946.0,4467.0
2239,31953.0,4482.0
2240,31969.0,4470.0
2241,31984.0,1223.0
2242,31986.0,4473.0
2243,31997.0,4474.0
2244,32034.0,4476.0
2245,32037.0,4478.0
2246,32083.0,4486.0
2247,32086.0,3986.0
2248,32099.0,4488.0
2249,32103.0,4492.0
2250,32107.0,4493.0
2251,32122.0,4541.0
2252,32126.0,4494.0
2253,32160.0,4542.0
2254,32185.0,4540.0
2255,32259.0,1227.0
2256,32305.0,1084.0
2257,32321.0,4550.0
2258,32421.0,2827.0
