,WEPP,WRI
412,4949.0,746.0
413,4967.0,750.0
414,4970.0,751.0
415,4979.0,2930.0
416,4981.0,752.0
417,5000.0,756.0
418,5003.0,757.0
419,5006.0,1297.0
420,5047.0,759.0
421,5048.0,760.0
422,19247.0,2636.0
423,5086.0,763.0
424,5104.0,764.0
425,5114.0,766.0
426,5124.0,767.0
427,5139.0,769.0
428,5175.0,2830.0
429,5185.0,3557.0
430,5208.0,773.0
431,5209.0,774.0
432,5220.0,775.0
433,10082.0,1529.0
434,5228.0,777.0
435,5235.0,778.0
436,5242.0,780.0
437,5244.0,782.0
438,5247.0,783.0
439,5256.0,785.0
440,5289.0,788.0
441,5301.0,789.0
442,5307.0,791.0
443,5308.0,792.0
444,5315.0,4516.0
445,5346.0,796.0
446,5371.0,3938.0
447,5388.0,798.0
448,29142.0,4074.0
449,5449.0,4528.0
450,5475.0,3198.0
451,5481.0,804.0
452,5509.0,805.0
453,5510.0,806.0
454,5559.0,868.0
455,5570.0,816.0
456,5575.0,817.0
457,5653.0,818.0
458,5655.0,70.0
459,5659.0,819.0
460,5668.0,823.0
461,5671.0,830.0
462,5694.0,4143.0
463,5719.0,831.0
464,6171.0,927.0
465,5738.0,829.0
466,5753.0,834.0
467,5768.0,838.0
468,5772.0,839.0
469,5778.0,840.0
470,5782.0,841.0
471,5788.0,842.0
472,5791.0,844.0
473,5793.0,845.0
474,5811.0,851.0
475,5812.0,852.0
476,5817.0,854.0
477,5827.0,857.0
478,5847.0,863.0
479,5857.0,869.0
480,5858.0,866.0
481,5859.0,870.0
482,28944.0,4034.0
483,5915.0,874.0
484,5938.0,875.0
485,5960.0,879.0
486,5974.0,880.0
487,6011.0,889.0
488,6026.0,892.0
489,6033.0,896.0
490,6040.0,898.0
491,6047.0,901.0
492,6081.0,913.0
493,6088.0,808.0
494,6099.0,917.0
495,6100.0,918.0
496,6152.0,3736.0
497,6203.0,931.0
498,6216.0,1359.0
499,6229.0,936.0
500,19132.0,2631.0
501,6251.0,937.0
502,6254.0,938.0
503,6255.0,939.0
504,6268.0,941.0
505,6302.0,943.0
506,6347.0,946.0
507,6352.0,949.0
508,11116.0,948.0
509,6391.0,2692.0
510,6402.0,953.0
511,6409.0,957.0
512,6424.0,958.0
513,6448.0,93.0
514,6457.0,964.0
515,6458.0,963.0
516,6461.0,965.0
517,6463.0,2951.0
518,6487.0,92.0
519,6494.0,4233.0
520,6498.0,973.0
521,6500.0,974.0
522,6505.0,976.0
523,6508.0,3072.0
524,6517.0,978.0
525,6519.0,982.0
526,6527.0,2686.0
527,6538.0,990.0
528,6576.0,363.0
529,6581.0,995.0
530,6582.0,996.0
531,6594.0,3880.0
532,6609.0,771.0
533,6615.0,1008.0
534,6619.0,1010.0
535,6621.0,1014.0
536,6623.0,1013.0
537,6624.0,1011.0
538,6625.0,1015.0
539,6633.0,1016.0
540,6638.0,1018.0
541,6642.0,1019.0
542,6650.0,1022.0
543,6656.0,631.0
544,6657.0,1026.0
545,6674.0,1030.0
546,6695.0,1033.0
547,6703.0,1036.0
548,6705.0,1037.0
549,6760.0,1044.0
550,6785.0,1045.0
551,6817.0,1046.0
552,6818.0,1414.0
553,6824.0,4416.0
554,10220.0,1493.0
555,6830.0,1047.0
556,6837.0,1048.0
557,6838.0,1049.0
558,6839.0,1050.0
559,15659.0,2154.0
560,6845.0,1051.0
561,6851.0,3208.0
562,6858.0,4312.0
563,6866.0,1054.0
564,6972.0,71.0
565,6984.0,1071.0
566,6990.0,1073.0
567,6991.0,1075.0
568,6993.0,1076.0
569,6996.0,1078.0
570,7004.0,1079.0
571,7017.0,1080.0
572,7024.0,1081.0
573,7035.0,1082.0
574,7071.0,1088.0
575,7082.0,1089.0
576,7089.0,1092.0
577,7090.0,1093.0
578,7091.0,1094.0
579,7092.0,1095.0
580,7095.0,1041.0
581,7110.0,1098.0
582,7113.0,1193.0
583,7123.0,1099.0
584,7169.0,1103.0
585,7246.0,1108.0
586,7257.0,1109.0
587,26025.0,3571.0
588,7293.0,1112.0
589,7297.0,1191.0
590,7298.0,1114.0
591,7302.0,1115.0
592,7306.0,1116.0
593,7313.0,1117.0
594,7331.0,1120.0
595,7361.0,1123.0
596,7368.0,1125.0
597,7384.0,1127.0
598,7386.0,1128.0
599,7389.0,1129.0
600,25241.0,3479.0
601,7431.0,1133.0
602,7445.0,1192.0
603,7453.0,1135.0
604,7540.0,1139.0
605,7544.0,1141.0
606,7578.0,1143.0
607,7598.0,1147.0
608,7621.0,1152.0
609,7624.0,1194.0
610,7636.0,1154.0
611,23254.0,3210.0
612,7656.0,1156.0
613,7661.0,4417.0
614,7662.0,1159.0
615,7668.0,2616.0
616,7672.0,4529.0
617,7693.0,1168.0
618,7699.0,1169.0
619,7712.0,1170.0
620,7716.0,1196.0
621,7727.0,1171.0
622,7728.0,1173.0
623,7737.0,1174.0
624,7743.0,2569.0
625,7757.0,1179.0
626,7762.0,1181.0
627,7781.0,1184.0
628,7792.0,1185.0
629,7814.0,1186.0
630,7822.0,1188.0
631,7827.0,1189.0
632,7839.0,1201.0
633,7840.0,1202.0
634,7842.0,1205.0
635,23262.0,3211.0
636,7845.0,594.0
637,7847.0,1213.0
638,7853.0,1215.0
639,7864.0,1777.0
640,7865.0,1217.0
641,20106.0,2763.0
642,7892.0,1228.0
643,7906.0,1232.0
644,7927.0,3863.0
645,7944.0,1234.0
646,7953.0,1235.0
647,7960.0,1288.0
648,7961.0,1237.0
649,7976.0,1238.0
650,9479.0,1409.0
651,8015.0,1240.0
652,10473.0,1522.0
653,8028.0,1242.0
654,8051.0,1246.0
655,8054.0,1229.0
656,8067.0,1247.0
657,8074.0,1248.0
658,24511.0,3385.0
659,8106.0,1250.0
660,8108.0,1251.0
661,8128.0,1253.0
662,8143.0,1256.0
663,8160.0,1257.0
664,8197.0,1259.0
665,8204.0,1260.0
666,8208.0,1264.0
667,8214.0,1268.0
668,8235.0,1269.0
669,8259.0,3283.0
670,8261.0,1272.0
671,8263.0,1273.0
672,8276.0,1274.0
673,8296.0,3177.0
674,8330.0,1277.0
675,8332.0,241.0
676,8351.0,3257.0
677,8432.0,1283.0
678,8485.0,1286.0
679,8510.0,1290.0
680,8513.0,1291.0
681,8515.0,1293.0
682,8521.0,1294.0
683,8523.0,1295.0
684,8556.0,118.0
685,8583.0,1027.0
686,8591.0,1298.0
687,8619.0,1301.0
688,8620.0,3140.0
689,8625.0,1302.0
690,8628.0,1303.0
691,8651.0,3480.0
692,8741.0,1309.0
693,8747.0,1310.0
694,8774.0,1314.0
695,8780.0,1315.0
696,8783.0,1316.0
697,8862.0,1323.0
698,8798.0,1317.0
699,8803.0,1318.0
700,8819.0,1470.0
701,8843.0,1319.0
702,8845.0,1320.0
703,8850.0,1321.0
704,8859.0,1345.0
705,8860.0,1322.0
706,8863.0,1324.0
707,8866.0,1327.0
708,8867.0,1328.0
709,8868.0,1329.0
710,8892.0,1333.0
711,8922.0,1335.0
712,8925.0,1337.0
713,8956.0,1341.0
714,9497.0,2962.0
715,8975.0,1346.0
716,8976.0,1347.0
717,8987.0,1349.0
718,9044.0,1353.0
719,9063.0,1357.0
720,20148.0,2774.0
721,9073.0,1626.0
722,9092.0,3049.0
723,9104.0,1365.0
724,9105.0,1364.0
725,9125.0,1368.0
726,9156.0,1371.0
727,9157.0,1372.0
728,9158.0,1373.0
729,9186.0,1382.0
730,9234.0,1383.0
731,9239.0,1385.0
732,9981.0,1464.0
733,9250.0,3679.0
734,9253.0,72.0
735,9604.0,1425.0
736,17378.0,2759.0
737,9283.0,1387.0
738,9295.0,1388.0
739,9309.0,1390.0
740,9324.0,1392.0
741,9339.0,1393.0
742,9357.0,1394.0
743,9370.0,1396.0
744,9371.0,1397.0
745,9382.0,1363.0
746,9399.0,1399.0
747,9413.0,39.0
748,9428.0,1404.0
749,9445.0,96.0
750,9447.0,1405.0
751,9452.0,1407.0
752,9480.0,1411.0
753,9503.0,1413.0
754,9511.0,1416.0
755,9513.0,1417.0
756,9549.0,1419.0
757,9552.0,1420.0
758,9571.0,1422.0
759,9588.0,1423.0
760,9600.0,1424.0
761,9616.0,1426.0
762,9625.0,1428.0
763,9620.0,1427.0
764,9639.0,1432.0
765,9640.0,1430.0
766,9644.0,1434.0
767,9645.0,1435.0
768,9646.0,1436.0
769,9651.0,1437.0
770,9657.0,1459.0
771,9663.0,1439.0
772,9670.0,1440.0
773,9672.0,4234.0
774,9676.0,1441.0
775,9780.0,1445.0
776,9743.0,1442.0
777,9760.0,1444.0
778,9789.0,1446.0
779,9794.0,1447.0
780,9811.0,1451.0
781,9851.0,1452.0
782,9880.0,1453.0
783,9903.0,1455.0
784,9919.0,1456.0
785,9933.0,1457.0
786,9935.0,1458.0
787,9975.0,1462.0
788,9982.0,1465.0
789,9995.0,1467.0
790,10002.0,1471.0
791,19709.0,2700.0
792,10016.0,1249.0
793,10035.0,2831.0
794,10045.0,1472.0
795,10068.0,1474.0
796,10084.0,1475.0
797,10108.0,1477.0
798,10130.0,1480.0
799,10142.0,1482.0
800,10144.0,1483.0
801,10145.0,1484.0
802,10150.0,1485.0
803,10167.0,1486.0
804,10187.0,73.0
805,10188.0,1487.0
806,10201.0,1488.0
807,10205.0,1489.0
808,10210.0,1490.0
809,10227.0,1495.0
810,10230.0,1496.0
811,10233.0,1497.0
812,10243.0,1503.0
813,10265.0,1903.0
814,10285.0,1501.0
815,10286.0,1502.0
816,10287.0,1861.0
817,10305.0,1504.0
818,10313.0,1507.0
819,10318.0,1509.0
820,10334.0,1510.0
821,10336.0,1511.0
822,10350.0,1512.0
823,11011.0,1680.0
824,10376.0,1513.0
825,10377.0,1514.0
826,10380.0,1515.0
827,10382.0,1516.0
828,10393.0,1518.0
829,10408.0,1520.0
830,10522.0,1524.0
831,10611.0,1534.0
832,10612.0,3481.0
833,10705.0,1537.0
834,10718.0,1539.0
835,10731.0,3523.0
836,10744.0,1542.0
837,10749.0,1550.0
838,10752.0,1551.0
839,10753.0,3770.0
840,10766.0,1559.0
841,10770.0,1560.0
842,10775.0,1561.0
843,10777.0,1562.0
844,10782.0,1564.0
845,10799.0,1565.0
846,10801.0,1566.0
847,10820.0,1567.0
848,10832.0,1570.0
849,10837.0,1571.0
850,10849.0,1678.0
851,10872.0,1574.0
852,10917.0,1580.0
853,10919.0,1583.0
854,10920.0,1582.0
855,10922.0,1584.0
856,10923.0,1586.0
857,10932.0,1587.0
858,10933.0,1588.0
859,27401.0,1656.0
860,11053.0,1597.0
861,11466.0,1661.0
862,11090.0,1600.0
863,11095.0,1601.0
864,11115.0,294.0
865,11117.0,2284.0
866,11128.0,1602.0
867,11135.0,1605.0
868,11163.0,1610.0
869,11176.0,1611.0
870,11178.0,1612.0
871,11179.0,2995.0
872,11181.0,1615.0
873,11182.0,1617.0
874,11183.0,1619.0
875,11186.0,1620.0
876,11188.0,1621.0
877,11195.0,1623.0
878,11198.0,1634.0
879,11203.0,3918.0
880,11214.0,1523.0
881,11220.0,1679.0
882,11242.0,1646.0
883,11245.0,836.0
884,11270.0,1648.0
885,11284.0,3336.0
886,11305.0,1649.0
887,11340.0,1650.0
888,11350.0,1651.0
889,11371.0,1657.0
890,11431.0,1655.0
891,11436.0,1658.0
892,11447.0,1660.0
893,11473.0,1663.0
894,11487.0,1666.0
895,11496.0,1667.0
896,11502.0,1668.0
897,11507.0,3406.0
898,11529.0,1669.0
899,11544.0,1670.0
900,11548.0,1671.0
901,11581.0,1673.0
902,11589.0,1675.0
903,11629.0,1289.0
904,11646.0,2769.0
905,18087.0,2503.0
906,11673.0,1682.0
907,18478.0,1685.0
908,11715.0,1687.0
909,11723.0,1689.0
910,11724.0,1688.0
911,16304.0,2237.0
912,11745.0,1690.0
913,11754.0,1692.0
914,11759.0,1694.0
915,11776.0,4419.0
916,11781.0,1696.0
917,16984.0,2334.0
918,11844.0,1699.0
919,11846.0,1700.0
920,11864.0,1701.0
921,11903.0,1705.0
922,23423.0,3242.0
923,11925.0,1707.0
924,12837.0,4308.0
925,11969.0,1709.0
926,11974.0,1710.0
927,11977.0,1711.0
928,11978.0,1716.0
929,11988.0,1717.0
930,12007.0,1719.0
931,12019.0,1721.0
932,12031.0,1722.0
933,12042.0,1723.0
934,12059.0,40.0
935,12061.0,1724.0
936,12083.0,1930.0
937,12092.0,1749.0
938,12099.0,1725.0
939,12101.0,1727.0
940,12122.0,1728.0
941,12128.0,1730.0
942,12129.0,1731.0
943,12140.0,1519.0
944,12179.0,3870.0
945,12182.0,1733.0
946,12184.0,1735.0
947,12192.0,1737.0
948,12195.0,1740.0
949,12198.0,1744.0
950,12199.0,1746.0
951,12201.0,1748.0
952,12209.0,1752.0
953,12235.0,1784.0
954,12258.0,1755.0
955,12262.0,1756.0
956,12311.0,1757.0
957,12329.0,1758.0
958,12721.0,1816.0
959,12353.0,3932.0
960,12360.0,1761.0
961,12438.0,1768.0
962,12375.0,1762.0
963,12378.0,1381.0
964,12424.0,1763.0
965,12431.0,1375.0
966,12448.0,1771.0
967,12471.0,1772.0
968,12475.0,1812.0
969,12501.0,316.0
970,12539.0,1774.0
971,12540.0,1775.0
972,12567.0,1776.0
973,12576.0,1778.0
974,12582.0,1779.0
975,12609.0,1792.0
976,12607.0,1793.0
977,12608.0,1798.0
978,12640.0,1806.0
979,12660.0,1811.0
980,12712.0,1814.0
981,12716.0,1815.0
982,12726.0,1817.0
983,12735.0,1819.0
984,12769.0,1821.0
985,12770.0,1823.0
986,12802.0,1824.0
987,12803.0,1825.0
988,13039.0,1871.0
989,12828.0,1829.0
990,12831.0,1830.0
991,12833.0,1931.0
992,12857.0,1832.0
993,12879.0,1833.0
994,12887.0,1835.0
995,12906.0,1840.0
996,12898.0,2768.0
997,12899.0,1839.0
998,12929.0,1844.0
999,12933.0,1845.0
1000,12945.0,3896.0
1001,12952.0,1846.0
1002,12961.0,1850.0
1003,12984.0,1855.0
1004,12986.0,1857.0
1005,12988.0,1858.0
1006,13011.0,1863.0
1007,13012.0,1864.0
1008,13019.0,1865.0
1009,13025.0,1866.0
1010,13028.0,1867.0
1011,13029.0,1868.0
1012,13034.0,1870.0
1013,13043.0,1872.0
1014,13048.0,1932.0
1015,13065.0,1878.0
1016,13073.0,1876.0
1017,13082.0,1881.0
1018,13108.0,2473.0
1019,13122.0,1886.0
1020,13126.0,3710.0
1021,13141.0,1889.0
1022,13145.0,1890.0
1023,13194.0,1897.0
1024,13157.0,1892.0
1025,13180.0,1894.0
1026,13184.0,855.0
1027,13195.0,1896.0
1028,13241.0,1002.0
1029,13245.0,1901.0
1030,13263.0,1906.0
1031,13265.0,1908.0
1032,13273.0,1904.0
1033,13284.0,1915.0
1034,13298.0,1918.0
1035,13316.0,1920.0
1036,13340.0,1923.0
1037,13345.0,1926.0
1038,13347.0,1927.0
1039,13348.0,1928.0
1040,13390.0,1934.0
1041,13392.0,1935.0
1042,13425.0,1939.0
1043,13429.0,1940.0
1044,13484.0,4096.0
1045,13517.0,1944.0
1046,13758.0,1968.0
1047,13540.0,1949.0
1048,13593.0,1953.0
1049,13596.0,1954.0
1050,13601.0,1956.0
1051,13602.0,1957.0
1052,13629.0,1959.0
1053,13633.0,1961.0
1054,13631.0,1965.0
1055,13635.0,1962.0
1056,13640.0,1963.0
1057,13790.0,1969.0
1058,13791.0,1970.0
1059,13803.0,1971.0
1060,13804.0,1972.0
1061,13834.0,1973.0
1062,13876.0,1976.0
1063,13906.0,1979.0
1064,13907.0,1978.0
1065,13934.0,1981.0
1066,14031.0,1988.0
1067,14033.0,1989.0
1068,14048.0,3742.0
1069,14079.0,1990.0
1070,14086.0,1991.0
1071,14093.0,1992.0
1072,14104.0,1993.0
1073,14106.0,1994.0
1074,14107.0,1995.0
1075,14145.0,3142.0
1076,14147.0,1999.0
1077,14163.0,2000.0
1078,14204.0,2001.0
1079,14237.0,2004.0
1080,14364.0,2015.0
1081,14278.0,2008.0
1082,14281.0,2009.0
1083,14325.0,2010.0
1084,14337.0,2014.0
1085,14367.0,2016.0
1086,32202.0,2017.0
1087,14415.0,2019.0
1088,15668.0,2155.0
1089,14501.0,2023.0
1090,14516.0,2024.0
1091,14548.0,2025.0
1092,14559.0,2026.0
1093,14572.0,2029.0
1094,14597.0,2030.0
1095,14608.0,2033.0
1096,14614.0,2035.0
1097,14634.0,2038.0
1098,14638.0,2039.0
1099,14644.0,2040.0
1100,14700.0,2047.0
1101,14736.0,2052.0
1102,14739.0,2054.0
1103,14740.0,2055.0
1104,14742.0,2056.0
1105,14749.0,2059.0
1106,14751.0,2060.0
1107,14752.0,2061.0
1108,14767.0,2067.0
1109,14768.0,2424.0
1110,14769.0,2065.0
1111,14774.0,1203.0
1112,14775.0,2066.0
1113,14783.0,2070.0
1114,14784.0,2071.0
1115,14829.0,2073.0
1116,14832.0,2075.0
1117,14857.0,2078.0
1118,14859.0,2079.0
1119,14884.0,2080.0
1120,14891.0,2081.0
1121,15095.0,2104.0
1122,14893.0,2082.0
1123,14901.0,2083.0
1124,14964.0,2086.0
1125,14979.0,2087.0
1126,14985.0,2089.0
1127,14991.0,2091.0
1128,15032.0,2092.0
1129,15057.0,2094.0
1130,15074.0,2096.0
1131,15075.0,2097.0
1132,15079.0,2099.0
1133,15082.0,2100.0
1134,15088.0,1630.0
1135,15089.0,1853.0
1136,15116.0,2166.0
1137,15118.0,2105.0
1138,15191.0,2108.0
1139,15198.0,2110.0
1140,15199.0,2123.0
1141,15257.0,2118.0
1142,15263.0,2119.0
1143,15312.0,2121.0
1144,15330.0,2168.0
1145,15343.0,2124.0
1146,15344.0,2126.0
1147,15353.0,2128.0
1148,15354.0,2129.0
1149,15399.0,2135.0
1150,15423.0,2137.0
1151,15477.0,2141.0
1152,15524.0,2142.0
1153,15653.0,2152.0
1154,15658.0,2153.0
1155,15689.0,2157.0
1156,15692.0,2158.0
1157,15697.0,2159.0
1158,15700.0,2160.0
1159,29301.0,4110.0
1160,15817.0,2170.0
1161,16146.0,2221.0
1162,15827.0,2171.0
1163,15842.0,2173.0
1164,15845.0,2176.0
1165,15865.0,4531.0
1166,15871.0,2179.0
1167,15872.0,2180.0
1168,15900.0,2185.0
1169,15902.0,2184.0
1170,15914.0,2188.0
1171,15917.0,2189.0
1172,15932.0,2190.0
1173,15934.0,2191.0
1174,15935.0,2193.0
1175,15957.0,2194.0
1176,15963.0,2195.0
1177,15990.0,2196.0
1178,15996.0,7.0
1179,16019.0,2199.0
1180,16025.0,2201.0
1181,16037.0,2204.0
1182,16047.0,2203.0
1183,16060.0,2205.0
1184,16061.0,2206.0
1185,16069.0,2209.0
1186,16073.0,2210.0
1187,16076.0,2212.0
1188,16077.0,2211.0
1189,16091.0,2213.0
