,CARMA,OPSD
1192,10922.0,2604.0
1193,10924.0,1423.0
1194,11734.0,2605.0
1195,10927.0,1292.0
1196,10930.0,2536.0
1197,10933.0,2606.0
1198,10943.0,2608.0
1199,10954.0,2612.0
1200,10957.0,2613.0
1201,10958.0,1041.0
1202,10967.0,89.0
1203,10968.0,1624.0
1204,10971.0,2616.0
1205,10972.0,2617.0
1206,10973.0,2619.0
1207,10976.0,2997.0
1208,10980.0,2620.0
1209,10983.0,1828.0
1210,10984.0,2622.0
1211,10997.0,2624.0
1212,11006.0,2625.0
1213,12359.0,2960.0
1214,11028.0,1352.0
1215,11071.0,156.0
1216,11083.0,2637.0
1217,11089.0,2638.0
1218,11096.0,2641.0
1219,11097.0,2643.0
1220,11106.0,2644.0
1221,11135.0,2647.0
1222,11136.0,2648.0
1223,11143.0,1192.0
1224,11144.0,2650.0
1225,11164.0,2653.0
1226,11169.0,2655.0
1227,11176.0,2657.0
1228,11181.0,2658.0
1229,11196.0,2181.0
1230,11201.0,2948.0
1231,11202.0,2659.0
1232,11210.0,2660.0
1233,11235.0,2927.0
1234,11236.0,1877.0
1235,11237.0,2672.0
1236,11241.0,4570.0
1237,11243.0,2664.0
1238,11248.0,2666.0
1239,11254.0,2667.0
1240,11277.0,2668.0
1241,11303.0,2674.0
1242,11316.0,2675.0
1243,11318.0,4545.0
1244,11319.0,2676.0
1245,11327.0,2677.0
1246,11333.0,2678.0
1247,11338.0,2679.0
1248,11351.0,2262.0
1249,11352.0,2746.0
1250,11353.0,4472.0
1251,11356.0,2699.0
1252,11360.0,2701.0
1253,17757.0,4236.0
1254,11397.0,3226.0
1255,11400.0,2706.0
1256,11445.0,538.0
1257,11458.0,2715.0
1258,11474.0,2710.0
1259,11480.0,2717.0
1260,11481.0,2718.0
1261,11482.0,2719.0
1262,11488.0,2722.0
1263,11501.0,2726.0
1264,11511.0,2727.0
1265,11513.0,2728.0
1266,11514.0,2730.0
1267,11525.0,2731.0
1268,11526.0,2732.0
1269,11532.0,2736.0
1270,11535.0,2737.0
1271,11546.0,1424.0
1272,11556.0,3577.0
1273,11557.0,2744.0
1274,11565.0,1173.0
1275,11585.0,2748.0
1276,11587.0,2751.0
1277,11596.0,2752.0
1278,11602.0,3558.0
1279,11604.0,339.0
1280,11607.0,2578.0
1281,11624.0,2757.0
1282,11644.0,2760.0
1283,11654.0,2765.0
1284,11678.0,2768.0
1285,11680.0,2769.0
1286,11682.0,2770.0
1287,11687.0,2771.0
1288,11706.0,2774.0
1289,11711.0,3582.0
1290,11715.0,2778.0
1291,11745.0,2689.0
1292,11749.0,2783.0
1293,11751.0,1478.0
1294,11759.0,2784.0
1295,11754.0,3905.0
1296,11760.0,2786.0
1297,11761.0,2787.0
1298,11762.0,2791.0
1299,11764.0,490.0
1300,11766.0,2793.0
1301,11773.0,25.0
1302,11780.0,2797.0
1303,11793.0,2798.0
1304,11796.0,2799.0
1305,11804.0,2800.0
1306,11808.0,4245.0
1307,11818.0,2803.0
1308,11844.0,2808.0
1309,11848.0,2809.0
1310,11849.0,2810.0
1311,11872.0,2467.0
1312,11883.0,2814.0
1313,11889.0,2815.0
1314,11892.0,751.0
1315,11906.0,2818.0
1316,11910.0,2819.0
1317,11911.0,2820.0
1318,11913.0,2822.0
1319,11914.0,2824.0
1320,11932.0,2825.0
1321,11933.0,2826.0
1322,11939.0,2829.0
1323,11940.0,2830.0
1324,11943.0,2831.0
1325,11947.0,2832.0
1326,11951.0,2833.0
1327,11957.0,2834.0
1328,16907.0,3187.0
1329,11964.0,2838.0
1330,11972.0,2839.0
1331,11975.0,2841.0
1332,11976.0,2842.0
1333,11980.0,2843.0
1334,11986.0,3037.0
1335,11992.0,2845.0
1336,11994.0,2847.0
1337,12003.0,2849.0
1338,12010.0,2852.0
1339,12012.0,2853.0
1340,12017.0,3181.0
1341,12054.0,2855.0
1342,12116.0,2891.0
1343,12130.0,611.0
1344,12140.0,2893.0
1345,12152.0,2894.0
1346,12157.0,2897.0
1347,12169.0,1241.0
1348,12178.0,2911.0
1349,12194.0,2917.0
1350,12207.0,2920.0
1351,12217.0,2035.0
1352,12221.0,2928.0
1353,12239.0,2935.0
1354,12261.0,4173.0
1355,12267.0,2940.0
1356,12308.0,2944.0
1357,12311.0,2946.0
1358,12323.0,276.0
1359,12332.0,4277.0
1360,12333.0,2949.0
1361,12335.0,2955.0
1362,12339.0,2954.0
1363,12356.0,2959.0
1364,12376.0,2962.0
1365,12383.0,2963.0
1366,12415.0,2965.0
1367,12416.0,2989.0
1368,12420.0,4439.0
1369,12427.0,2968.0
1370,12430.0,2969.0
1371,12435.0,2971.0
1372,12442.0,2973.0
1373,12454.0,1883.0
1374,12460.0,2976.0
1375,12468.0,2978.0
1376,12473.0,2980.0
1377,12474.0,2981.0
1378,12487.0,2984.0
1379,12491.0,2985.0
1380,12497.0,2988.0
1381,12505.0,4470.0
1382,12515.0,2991.0
1383,12518.0,2992.0
1384,12519.0,2487.0
1385,12520.0,2993.0
1386,12525.0,2994.0
1387,12526.0,2995.0
1388,12527.0,2996.0
1389,12530.0,2046.0
1390,12537.0,2999.0
1391,12543.0,3073.0
1392,12545.0,3004.0
1393,12554.0,3351.0
1394,12555.0,3006.0
1395,12563.0,3007.0
1396,12577.0,3008.0
1397,12579.0,3010.0
1398,12588.0,3011.0
1399,12593.0,3012.0
1400,12622.0,3014.0
1401,12631.0,3021.0
1402,12636.0,3022.0
1403,12646.0,3025.0
1404,12648.0,3026.0
1405,12651.0,3074.0
1406,12652.0,3076.0
1407,12662.0,3028.0
1408,12663.0,3029.0
1409,12672.0,3082.0
1410,12678.0,3075.0
1411,12684.0,3079.0
1412,12687.0,3080.0
1413,12691.0,3081.0
1414,12694.0,984.0
1415,19091.0,4550.0
1416,12704.0,3032.0
1417,12736.0,3767.0
1418,12742.0,3034.0
1419,12749.0,3035.0
1420,12751.0,3041.0
1421,12752.0,3043.0
1422,12755.0,2047.0
1423,12763.0,3049.0
1424,12769.0,3051.0
1425,12772.0,3054.0
1426,12788.0,3066.0
1427,12789.0,3067.0
1428,12798.0,3068.0
1429,12805.0,3088.0
1430,12806.0,3089.0
1431,12812.0,3090.0
1432,12813.0,3091.0
1433,12823.0,3092.0
1434,12824.0,3094.0
1435,12832.0,3098.0
1436,12842.0,3099.0
1437,12845.0,3101.0
1438,12858.0,3102.0
1439,12870.0,3106.0
1440,12877.0,3113.0
1441,12878.0,2480.0
1442,12879.0,2747.0
1443,12885.0,3118.0
1444,12886.0,3115.0
1445,12900.0,3122.0
1446,12916.0,4750.0
1447,12918.0,3123.0
1448,12923.0,3124.0
1449,12937.0,3125.0
1450,12958.0,1349.0
1451,12966.0,385.0
1452,12977.0,3131.0
1453,12979.0,3132.0
1454,13006.0,3133.0
1455,13019.0,2463.0
1456,13027.0,3136.0
1457,13098.0,3140.0
1458,13105.0,3144.0
1459,13112.0,3145.0
1460,13115.0,3146.0
1461,13118.0,3147.0
1462,13122.0,3148.0
1463,13124.0,3149.0
1464,13151.0,3154.0
1465,13172.0,3164.0
1466,13178.0,3165.0
1467,13222.0,3172.0
1468,13236.0,3173.0
1469,13276.0,1271.0
1470,13277.0,3175.0
1471,13311.0,471.0
1472,13317.0,1137.0
1473,13319.0,41.0
1474,13322.0,3195.0
1475,13326.0,3198.0
1476,13327.0,1862.0
1477,13333.0,3203.0
1478,13334.0,3204.0
1479,13365.0,4530.0
1480,13403.0,3212.0
1481,13467.0,3221.0
1482,13414.0,502.0
1483,13417.0,3214.0
1484,13432.0,3215.0
1485,13439.0,3216.0
1486,13445.0,3218.0
1487,13460.0,3219.0
1488,13465.0,3220.0
1489,13529.0,3227.0
1490,13535.0,4816.0
1491,13553.0,3230.0
1492,13555.0,2779.0
1493,13563.0,3231.0
1494,13566.0,3232.0
1495,13567.0,3235.0
1496,13569.0,3236.0
1497,13597.0,3244.0
1498,13605.0,3248.0
1499,13608.0,3249.0
1500,13609.0,3250.0
1501,13653.0,3257.0
1502,13651.0,1039.0
1503,15857.0,3256.0
1504,13655.0,3258.0
1505,13680.0,3264.0
1506,13687.0,3265.0
1507,13690.0,3266.0
1508,13702.0,1367.0
1509,13704.0,3270.0
1510,13707.0,3002.0
1511,13710.0,4927.0
1512,13711.0,3272.0
1513,13715.0,3273.0
1514,13719.0,3275.0
1515,13740.0,3277.0
1516,13742.0,1822.0
1517,13744.0,3278.0
1518,13747.0,3279.0
1519,13775.0,3283.0
1520,13787.0,108.0
1521,13799.0,3286.0
1522,13826.0,3287.0
1523,13834.0,3288.0
1524,13866.0,3291.0
1525,13892.0,3292.0
1526,13901.0,3294.0
1527,13945.0,3297.0
1528,13950.0,3307.0
1529,13962.0,3308.0
1530,13967.0,1593.0
1531,13971.0,3309.0
1532,14004.0,3311.0
1533,14005.0,4926.0
1534,14012.0,3314.0
1535,14013.0,3316.0
1536,14016.0,3317.0
1537,14020.0,3320.0
1538,14021.0,3319.0
1539,14022.0,900.0
1540,14027.0,3322.0
1541,14029.0,3323.0
1542,14042.0,2192.0
1543,14043.0,3324.0
1544,14048.0,4213.0
1545,14051.0,3328.0
1546,14063.0,3341.0
1547,14072.0,3343.0
1548,14076.0,2157.0
1549,14082.0,3347.0
1550,14106.0,2048.0
1551,14111.0,3353.0
1552,14119.0,3355.0
1553,14128.0,3360.0
1554,14129.0,3361.0
1555,14136.0,3363.0
1556,14137.0,3364.0
1557,14138.0,3365.0
1558,14140.0,3366.0
1559,14144.0,3655.0
1560,14176.0,3373.0
1561,14184.0,1090.0
1562,14185.0,3948.0
1563,14188.0,3426.0
1564,14196.0,3376.0
1565,14201.0,3378.0
1566,14206.0,3377.0
1567,14211.0,3379.0
1568,14212.0,3380.0
1569,14222.0,3382.0
1570,14231.0,3385.0
1571,14233.0,3387.0
1572,14236.0,3389.0
1573,14238.0,3390.0
1574,14245.0,3391.0
1575,14246.0,3392.0
1576,14253.0,3395.0
1577,14260.0,1749.0
1578,14263.0,3399.0
1579,14275.0,1166.0
1580,14276.0,3402.0
1581,14284.0,783.0
1582,14285.0,179.0
1583,14286.0,3406.0
1584,14289.0,3407.0
1585,14295.0,3410.0
1586,14297.0,3411.0
1587,14299.0,3412.0
1588,14319.0,3416.0
1589,14320.0,3417.0
1590,14323.0,3424.0
1591,14327.0,3418.0
1592,14329.0,3420.0
1593,14356.0,3425.0
1594,14377.0,3428.0
1595,14379.0,3431.0
1596,14385.0,3433.0
1597,14388.0,3434.0
1598,14407.0,3442.0
1599,14415.0,3435.0
1600,14417.0,3436.0
1601,14427.0,3438.0
1602,14433.0,3441.0
1603,14437.0,3443.0
1604,14439.0,3444.0
1605,14445.0,3923.0
1606,14451.0,1187.0
1607,14453.0,540.0
1608,14461.0,3448.0
1609,14661.0,3717.0
1610,18909.0,4504.0
1611,14489.0,3454.0
1612,14495.0,3178.0
1613,14514.0,3457.0
1614,14517.0,3458.0
1615,14521.0,3461.0
1616,14530.0,2861.0
1617,14535.0,3464.0
1618,14555.0,3477.0
1619,14556.0,3478.0
1620,14574.0,3487.0
1621,14577.0,3488.0
1622,14583.0,1132.0
1623,14586.0,3489.0
1624,14587.0,3490.0
1625,14611.0,3499.0
1626,14632.0,3502.0
1627,14649.0,3503.0
1628,14659.0,3504.0
1629,14672.0,3509.0
1630,14700.0,3579.0
1631,14722.0,3654.0
1632,14735.0,3523.0
1633,14753.0,3537.0
1634,14780.0,3539.0
1635,14781.0,3570.0
1636,14786.0,3521.0
1637,14794.0,3543.0
1638,14795.0,3544.0
1639,14799.0,3545.0
1640,14814.0,3550.0
1641,14823.0,3553.0
1642,14825.0,3554.0
1643,14826.0,3563.0
1644,14827.0,3559.0
1645,14833.0,3565.0
1646,14835.0,2052.0
1647,14836.0,3568.0
1648,14851.0,3574.0
1649,14858.0,3575.0
1650,14875.0,2345.0
1651,14890.0,3580.0
1652,14892.0,3581.0
1653,14898.0,3585.0
1654,16827.0,4045.0
1655,14908.0,3792.0
1656,14912.0,1612.0
1657,14917.0,3588.0
1658,14932.0,3589.0
1659,14946.0,3596.0
1660,14962.0,3597.0
1661,14983.0,3601.0
1662,14985.0,3602.0
1663,15001.0,3615.0
1664,15004.0,3617.0
1665,15033.0,506.0
1666,15034.0,1057.0
1667,15036.0,3628.0
1668,15037.0,2966.0
1669,15038.0,3193.0
1670,15039.0,3194.0
1671,15040.0,3253.0
1672,15044.0,3629.0
1673,15045.0,4704.0
1674,15048.0,3634.0
1675,15050.0,3635.0
1676,15055.0,3752.0
1677,15057.0,3636.0
1678,15072.0,3641.0
1679,15083.0,4457.0
1680,15084.0,3622.0
1681,15087.0,3648.0
1682,15088.0,3649.0
1683,15108.0,3652.0
1684,15109.0,3653.0
1685,15123.0,3656.0
1686,15129.0,3657.0
1687,15132.0,3658.0
1688,15141.0,3661.0
1689,15145.0,3663.0
1690,15156.0,3664.0
1691,15157.0,3668.0
1692,15158.0,2794.0
1693,15159.0,3669.0
1694,15162.0,3670.0
1695,15169.0,3675.0
1696,15175.0,3676.0
1697,15178.0,3677.0
1698,15187.0,3683.0
1699,15222.0,3688.0
1700,15228.0,3690.0
1701,15249.0,3695.0
1702,15258.0,3697.0
1703,15265.0,3700.0
1704,15267.0,3698.0
1705,15278.0,3699.0
1706,15294.0,3704.0
1707,15299.0,3705.0
1708,15309.0,3707.0
1709,15313.0,3708.0
1710,15321.0,1984.0
1711,15323.0,3710.0
1712,15325.0,3711.0
1713,15337.0,1425.0
1714,15354.0,3715.0
1715,15356.0,3680.0
1716,15364.0,3718.0
1717,15371.0,3722.0
1718,15398.0,3728.0
1719,15403.0,3730.0
1720,15406.0,3731.0
1721,15414.0,3732.0
1722,15430.0,3738.0
1723,15447.0,2430.0
1724,15467.0,3743.0
1725,15468.0,4866.0
1726,15469.0,3745.0
1727,15486.0,3747.0
1728,15499.0,3749.0
1729,15501.0,3755.0
1730,15514.0,3766.0
1731,15518.0,3772.0
1732,15523.0,3773.0
1733,15530.0,3776.0
1734,15541.0,3778.0
1735,15543.0,3528.0
1736,15548.0,3782.0
1737,15553.0,3783.0
1738,15554.0,4164.0
1739,15556.0,3785.0
1740,15566.0,3791.0
1741,15572.0,928.0
1742,15579.0,3793.0
1743,15584.0,3794.0
1744,15586.0,3795.0
1745,15599.0,2592.0
1746,15606.0,3797.0
1747,15607.0,3798.0
1748,15611.0,3800.0
1749,15612.0,3801.0
1750,15620.0,3803.0
1751,15630.0,3805.0
1752,15652.0,3808.0
1753,15663.0,3809.0
1754,15673.0,3810.0
1755,15692.0,3813.0
1756,15699.0,3815.0
1757,15703.0,3816.0
1758,15706.0,3817.0
1759,15708.0,3818.0
1760,15718.0,3819.0
1761,15721.0,3821.0
1762,15723.0,3734.0
1763,15733.0,3822.0
1764,15739.0,3824.0
1765,15744.0,3825.0
1766,15747.0,3826.0
1767,15753.0,3829.0
1768,15766.0,3830.0
1769,15777.0,3832.0
1770,15799.0,3833.0
1771,15839.0,3835.0
1772,15841.0,3837.0
1773,15846.0,3890.0
1774,15856.0,3841.0
1775,15860.0,3842.0
1776,15864.0,3640.0
1777,15883.0,3843.0
1778,15895.0,3849.0
1779,15897.0,3852.0
1780,15903.0,3853.0
1781,15913.0,3851.0
1782,15928.0,3854.0
1783,15935.0,1982.0
1784,15936.0,3857.0
1785,15937.0,3865.0
1786,15941.0,3858.0
1787,15944.0,2408.0
1788,15948.0,2759.0
1789,15958.0,3859.0
1790,15960.0,3860.0
1791,15965.0,3861.0
1792,15984.0,3862.0
1793,16026.0,3863.0
1794,16027.0,3864.0
1795,16043.0,3868.0
1796,16048.0,3892.0
1797,16060.0,3870.0
1798,16075.0,3388.0
1799,16101.0,3876.0
1800,16103.0,3877.0
1801,16110.0,3878.0
1802,16112.0,3879.0
1803,16114.0,197.0
1804,16121.0,3894.0
1805,16122.0,3895.0
1806,16139.0,3883.0
1807,16142.0,3884.0
1808,16143.0,3885.0
1809,16147.0,3886.0
1810,16405.0,3969.0
1811,16173.0,3907.0
1812,16176.0,1848.0
1813,16180.0,3910.0
1814,16194.0,4285.0
1815,16209.0,768.0
1816,16216.0,3915.0
1817,16218.0,1611.0
1818,16233.0,861.0
1819,16234.0,1293.0
1820,16235.0,3916.0
1821,16238.0,1799.0
1822,16239.0,3875.0
1823,16240.0,3913.0
1824,16255.0,3925.0
1825,16272.0,3930.0
1826,19383.0,4639.0
1827,16289.0,3933.0
1828,16291.0,3934.0
1829,16312.0,2127.0
1830,16313.0,3938.0
1831,16319.0,3940.0
1832,16321.0,898.0
1833,16322.0,982.0
1834,16325.0,2709.0
1835,16335.0,3944.0
1836,16341.0,3945.0
1837,16345.0,356.0
1838,16351.0,3530.0
1839,16364.0,3951.0
1840,16369.0,3501.0
1841,16370.0,3681.0
1842,16375.0,3953.0
1843,16381.0,3954.0
1844,16386.0,3956.0
1845,16392.0,3958.0
1846,16394.0,3959.0
1847,16395.0,2245.0
1848,16408.0,3594.0
1849,16419.0,1594.0
1850,16420.0,3970.0
1851,16495.0,3988.0
1852,16422.0,3971.0
1853,16427.0,3973.0
1854,16430.0,3976.0
1855,16431.0,4166.0
1856,16459.0,3978.0
1857,16461.0,3979.0
1858,16466.0,3980.0
1859,16467.0,3981.0
1860,16470.0,3982.0
1861,16472.0,3983.0
1862,16473.0,3984.0
1863,16474.0,4355.0
1864,16477.0,3987.0
1865,16485.0,739.0
1866,16503.0,3996.0
1867,16506.0,3997.0
1868,16519.0,3998.0
1869,16521.0,3999.0
1870,16536.0,4003.0
1871,16548.0,4005.0
1872,16551.0,4008.0
1873,16553.0,1214.0
1874,16564.0,4035.0
1875,16570.0,4010.0
1876,16583.0,4036.0
1877,16588.0,4011.0
1878,16607.0,4013.0
1879,16613.0,4014.0
1880,16614.0,4015.0
1881,16616.0,4016.0
1882,16620.0,1572.0
1883,16628.0,4018.0
1884,16634.0,4019.0
1885,16676.0,4021.0
1886,16680.0,4037.0
1887,16690.0,4579.0
1888,16691.0,147.0
1889,16728.0,4022.0
1890,16733.0,4023.0
1891,16741.0,4024.0
1892,16742.0,4025.0
1893,16743.0,4026.0
1894,16745.0,3142.0
1895,16746.0,4074.0
1896,16750.0,4028.0
1897,16753.0,4029.0
1898,16754.0,4030.0
1899,16762.0,4031.0
1900,16764.0,2131.0
1901,16804.0,4039.0
1902,16831.0,4046.0
1903,16832.0,4047.0
1904,16855.0,4054.0
1905,16856.0,4055.0
1906,16857.0,4056.0
1907,16858.0,4057.0
1908,16859.0,4058.0
1909,16871.0,4062.0
1910,16872.0,1550.0
1911,16895.0,4065.0
1912,16904.0,4070.0
1913,16905.0,3814.0
1914,16915.0,4073.0
1915,16918.0,4075.0
1916,16929.0,4080.0
1917,16934.0,4082.0
1918,16951.0,4087.0
1919,16954.0,4088.0
1920,16961.0,4089.0
1921,16991.0,4094.0
1922,17016.0,4867.0
1923,17031.0,4101.0
1924,17037.0,4102.0
1925,17046.0,4104.0
1926,17053.0,4105.0
1927,17055.0,4106.0
1928,17086.0,1507.0
1929,17088.0,4110.0
1930,17096.0,4111.0
1931,17098.0,4284.0
1932,17101.0,4113.0
1933,17105.0,4114.0
1934,17108.0,4115.0
1935,17119.0,4116.0
1936,17139.0,4117.0
1937,17154.0,4121.0
1938,17155.0,4122.0
1939,17162.0,4124.0
1940,17164.0,4125.0
1941,17166.0,4127.0
1942,17230.0,4128.0
1943,17234.0,4129.0
1944,17303.0,4135.0
1945,17352.0,4140.0
1946,17356.0,4141.0
1947,17360.0,4142.0
1948,17387.0,4146.0
1949,17390.0,4148.0
1950,17391.0,4149.0
1951,17409.0,4153.0
1952,17416.0,4155.0
1953,17418.0,4156.0
1954,17419.0,4157.0
1955,17421.0,4158.0
1956,17434.0,4160.0
1957,17442.0,4165.0
1958,17463.0,4167.0
1959,17474.0,4168.0
1960,17475.0,4169.0
1961,17523.0,4179.0
1962,17524.0,4932.0
1963,17529.0,2951.0
1964,17530.0,4182.0
1965,17545.0,4185.0
1966,17546.0,4186.0
1967,17548.0,4187.0
1968,17558.0,4188.0
1969,17564.0,4189.0
1970,17570.0,4190.0
1971,17591.0,4192.0
1972,17594.0,4193.0
1973,17596.0,4194.0
1974,17603.0,4195.0
1975,17604.0,4196.0
1976,17645.0,4203.0
1977,17648.0,1498.0
1978,17652.0,1266.0
1979,17662.0,4218.0
1980,17674.0,4219.0
1981,17678.0,4220.0
1982,17679.0,4221.0
1983,17680.0,4222.0
1984,17681.0,4223.0
1985,17684.0,4224.0
1986,17693.0,4225.0
1987,17707.0,4231.0
1988,17710.0,4258.0
1989,17711.0,4229.0
1990,17723.0,3924.0
1991,17726.0,4232.0
1992,17749.0,4235.0
1993,17772.0,4893.0
1994,17773.0,4237.0
1995,17792.0,4238.0
1996,17804.0,4241.0
1997,17852.0,4242.0
1998,17862.0,4243.0
1999,17881.0,4246.0
2000,17882.0,4247.0
2001,17884.0,4248.0
2002,17913.0,4249.0
2003,17916.0,171.0
2004,17921.0,4250.0
2005,17941.0,4251.0
2006,17952.0,4253.0
2007,17953.0,4254.0
2008,17971.0,4255.0
2009,17979.0,3768.0
2010,17988.0,4260.0
2011,18003.0,4538.0
2012,18004.0,4292.0
2013,18007.0,3529.0
2014,18016.0,4263.0
2015,18029.0,4216.0
2016,18043.0,4265.0
2017,18045.0,4267.0
2018,18052.0,4268.0
2019,18053.0,4269.0
2020,18057.0,4272.0
2021,18064.0,4278.0
2022,18067.0,4279.0
2023,18068.0,4280.0
2024,18085.0,4282.0
2025,18120.0,4283.0
2026,18168.0,4333.0
2027,18177.0,4298.0
2028,18189.0,4301.0
2029,18190.0,4302.0
2030,18193.0,4303.0
2031,18194.0,4304.0
2032,18198.0,4306.0
2033,18199.0,4308.0
2034,18201.0,4309.0
2035,18202.0,4310.0
2036,18213.0,4311.0
2037,18219.0,1938.0
2038,18221.0,4313.0
2039,18223.0,4315.0
2040,18229.0,4316.0
2041,18238.0,4317.0
2042,18239.0,4318.0
2043,18256.0,2141.0
2044,18276.0,4321.0
2045,18279.0,964.0
2046,18282.0,2227.0
2047,18296.0,4326.0
2048,18305.0,4324.0
2049,18307.0,4331.0
2050,18311.0,4334.0
2051,18317.0,4335.0
2052,18336.0,4347.0
2053,18369.0,4695.0
2054,18381.0,4357.0
2055,18382.0,4358.0
2056,18384.0,4359.0
2057,18392.0,4362.0
2058,18400.0,4364.0
2059,18409.0,4367.0
2060,18410.0,4368.0
2061,18411.0,4369.0
2062,18427.0,4371.0
2063,18444.0,4374.0
2064,18451.0,4375.0
2065,18460.0,4377.0
2066,18482.0,4378.0
2067,18487.0,4379.0
2068,18502.0,4380.0
2069,18508.0,4383.0
2070,18510.0,4384.0
2071,18514.0,4385.0
2072,18516.0,4386.0
2073,18520.0,4387.0
2074,18524.0,4389.0
2075,18528.0,4392.0
2076,18529.0,4393.0
2077,18542.0,4400.0
2078,18547.0,4401.0
2079,18553.0,3531.0
2080,18556.0,4402.0
2081,18563.0,4405.0
2082,18565.0,4406.0
2083,18588.0,4407.0
2084,18593.0,4408.0
2085,18595.0,2827.0
2086,18596.0,670.0
2087,18597.0,4535.0
2088,18598.0,4440.0
2089,18606.0,4536.0
2090,18615.0,3569.0
2091,18617.0,3560.0
2092,18620.0,4414.0
2093,18621.0,4415.0
2094,18630.0,4419.0
2095,18633.0,4420.0
2096,18645.0,4423.0
2097,18646.0,4424.0
2098,18651.0,4426.0
2099,18654.0,4427.0
2100,18656.0,4459.0
2101,18665.0,4431.0
2102,18670.0,4433.0
2103,18672.0,4434.0
2104,18674.0,4435.0
2105,18678.0,4436.0
2106,18681.0,4437.0
2107,18689.0,4443.0
2108,18691.0,4363.0
2109,18699.0,4449.0
2110,18714.0,4452.0
2111,18723.0,4453.0
2112,18762.0,4508.0
2113,18771.0,4463.0
2114,18772.0,4464.0
2115,18773.0,4465.0
2116,18783.0,4469.0
2117,18800.0,4477.0
2118,18801.0,4479.0
2119,18802.0,4480.0
2120,18811.0,4481.0
2121,18817.0,4482.0
2122,18826.0,4483.0
2123,18828.0,4484.0
2124,18840.0,4487.0
2125,18854.0,4490.0
2126,18857.0,4491.0
2127,18861.0,4493.0
2128,18869.0,4496.0
2129,18872.0,4497.0
2130,18874.0,2947.0
2131,18875.0,4275.0
2132,18898.0,4502.0
2133,18903.0,4489.0
2134,18914.0,4510.0
2135,18916.0,4506.0
2136,18939.0,4511.0
2137,18951.0,4512.0
2138,18965.0,4516.0
2139,18969.0,362.0
2140,18979.0,4524.0
2141,18983.0,4523.0
2142,18993.0,4525.0
2143,19028.0,4532.0
2144,19033.0,4533.0
2145,19042.0,4541.0
2146,19043.0,4542.0
2147,19083.0,4548.0
2148,19099.0,4549.0
2149,19132.0,4555.0
2150,19146.0,4565.0
2151,19160.0,4572.0
2152,19161.0,4573.0
2153,19162.0,4575.0
2154,19223.0,4594.0
2155,19178.0,4577.0
2156,19197.0,4583.0
2157,19199.0,1673.0
2158,19205.0,4587.0
2159,19206.0,4588.0
2160,19217.0,4591.0
2161,19218.0,4592.0
2162,19221.0,4593.0
2163,19231.0,4600.0
2164,19243.0,4601.0
2165,19259.0,4605.0
2166,19270.0,4611.0
2167,19272.0,4781.0
2168,19275.0,4612.0
2169,19287.0,4614.0
2170,19288.0,4615.0
2171,19289.0,3233.0
2172,19290.0,4616.0
2173,19304.0,4619.0
2174,19306.0,4620.0
2175,19312.0,4621.0
2176,19324.0,4622.0
2177,19336.0,4627.0
2178,19338.0,4628.0
2179,19339.0,4629.0
2180,19343.0,4630.0
2181,19344.0,4631.0
2182,19345.0,4569.0
2183,19355.0,4634.0
2184,19358.0,4635.0
2185,19379.0,225.0
2186,19381.0,1559.0
2187,19382.0,2865.0
2188,19401.0,4641.0
2189,19409.0,4643.0
2190,19419.0,4649.0
2191,19421.0,4650.0
2192,19428.0,4654.0
2193,19430.0,4656.0
2194,19431.0,4657.0
2195,19585.0,4677.0
2196,19433.0,4658.0
2197,19444.0,416.0
2198,19490.0,4664.0
2199,19491.0,4665.0
2200,19503.0,4666.0
2201,19531.0,4670.0
2202,19545.0,4214.0
2203,19561.0,1527.0
2204,19568.0,4673.0
2205,19574.0,4674.0
2206,19575.0,324.0
2207,19580.0,4675.0
2208,19584.0,4676.0
2209,19590.0,4678.0
2210,19593.0,4680.0
2211,19594.0,4679.0
2212,19611.0,4687.0
2213,19614.0,4688.0
2214,19631.0,4690.0
2215,19634.0,4691.0
2216,19662.0,4696.0
2217,19672.0,4697.0
2218,19701.0,4699.0
2219,19703.0,3621.0
2220,19710.0,4700.0
2221,19713.0,4701.0
2222,19736.0,4705.0
2223,19746.0,4706.0
2224,19748.0,2983.0
2225,19760.0,4708.0
2226,19762.0,4709.0
2227,19794.0,943.0
2228,19787.0,4716.0
2229,19788.0,4718.0
2230,19796.0,3606.0
2231,19799.0,4720.0
2232,19800.0,4721.0
2233,19802.0,4722.0
2234,19805.0,4723.0
2235,19811.0,4717.0
2236,19817.0,4725.0
2237,19819.0,4726.0
2238,19820.0,4727.0
2239,19821.0,4728.0
2240,19824.0,4729.0
2241,19829.0,4733.0
2242,19830.0,4734.0
2243,19834.0,630.0
2244,19835.0,354.0
2245,19838.0,4736.0
2246,19839.0,4735.0
2247,19841.0,4737.0
2248,19842.0,4738.0
2249,19847.0,2009.0
2250,19848.0,986.0
2251,19849.0,4741.0
2252,19872.0,4743.0
2253,19878.0,1202.0
2254,19896.0,4749.0
2255,19905.0,3190.0
2256,19916.0,802.0
2257,19918.0,4753.0
2258,19923.0,3561.0
2259,19942.0,4756.0
2260,19954.0,2432.0
2261,19955.0,3135.0
2262,19959.0,277.0
2263,19995.0,4761.0
2264,20001.0,4762.0
2265,20003.0,4763.0
2266,20011.0,4764.0
2267,20050.0,671.0
2268,20063.0,4769.0
2269,20066.0,4771.0
2270,20085.0,4773.0
