,OPSD,WEPP
1199,2190.0,13577.0
1200,2193.0,13585.0
1201,2196.0,13589.0
1202,2197.0,13595.0
1203,2209.0,13617.0
1204,2211.0,13619.0
1205,2212.0,194.0
1206,2216.0,13630.0
1207,2217.0,13631.0
1208,2218.0,13633.0
1209,2219.0,13640.0
1210,2225.0,13655.0
1211,2228.0,13668.0
1212,2230.0,13671.0
1213,2231.0,13676.0
1214,2233.0,13684.0
1215,2237.0,13694.0
1216,2238.0,13697.0
1217,2240.0,13699.0
1218,2241.0,13704.0
1219,2242.0,22338.0
1220,2245.0,25158.0
1221,2246.0,13733.0
1222,2247.0,13735.0
1223,2248.0,13743.0
1224,2249.0,13745.0
1225,2250.0,27069.0
1226,2252.0,13784.0
1227,2255.0,13814.0
1228,2259.0,13822.0
1229,2260.0,13831.0
1230,2261.0,13875.0
1231,2263.0,13925.0
1232,2264.0,13927.0
1233,2265.0,13832.0
1234,2266.0,13930.0
1235,2267.0,13934.0
1236,2268.0,13956.0
1237,2270.0,13965.0
1238,2271.0,128.0
1239,2275.0,13987.0
1240,4475.0,28994.0
1241,2277.0,13999.0
1242,2281.0,14032.0
1243,2282.0,14083.0
1244,2285.0,14093.0
1245,2286.0,14094.0
1246,2287.0,14097.0
1247,2288.0,14107.0
1248,2289.0,14110.0
1249,2291.0,14117.0
1250,2292.0,14118.0
1251,2294.0,14129.0
1252,2295.0,7689.0
1253,2299.0,14133.0
1254,2300.0,14144.0
1255,2302.0,14164.0
1256,2305.0,14181.0
1257,2306.0,14185.0
1258,2307.0,14188.0
1259,2308.0,14201.0
1260,2309.0,14211.0
1261,2310.0,13869.0
1262,2311.0,13884.0
1263,2312.0,13914.0
1264,2313.0,13915.0
1265,2315.0,14218.0
1266,2316.0,14220.0
1267,2317.0,14226.0
1268,2318.0,14243.0
1269,2319.0,14246.0
1270,2320.0,14262.0
1271,2321.0,14269.0
1272,2322.0,14300.0
1273,2323.0,14305.0
1274,2324.0,3963.0
1275,2325.0,14321.0
1276,2326.0,14322.0
1277,2327.0,14358.0
1278,2328.0,14359.0
1279,2330.0,14360.0
1280,2331.0,15398.0
1281,2335.0,14396.0
1282,2336.0,14400.0
1283,2337.0,14402.0
1284,2338.0,14412.0
1285,2340.0,14419.0
1286,2341.0,14433.0
1287,2344.0,18673.0
1288,2345.0,22914.0
1289,2346.0,14476.0
1290,2348.0,14508.0
1291,2349.0,14524.0
1292,2350.0,14535.0
1293,2355.0,14552.0
1294,2352.0,14543.0
1295,2353.0,14545.0
1296,2354.0,14550.0
1297,2356.0,14573.0
1298,2358.0,14604.0
1299,2359.0,14606.0
1300,2360.0,14607.0
1301,2361.0,14611.0
1302,2362.0,14612.0
1303,2363.0,14617.0
1304,2364.0,14620.0
1305,2366.0,14637.0
1306,2369.0,14655.0
1307,2371.0,14674.0
1308,2374.0,14684.0
1309,2375.0,14727.0
1310,2376.0,14729.0
1311,2379.0,14746.0
1312,2380.0,14749.0
1313,2381.0,14751.0
1314,2384.0,14757.0
1315,2385.0,14769.0
1316,2386.0,14798.0
1317,2387.0,14812.0
1318,2388.0,14820.0
1319,2389.0,14836.0
1320,2390.0,14839.0
1321,2391.0,14853.0
1322,2392.0,14916.0
1323,2393.0,14934.0
1324,2394.0,14945.0
1325,2396.0,14976.0
1326,2399.0,14995.0
1327,2400.0,14997.0
1328,2401.0,15038.0
1329,2402.0,15051.0
1330,2404.0,14931.0
1331,2405.0,15059.0
1332,2406.0,15061.0
1333,2407.0,15066.0
1334,2408.0,24536.0
1335,2409.0,15103.0
1336,2410.0,15112.0
1337,2411.0,15125.0
1338,2412.0,15142.0
1339,2413.0,15149.0
1340,2414.0,15152.0
1341,2415.0,15161.0
1342,2416.0,15176.0
1343,2417.0,15187.0
1344,2418.0,14485.0
1345,2420.0,15205.0
1346,2421.0,15257.0
1347,2422.0,15265.0
1348,2423.0,15271.0
1349,2424.0,15309.0
1350,2425.0,15310.0
1351,2426.0,15322.0
1352,2428.0,15353.0
1353,2433.0,15403.0
1354,2434.0,15416.0
1355,2435.0,15440.0
1356,2436.0,15456.0
1357,2437.0,9223.0
1358,2438.0,15459.0
1359,2440.0,15487.0
1360,2441.0,15432.0
1361,2442.0,15373.0
1362,2443.0,15516.0
1363,2444.0,15514.0
1364,2445.0,15561.0
1365,2446.0,15571.0
1366,2447.0,15579.0
1367,2448.0,15604.0
1368,2449.0,15621.0
1369,2451.0,15630.0
1370,2452.0,15631.0
1371,2453.0,15639.0
1372,2455.0,15640.0
1373,2457.0,15689.0
1374,2462.0,11639.0
1375,2464.0,29587.0
1376,2466.0,7483.0
1377,2469.0,15742.0
1378,2470.0,15744.0
1379,2471.0,15752.0
1380,2472.0,14233.0
1381,2474.0,15563.0
1382,2475.0,15584.0
1383,2476.0,15796.0
1384,2480.0,19881.0
1385,2483.0,15837.0
1386,2484.0,15844.0
1387,2489.0,15855.0
1388,2490.0,15860.0
1389,2491.0,15869.0
1390,2495.0,15925.0
1391,2498.0,15937.0
1392,2499.0,15949.0
1393,2500.0,15956.0
1394,2504.0,15971.0
1395,2507.0,15989.0
1396,2508.0,15991.0
1397,2509.0,26261.0
1398,2511.0,16018.0
1399,2512.0,16114.0
1400,2513.0,16117.0
1401,2514.0,16118.0
1402,2536.0,16291.0
1403,2519.0,16149.0
1404,2521.0,16173.0
1405,2522.0,16178.0
1406,2525.0,17203.0
1407,2526.0,16216.0
1408,2527.0,16217.0
1409,2528.0,16219.0
1410,3183.0,20521.0
1411,2530.0,16265.0
1412,2532.0,16269.0
1413,2533.0,16274.0
1414,2534.0,16275.0
1415,2538.0,5482.0
1416,2540.0,9986.0
1417,2541.0,16311.0
1418,2542.0,16315.0
1419,2545.0,21748.0
1420,2547.0,16337.0
1421,2548.0,16339.0
1422,2549.0,16377.0
1423,2550.0,16388.0
1424,2551.0,16401.0
1425,2552.0,16407.0
1426,2553.0,16413.0
1427,2554.0,16421.0
1428,2555.0,16427.0
1429,2556.0,16428.0
1430,2557.0,16488.0
1431,2562.0,16518.0
1432,2559.0,16506.0
1433,2560.0,16509.0
1434,2561.0,16515.0
1435,2563.0,16525.0
1436,2564.0,5982.0
1437,2565.0,8947.0
1438,2569.0,19511.0
1439,3801.0,24010.0
1440,2571.0,16539.0
1441,2572.0,16685.0
1442,2573.0,16553.0
1443,2574.0,16554.0
1444,2575.0,16562.0
1445,2576.0,16563.0
1446,2577.0,16566.0
1447,2578.0,29307.0
1448,3771.0,5356.0
1449,2581.0,16641.0
1450,2582.0,16667.0
1451,2583.0,16668.0
1452,2584.0,16669.0
1453,2585.0,16675.0
1454,2586.0,16693.0
1455,2587.0,9188.0
1456,2588.0,14401.0
1457,2818.0,18430.0
1458,2590.0,16812.0
1459,2591.0,16755.0
1460,2592.0,16628.0
1461,2594.0,16813.0
1462,2595.0,16814.0
1463,2598.0,16832.0
1464,2599.0,16841.0
1465,2600.0,16875.0
1466,2601.0,16877.0
1467,2602.0,16879.0
1468,2603.0,16896.0
1469,2604.0,16902.0
1470,2605.0,18148.0
1471,2606.0,16915.0
1472,2608.0,16929.0
1473,2612.0,16942.0
1474,2613.0,16946.0
1475,2616.0,16974.0
1476,2617.0,16975.0
1477,2618.0,16977.0
1478,2619.0,16978.0
1479,2620.0,16985.0
1480,2622.0,16994.0
1481,2624.0,17010.0
1482,2625.0,17022.0
1483,2626.0,14092.0
1484,2629.0,13846.0
1485,2632.0,17096.0
1486,2637.0,17145.0
1487,2638.0,17151.0
1488,2640.0,17165.0
1489,2641.0,17166.0
1490,2643.0,17171.0
1491,2644.0,17181.0
1492,2646.0,17216.0
1493,2647.0,17233.0
1494,2649.0,17247.0
1495,2650.0,17249.0
1496,2651.0,22917.0
1497,2658.0,17304.0
1498,2653.0,17274.0
1499,2654.0,23702.0
1500,2655.0,17282.0
1501,2657.0,17296.0
1502,2660.0,17337.0
1503,2664.0,17390.0
1504,2666.0,17401.0
1505,2667.0,17409.0
1506,2668.0,17447.0
1507,2670.0,15789.0
1508,2671.0,17187.0
1509,2672.0,17381.0
1510,2673.0,17383.0
1511,2674.0,17492.0
1512,2675.0,17509.0
1513,2676.0,17513.0
1514,2677.0,17528.0
1515,2678.0,17534.0
1516,2681.0,17553.0
1517,2682.0,17554.0
1518,2687.0,17556.0
1519,2689.0,17557.0
1520,2690.0,17558.0
1521,2691.0,17555.0
1522,2695.0,17561.0
1523,2697.0,17562.0
1524,2699.0,17580.0
1525,2700.0,17581.0
1526,2701.0,17585.0
1527,2704.0,17616.0
1528,2706.0,17647.0
1529,2786.0,18193.0
1530,2709.0,17661.0
1531,2710.0,17746.0
1532,2711.0,17686.0
1533,2714.0,17709.0
1534,2715.0,17724.0
1535,2717.0,17751.0
1536,2718.0,17752.0
1537,2719.0,17753.0
1538,2720.0,8698.0
1539,2769.0,18052.0
1540,2722.0,17761.0
1541,2723.0,10037.0
1542,2724.0,19603.0
1543,2726.0,17780.0
1544,2727.0,17793.0
1545,2728.0,17795.0
1546,2729.0,17799.0
1547,2730.0,17800.0
1548,2731.0,17817.0
1549,2732.0,17818.0
1550,2733.0,17822.0
1551,2736.0,17833.0
1552,2737.0,17838.0
1553,2738.0,17857.0
1554,2744.0,17871.0
1555,2746.0,17574.0
1556,2748.0,17914.0
1557,2750.0,17918.0
1558,2751.0,17922.0
1559,2752.0,22248.0
1560,2757.0,17966.0
1561,2759.0,24541.0
1562,2760.0,17999.0
1563,2781.0,18155.0
1564,2765.0,18016.0
1565,2766.0,18021.0
1566,2768.0,18050.0
1567,2770.0,18058.0
1568,2771.0,18067.0
1569,2777.0,18113.0
1570,2774.0,18104.0
1571,2775.0,18107.0
1572,2778.0,18117.0
1573,2779.0,22168.0
1574,2783.0,18170.0
1575,2784.0,18192.0
1576,2787.0,18194.0
1577,2789.0,32390.0
1578,2790.0,18196.0
1579,2791.0,18198.0
1580,2793.0,18204.0
1581,2794.0,23332.0
1582,2797.0,18225.0
1583,2798.0,18250.0
1584,2799.0,25185.0
1585,2800.0,18262.0
1586,2801.0,9356.0
1587,2803.0,18283.0
1588,2808.0,18332.0
1589,2809.0,18342.0
1590,2810.0,18343.0
1591,2812.0,8085.0
1592,2813.0,18394.0
1593,2814.0,18395.0
1594,2815.0,18404.0
1595,2819.0,18438.0
1596,2820.0,18439.0
1597,2822.0,18443.0
1598,2824.0,18445.0
1599,2825.0,18472.0
1600,2826.0,18474.0
1601,2827.0,28675.0
1602,2828.0,18484.0
1603,2829.0,18485.0
1604,2830.0,18486.0
1605,2831.0,18498.0
1606,2832.0,18501.0
1607,2833.0,18505.0
1608,2834.0,18515.0
1609,2835.0,18523.0
1610,2838.0,18527.0
1611,2839.0,18538.0
1612,2840.0,18542.0
1613,2841.0,18543.0
1614,2842.0,18548.0
1615,2843.0,18554.0
1616,2844.0,18555.0
1617,2847.0,18578.0
1618,2848.0,18582.0
1619,2849.0,18592.0
1620,2851.0,24457.0
1621,2852.0,18600.0
1622,2853.0,18602.0
1623,2856.0,18678.0
1624,2857.0,18670.0
1625,2858.0,18672.0
1626,2860.0,17645.0
1627,2861.0,22365.0
1628,2863.0,18683.0
1629,2864.0,1165.0
1630,2890.0,24269.0
1631,2891.0,18754.0
1632,2892.0,18774.0
1633,2893.0,18792.0
1634,2894.0,18809.0
1635,2897.0,18814.0
1636,2900.0,18835.0
1637,2911.0,19128.0
1638,2913.0,5381.0
1639,2917.0,18876.0
1640,2919.0,18890.0
1641,2920.0,18899.0
1642,2922.0,25852.0
1643,2928.0,18929.0
1644,2927.0,18437.0
1645,2930.0,18930.0
1646,2934.0,18968.0
1647,2935.0,18969.0
1648,2936.0,18974.0
1649,2940.0,19017.0
1650,3019.0,19714.0
1651,2948.0,17326.0
1652,2949.0,19096.0
1653,2952.0,19097.0
1654,2954.0,14376.0
1655,2955.0,19099.0
1656,2959.0,19131.0
1657,2960.0,19135.0
1658,2962.0,19159.0
1659,2963.0,19173.0
1660,2964.0,19205.0
1661,2965.0,19210.0
1662,2966.0,19216.0
1663,2968.0,19227.0
1664,2969.0,19231.0
1665,2971.0,19241.0
1666,2973.0,19250.0
1667,2974.0,19219.0
1668,2980.0,19291.0
1669,2976.0,19271.0
1670,2977.0,19276.0
1671,2978.0,19285.0
1672,2981.0,19292.0
1673,2982.0,19301.0
1674,2989.0,19334.0
1675,2984.0,19314.0
1676,2985.0,19320.0
1677,2988.0,19326.0
1678,2990.0,19342.0
1679,2991.0,19353.0
1680,2992.0,19356.0
1681,2993.0,19382.0
1682,2994.0,19366.0
1683,2995.0,19367.0
1684,2996.0,19369.0
1685,2997.0,16980.0
1686,3000.0,19388.0
1687,3002.0,21091.0
1688,3006.0,19410.0
1689,3007.0,19428.0
1690,3008.0,19453.0
1691,3010.0,19456.0
1692,3011.0,19468.0
1693,3012.0,19474.0
1694,3014.0,19503.0
1695,3020.0,19445.0
1696,3021.0,19515.0
1697,3022.0,19526.0
1698,3023.0,18205.0
1699,3024.0,7776.0
1700,3025.0,19542.0
1701,3026.0,19543.0
1702,3028.0,19551.0
1703,3029.0,19552.0
1704,4402.0,28604.0
1705,3031.0,29149.0
1706,3032.0,19617.0
1707,3034.0,19664.0
1708,3035.0,19669.0
1709,3036.0,10836.0
1710,3037.0,18565.0
1711,3040.0,19671.0
1712,3041.0,19672.0
1713,3043.0,19673.0
1714,3044.0,19675.0
1715,3049.0,19691.0
1716,3051.0,19705.0
1717,3053.0,19707.0
1718,3054.0,19710.0
1719,3055.0,19716.0
1720,3057.0,13575.0
1721,3060.0,24709.0
1722,3066.0,19733.0
1723,3067.0,19734.0
1724,3068.0,19748.0
1725,3070.0,17672.0
1726,3072.0,17843.0
1727,3073.0,19392.0
1728,3074.0,19547.0
1729,3075.0,19578.0
1730,3076.0,19549.0
1731,3077.0,19581.0
1732,3078.0,19583.0
1733,3079.0,19586.0
1734,3080.0,19591.0
1735,3081.0,19595.0
1736,3086.0,25672.0
1737,3087.0,3532.0
1738,3088.0,19755.0
1739,3090.0,19762.0
1740,3091.0,19763.0
1741,3092.0,19781.0
1742,3094.0,19783.0
1743,3098.0,19801.0
1744,3099.0,19817.0
1745,3101.0,19823.0
1746,3102.0,19846.0
1747,3103.0,19849.0
1748,3106.0,19863.0
1749,3107.0,921.0
1750,3110.0,19878.0
1751,3111.0,19880.0
1752,3113.0,19883.0
1753,3230.0,20855.0
1754,3118.0,19892.0
1755,3119.0,19897.0
1756,3121.0,19900.0
1757,3122.0,19917.0
1758,3123.0,19931.0
1759,3124.0,19936.0
1760,3125.0,19961.0
1761,3126.0,18497.0
1762,3131.0,20016.0
1763,3132.0,19535.0
1764,3133.0,20057.0
1765,3134.0,20069.0
1766,3136.0,20099.0
1767,3140.0,20191.0
1768,3141.0,20192.0
1769,3142.0,25669.0
1770,3144.0,20200.0
1771,3145.0,20209.0
1772,3146.0,20217.0
1773,3147.0,20220.0
1774,3148.0,20224.0
1775,3149.0,20226.0
1776,3150.0,20230.0
1777,3151.0,9953.0
1778,3153.0,20265.0
1779,3154.0,20266.0
1780,3155.0,20281.0
1781,3158.0,20292.0
1782,3161.0,20309.0
1783,3164.0,20315.0
1784,3165.0,20322.0
1785,3168.0,1684.0
1786,3172.0,20378.0
1787,3173.0,20401.0
1788,3174.0,20447.0
1789,3175.0,20452.0
1790,3178.0,20533.0
1791,3180.0,20471.0
1792,3181.0,20479.0
1793,3190.0,30706.0
1794,3186.0,6496.0
1795,3187.0,25960.0
1796,3193.0,20532.0
1797,3195.0,5204.0
1798,3196.0,9023.0
1799,3197.0,20535.0
1800,3198.0,20538.0
1801,3202.0,20540.0
1802,3203.0,20548.0
1803,3204.0,2835.0
1804,3205.0,32174.0
1805,3207.0,20565.0
1806,3209.0,20564.0
1807,3212.0,20638.0
1808,3214.0,3550.0
1809,3215.0,20681.0
1810,3216.0,20688.0
1811,3218.0,20704.0
1812,3219.0,20722.0
1813,3220.0,20728.0
1814,3221.0,20731.0
1815,3225.0,20787.0
1816,3226.0,17638.0
1817,3227.0,20820.0
1818,3231.0,20871.0
1819,3232.0,20875.0
1820,3233.0,20876.0
1821,3234.0,29799.0
1822,3235.0,20877.0
1823,3236.0,20880.0
1824,3243.0,20923.0
1825,3244.0,20930.0
1826,3248.0,20942.0
1827,3249.0,20945.0
1828,3265.0,21060.0
1829,3253.0,20986.0
1830,3256.0,21005.0
1831,3258.0,21012.0
1832,3262.0,21019.0
1833,3264.0,21050.0
1834,3266.0,21064.0
1835,3267.0,25060.0
1836,3268.0,21072.0
1837,3272.0,21097.0
1838,3273.0,21102.0
1839,3275.0,21109.0
1840,3277.0,21148.0
1841,3278.0,21153.0
1842,3279.0,21158.0
1843,3283.0,21213.0
1844,3284.0,28796.0
1845,3285.0,21238.0
1846,3286.0,21239.0
1847,3287.0,21286.0
1848,3288.0,21307.0
1849,3290.0,21342.0
1850,3291.0,21351.0
1851,3292.0,15782.0
1852,3294.0,21397.0
1853,3295.0,21433.0
1854,3297.0,21459.0
1855,3300.0,14156.0
1856,3305.0,26710.0
1857,3307.0,21474.0
1858,3308.0,21491.0
1859,3309.0,21508.0
1860,3311.0,21567.0
1861,3316.0,21580.0
1862,3317.0,21583.0
1863,3319.0,21592.0
1864,3320.0,21590.0
1865,3321.0,21599.0
1866,3322.0,21600.0
1867,3323.0,21602.0
1868,3324.0,21624.0
1869,3328.0,21643.0
1870,3330.0,4853.0
1871,3334.0,3335.0
1872,3340.0,21671.0
1873,3341.0,21672.0
1874,3343.0,21674.0
1875,3352.0,21739.0
1876,3345.0,21690.0
1877,3462.0,22354.0
1878,3347.0,21695.0
1879,3349.0,21721.0
1880,3353.0,21742.0
1881,3355.0,21750.0
1882,3360.0,21766.0
1883,3361.0,21768.0
1884,3363.0,21780.0
1885,3364.0,21781.0
1886,3365.0,21782.0
1887,3366.0,21785.0
1888,3370.0,31267.0
1889,3371.0,21834.0
1890,3387.0,21835.0
1891,3373.0,21188.0
1892,3376.0,21864.0
1893,3377.0,21873.0
1894,3378.0,21884.0
1895,3380.0,21888.0
1896,3382.0,21906.0
1897,3385.0,21918.0
1898,3386.0,21920.0
1899,3389.0,2475.0
1900,3391.0,21926.0
1901,3392.0,21927.0
1902,3395.0,21937.0
1903,3397.0,12924.0
1904,3398.0,21947.0
1905,3399.0,21949.0
1906,3401.0,22045.0
1907,3402.0,21976.0
1908,3403.0,4347.0
1909,3407.0,21990.0
1910,3410.0,22001.0
1911,3411.0,22005.0
1912,3412.0,22007.0
1913,3415.0,22033.0
1914,3416.0,22043.0
1915,3417.0,22044.0
1916,3418.0,22053.0
1917,3420.0,22056.0
1918,3421.0,22073.0
1919,3424.0,22050.0
1920,3425.0,22107.0
1921,3426.0,21853.0
1922,3427.0,22124.0
1923,3428.0,22147.0
1924,3429.0,22146.0
1925,3430.0,22144.0
1926,3431.0,22148.0
1927,3432.0,22150.0
1928,3433.0,22156.0
1929,3434.0,22164.0
1930,3435.0,22203.0
1931,3436.0,22206.0
1932,3437.0,22209.0
1933,3438.0,22215.0
1934,3440.0,13773.0
1935,3441.0,22225.0
1936,3442.0,22231.0
1937,3443.0,22235.0
1938,3444.0,22237.0
1939,3445.0,22326.0
1940,3448.0,22263.0
1941,3450.0,22288.0
1942,4753.0,30720.0
1943,3452.0,11200.0
1944,3454.0,22298.0
1945,3934.0,25021.0
1946,3456.0,2524.0
1947,3457.0,22331.0
1948,3458.0,22335.0
1949,3459.0,5022.0
1950,3461.0,22348.0
1951,3464.0,22369.0
1952,3477.0,22402.0
1953,3478.0,22403.0
1954,3479.0,22411.0
1955,3480.0,22414.0
1956,3486.0,22434.0
1957,3487.0,22435.0
1958,3489.0,22439.0
1959,3490.0,22442.0
1960,3497.0,22466.0
1961,3499.0,22479.0
1962,3501.0,25120.0
1963,3502.0,22509.0
1964,3503.0,22545.0
1965,3504.0,22564.0
1966,3509.0,22589.0
1967,3521.0,17824.0
1968,3522.0,22691.0
1969,3523.0,22697.0
1970,3594.0,25186.0
1971,3526.0,5084.0
1972,3527.0,20059.0
1973,3537.0,22731.0
1974,3529.0,27716.0
1975,3531.0,28601.0
1976,3536.0,4039.0
1977,3539.0,22766.0
1978,3540.0,22773.0
1979,3542.0,22786.0
1980,3543.0,22787.0
1981,3544.0,22789.0
1982,3545.0,22794.0
1983,3546.0,7926.0
1984,3550.0,22800.0
1985,3552.0,22810.0
1986,3553.0,22812.0
1987,3554.0,22815.0
1988,3556.0,6383.0
1989,3557.0,8300.0
1990,3558.0,17946.0
1991,3561.0,30730.0
1992,3562.0,22816.0
1993,3563.0,22817.0
1994,3564.0,22818.0
1995,3565.0,22830.0
1996,3567.0,22837.0
1997,3568.0,22836.0
1998,3569.0,22838.0
1999,3570.0,22768.0
2000,3571.0,22841.0
2001,3574.0,22866.0
2002,3575.0,22876.0
2003,3576.0,22895.0
2004,3577.0,22899.0
2005,3579.0,22627.0
2006,3580.0,22937.0
2007,3581.0,22938.0
2008,3582.0,18110.0
2009,3585.0,22947.0
2010,3588.0,22991.0
2011,3589.0,23010.0
2012,3590.0,23026.0
2013,3592.0,17158.0
2014,3593.0,23925.0
2015,3595.0,23028.0
2016,3596.0,23030.0
2017,3597.0,23050.0
2018,3600.0,23073.0
2019,3601.0,23082.0
2020,3602.0,23085.0
2021,3607.0,17341.0
2022,3609.0,23088.0
2023,3610.0,2903.0
2024,3612.0,22961.0
2025,3615.0,23123.0
2026,3616.0,23122.0
2027,3617.0,23127.0
2028,3619.0,23133.0
2029,3620.0,16050.0
2030,3621.0,30442.0
2031,3627.0,23176.0
2032,3628.0,23177.0
2033,3629.0,23178.0
2034,3635.0,25850.0
2035,3636.0,23187.0
2036,3638.0,23211.0
2037,3639.0,10755.0
2038,3640.0,24406.0
2039,3643.0,23215.0
2040,3647.0,23225.0
2041,3648.0,23227.0
2042,3649.0,23229.0
2043,3652.0,23257.0
2044,3653.0,23259.0
2045,3654.0,22671.0
2046,3655.0,21793.0
2047,3656.0,23281.0
2048,3658.0,23297.0
2049,3660.0,8172.0
2050,3661.0,23311.0
2051,3662.0,23313.0
2052,3663.0,23315.0
2053,3664.0,23327.0
2054,3668.0,23331.0
2055,3669.0,23335.0
2056,3674.0,23351.0
2057,3675.0,23356.0
2058,3676.0,23364.0
2059,3677.0,23369.0
2060,3680.0,23645.0
2061,3681.0,25121.0
2062,3682.0,23380.0
2063,3683.0,23382.0
2064,3685.0,23410.0
2065,3686.0,10378.0
2066,3688.0,23419.0
2067,3690.0,23437.0
2068,3692.0,23456.0
2069,3693.0,23472.0
2070,3695.0,23487.0
2071,3696.0,23491.0
2072,3697.0,23502.0
2073,3698.0,23511.0
2074,3699.0,23524.0
2075,3700.0,23509.0
2076,3701.0,9471.0
2077,3702.0,23535.0
2078,3703.0,21749.0
2079,3704.0,23548.0
2080,3705.0,23554.0
2081,3707.0,23566.0
2082,3708.0,23570.0
2083,3710.0,23584.0
2084,3711.0,23587.0
2085,3715.0,23643.0
2086,3717.0,22570.0
2087,3718.0,23657.0
2088,3722.0,23671.0
2089,3726.0,9492.0
2090,3727.0,28044.0
2091,3728.0,23711.0
2092,3731.0,23719.0
2093,3732.0,23728.0
2094,3738.0,23739.0
2095,3741.0,11133.0
2096,4166.0,25224.0
2097,3743.0,23799.0
2098,3745.0,23801.0
2099,3747.0,23828.0
2100,3749.0,23848.0
2101,3750.0,5010.0
2102,3751.0,28141.0
2103,3753.0,5008.0
2104,3754.0,23852.0
2105,3755.0,23853.0
2106,3757.0,23658.0
2107,3766.0,23873.0
2108,3767.0,27674.0
2109,3768.0,27672.0
2110,3769.0,27673.0
2111,3770.0,3224.0
2112,3772.0,23881.0
2113,3773.0,23888.0
2114,3776.0,23900.0
2115,3778.0,23914.0
2116,3782.0,23933.0
2117,3783.0,23938.0
2118,3785.0,23941.0
2119,3788.0,13414.0
2120,3791.0,23954.0
2121,3792.0,22971.0
2122,3793.0,23970.0
2123,3794.0,23974.0
2124,3795.0,23976.0
2125,3797.0,23995.0
2126,3798.0,23997.0
2127,3800.0,24009.0
2128,3804.0,24021.0
2129,3805.0,24031.0
2130,3808.0,17505.0
2131,3809.0,24081.0
2132,3810.0,24093.0
2133,3813.0,24119.0
2134,3814.0,25950.0
2135,3815.0,24132.0
2136,3816.0,24138.0
2137,3817.0,24145.0
2138,3818.0,24147.0
2139,3819.0,24155.0
2140,3820.0,24159.0
2141,3821.0,24164.0
2142,3822.0,24189.0
2143,3824.0,24202.0
2144,3825.0,24207.0
2145,3826.0,24212.0
2146,3828.0,24219.0
2147,3829.0,24222.0
2148,3830.0,24243.0
2149,3831.0,24258.0
2150,3832.0,24266.0
2151,3835.0,24366.0
2152,3837.0,24370.0
2153,3841.0,24396.0
2154,3842.0,24398.0
2155,3843.0,24439.0
2156,3849.0,24461.0
2157,3852.0,24466.0
2158,3853.0,24476.0
2159,3854.0,24511.0
2160,3856.0,21242.0
2161,3857.0,4438.0
2162,3858.0,24530.0
2163,3859.0,24553.0
2164,3860.0,24557.0
2165,3861.0,24573.0
2166,3862.0,24590.0
2167,3863.0,24643.0
2168,3865.0,24524.0
2169,3866.0,24525.0
2170,3868.0,24676.0
2171,3869.0,24686.0
2172,3871.0,12116.0
2173,3872.0,24169.0
2174,3873.0,24730.0
2175,3874.0,24736.0
2176,3875.0,24942.0
2177,3876.0,24742.0
2178,3877.0,24745.0
2179,3878.0,24758.0
2180,3879.0,24762.0
2181,3882.0,24783.0
2182,3883.0,24799.0
2183,3884.0,24805.0
2184,3885.0,24806.0
2185,3886.0,24816.0
2186,3887.0,24835.0
2187,3889.0,24378.0
2188,3890.0,24377.0
2189,3891.0,28806.0
2190,3892.0,24684.0
2191,3893.0,24693.0
2192,3894.0,24775.0
2193,3895.0,24776.0
2194,3897.0,29893.0
2195,3898.0,13609.0
2196,3903.0,9390.0
2197,3905.0,18180.0
2198,3907.0,24848.0
2199,3910.0,24859.0
2200,3913.0,24906.0
2201,3914.0,24907.0
2202,3915.0,24914.0
2203,3916.0,24939.0
2204,3920.0,5496.0
2205,3921.0,8663.0
2206,3922.0,11549.0
2207,3923.0,22244.0
2208,3924.0,24959.0
2209,3925.0,24958.0
2210,3927.0,25023.0
2211,3930.0,24994.0
2212,4470.0,19340.0
2213,3933.0,25018.0
2214,3937.0,25042.0
2215,3938.0,25048.0
2216,3939.0,498.0
2217,3940.0,25058.0
2218,3944.0,25074.0
2219,3945.0,25081.0
2220,3947.0,25085.0
2221,3948.0,21849.0
2222,3951.0,25112.0
2223,3953.0,25126.0
2224,3954.0,25139.0
2225,3956.0,25146.0
2226,3957.0,25156.0
2227,3958.0,25155.0
2228,3959.0,25157.0
2229,4159.0,25215.0
2230,3965.0,25187.0
2231,3967.0,30547.0
2232,3968.0,25201.0
2233,3970.0,25209.0
2234,3971.0,25211.0
2235,3973.0,25214.0
2236,3975.0,25222.0
2237,3976.0,25223.0
2238,3977.0,25244.0
2239,3979.0,25248.0
2240,3980.0,25257.0
2241,3981.0,25258.0
2242,3982.0,25267.0
2243,3983.0,25268.0
2244,3984.0,25271.0
2245,3987.0,25277.0
2246,3988.0,25308.0
2247,3989.0,25310.0
2248,3996.0,25324.0
2249,3997.0,25327.0
2250,3998.0,25344.0
2251,3999.0,25349.0
2252,4001.0,25352.0
2253,4005.0,25382.0
2254,4006.0,10371.0
2255,4007.0,14349.0
2256,4010.0,25421.0
2257,4011.0,25449.0
2258,4013.0,25477.0
2259,4014.0,25485.0
2260,4015.0,25487.0
2261,4016.0,25489.0
2262,4018.0,25506.0
2263,4019.0,25514.0
2264,4020.0,9732.0
2265,4021.0,25572.0
2266,4022.0,25647.0
2267,4023.0,25655.0
2268,4024.0,25664.0
2269,4025.0,25666.0
2270,4026.0,25667.0
2271,4028.0,25678.0
2272,4029.0,25681.0
2273,4030.0,25683.0
2274,4031.0,25690.0
