,CARMA,ENTSOE
458,7194.0,735.0
459,7212.0,736.0
460,7213.0,737.0
461,7235.0,738.0
462,7236.0,739.0
463,7279.0,742.0
464,7296.0,743.0
465,7298.0,744.0
466,7305.0,745.0
467,7306.0,746.0
468,7362.0,748.0
469,7380.0,751.0
470,7384.0,753.0
471,7385.0,752.0
472,7391.0,756.0
473,7400.0,759.0
474,7405.0,761.0
475,7406.0,762.0
476,7431.0,763.0
477,7432.0,1698.0
478,7455.0,764.0
479,7465.0,765.0
480,7475.0,766.0
481,7509.0,777.0
482,7514.0,771.0
483,7541.0,772.0
484,7548.0,774.0
485,7581.0,776.0
486,8574.0,867.0
487,7629.0,674.0
488,7671.0,781.0
489,7683.0,782.0
490,7690.0,783.0
491,7701.0,710.0
492,7722.0,784.0
493,7753.0,785.0
494,7761.0,786.0
495,7764.0,787.0
496,7817.0,790.0
497,7819.0,789.0
498,7822.0,791.0
499,7823.0,792.0
500,7854.0,2170.0
501,7857.0,794.0
502,7864.0,796.0
503,7866.0,797.0
504,7908.0,801.0
505,7911.0,802.0
506,7928.0,803.0
507,7962.0,805.0
508,7977.0,806.0
509,8021.0,807.0
510,8026.0,808.0
511,8038.0,809.0
512,8052.0,810.0
513,15440.0,1598.0
514,8060.0,812.0
515,8065.0,813.0
516,8071.0,814.0
517,8079.0,817.0
518,8095.0,818.0
519,8216.0,821.0
520,8220.0,822.0
521,8224.0,823.0
522,8260.0,825.0
523,8280.0,826.0
524,8285.0,828.0
525,8293.0,829.0
526,8320.0,1571.0
527,8332.0,830.0
528,8334.0,831.0
529,8340.0,832.0
530,8345.0,875.0
531,8351.0,876.0
532,8398.0,835.0
533,8400.0,836.0
534,8439.0,843.0
535,8443.0,840.0
536,8483.0,844.0
537,8487.0,845.0
538,8495.0,769.0
539,8497.0,847.0
540,8521.0,863.0
541,8563.0,864.0
542,8575.0,868.0
543,8596.0,870.0
544,8612.0,872.0
545,8622.0,877.0
546,8652.0,1612.0
547,8678.0,885.0
548,8699.0,887.0
549,8728.0,903.0
550,8737.0,904.0
551,8745.0,905.0
552,8757.0,906.0
553,8806.0,910.0
554,8808.0,911.0
555,8812.0,912.0
556,8815.0,1995.0
557,8817.0,913.0
558,8837.0,916.0
559,8838.0,917.0
560,8844.0,918.0
561,8846.0,919.0
562,19973.0,2137.0
563,8859.0,920.0
564,8882.0,922.0
565,8956.0,947.0
566,8959.0,948.0
567,8971.0,933.0
568,9059.0,936.0
569,9060.0,937.0
570,9072.0,940.0
571,9105.0,942.0
572,9136.0,944.0
573,9189.0,950.0
574,9190.0,951.0
575,9219.0,952.0
576,9243.0,953.0
577,9267.0,956.0
578,9268.0,957.0
579,9271.0,959.0
580,9281.0,960.0
581,9289.0,1611.0
582,9332.0,964.0
583,9339.0,965.0
584,9358.0,969.0
585,9359.0,970.0
586,9362.0,971.0
587,9387.0,973.0
588,9399.0,974.0
589,9402.0,976.0
590,9409.0,977.0
591,9472.0,979.0
592,9489.0,982.0
593,9490.0,983.0
594,9565.0,987.0
595,9569.0,988.0
596,9570.0,989.0
597,9588.0,990.0
598,9591.0,992.0
599,9658.0,1001.0
600,9685.0,1003.0
601,9708.0,1005.0
602,9726.0,1008.0
603,9733.0,1009.0
604,15456.0,1601.0
605,9751.0,1010.0
606,9800.0,1011.0
607,9805.0,1012.0
608,9813.0,1014.0
609,9814.0,1015.0
610,9909.0,1019.0
611,9910.0,1368.0
612,9918.0,1038.0
613,9925.0,1046.0
614,9980.0,1040.0
615,9991.0,1043.0
616,10029.0,1045.0
617,10095.0,1049.0
618,10103.0,1050.0
619,10106.0,1051.0
620,10122.0,1054.0
621,10123.0,1055.0
622,10125.0,1056.0
623,10127.0,1059.0
624,10138.0,908.0
625,10148.0,1063.0
626,10150.0,1064.0
627,10198.0,1065.0
628,10197.0,927.0
629,10209.0,1066.0
630,10215.0,1067.0
631,10229.0,1068.0
632,10233.0,2199.0
633,10264.0,1072.0
634,10270.0,1074.0
635,10290.0,1076.0
636,10455.0,1089.0
637,10393.0,1082.0
638,10411.0,1084.0
639,10422.0,1085.0
640,10432.0,1375.0
641,10434.0,1086.0
642,10451.0,1088.0
643,10459.0,1090.0
644,10478.0,1092.0
645,10490.0,1832.0
646,10500.0,1027.0
647,10522.0,1094.0
648,10523.0,1095.0
649,10526.0,1097.0
650,10529.0,2200.0
651,10531.0,1098.0
652,10545.0,1101.0
653,10592.0,996.0
654,10599.0,1103.0
655,10601.0,1104.0
656,10608.0,1105.0
657,10666.0,1676.0
658,10668.0,1109.0
659,10698.0,1111.0
660,10713.0,1112.0
661,10746.0,1115.0
662,10769.0,1117.0
663,10782.0,1120.0
664,10786.0,1121.0
665,10809.0,1122.0
666,10824.0,1124.0
667,10840.0,1125.0
668,10867.0,597.0
669,10872.0,1127.0
670,10898.0,1131.0
671,10899.0,1132.0
672,10900.0,1133.0
673,11008.0,1137.0
674,11029.0,1138.0
675,11045.0,1139.0
676,11047.0,1140.0
677,11063.0,1154.0
678,11076.0,1141.0
679,11093.0,1157.0
680,11107.0,850.0
681,11132.0,1144.0
682,11135.0,1145.0
683,19867.0,1834.0
684,11183.0,1146.0
685,11798.0,1209.0
686,11196.0,1148.0
687,11224.0,1044.0
688,11237.0,1149.0
689,11263.0,1152.0
690,11279.0,1153.0
691,11297.0,1156.0
692,11299.0,1155.0
693,11304.0,1183.0
694,11313.0,1159.0
695,11316.0,1160.0
696,11338.0,1162.0
697,11357.0,1170.0
698,11376.0,1164.0
699,11379.0,1166.0
700,11400.0,1168.0
701,11673.0,1193.0
702,11743.0,1199.0
703,11455.0,202.0
704,11456.0,1173.0
705,11458.0,1175.0
706,11472.0,1528.0
707,11475.0,1177.0
708,11478.0,1178.0
709,11480.0,1179.0
710,11481.0,1180.0
711,11491.0,1274.0
712,11509.0,1181.0
713,11540.0,1182.0
714,11546.0,537.0
715,11576.0,1184.0
716,11587.0,1186.0
717,11589.0,1187.0
718,11591.0,1417.0
719,11596.0,1189.0
720,11604.0,124.0
721,11607.0,1113.0
722,11609.0,583.0
723,11611.0,1520.0
724,11626.0,893.0
725,11643.0,1191.0
726,11654.0,1572.0
727,11692.0,1753.0
728,11718.0,1376.0
729,11741.0,1202.0
730,11746.0,1200.0
731,11754.0,1678.0
732,11770.0,1203.0
733,11772.0,283.0
734,11779.0,1206.0
735,11785.0,1207.0
736,11793.0,1208.0
737,11818.0,1210.0
738,11828.0,1212.0
739,11847.0,1213.0
740,11872.0,1217.0
741,11882.0,1218.0
742,11893.0,1219.0
743,11911.0,1223.0
744,11912.0,1224.0
745,11913.0,599.0
746,11959.0,1226.0
747,11966.0,1227.0
748,11975.0,1228.0
749,11980.0,1229.0
750,11994.0,1230.0
751,12003.0,1231.0
752,12007.0,1232.0
753,12012.0,1233.0
754,12016.0,1221.0
755,12099.0,1235.0
756,12100.0,1236.0
757,12138.0,1237.0
758,12149.0,1239.0
759,12177.0,1242.0
760,12195.0,1245.0
761,15400.0,1594.0
762,12239.0,1249.0
763,12247.0,1252.0
764,12267.0,1253.0
765,12273.0,1255.0
766,12828.0,1389.0
767,12315.0,1257.0
768,12337.0,1254.0
769,12355.0,1514.0
770,12357.0,1258.0
771,12359.0,1259.0
772,12375.0,1262.0
773,12485.0,1290.0
774,12410.0,731.0
775,12412.0,1265.0
776,12424.0,1267.0
777,12432.0,1270.0
778,12434.0,1278.0
779,12436.0,1271.0
780,12439.0,928.0
781,12440.0,1279.0
782,12447.0,1280.0
783,12450.0,1282.0
784,12459.0,1284.0
785,12471.0,1286.0
786,12473.0,1287.0
787,12474.0,1288.0
788,12480.0,1289.0
789,12491.0,1291.0
790,12497.0,1293.0
791,12529.0,1529.0
792,12549.0,1297.0
793,12557.0,1298.0
794,12576.0,1792.0
795,12583.0,1301.0
796,12647.0,1302.0
797,12653.0,997.0
798,12759.0,1306.0
799,12784.0,1309.0
800,12786.0,1310.0
801,12795.0,1311.0
802,12798.0,1312.0
803,12805.0,1314.0
804,12813.0,1315.0
805,12823.0,1316.0
806,12841.0,1318.0
807,12844.0,1275.0
808,12845.0,1319.0
809,12870.0,1322.0
810,12893.0,1323.0
811,12896.0,1324.0
812,12900.0,1328.0
813,12906.0,1329.0
814,12911.0,172.0
815,12913.0,1330.0
816,12914.0,1331.0
817,12915.0,1332.0
818,12916.0,1333.0
819,12917.0,1335.0
820,12929.0,1339.0
821,12945.0,1341.0
822,12946.0,841.0
823,13115.0,1344.0
824,13126.0,1345.0
825,13172.0,1348.0
826,13180.0,1349.0
827,13198.0,1353.0
828,13222.0,1354.0
829,13232.0,1358.0
830,18729.0,1984.0
831,13276.0,755.0
832,13288.0,1374.0
833,13294.0,1362.0
834,13296.0,1364.0
835,13302.0,464.0
836,13328.0,1509.0
837,13336.0,1070.0
838,13337.0,1377.0
839,13338.0,1378.0
840,13339.0,1380.0
841,13340.0,1381.0
842,13345.0,1383.0
843,13364.0,1080.0
844,13365.0,2037.0
845,13367.0,1384.0
846,13368.0,1320.0
847,13370.0,1385.0
848,13373.0,1631.0
849,13375.0,1387.0
850,13388.0,1386.0
851,13395.0,1429.0
852,13527.0,2164.0
853,13536.0,1393.0
854,13544.0,1395.0
855,13565.0,1397.0
856,13566.0,1399.0
857,13575.0,1018.0
858,13583.0,1401.0
859,13598.0,1400.0
860,13607.0,1403.0
861,13608.0,1404.0
862,13609.0,1405.0
863,13631.0,1406.0
864,13633.0,1407.0
865,13680.0,1408.0
866,13690.0,1409.0
867,13701.0,1410.0
868,13710.0,2195.0
869,13735.0,1412.0
870,13745.0,1415.0
871,16277.0,338.0
872,13750.0,1418.0
873,13763.0,1420.0
874,13766.0,1421.0
875,13767.0,1422.0
876,13768.0,1423.0
877,13775.0,1424.0
878,13799.0,1425.0
879,13815.0,1426.0
880,13826.0,1427.0
881,13834.0,1428.0
882,13853.0,12.0
883,13859.0,1430.0
884,13866.0,1431.0
885,13921.0,1432.0
886,13922.0,1106.0
887,13923.0,1256.0
888,13924.0,1434.0
889,13925.0,1435.0
890,13926.0,1436.0
891,13927.0,1437.0
892,13938.0,1440.0
893,13946.0,1441.0
894,13978.0,1449.0
895,14003.0,1454.0
896,14016.0,1455.0
897,14018.0,1456.0
898,14021.0,1457.0
899,14039.0,1679.0
900,14046.0,1458.0
901,14049.0,1460.0
902,14101.0,1998.0
903,14107.0,1463.0
904,14128.0,1464.0
905,14141.0,1465.0
906,14189.0,1577.0
907,14193.0,1468.0
908,14214.0,1469.0
909,14229.0,1471.0
910,14263.0,1472.0
911,14264.0,1473.0
912,14302.0,1475.0
913,14304.0,1476.0
914,14341.0,1276.0
915,14316.0,1477.0
916,14385.0,998.0
917,14393.0,1483.0
918,14396.0,1484.0
919,14397.0,1485.0
920,14399.0,1099.0
921,14403.0,889.0
922,14429.0,1489.0
923,14433.0,1490.0
924,14436.0,1491.0
925,14445.0,1699.0
926,14455.0,1492.0
927,14458.0,1493.0
928,14460.0,1494.0
929,14463.0,894.0
930,14464.0,1496.0
931,14472.0,1498.0
932,14478.0,1499.0
933,14518.0,1501.0
934,14563.0,1503.0
935,14583.0,1576.0
936,14594.0,1505.0
937,14596.0,1506.0
938,14597.0,1507.0
939,14612.0,1508.0
940,14665.0,1511.0
941,14677.0,1512.0
942,14680.0,1513.0
943,14700.0,1548.0
944,14708.0,2186.0
945,14730.0,1516.0
946,14735.0,1517.0
947,14736.0,1518.0
948,14748.0,1530.0
949,14771.0,1532.0
950,14781.0,1543.0
951,14782.0,1533.0
952,14787.0,1534.0
953,14794.0,1535.0
954,14798.0,1536.0
955,14799.0,1537.0
956,14821.0,851.0
957,14858.0,1546.0
958,14862.0,1547.0
959,14875.0,961.0
960,14888.0,1551.0
961,14898.0,1552.0
962,14904.0,1100.0
963,14905.0,1553.0
964,14918.0,1555.0
965,14936.0,1556.0
966,14946.0,1557.0
967,17883.0,1858.0
968,14952.0,1554.0
969,14970.0,1558.0
970,14977.0,1560.0
971,15001.0,1563.0
972,15004.0,1564.0
973,15038.0,1574.0
974,15053.0,1575.0
975,15063.0,2185.0
976,15092.0,1623.0
977,15121.0,1579.0
978,15142.0,1580.0
979,15152.0,1581.0
980,15159.0,1582.0
981,15170.0,1591.0
982,15258.0,1585.0
983,20072.0,2151.0
984,15264.0,1588.0
985,15267.0,1589.0
986,15298.0,251.0
987,15347.0,1610.0
988,15412.0,1596.0
989,15413.0,1597.0
990,15443.0,1599.0
991,15476.0,1602.0
992,15881.0,1645.0
993,15508.0,1605.0
994,15516.0,1606.0
995,15531.0,1607.0
996,15541.0,1608.0
997,15566.0,1613.0
998,15591.0,1615.0
999,15620.0,1029.0
1000,15638.0,1617.0
1001,15652.0,1618.0
1002,15655.0,1620.0
1003,15673.0,1621.0
1004,15680.0,1622.0
1005,15696.0,1625.0
1006,15708.0,1627.0
1007,15716.0,1624.0
1008,15718.0,1628.0
1009,15720.0,1629.0
1010,15733.0,1630.0
1011,15747.0,1632.0
1012,15751.0,1633.0
1013,15763.0,1636.0
1014,15783.0,1638.0
1015,15829.0,1643.0
1016,15856.0,1644.0
1017,15919.0,1648.0
1018,15928.0,1649.0
1019,15937.0,1658.0
1020,15942.0,1651.0
1021,15944.0,1030.0
1022,16006.0,1655.0
1023,16009.0,2000.0
1024,16025.0,1657.0
1025,16074.0,853.0
1026,16142.0,1662.0
1027,16151.0,1663.0
1028,16162.0,465.0
1029,16166.0,1683.0
1030,16183.0,1684.0
1031,16215.0,1686.0
1032,16221.0,1688.0
1033,16227.0,1689.0
1034,16230.0,1690.0
1035,16232.0,1691.0
1036,16233.0,1692.0
1037,16236.0,1693.0
1038,16255.0,1700.0
1039,16269.0,1702.0
1040,16281.0,2006.0
1041,16299.0,1703.0
1042,16310.0,1898.0
1043,16313.0,1705.0
1044,16316.0,1706.0
1045,16347.0,1709.0
1046,16351.0,1521.0
1047,16359.0,1711.0
1048,18048.0,1873.0
1049,16381.0,1388.0
1050,16388.0,1712.0
1051,16421.0,1765.0
1052,16462.0,1719.0
1053,16467.0,1721.0
1054,16468.0,1722.0
1055,16472.0,1723.0
1056,16498.0,1724.0
1057,16510.0,1725.0
1058,16519.0,1727.0
1059,16521.0,1728.0
1060,16533.0,1729.0
1061,16542.0,1731.0
1062,16609.0,694.0
1063,16628.0,1735.0
1064,16676.0,1738.0
1065,16754.0,1739.0
1066,16830.0,1134.0
1067,16855.0,1741.0
1068,16859.0,1742.0
1069,16879.0,1746.0
1070,16893.0,1747.0
1071,18395.0,1938.0
1072,16915.0,1748.0
1073,16921.0,1755.0
1074,16929.0,1756.0
1075,16949.0,1758.0
1076,16951.0,1759.0
1077,16953.0,862.0
1078,19356.0,1883.0
1079,16974.0,1761.0
1080,17024.0,466.0
1081,17031.0,1763.0
1082,17048.0,1764.0
1083,17066.0,1766.0
1084,17071.0,1767.0
1085,17094.0,1681.0
1086,17097.0,1768.0
1087,17098.0,1894.0
1088,17101.0,1769.0
1089,17108.0,1770.0
1090,17134.0,1772.0
1091,17154.0,1773.0
1092,17155.0,1774.0
1093,17169.0,1775.0
1094,17172.0,1776.0
1095,17176.0,1777.0
1096,17203.0,1778.0
1097,17206.0,1779.0
1098,17216.0,1780.0
1099,17226.0,1781.0
1100,17228.0,1782.0
1101,17229.0,1783.0
1102,17230.0,1784.0
1103,17234.0,1785.0
1104,17239.0,1787.0
1105,17241.0,1788.0
1106,17243.0,1789.0
1107,17250.0,1790.0
1108,17256.0,1791.0
1109,17257.0,1853.0
1110,17287.0,1793.0
1111,17294.0,1794.0
1112,17307.0,1795.0
1113,17310.0,1796.0
1114,17313.0,1797.0
1115,17320.0,1799.0
1116,17351.0,1800.0
1117,17393.0,1801.0
1118,17409.0,1802.0
1119,17416.0,1803.0
1120,17418.0,1804.0
1121,17432.0,1805.0
1122,17463.0,1806.0
1123,17474.0,1807.0
1124,17475.0,1808.0
1125,17497.0,1810.0
1126,17499.0,1809.0
1127,17502.0,1811.0
1128,17505.0,1813.0
1129,17522.0,1816.0
1130,17531.0,1818.0
1131,17558.0,1821.0
1132,17570.0,1823.0
1133,17582.0,1826.0
1134,17591.0,1827.0
1135,17602.0,1829.0
1136,17655.0,1835.0
1137,17658.0,1836.0
1138,17671.0,1838.0
1139,17678.0,1840.0
1140,17679.0,1841.0
1141,17689.0,1843.0
1142,17722.0,1844.0
1143,17760.0,1847.0
1144,17761.0,1848.0
1145,17762.0,1849.0
1146,17763.0,854.0
1147,17854.0,1854.0
1148,17855.0,1814.0
1149,17868.0,1855.0
1150,17881.0,1857.0
1151,17909.0,1859.0
1152,17913.0,1860.0
1153,17920.0,1861.0
1154,17926.0,1862.0
1155,17971.0,1864.0
1156,17983.0,1866.0
1157,18014.0,1869.0
1158,18015.0,1880.0
1159,18017.0,1871.0
1160,18043.0,1874.0
1161,18044.0,1875.0
1162,18062.0,1878.0
1163,18076.0,1882.0
1164,18081.0,1885.0
1165,18085.0,1886.0
1166,18086.0,1887.0
1167,18091.0,1888.0
1168,18093.0,1889.0
1169,18094.0,1890.0
1170,18099.0,2178.0
1171,18103.0,350.0
1172,18106.0,1891.0
1173,18107.0,1892.0
1174,18120.0,1893.0
1175,18141.0,1895.0
1176,18175.0,1901.0
1177,18185.0,1902.0
1178,18190.0,1903.0
1179,18194.0,1904.0
1180,18197.0,1906.0
1181,18213.0,1907.0
1182,18226.0,1908.0
1183,18229.0,1909.0
1184,18260.0,1911.0
1185,18271.0,125.0
1186,18294.0,1913.0
1187,18361.0,546.0
1188,18384.0,1930.0
1189,18386.0,1932.0
1190,18430.0,1943.0
1191,18451.0,1031.0
1192,18474.0,1946.0
1193,18480.0,815.0
1194,18510.0,1949.0
1195,18524.0,1950.0
1196,18533.0,1951.0
1197,18542.0,1032.0
1198,18547.0,1952.0
