Area / Date,Production Type,Code,Name,Intalled Capacity at the beginning of year [MW],Current Installed Capacity [MW],Location,Voltage Connection Level [kV],Commissioning Date,Decommissioning Date,country
BZN|RS / 01.01.2021 00:00 - 01.01.2022 00:00,Fossil Gas,34WETG-NOSAD---Z,TETO NOVI SAD,255,255,Serbia,110,01.01.2015,,SK
BZN|RS / 01.01.2021 00:00 - 01.01.2022 00:00,Fossil Gas,34WETG-ZRENJ---4,TETO ZRENJANIN,0,0,Serbia,110,01.01.2015,,SK
