CARMA,Name,Name,Name,Name,Name,Name,Fueltype,Fueltype,Fueltype,Fueltype,Fueltype,Fueltype,Technology,Technology,Technology,Technology,Technology,Technology,Set,Set,Set,Set,Set,Set,Country,Country,Country,Country,Country,Country,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Efficiency,Efficiency,Efficiency,Efficiency,Efficiency,Efficiency,Duration,Duration,Duration,Duration,Duration,Duration,Volume_Mm3,Volume_Mm3,Volume_Mm3,Volume_Mm3,Volume_Mm3,Volume_Mm3,DamHeight_m,DamHeight_m,DamHeight_m,DamHeight_m,DamHeight_m,DamHeight_m,YearCommissioned,YearCommissioned,YearCommissioned,YearCommissioned,YearCommissioned,YearCommissioned,Retrofit,Retrofit,Retrofit,Retrofit,Retrofit,Retrofit,lat,lat,lat,lat,lat,lat,lon,lon,lon,lon,lon,lon,projectID,projectID,projectID,projectID,projectID,projectID
,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD
id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Skjomen,Skjomen,Skjomen kraftverk norway,Skjomen,Skjomen,Skjomen,Hydro,Hydro,Hydro,Hydro,Hydro,Hydro,,,Reservoir,,Reservoir,Reservoir,PP,PP,PP,,Store,PP,Norway,Norway,Norway,Norway,Norway,Norway,261.05414208583716,300.0,309.0127388535032,360.0,300.0,300.0,,,,,,,0.0,0.0,0.0,0.0,1884.96,0.0,0.0,0.0,0.0,0.0,380.8,0.0,0.0,0.0,0.0,0.0,606.29,0.0,,,,,,,,,,,,,68.4,68.25535500000001,68.20335,68.2038,68.20108499999999,68.182858,17.2666667,17.400529100000004,17.36185,17.3607,17.36584,17.349864,['CARMA41924'],['50WP00000000633X'],['GEO45731'],['WRI1003495'],['N265'],"['OEU5406', 'OEU5407', 'OEU5408']"
9,Monteynard,Monteynard,Monteyard avigonnet,Monteynard,Monteynard monteynard monteyard avigonnet,Monteynard,Hydro,Hydro,Hydro,Hydro,Hydro,Hydro,,,Reservoir,,Reservoir,Reservoir,PP,PP,PP,,Store,PP,France,France,France,France,France,France,316.74569239748246,366.0,355.4140127388535,366.0,366.0,366.0,,,,,,,0.0,0.0,0.0,0.0,212.8415300546448,0.0,0.0,0.0,0.0,0.0,275.0,0.0,0.0,0.0,0.0,0.0,153.0,0.0,,,1963.0,,,,,,1963.0,,,,45.198576,44.9793282,44.96100000000001,44.8722,44.96118,44.96118,4.530908,5.7013007999999985,5.689,5.7726,5.68874,5.68874,['CARMA29247'],['17W100P100P02861'],['GEO39790'],['WRI1002746'],['H105'],['OEU153']
10,Freudenau,Freudenau,Freudenau,Freudenau danube,Wien freudenau freudenau freudenau,Wien freudenau,Hydro,Hydro,Hydro,Hydro,Hydro,Hydro,,,Run-Of-River,,Run-Of-River,Run-Of-River,PP,PP,PP,,Store,PP,Austria,Austria,Austria,Austria,Austria,Austria,162.54971247211463,172.0,116.5675628157888,172.0,172.0,172.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1998.0,1998.0,,1999.0,,,1998.0,,,1999.0,48.2084877601653,48.186262400000004,48.1766,48.1764,48.176872,48.176872,16.3720750808716,16.4415388,16.4814,16.4811,16.481754000000002,16.481754000000002,['CARMA14110'],['14W-BFR-KW-----A'],['GEO44777'],['WRI1019128'],['H284'],['OEU5814']
11,Foyers,Foye,Foyers scotland,Foyers,Foyers falls foyers foye foyers scotland uk,Foyers,Hydro,Hydro,Hydro,Hydro,Hydro,Hydro,,,Pumped Storage,,Pumped Storage,Pumped Storage,PP,PP,Store,,Store,PP,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,265.40504445393447,320.0,283.66856576930047,305.0,305.0,305.0,,,,,,,0.0,0.0,0.0,0.0,20.65573770491803,0.0,0.0,0.0,0.0,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1974.0,,,1968.0,,,1974.0,,,1974.0,57.253005622714504,50.334990000000005,57.2618,57.25395,57.2553615,57.25536150000001,-4.49126243591309,-4.636525,-4.4835,-4.486800000000001,-4.493151999999991,-4.493152,"['CARMA13925', 'CARMA13926']",['48WSTN00000FOYEQ'],['GEO3219'],"['GBR2000657', 'GBR0000403']",['H144'],"['OEU5262', 'OEU5264']"
12,Dychow,Dychów,Dychow,Dychów,Dychów dychow dychow,Dychów,Hydro,Hydro,Hydro,Hydro,Hydro,Hydro,,,Pumped Storage,,Pumped Storage,Pumped Storage,PP,PP,Store,,Store,Store,Poland,Poland,Poland,Poland,Poland,Poland,69.17934765274686,85.0,85.10056973079016,88.0,85.0,85.0,,,,,,,0.0,0.0,0.0,0.0,2.9411764705882355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1936.0,1936.0,,,,,2002.0,,,,51.98646592668899,51.9863325,51.9883,51.9886,51.9863325,51.560759999999995,15.060882568359402,15.060819899999998,15.053333,15.0541,15.060819899999899,15.45145,['CARMA11576'],['19W000000000272Y'],['GEO42468'],['WRI1061534'],['H591'],"['OEU246', 'OEU247', 'OEU248']"
13,Donzere,Donzere mondragon,Bollene,Donzere mondragon,Donzere mondragon bollene,Donzere mondragon,Hydro,Hydro,Hydro,Hydro,Hydro,Hydro,,,Run-Of-River,,Run-Of-River,Run-Of-River,PP,PP,PP,,Store,PP,France,France,France,France,France,France,308.0438876612879,348.0,239.9123095162165,348.0,345.0,348.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,0.0,,,1952.0,,,1952.0,,,1952.0,,,1952.0,44.440893,44.3039111,44.304,44.3037,44.304001,44.30368,4.711792,4.7414973,4.742,4.7423,4.742,4.74217,['CARMA11135'],['17W100P100P0324J'],['GEO39757'],['WRI1002723'],['H116'],['OEU125']
14,Dlouhe strane,Edst,Dlouhe strane republic,Dlouhé stráně,Edst dlouhe strane czech,Dlouhé stráně,Hydro,Hydro,Hydro,Hydro,Hydro,Hydro,,,Pumped Storage,,Pumped Storage,Pumped Storage,PP,PP,Store,,Store,Store,Czech Republic,Czech Republic,Czech Republic,Czech Republic,Czech Republic,Czech Republic,565.7565367284263,638.0,614.6152258334844,650.0,650.0,650.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72,0.0,0.0,0.0,0.0,0.0,56.0,0.0,,,1996.0,1996.0,,,,,1996.0,,,,50.2293701545827,,50.08259,50.0854,50.083,50.08542,17.2046430731627,,17.180557,17.1794,17.180999999999994,17.17945,"['CARMA10945', 'CARMA10946']",['27W-PU-EDST----Z'],['GEO42364'],['WRI1019204'],['H40'],"['OEU338', 'OEU339']"
15,Porsi,Porsi,Porsi,,Porsi porsi porsi,Porsi,Hydro,Hydro,Hydro,,Hydro,Hydro,,,Reservoir,,Reservoir,Reservoir,PP,PP,PP,,Store,PP,Sweden,Sweden,Sweden,,Sweden,Sweden,220.7647861572563,275.0,278.4076433121019,,274.0,107.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,1964.0,,,,,,1964.0,,,,66.4303768346073,66.46534270000001,66.42882,,66.428961,66.428961,20.624341964721697,20.641837699999996,20.65176,,20.653796,20.653796,['CARMA35341'],['46WPU0000000036O'],['GEO46241'],,['H175'],['OEU5471']
16,Porjus nya,Porjus,Porjus,,Porjus porjus porjus,Porjus,Hydro,Hydro,Hydro,,Hydro,Hydro,,,Reservoir,,Reservoir,Reservoir,PP,PP,PP,,Store,PP,Sweden,Sweden,Sweden,,Sweden,Sweden,417.6866273373395,440.0,459.07643312101914,,455.0,455.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,600.0,0.0,0.0,0.0,0.0,,22.0,0.0,,,1915.0,,,,,,1915.0,,,,66.95926996026961,66.9592437,66.959,,66.95428100000001,66.95428100000001,19.8207092285156,19.821773,19.80232,,19.796076,19.796076,['CARMA35333'],['46WPU0000000028N'],['GEO42910'],,['H68'],"['OEU5470', 'OEU5469']"
17,Pied borne,Pied borne,Pied borne,,Pied borne pied borne pied borne,Pied borne,Hydro,Hydro,Hydro,,Hydro,Hydro,,,Reservoir,,Reservoir,Reservoir,PP,PP,PP,,Store,PP,France,France,France,,France,France,95.7198520981403,109.4,108.59872611464968,,109.4,109.4,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,6.7,0.0,0.0,0.0,0.0,,57.0,0.0,,,1965.0,,,,,,1965.0,,,,44.47568598406139,44.475285,44.479,,44.47198,44.47198,3.9843463897705096,3.984922999999999,3.986,,3.98867,3.98867,['CARMA34551'],['17W100P100P0289W'],['GEO39800'],,['H471'],['OEU156']
18,Ottmarsheim,Ottmarsheim,Ottmarsheim,,Ottmarsheim ottmarsheim ottmarsheim,Ottmarsheim,Hydro,Hydro,Hydro,,Hydro,Hydro,,,Run-Of-River,,Run-Of-River,Run-Of-River,PP,PP,PP,,Store,PP,France,France,France,,France,France,135.74815388463534,156.0,105.72406860036659,,156.0,156.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,1952.0,,,,,,1952.0,,,,47.786551,47.78719,47.774,,47.77399000000001,47.77399000000001,7.509352000000002,7.506512,7.523,,7.5224600000000015,7.5224600000000015,['CARMA33091'],['17W100P100P0306L'],['GEO39779'],,['H318'],['OEU136']
19,Ottensheim wilhering,Ottensheim wilhering,Ottenheim wilhering,,Ottensheim wilhering ottensheim wilhering ottenheim wilhering,Ottensheim wilhering,Hydro,Hydro,Hydro,,Hydro,Hydro,,,Run-Of-River,,Run-Of-River,Run-Of-River,PP,PP,PP,,Store,PP,Austria,Austria,Austria,,Austria,Austria,159.24302667236068,179.0,121.31159153503603,,179.0,179.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,1975.0,,,1975.0,,,1975.0,,,1975.0,,48.332172,48.31663,,48.3165,48.3165,,14.174304500000002,14.1512,,14.151057000000002,14.151057000000002,['CARMA33078'],['14W-BOW-KW-----9'],['GEO45164'],,['H278'],['OEU5767']
20,Oraison,Oraison,Oraison,,Oraison oraison oraison,Oraison,Hydro,Hydro,Hydro,,Hydro,Hydro,,,Run-Of-River,,Reservoir,Reservoir,PP,PP,PP,,Store,PP,France,France,France,,France,France,167.50974117174553,187.0,132.15508575045826,,187.0,187.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,15.7,0.0,0.0,0.0,0.0,,29.0,0.0,,,1962.0,,,,,,1962.0,,,,43.96666670000001,43.914706,43.92100000000001,,43.92101,43.92101,5.7833333,5.921487,5.925,,5.92438,5.92438,['CARMA32690'],['17W100P100P0288Y'],['GEO39706'],,['H260'],['OEU155']
21,Marckolsheim,Marckolsheim,Marckolsheim,,Marckolsheim marckolsheim marckolsheim,Marckolsheim,Hydro,Hydro,Hydro,,Hydro,Hydro,,,Run-Of-River,,Run-Of-River,Run-Of-River,PP,PP,PP,,Store,PP,France,France,France,,France,France,135.74815388463534,156.2,105.72406860036659,,156.2,156.2,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,18.148,0.0,0.0,0.0,0.0,,22.0,0.0,,,1961.0,,,,,,1961.0,,,,48.16471147729771,48.163894,48.154,,48.15371,48.15371,7.544002532958982,7.5439849999999975,7.588999999999999,,7.5898,7.5898,['CARMA27178'],['17W100P100P0305N'],['GEO39808'],,['H316'],['OEU133']
22,Montezic,Montezic,Montezic pump,,Montezic montezic montezic pump,Montezic,Hydro,Hydro,Hydro,,Hydro,Hydro,,,Pumped Storage,,Pumped Storage,Pumped Storage,PP,PP,Store,,Store,Store,France,France,France,,France,France,793.604591940945,910.0,860.4613161668782,,910.0,910.0,,,,,,,0.0,0.0,0.0,,34.6956043956044,0.0,0.0,0.0,0.0,,34.0,0.0,0.0,0.0,0.0,,423.0,0.0,,,1982.0,,,,,,1982.0,,,,44.709535,44.709426,44.734,,44.73766,44.73766,2.639448,2.640329,2.641,,2.64342,2.64342,['CARMA29248'],['17W100P100P02772'],['GEO42240'],,['H20'],['OEU114']
23,Messaure,Messaure,Messaure,,Messaure messaure messaure,Messaure,Hydro,Hydro,Hydro,,Hydro,Hydro,,,Run-Of-River,,Reservoir,Reservoir,PP,PP,PP,,Store,PP,Sweden,Sweden,Sweden,,Sweden,Sweden,396.8022959704725,452.0,299.5515277010387,,450.0,450.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,54.0,0.0,0.0,0.0,0.0,,101.0,0.0,,,1963.0,,,,,,1963.0,,,,66.6066486613458,,66.6855,,66.691226,66.691226,19.8232412338257,,20.3359,,20.345341,20.345341,['CARMA28173'],['46WPU0000000032W'],['GEO42918'],,['H71'],"['OEU5462', 'OEU5463', 'OEU5464']"
24,Melk,Melk,Melk,,Melk melk melk,Melk,Hydro,Hydro,Hydro,,Hydro,Hydro,,,Run-Of-River,,Run-Of-River,Run-Of-River,PP,PP,PP,,Store,PP,Austria,Austria,Austria,,Austria,Austria,174.64522105542505,187.0,126.73333864274714,,187.0,187.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,1982.0,,,1982.0,,,1982.0,,,1982.0,48.2273672512817,48.22647,48.2232,,48.223472,48.223472,15.3318607807159,15.349960000000001,15.3042,,15.304143,15.304143,['CARMA27970'],['14W-BME-KW-----Q'],['GEO45168'],,['H261'],['OEU5757']
25,Mayrhofen zemm,Mayrhofen,Mayrhofen,,Mayrhofen mayrhofen mayrhofen,Mayrhofen,Hydro,Hydro,Hydro,,Hydro,Hydro,,,Reservoir,,Reservoir,Reservoir,PP,PP,Store,,Store,PP,Austria,Austria,Austria,,Austria,Austria,300.21226339871276,355.0,340.6050955414013,,355.0,355.0,,,,,,,0.0,0.0,0.0,,20.845070422535212,0.0,0.0,0.0,0.0,,6.6,0.0,0.0,0.0,0.0,,28.0,0.0,,,1970.0,,,1977.0,,,1970.0,,,1977.0,,47.1691898,47.158065,,47.158171,47.158171,,11.8651456,11.850133,,11.850272,11.850272,['CARMA27679'],['14W-TZMA-KW----N'],['GEO45044'],,['H115'],['OEU5756']
26,Markersbach,Psw markersbach,Markersbach,,Markersbach psw markersbach pss markersbach germany,Markersbach,Hydro,Hydro,Hydro,,Hydro,Hydro,,,,,Pumped Storage,Pumped Storage,PP,PP,Store,,Store,Store,Germany,Germany,Germany,,Germany,Germany,913.6894973004302,960.0,909.3385949323329,,1045.2,1045.2,,,,,,,0.0,0.0,0.0,,3.816494450822809,0.0,0.0,0.0,0.0,,6.3,0.0,0.0,0.0,0.0,,285.0,0.0,,,1979.0,,,1979.0,,,1979.0,,,1979.0,50.5333333,50.52469989999999,51.10454,,50.51938,50.51938,12.866666699999998,12.875422,13.20174,,12.87976,12.879760000000001,['CARMA27280'],['11WD8MARK1H----7'],['GEO44337'],,['H13'],['BNA0652']
27,Mareges,Mareges,Mareges,,Mareges mareges mareges,Fr mareges,Hydro,Hydro,Hydro,,Hydro,Hydro,,,Reservoir,,Run-Of-River,Run-Of-River,PP,PP,PP,,Store,PP,France,France,France,,France,France,127.04634914844077,150.0,297.95541401273886,,150.0,300.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,47.0,0.0,0.0,0.0,0.0,,90.0,0.0,,,1935.0,,,1935.0,,,1935.0,,,2018.0,45.4,45.391667,45.392,,45.39171,45.39171,2.35,2.3641669999999997,2.364,,2.36446,2.36446,['CARMA27194'],['17W100P100P0328B'],['GEO39738'],,['H328'],"['OEU127', 'OEU134']"
28,Pragneres,Pragneres,Pragneres,,Pragneres pragneres pragneres,Pragneres,Hydro,Hydro,Hydro,,Hydro,Hydro,,,Pumped Storage,,Reservoir,Reservoir,PP,PP,Store,,Store,PP,France,France,France,,France,France,169.07606602426057,189.2,276.10407068211913,,189.2,189.2,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,63.0,0.0,0.0,0.0,0.0,,101.0,0.0,,,1953.0,,,,,,1953.0,,,,42.787162,42.81933600000001,42.82100000000001,,42.8211,42.8211,0.018884,0.0113709,0.01,,0.01033,0.01033,['CARMA35658'],['17W100P100P02918'],['GEO39776'],,['H257'],['OEU158']
29,Pouget,Pouget,Pouget le,,Pouget pouget pouget le,Pouget,Hydro,Hydro,Hydro,,Hydro,Hydro,,,Reservoir,,Reservoir,Reservoir,PP,PP,PP,,Store,PP,France,France,France,,France,France,362.08209507305617,446.9,565.2070063694267,,446.9,446.9,,,,,,,0.0,0.0,0.0,,1.5663459386887448,0.0,0.0,0.0,0.0,,10.9,0.0,0.0,0.0,0.0,,461.2,0.0,,,1951.0,,,,,,1951.0,,,,44.049404,43.59246599999999,44.06,,43.65604,43.65604,2.755276,3.523704,2.769,,3.4017800000000005,3.4017800000000005,"['CARMA35556', 'CARMA24759']",['17W100P100P0290A'],['GEO39723'],,['H73'],['OEU157']
30,Sainte croix,Sainte croix,Sainte croix,,Sainte croix,Sainte croix,Hydro,Hydro,Hydro,,Hydro,Hydro,,,Reservoir,,Reservoir,Reservoir,PP,PP,PP,,Store,PP,France,France,France,,France,France,122.53881429509197,132.3,155.98726114649682,,132.3,132.3,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,767.0,0.0,0.0,0.0,0.0,,95.0,0.0,,,1974.0,,,,,,1974.0,,,,43.75,43.7715417,43.737,,43.73687,43.73687,6.15,6.189826200000001,6.134,,6.1342300000000005,6.1342300000000005,['CARMA38732'],['17W100P100P0297X'],['GEO39712'],,['H384'],['OEU162']
31,Presenzano,Presenzano,Presenzano domenico cimarosa,,Presenzano presenzan presenzano domenico cimarosa italy,Presenzano,Hydro,Hydro,Hydro,,Hydro,Hydro,,,Pumped Storage,,Pumped Storage,,PP,PP,Store,,Store,PP,Italy,Italy,Italy,,Italy,Italy,870.1804736194573,1005.0,945.5618858976683,,1005.0,1005.0,,,,,,,0.0,0.0,0.0,,15.0,0.0,0.0,0.0,0.0,,6.0,0.0,0.0,0.0,0.0,,45.0,0.0,,,1991.0,,,,,,1991.0,,,,41.376619,41.375996,41.38158,,41.380906,41.380906,14.07642,14.077972599999999,14.09034,,14.09146,14.09146,['CARMA35733'],['26WIMPI-S15PRSN8'],['GEO45430'],,['H14'],['OEU1116']
32,Revin,Revin,Revin,,Revin revin revin pump,Revin,Hydro,Hydro,Hydro,,Hydro,Hydro,,,Pumped Storage,,Pumped Storage,Pumped Storage,PP,PP,Store,,Store,Store,France,France,France,,France,France,697.8847398428047,808.0,1512.8990174362693,,808.0,808.0,,,,,,,0.0,0.0,0.0,,5.573019801980198,0.0,0.0,0.0,0.0,,8.7,0.0,0.0,0.0,0.0,,233.0,0.0,,,1976.0,,,,,,1976.0,,,,49.9403942274298,49.941893,49.91568500000001,,49.92556,49.92556,4.63502883911133,4.637199,4.6195,,4.61331,4.61331,['CARMA37152'],['17W100P100P02780'],"['GEO39715', 'GEO45157']",,['H29'],['OEU115']
33,Rhinau,Rhinau,Rhinau,,Rhinau rhinau rhinau,Rhinau,Hydro,Hydro,Hydro,,Hydro,Hydro,,,Run-Of-River,,Run-Of-River,Run-Of-River,PP,PP,PP,,Store,PP,France,France,France,,France,France,139.92502015800875,152.0,103.01319504651104,,152.0,152.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,20.0,0.0,0.0,0.0,0.0,,18.0,0.0,,,1963.0,,,2016.0,,,1963.0,,,2016.0,48.290503217140596,48.318771000000005,48.284,,48.28412,48.28412,7.664508819580081,7.704565999999999,7.678,,7.67728,7.67728,['CARMA37190'],['17W100P100P0304P'],['GEO39809'],,['H325'],['OEU139']
34,Ritsem,Ritsem,Ritsem hydro,,Ritsem ritsem ritsem hydro,Ritsem,Hydro,Hydro,Hydro,,Hydro,Hydro,,,Reservoir,,Reservoir,Reservoir,PP,PP,PP,,Store,PP,Sweden,Sweden,Sweden,,Sweden,Sweden,278.45775155822633,320.0,296.1783439490446,,304.0,320.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,600.0,0.0,0.0,0.0,0.0,,173.0,0.0,,,,,,,,,,,,,66.95926996026961,67.7225771,67.732,,67.729796,67.729796,19.8207092285156,17.4683965,17.49,,17.4849399999999,17.484939999999998,['CARMA37535'],['46WPU0000000026R'],['GEO46077'],,['H137'],['OEU5476']
35,Roncovalgrande delio,Roncovalgrande,Roncovalgrande,,Roncovalgrande roncovalg ps roncovalgrande italy,Roncovalgrande,Hydro,Hydro,Hydro,,Hydro,Hydro,,,Pumped Storage,,Pumped Storage,,PP,PP,Store,,Store,PP,Italy,Italy,Italy,,Italy,Italy,870.1804736194573,1000.0,960.690876072031,,1000.0,1000.0,,,,,,,0.0,0.0,0.0,,17.7,0.0,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,1973.0,,,,,,1973.0,,,,46.043569724682996,46.0675885,46.0702,,46.067588,46.067588,8.734130859375,8.731877800000001,8.7339,,8.731877,8.731877,['CARMA37903'],['26WIMPI-S03RNCVS'],['GEO45431'],,['H15'],['OEU1048']
36,Rosshag,Roßhag,Rosshag,,Roßhag rosshag rosshag,Roßhag,Hydro,Hydro,Hydro,,Hydro,Hydro,,,Pumped Storage,,Reservoir,Reservoir,PP,PP,Store,,Store,PP,Austria,Austria,Austria,,Austria,Austria,201.8818698797141,231.0,218.42479564236137,,231.0,231.0,,,,,,,0.0,0.0,0.0,,1433.3333333333333,0.0,0.0,0.0,0.0,,126.5,0.0,0.0,0.0,0.0,,131.0,0.0,,,1972.0,,,1972.0,,,1972.0,,,1972.0,47.0833333,47.4274002,47.086589,,47.086876,47.086876,11.766666699999998,9.8985696,11.773926,,11.774061,11.774061,['CARMA38019'],['14W-TZR-KW-----I'],['GEO45043'],,['H194'],['OEU5782']
37,Malta hauptstufe,Malta hauptstufe,Malta haupstufe rottau,,Malta hauptstufe malta hauptstufe malta haupstufe rottau,Malta hauptstufe,Hydro,Hydro,Hydro,,Hydro,Hydro,,,Pumped Storage,,Reservoir,Reservoir,PP,PP,Store,,Store,PP,Austria,Austria,Austria,,Austria,Austria,635.2317457422038,730.0,690.2601767052979,,730.0,730.0,,,,,,,0.0,0.0,0.0,,22.054794520547944,0.0,0.0,0.0,0.0,,6.2,0.0,0.0,0.0,0.0,,50.0,0.0,,,1978.0,,,1979.0,,,1978.0,,,1979.0,48.25,46.8701073,46.8707,,46.870564,46.870564,15.15,13.329044699999999,13.3294,,13.329601,13.329601,['CARMA26838'],['14W-DMH-KW-----9'],['GEO44815'],,['H34'],['OEU5752']
38,Sarrans,Sarrans,Sarrans,,Sarrans sarrans sarrans,Sarrans,Hydro,Hydro,Hydro,,Hydro,Hydro,,,Reservoir,,Reservoir,Reservoir,PP,PP,PP,,Store,PP,France,France,France,,France,France,105.57029505951255,183.0,177.70700636942675,,183.0,183.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,296.0,0.0,0.0,0.0,0.0,,113.0,0.0,,,1932.0,,,,,,1932.0,,,,44.843657,44.083415,44.83,,44.82942,44.82942,2.661189,4.971544000000001,2.74,,2.74042,2.74042,['CARMA39876'],['17W100P100P02934'],['GEO39726'],,['H267'],['OEU163']
39,Schwarzach tir,Kaprun schwarzach,Schwarzach,,Schwarzach kaprun schwarzach schwarzach,Schwarzach,Hydro,Hydro,Hydro,,Hydro,Hydro,,,Run-Of-River,,Reservoir,Reservoir,PP,PP,PP,,Store,PP,Austria,Austria,Austria,,Austria,Austria,8.614786688832627,120.0,81.3262066156666,,120.0,120.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1.8,0.0,0.0,0.0,0.0,,138.7,0.0,,,1960.0,,,1960.0,,,1960.0,,,1960.0,,47.2728876,47.3152,,47.315375,47.315375,,12.759674,13.1389,,13.1387859999999,13.138785999999998,['CARMA40229'],['14W-TKS-KW-----P'],['GEO45559'],,['H427'],['OEU5787']
40,Serre poncon,Serre poncon,Serre poncon,,Serre poncon serre poncon serre poncon,Serre poncon,Hydro,Hydro,Hydro,,Hydro,Hydro,,,Reservoir,,Reservoir,Reservoir,PP,PP,PP,,Store,PP,France,France,France,,France,France,334.1493018698716,384.0,355.4140127388535,,370.0,384.0,,,,,,,0.0,0.0,0.0,,1036.7567567567567,0.0,0.0,0.0,0.0,,1272.0,0.0,0.0,0.0,0.0,,124.0,0.0,,,1960.0,,,,,,1960.0,,,,44.465767,44.5272855,44.47,,44.47095,44.47095,6.217905,6.3811206999999985,6.269,,6.26967,6.26967,['CARMA40662'],['17W100P100P02926'],['GEO39770'],,['H97'],['OEU164']
41,Sisteron,Sisteron,Sisteron,,Sisteron sisteron sisteron,Sisteron,Hydro,Hydro,Hydro,,Hydro,Hydro,,,Reservoir,,Reservoir,Reservoir,PP,PP,PP,,Store,PP,France,France,France,,France,France,186.21862135456385,214.0,252.7388535031847,,214.0,240.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1.8,0.0,0.0,0.0,0.0,,17.0,0.0,,,1975.0,,,2017.0,,,1975.0,,,2017.0,44.18758,44.194713,44.21,,44.17517,44.17517,5.946228,5.943191000000001,5.921,,5.95215,5.95215,['CARMA41802'],['17W100P100P02942'],['GEO39773'],,['H221'],['OEU165']
42,Sloy,Sloy,Loch sloy,,Sloy sloy sloy loch sloy uk,Sloy,Hydro,Hydro,Hydro,,Hydro,Hydro,,,Reservoir,,Reservoir,,PP,PP,PP,,Store,PP,United Kingdom,United Kingdom,United Kingdom,,United Kingdom,United Kingdom,113.51504278365819,153.0,128.343949044586,,152.5,152.5,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,35.679,0.0,0.0,0.0,0.0,,56.0,0.0,,,1950.0,,,1950.0,,,1950.0,,,1950.0,,56.270832999999996,56.2512,,56.261512,56.261512,,-4.602778,-4.7117,,-4.763588,-4.763588,['CARMA42024'],['48WSTN00000SLOY0'],['GEO44140'],,['H324'],['OEU5286']
